moscot driver genes Fev+ delta;Fev_delta_pull_corr;Fev_delta_pull_pval;Fev_delta_pull_qval;Fev_delta_pull_ci_low;Fev_delta_pull_ci_high
Atxn10;-0.0034336020531841;0.804774629676177;0.907317838617025;-0.0306509860708653;0.0237888701041064
Gngt2;-0.00343404148351306;0.804750149431361;0.907317838617025;-0.0306514250935276;0.0237884309172725
4930554G24Rik;-0.00344112510517235;0.804355554040905;0.906997964038833;-0.0306585021421472;0.0237813512193064
Ahctf1;-0.00344769373521021;0.803989690939943;0.90670739893139;-0.0306650646745782;0.0237747862252626
Ssmem1;-0.00344978141901335;0.803873418984849;0.906657727886694;-0.0306671504199097;0.0237726996965825
Fbxo43;-0.00345360767032658;0.803660330102078;0.906569980138155;-0.0306709731178284;0.0237688755617324
Ksr1;-0.00345434693534568;0.803619161158152;0.906569980138155;-0.0306717116962091;0.0237681367055405
Usp9y;-0.00345874107973357;0.803374466808982;0.906450968527865;-0.0306761017586479;0.0237637449905821
Gm36480;-0.00345879760265994;0.803371319372699;0.906450968527865;-0.0306761582290604;0.0237636884988993
Zwint;-0.00346357027504789;0.803105568233111;0.90624929768118;-0.0306809264666606;0.0237589184640159
Gm28876;-0.0034646707104681;0.803044297200607;0.90624929768118;-0.0306820258793758;0.0237578186365495
G6pdx;-0.00346898376112189;0.802804162958558;0.906112631966532;-0.0306863349210006;0.0237535079680768
Plau;-0.00347102512331268;0.802690514169929;0.906035227757332;-0.0306883743853697;0.0237514677330167
Msra;-0.00347364657849532;0.802544575973321;0.90592136620763;-0.030690993403095;0.0237488477249286
5031425E22Rik;-0.00347977062153732;0.802203673156421;0.905790858316307;-0.0306971117504793;0.0237427270610208
Gm44793;-0.00348065042808138;0.802154700671344;0.905786437544011;-0.030697990738593;0.0237418477397701
Il12rb2;-0.00348273450201007;0.802038698406145;0.905706322551328;-0.0307000728736667;0.0237397648152298
Pmaip1;-0.00348390140112485;0.80197374918838;0.905683853712376;-0.0307012386870892;0.0237385985595688
Gm3752;-0.00348730736303009;0.801784182302115;0.90552064139435;-0.0307046414796365;0.0237351944753619
Zfp60;-0.00348778387000439;0.801757662106295;0.90552064139435;-0.0307051175431553;0.0237347182310344
Gm15063;-0.00349712727824818;0.801237696961347;0.905055988201042;-0.0307144522535737;0.023725379970305
Srrm1;-0.00349989229551296;0.801083839290699;0.904933042327541;-0.0307172146959597;0.0237226164754456
C86187;-0.00351477214691569;0.800255991762762;0.904201112994987;-0.0307320806835957;0.023707744809675
Clptm1;-0.00351543422151164;0.800219162135645;0.904201112994987;-0.0307327421410476;0.0237070830990164
9130213A22Rik;-0.00351650609654666;0.8001595372311;0.904199270878785;-0.0307338130168981;0.0237060118131323
Rab11fip3;-0.0035189910786774;0.800021310276459;0.904190048939543;-0.0307362956823283;0.0237035281966194
Vma21;-0.00352086714573616;0.799916958327113;0.904122940135497;-0.0307381700001438;0.0237016531603277
Mir9-3hg;-0.00352418642790576;0.799732339578486;0.903965095448204;-0.0307414861869486;0.0236983357014011
Usp1;-0.0035262932375036;0.799615164457484;0.903903267310083;-0.0307435910315505;0.0236962300487382
Tmem97;-0.0035279591743968;0.799522512690887;0.903903267310083;-0.0307452554144735;0.0236945650265078
Ctnnal1;-0.00352996729454871;0.799410834010847;0.903903267310083;-0.0307472616612693;0.0236925580086896
AI429214;-0.00353096337527781;0.799355439951961;0.903903267310083;-0.0307482568126829;0.0236915624746657
Gm41611;-0.0035310440687073;0.799350952471739;0.903903267310083;-0.0307483374308253;0.023691481825523
Prkg2;-0.00353600532196906;0.799075062613241;0.903903267310083;-0.0307532940545505;0.0236865232944508
Wdfy2;-0.00353828091065326;0.798948528004215;0.903841432665658;-0.0307555675193474;0.023684248953911
Mgat3;-0.00354347365181257;0.798659804257391;0.903695149051318;-0.0307607554128835;0.0236790590598787
Amn;-0.00354709897302654;0.798458247584872;0.903541016110255;-0.0307643773488517;0.0236754357255216
Oca2;-0.0035472395538725;0.79845043199396;0.903541016110255;-0.0307645177984119;0.0236752952217065
Gm5602;-0.00354980471753481;0.798307825288301;0.903523376408666;-0.030767080566329;0.0236727314634302
Trmu;-0.00355142005203721;0.798218026464856;0.903472607737346;-0.0307686943919994;0.0236711170137435
Sp5;-0.00355170395984662;0.798202243887386;0.903472607737346;-0.030768978034605;0.0236708332614328
Klhl40;-0.00355207182694211;0.798181794093721;0.903472607737346;-0.0307693455580621;0.0236704655958147
Rab3gap1;-0.00355554264848319;0.797988857356742;0.90341668071423;-0.0307728131370174;0.0236669966748476
Ccl3;-0.0035591234553469;0.79778981965894;0.903300384481338;-0.0307763905978559;0.0236634178280973
Gm30191;-0.00355916854408411;0.797787313503503;0.903300384481338;-0.0307764356444562;0.0236633727640369
Chrna7;-0.00356090338880979;0.797690887667235;0.903300384481338;-0.0307781688678301;0.0236616388687003
Aox3;-0.00356180127773799;0.79764098257348;0.903300384481338;-0.0307790659175447;0.023660741471075
Oxt;-0.00356357689923347;0.797542295120324;0.903300384481338;-0.0307808398793231;0.0236589668210272
Ackr1;-0.00356553020445235;0.79743373590133;0.903300384481338;-0.0307827913585415;0.0236570145842691
Rassf7;-0.00356934727142393;0.797221605344143;0.903300384481338;-0.0307866048566206;0.0236531996046393
Gm50020;-0.00356943627275285;0.79721665934238;0.903300384481338;-0.0307866937747254;0.0236531106519708
1700020L24Rik;-0.00357591095901388;0.796856868474886;0.903152372269867;-0.030793162405422;0.0236466395045115
Arhgap27os2;-0.00357822444406388;0.796728321231338;0.903152372269867;-0.0307954737261916;0.0236443272833657
Il27;-0.00358020083341505;0.796618508849793;0.903152372269867;-0.0307974482663869;0.0236423519735258
Gm20556;-0.00358315269299027;0.796454504770646;0.903052730366853;-0.0308003973637382;0.0236394017258715
Gm35330;-0.00358953921663876;0.796099702956993;0.902752274850205;-0.0308067779095292;0.0236330186880871
Timm10;-0.0035895647544463;0.796098284294648;0.902752274850205;-0.0308068034234286;0.0236329931642141
Slc22a21;-0.00359018746005636;0.796063692300993;0.902752274850205;-0.0308074255460597;0.0236323707983668
Slc4a9;-0.00359107389772761;0.796014450387174;0.902752274850205;-0.0308083111538088;0.0236314848443204
Casp2;-0.00359136388112984;0.795998341886903;0.902752274850205;-0.0308086008657065;0.0236311950191187
Gm11365;-0.00359202998623075;0.795961340256162;0.902752274850205;-0.0308092663471317;0.0236305292773944
Shmt1;-0.00359248299523834;0.795936176213009;0.902752274850205;-0.0308097189319722;0.0236300765155005
Cdc123;-0.00359472777683367;0.795811484734889;0.902752274850205;-0.0308119616115407;0.0236278329582551
Syt6;-0.00359506683291359;0.795792651549965;0.902752274850205;-0.0308123003501026;0.0236274940870795
Ndfip2;-0.00359658188188133;0.795708498200668;0.902752274850205;-0.0308138139801866;0.0236259798642677
Mettl6;-0.00359831067481753;0.795612475350738;0.902752274850205;-0.0308155411539097;0.0236242520138893
Ppp2r5d;-0.00360198623169643;0.795408333107926;0.902579234616654;-0.0308192132676673;0.023620578460426
Cyp46a1;-0.00360449423899362;0.795269045179698;0.902523067361831;-0.0308217189251373;0.0236180718197326
Gm44731;-0.00360824350020831;0.795060833537615;0.90238865947418;-0.0308254646729189;0.023614324600838
Ube2l6;-0.00361003852463825;0.79496115373368;0.902326467929996;-0.0308272580149607;0.0236125305539338
Smim20;-0.00361112628443874;0.794900750789048;0.902326467929996;-0.0308283447551721;0.0236114433864149
Amdhd2;-0.00361136961731676;0.794887238762421;0.902326467929996;-0.0308285878599583;0.023611200186022
Gm26916;-0.00361310989539003;0.794790604688513;0.902326467929996;-0.0308303265066611;0.0236094608553675
Gm35853;-0.00361335943793387;0.794776748360592;0.902326467929996;-0.0308305758152654;0.0236092114486628
A930016O22Rik;-0.00361736805326107;0.794554171186366;0.902323042783839;-0.0308345806721579;0.0236052050149705
Abca15;-0.00361806303228052;0.794515584382934;0.902323042783839;-0.0308352749994836;0.0236045104140951
Gm41307;-0.00361845789066224;0.794493661178446;0.902323042783839;-0.0308356694875881;0.0236041157705475
Arhgap23;-0.00361868968142123;0.794480791839464;0.902323042783839;-0.0308359010609821;0.023603884105897
Gm47710;-0.00362440455026625;0.794163512222053;0.902134208408201;-0.0308416105697056;0.0235981723453695
Vwc2l;-0.00362747226799038;0.793993211886451;0.902042697855515;-0.0308446754094062;0.0235951062954442
Aph1b;-0.00362771267882831;0.793979866208038;0.902042697855515;-0.0308449155946776;0.0235948660152867
Champ1;-0.00362805378566007;0.793960930800437;0.902042697855515;-0.030845256381459;0.0235945250938653
Gm13563;-0.00363061968163933;0.793818497538349;0.902042697855515;-0.0308478198697319;0.0235919605923894
Ercc3;-0.00363096565386909;0.793799293094891;0.902042697855515;-0.0308481655172915;0.0235916148081599
Gm31641;-0.00363117763341353;0.793787526463166;0.902042697855515;-0.0308483772979051;0.0235914029438013
Il11ra1;-0.00363196399481277;0.793743877260453;0.902042697855515;-0.0308491629213272;0.0235906170096751
Ms4a6c;-0.0036330695561223;0.793682511060509;0.902042697855515;-0.030850267445043;0.0235895120490205
B230334C09Rik;-0.00363375486561792;0.793644472346143;0.902042697855515;-0.0308509521113271;0.0235888271118223
Gm20390;-0.00363385797437923;0.793638749244911;0.902042697855515;-0.0308510551233113;0.0235887240590731
AY512931;-0.00363513371169152;0.793567939752777;0.902042697855515;-0.0308523296631786;0.0235874490147355
Rmc1;-0.00363693027988316;0.793468224552742;0.902042697855515;-0.0308541245449078;0.0235856534222813
Gucy1a1;-0.00363923309340004;0.793340416076432;0.902014726790595;-0.0308564251964863;0.0235833518591929
Eef1aknmt;-0.00363979287475801;0.793309348483769;0.902014726790595;-0.0308569844522641;0.0235827923817528
1700016H13Rik;-0.00364212136118443;0.793180122140681;0.901934498297082;-0.0308593107522856;0.0235804651593309
Gm41760;-0.00364422162736425;0.793063566434589;0.901852974094046;-0.0308614090461021;0.0235783660330145
Gm9844;-0.00364673857344694;0.792923892880105;0.901762322036526;-0.0308639236282008;0.0235758504526211
Ppil4;-0.00364745136517694;0.792884338946598;0.901762322036526;-0.0308646357503949;0.0235751380475876
Rbbp5;-0.0036485039426921;0.792825930739921;0.901762322036526;-0.0308656873391577;0.0235740860410555
Endou;-0.00364971935340628;0.792758488259244;0.901762322036526;-0.0308669016080851;0.0235728712895802
9630015K15Rik;-0.00365153953134221;0.792657490472119;0.901762322036526;-0.0308687200759508;0.0235710520987587
Jag1;-0.00365268300338926;0.792594043428115;0.901762322036526;-0.0308698624736055;0.0235699092467443
Zfp850;-0.00365750192486675;0.792326674346283;0.901575996738741;-0.0308746768665021;0.023565092937482
Gm34728;-0.00365868963961306;0.792260779905058;0.9015520467809;-0.0308758634648996;0.0235639058663717
Acp7;-0.0036614155717572;0.792109550736928;0.901430982081204;-0.030878586834614;0.0235611814111505
Fcgr3;-0.00366232852122601;0.792058903905722;0.901424374163085;-0.0308794989258021;0.0235602689562316
Coro7;-0.00366247718743912;0.792050656574362;0.901424374163085;-0.030879647452247;0.0235601203705475
Gm28182;-0.00366467734152276;0.79192860466339;0.901378141747714;-0.0308818455377209;0.0235579214080958
1810007D17Rik;-0.003665095156227;0.791905427279356;0.901378141747714;-0.0308822629595612;0.0235575038196557
Arpin;-0.0036659932987858;0.791855605349351;0.901378141747714;-0.0308831602575802;0.0235566061634464
Gm34411;-0.00366947169414581;0.79166265917912;0.901279558131038;-0.0308866353817274;0.0235531296512438
Pgc;-0.00366973565730973;0.791648017694945;0.901279558131038;-0.0308868990966237;0.0235528658309592
Tram1l1;-0.0036710549575369;0.79157483997423;0.901279558131038;-0.0308882171559406;0.0235515472447926
Tmprss6;-0.00367170630745661;0.791538712178228;0.901279558131038;-0.0308888678931774;0.0235508962473758
Egfl8;-0.00367311742762592;0.791460444475905;0.901279558131038;-0.0308902776859175;0.0235494858908091
Morf4l2;-0.00367449647687205;0.791383957615885;0.9012685078151;-0.0308916554377987;0.0235481075877062
St8sia3os;-0.00367857193319848;0.791157930392222;0.901101189197073;-0.0308957270594632;0.0235440343358261
Dnmt3c;-0.00367919229720194;0.791123526175672;0.901101189197073;-0.030896346839677;0.0235434143073032
Synpo2l;-0.00368451209084326;0.790828517169248;0.90084007709958;-0.030901661626301;0.0235380973896406
Gm11274;-0.00368478525191545;0.79081336983782;0.90084007709958;-0.030901934530231;0.0235378243762028
Crtap;-0.00368632786946626;0.790727830071297;0.900827471830629;-0.0309034756955514;0.0235362825923085
Bmp4;-0.00369168900068272;0.790430569305048;0.9006058191072;-0.0309088317787569;0.023530924357331
Dpm1;-0.00369204979272604;0.79041056541968;0.9006058191072;-0.0309091922310243;0.0235305637601418
Gm2087;-0.00369430197362098;0.79028569780301;0.9006058191072;-0.030911442290768;0.0235283127954297
Thbs4;-0.00370167547284274;0.789876926712731;0.900300975667147;-0.0309188088435433;0.0235209432759833
Rnf219;-0.0037026485439934;0.789822986035131;0.900300975667147;-0.0309197809977596;0.0235199707298174
Gm45437;-0.00370308796879514;0.78979862753834;0.900300975667147;-0.0309202200084702;0.0235195315420743
4732440D04Rik;-0.00370743495653263;0.789557673400289;0.900208592806602;-0.0309245628992662;0.0235151868988613
Csrp1;-0.00370914389483476;0.789462952218338;0.900151649279409;-0.0309262702266497;0.0235134788819843
Sft2d1;-0.00371330394522674;0.789232386452344;0.899990848309687;-0.0309304263549357;0.0235093210739434
Dhx58os;-0.00371561503498192;0.789104305065727;0.899967883654786;-0.0309327352653829;0.0235070112295053
Oasl2;-0.00372149510647202;0.788778455183083;0.899830512118121;-0.0309386097907824;0.0235011343251465
Klk1b11;-0.00372287733061177;0.788701863247059;0.899830512118121;-0.0309399907109336;0.0234997528452289
Myl10;-0.00372676494227096;0.788486453487085;0.899701621889594;-0.030943874654468;0.0234958673261943
Sidt1;-0.00372708589359122;0.788468670527949;0.899701621889594;-0.0309441953029205;0.0234955465475991
Syngr2;-0.00373080267398329;0.788262742797778;0.899548474027233;-0.0309479085755407;0.0234918317670426
Sephs2;-0.00374365577676118;0.787550732427452;0.898940062116118;-0.0309607495422031;0.0234789855741576
Leo1;-0.00374544353976655;0.787451711568013;0.898936999161115;-0.0309625356164609;0.0234771987715505
Znhit3;-0.00374954053316897;0.787224799699401;0.89882320374607;-0.0309666287391267;0.0234731039784243
Rarg;-0.0037514450967074;0.787119321646109;0.89882320374607;-0.0309685315029705;0.0234712004374142
Gucy2e;-0.00375204317722001;0.78708619970867;0.89882320374607;-0.0309691290182933;0.0234706026779603
Agmo;-0.00375405491547121;0.786974791667512;0.89882320374607;-0.0309711388552967;0.0234685920194979
Dnajc5b;-0.00375560329379904;0.786889047000952;0.89882320374607;-0.0309726857701377;0.0234670444721032
Col10a1;-0.00375769534005052;0.786773199696236;0.898766998152826;-0.0309747758388345;0.0234649535483355
Etfbl;-0.00375857703683031;0.786724377047325;0.898762297652007;-0.0309756567020989;0.0234640723245573
Kif5b;-0.00376354568065522;0.786449261453846;0.89855012804812;-0.0309806206480071;0.0234591063454567
Pdlim1;-0.00376627088734159;0.786298377094863;0.898479865556644;-0.0309833432774054;0.0234563825997504
Traf7;-0.00376770727032347;0.786218853244605;0.898479865556644;-0.0309847783018056;0.0234549469866492
Gm49906;-0.00376807512502876;0.786198487709878;0.898479865556644;-0.0309851458085629;0.0234545793290906
Rdh1;-0.00376885550577281;0.786155283986205;0.898479865556644;-0.0309859254511327;0.0234537993665567
Cfap99;-0.00377069255416494;0.786053583241139;0.898479865556644;-0.0309877607617015;0.0234519633025177
Tfpt;-0.00377163684593949;0.786001307770855;0.898479865556644;-0.0309887041601172;0.0234510195166554
Elfn1;-0.00377245389905011;0.785956076940866;0.898479865556644;-0.0309895204402055;0.0234502029012487
Olfr544;-0.00377263414042056;0.785946099147205;0.898479865556644;-0.0309897005110429;0.0234500227564305
Olfr267;-0.00377282403061087;0.785935587252628;0.898479865556644;-0.0309898902215691;0.0234498329679593
Tsga13;-0.00377283494491259;0.785934983062576;0.898479865556644;-0.0309899011255442;0.023449822059504
Exoc3l2;-0.00377304070051971;0.785923592940612;0.898479865556644;-0.0309901066864738;0.0234496164141124
Adam15;-0.00377328047204541;0.785910319839242;0.898479865556644;-0.0309903462311347;0.0234493767710202
Gm19410;-0.00377869435189118;0.785610638700342;0.898479865556644;-0.0309957549876928;0.0234439657902852
Hsd3b2;-0.00377879156411406;0.7856052578829;0.898479865556644;-0.0309958521079068;0.0234438686301045
Foxo6;-0.00377927273087062;0.785578624855253;0.898479865556644;-0.0309963328192437;0.023443387720931
Otx2os1;-0.00377971317505185;0.785554246079964;0.898479865556644;-0.0309967728465378;0.0234429475125219
Gm49162;-0.00378325127789785;0.785358418191707;0.898427148518061;-0.0310003076001328;0.0234394113032577
Dctpp1;-0.00378358872845327;0.785339741594743;0.898427148518061;-0.0310006447312141;0.0234390740332692
Emc10;-0.0037864881948992;0.785179272313382;0.898324450020825;-0.0310035414523964;0.0234361761180477
Ccl5;-0.00378706538138627;0.78514732935243;0.898324450020825;-0.031004118092339;0.0234355992403028
Foxc1;-0.00378722832310429;0.78513831181084;0.898324450020825;-0.0310042808797624;0.0234354363857404
