moscot driver genes epsilon cells;Epsilon_pull_corr;Epsilon_pull_pval;Epsilon_pull_qval;Epsilon_pull_ci_low;Epsilon_pull_ci_high
Gm31452;-0.00221185998968811;0.873492824641471;0.94341730262545;-0.0294303368324205;0.0250098945566968
Plcxd1;-0.00221260116596961;0.873450790186681;0.94341730262545;-0.0294310773703441;0.0250091538403785
Pip5k1a;-0.00221409515492411;0.873366062425884;0.943381760945008;-0.0294325700724698;0.0250076607784808
Hsf1;-0.00221485577903827;0.873322926133163;0.943381760945008;-0.0294333300413832;0.025006900626306
Cryz;-0.00221755275772821;0.873169978899553;0.943306265707702;-0.0294360246966452;0.0250042053207385
Gm50240;-0.00222415402948656;0.872795636933908;0.943069641993139;-0.0294426202797855;0.0249976081425357
Chat;-0.00222708262608189;0.872629572500177;0.943042269431838;-0.0294455463519161;0.0249946813612513
Atp6v0e;-0.00223097639613362;0.872408787134753;0.942905045579029;-0.0294494367647964;0.0249907900040573
Gm11454;-0.0022334711778151;0.872267332721828;0.942904242066296;-0.0294519293950675;0.0249882967678869
Rhog;-0.0022375669470008;0.872035110985913;0.942754602643173;-0.0294560216314743;0.0249842035352858
Hspb6;-0.00224178901882092;0.871795739688262;0.942546507204105;-0.029460240060619;0.0249799840773164
Xkr9;-0.00224324594363143;0.871713141735708;0.942507894815949;-0.029461695728214;0.0249785280542513
C6;-0.00224337351522002;0.871705909341174;0.942507894815949;-0.0294618231897125;0.024978400561616
Rab40c;-0.0022478855339005;0.871450117128026;0.942387378751973;-0.0294663313140997;0.0249738913348289
Manbal;-0.00225039927628601;0.871307615626921;0.942373540482487;-0.0294688428864106;0.0249713791473866
Got2;-0.00225143812702579;0.871248725453432;0.942366468353731;-0.0294698808402264;0.0249703409391556
Zbed4;-0.00225355099838714;0.871128953604472;0.942332401760153;-0.0294719918871936;0.0249682293743825
Dnaaf4;-0.00225376726766523;0.871116694164667;0.942332401760153;-0.0294722079697166;0.0249680132388305
Gpha2;-0.00225392529733107;0.871107736114961;0.942332401760153;-0.0294723658629175;0.0249678553068777
Dchs1;-0.00225583770484164;0.870999330934623;0.942332401760153;-0.0294742766188795;0.0249659440817413
Eppin;-0.00226029299521009;0.870746791359241;0.942284109743131;-0.029478728060903;0.0249614915451499
Suclg1;-0.00226639174024015;0.870401117077075;0.942102711279839;-0.0294848215362712;0.0249553965679512
Il17f;-0.00226729671168625;0.870349825786378;0.942097918790844;-0.0294857257255982;0.024954492155428
Gm13842;-0.00227110276897989;0.870134114905067;0.941965864940041;-0.0294895284930298;0.0249506884483202
Gm14264;-0.00227206043785653;0.870079839891496;0.941957834096545;-0.029490485333997;0.0249497313706663
Rabgef1;-0.00227485801687841;0.869921293146554;0.941836910605621;-0.0294932804942125;0.024946935518461
Gm20671;-0.00227749460571502;0.869771874956422;0.941725857825656;-0.0294959148030463;0.0249443005566794
Cep295nl;-0.00228073825083114;0.869588060641563;0.941628267335165;-0.029499155642686;0.0249410589127175
1700029H14Rik;-0.00228073825083114;0.869588060641563;0.941628267335165;-0.029499155642686;0.0249410589127175
Gm14325;-0.00228454607142758;0.869372284022303;0.941609579638161;-0.0295029601691122;0.0249372534406107
Wnt10b;-0.00229187033937792;0.868957269294613;0.941249419938014;-0.0295102780985737;0.0249299336877157
Olfr1393;-0.00229623514018106;0.868709963898754;0.941032245083342;-0.0295146391206505;0.0249255715762122
Fkbp10;-0.00229834958906332;0.868590165883134;0.940953176954715;-0.0295167517386245;0.0249234584297398
Nprl2;-0.00230042372292122;0.868472654919846;0.940876578026173;-0.0295188240762468;0.0249213855732232
Gm26510;-0.0023008827096249;0.868446651219247;0.940876578026173;-0.0295192826654285;0.0249209268691517
Nop10;-0.00230257167164315;0.86835096500434;0.940846149050461;-0.0295209701645616;0.0249192389470541
R3hdm2;-0.00230586225022144;0.868164546569072;0.940753808697185;-0.0295242578925777;0.0249159503940914
Nlrp5;-0.00230630731233695;0.86813933339426;0.940753808697185;-0.0295247025690996;0.0249155056059022
Fabp5;-0.00230824363726573;0.868029640381522;0.940753808697185;-0.0295266372163069;0.0249135704726148
Gm43055;-0.00230875642489683;0.868000591333038;0.940753808697185;-0.0295271495596009;0.0249130580005262
Inka1;-0.00230917956804748;0.867976620713699;0.940753808697185;-0.0295275723360818;0.0249126351177448
Zzef1;-0.00231075216485722;0.867887535803724;0.940753808697185;-0.0295291435700908;0.0249110634885029
Plk2;-0.00231177520522452;0.867829583223129;0.940753808697185;-0.0295301657238266;0.0249100410775069
Gm15647;-0.00231602959068593;0.867588590951499;0.940679221395716;-0.0295344164215582;0.0249057893087197
Intu;-0.00232366240378998;0.867156256419747;0.94031189507558;-0.0295420426160211;0.0248981611877348
Kcnd3os;-0.00232402435825723;0.867135755735184;0.94031189507558;-0.0295424042565481;0.0248977994556931
Psap;-0.00232576792704428;0.867037003257035;0.940284019877876;-0.0295441463129554;0.024896056958251
Mterf4;-0.00232581067080325;0.86703458235644;0.940284019877876;-0.0295441890196362;0.024896014240754
Xrn1;-0.00233214920299195;0.86667559741125;0.940145668830043;-0.0295505220523446;0.024889679601901
Ifitm3;-0.00233407709112976;0.866566416253457;0.940138090182747;-0.0295524482673617;0.0248877528975022
Mplkip;-0.00233490947872661;0.866519276835189;0.940138090182747;-0.0295532799325072;0.0248869210209356
Hexim2;-0.00233926098728866;0.866272851793248;0.940114615612161;-0.0295576276636655;0.0248825721832947
Mxd3;-0.0023395367391836;0.866257236457239;0.940114615612161;-0.0295579031761545;0.0248822966006193
Numb;-0.00233997939581666;0.866232169713918;0.940114615612161;-0.0295583454484673;0.024881854215621
Igfbp2;-0.00234054243338586;0.866200286237767;0.940114615612161;-0.0295589079971845;0.0248812915235425
Gm44632;-0.00234464457220491;0.865967998462071;0.940037511371188;-0.0295630065738407;0.024877191901354
Cass4;-0.00234535155203539;0.865927966179913;0.940037511371188;-0.0295637129396606;0.0248764853551577
1700123O12Rik;-0.00234609931934719;0.8658856247068;0.940037511371188;-0.0295644600575084;0.0248757380464679
Vcpip1;-0.00235175736480244;0.865565256800491;0.939854075697325;-0.029570113187753;0.0248700834702297
Gbp3;-0.00235388143538793;0.865444994103334;0.939823893700902;-0.0295722354126839;0.0248679607015633
Ilkap;-0.00235568246466605;0.865343024113581;0.939823893700902;-0.0295740348768133;0.0248661607760084
Gm16043;-0.00235594826559348;0.865327975287631;0.939823893700902;-0.0295743004467367;0.0248658951379565
Gorasp2;-0.00235859119682696;0.865178343356861;0.939823893700902;-0.0295769410808257;0.0248632538260305
Kcnh1;-0.00235862175724119;0.865176613179748;0.939823893700902;-0.0295769716146756;0.0248632232843382
Gm17080;-0.00236010001175329;0.865092922607813;0.939823893700902;-0.0295784485841719;0.0248617459353752
Clptm1l;-0.00236102688852982;0.865040448756682;0.939823893700902;-0.0295793746551731;0.0248608196263242
1700066B17Rik;-0.00236111327958315;0.865035557876577;0.939823893700902;-0.0295794609711204;0.0248607332881843
Ttc37;-0.00236223026435878;0.864972322180319;0.939823893700902;-0.029580576984784;0.0248596169875107
Gm21992;-0.00236962024055408;0.864553976328902;0.939720388545008;-0.0295879605343883;0.0248522315356273
Gm48249;-0.00237021852841555;0.864520108968693;0.939720388545008;-0.0295885583018271;0.0248516336139212
Vav1;-0.00237022111333947;0.864519962644102;0.939720388545008;-0.0295885608845024;0.0248516310305793
Map2k5;-0.00237150745035892;0.864447147638919;0.939720388545008;-0.0295898461025311;0.024850345480739
Slfnl1;-0.00237280087974752;0.864373932319864;0.939720388545008;-0.0295911384066684;0.024849052842779
Pgf;-0.00237284369265879;0.864371508890143;0.939720388545008;-0.029591181182332;0.0248490100560627
Ythdf2;-0.00237313457785904;0.864355043334007;0.939720388545008;-0.0295914718144561;0.0248487193488372
4930519A11Rik;-0.00238008332215548;0.863961727196503;0.939533841925311;-0.029598414511835;0.024841774854681
Lrrc56;-0.00238066454411867;0.863928830119549;0.939533841925311;-0.0295989952278898;0.0248411939880982
Gm12253;-0.00238383370422179;0.863749460276943;0.939455467183216;-0.0296021616291628;0.0248380267654123
Sox7;-0.00238392982037259;0.863744020352528;0.939455467183216;-0.0296022576616336;0.0248379307080121
Gm15962;-0.00238967051659045;0.863419123579868;0.93919780538532;-0.0296079933590162;0.024832193519859
Klhl18;-0.00239132206863732;0.863325657670196;0.939197775645;-0.0296096434726065;0.0248305429767219
Tmem159;-0.00239364389678831;0.863194262211189;0.939105652842923;-0.0296119632782578;0.0248282225666919
Col20a1;-0.00239445926733406;0.863148120164111;0.939105652842923;-0.0296127779384804;0.0248274076940868
4932413F04Rik;-0.0023995195495891;0.862861767817669;0.938845535745757;-0.029617833811581;0.0248223505012989
Gm12963;-0.00239965695061008;0.86285399278997;0.938845535745757;-0.0296179710928615;0.0248222131841463
Speg;-0.00239985995915459;0.862842505293691;0.938845535745757;-0.0296181739244889;0.0248220102995145
Apol9a;-0.0024016786764238;0.862739592161086;0.938845535745757;-0.0296199910566889;0.0248201926922574
Med26;-0.00240320371148039;0.862653298995328;0.938845535745757;-0.0296215147624909;0.024818668587832
Caln1;-0.00240397110343556;0.862609877215537;0.938845535745757;-0.0296222814855223;0.0248179016641191
E130101E03Rik;-0.00240770230732607;0.862398758278475;0.938831778408478;-0.0296260094365232;0.0248141727364539
Cfap20;-0.00240787123011953;0.862389200523198;0.938831778408478;-0.0296261782120307;0.0248140039166941
Rnf169;-0.00240893528041158;0.862328996367938;0.938831778408478;-0.0296272413345277;0.0248129405153786
Sat1;-0.00241069143263093;0.862229634710747;0.938831778408478;-0.0296289959553415;0.024811185434122
Tmc1;-0.00241195304304414;0.862158255169601;0.938831778408478;-0.0296302564654975;0.0248099245929792
Cxcl17;-0.00241239995868769;0.862132969794026;0.938831778408478;-0.0296307029913627;0.0248094779498229
Csdc2;-0.00241312114533108;0.862092167145239;0.938831778408478;-0.029631423548999;0.0248087572028686
Gm44448;-0.00241595373229782;0.861931911149924;0.938831778408478;-0.0296342536651561;0.0248059263425839
Ethe1;-0.00241702260093471;0.861871440481733;0.938831778408478;-0.0296353216013267;0.0248048581253921
Xpa;-0.00241974946970751;0.861717173014241;0.938768781721416;-0.029638046090935;0.0248021329182868
Zfp493;-0.00242107367788863;0.861642260330826;0.93873804245776;-0.0296393691436124;0.0248008095168903
Xylb;-0.00242141781168908;0.861622792306725;0.93873804245776;-0.0296397129771062;0.0248004655927406
1110035H17Rik;-0.00242453420862516;0.86144649816362;0.938700243469332;-0.0296428266542406;0.0247973510940599
Plagl2;-0.00242466589841144;0.861439048642532;0.938700243469332;-0.0296429582290844;0.0247972194844767
Drg1;-0.0024255032006025;0.861391683827496;0.938700243469332;-0.029643794800433;0.0247963826922059
BC051537;-0.00243070030533234;0.861097703267201;0.938602566219191;-0.029648987367997;0.0247911887516799
Ltv1;-0.00243178966024916;0.861036085016588;0.938586293085808;-0.0296500757717011;0.0247901000598193
Acaa1a;-0.00243630654010652;0.860780601336557;0.938409567715228;-0.0296545887067804;0.0247855859285564
Gm12320;-0.00243850237977598;0.860656405550433;0.938375947542052;-0.0296567826283313;0.0247833914246899
Amd1;-0.00244105681896647;0.860511931858016;0.938269315297592;-0.029659334835828;0.0247808385391204
Sp3;-0.00244249342870633;0.86043068229132;0.938231612394359;-0.0296607701903134;0.0247794028029768
Ada;-0.00244257330717508;0.860426164690929;0.938231612394359;-0.0296608499989841;0.0247793229730785
Prdx4;-0.00244314597575467;0.860393777025526;0.938231612394359;-0.029661422167154;0.0247787506527024
Ccdc194;-0.00244580448829758;0.86024342609514;0.938230989300706;-0.0296640783564002;0.0247760937563991
Sun1;-0.00244777974167048;0.860131719845468;0.938160054476342;-0.0296660518833334;0.0247741197036301
Gm16143;-0.00244925122276581;0.860048505182816;0.938143666721274;-0.0296675220781656;0.0247726491167965
Trim30d;-0.00244990173518098;0.860011718136921;0.938143666721274;-0.0296681720219119;0.024771998999679
Igll1;-0.00245358094418115;0.859803661369249;0.93802511779687;-0.029671848014166;0.0247683220259951
Otulin;-0.00245463878269982;0.85974384312029;0.93802511779687;-0.0296729049276762;0.0247672648300335
Gm34653;-0.00245852377885051;0.859524162746253;0.937906542345247;-0.0296767865261377;0.0247633821932026
Tomm40l;-0.00246223882257065;0.859314102641016;0.937878897084117;-0.0296804983200355;0.0247596694048237
Taf1;-0.00246572076531115;0.859117231824527;0.937765852819052;-0.0296839772161828;0.024756189575231
Acadm;-0.00246594541553868;0.859104530286745;0.937765852819052;-0.0296842016698256;0.0247559650613182
Stat4;-0.00246672634841957;0.859060377272115;0.937765852819052;-0.0296849819193141;0.0247551846022756
Ltbp1;-0.00246746108347195;0.859018836629921;0.937765852819052;-0.0296857160113714;0.0247544503130003
Fkbp4;-0.00246860928889847;0.858953919872998;0.937765852819052;-0.0296868632119001;0.024753302804152
Fra10ac1;-0.00247270280298505;0.858722490249498;0.937640444380297;-0.0296909531428009;0.0247492117728812
Mad2l1bp;-0.00247282044965881;0.858715839193477;0.937640444380297;-0.0296910706864812;0.0247490941975495
Rtf2;-0.00247546110889388;0.858566554376751;0.937572026869239;-0.029693709033761;0.0247464551394378
Ctps2;-0.00247996489686163;0.858311952666876;0.937344914410159;-0.0296982088776883;0.0247419540813975
Pten;-0.00248050309448795;0.858281529032003;0.937344914410159;-0.0296987466039324;0.0247414162099207
Dnm1l;-0.00248199243134936;0.858197339789307;0.937321586536153;-0.0297002346362709;0.0247399277755199
Pigh;-0.00248478882582591;0.858039269541924;0.937199860668367;-0.0297030285810357;0.0247371330751869
Tmem106c;-0.00248549156229595;0.857999547239563;0.937199860668367;-0.0297037307018241;0.0247364307643898
Lyar;-0.00248726796110935;0.857899137587439;0.937177368219016;-0.0297055055441788;0.0247346554414857
Platr4;-0.00249206642047575;0.857627919651005;0.936954191008323;-0.0297102997983363;0.0247298598875378
Unc5c;-0.00249325371488649;0.857560814132226;0.936931796005442;-0.0297114860520487;0.0247286733118285
Gm31182;-0.00249437493224693;0.8574974442129;0.936913480135438;-0.029712606286559;0.0247275527731008
Pax6;-0.00249658765787893;0.857372386191909;0.936827757344057;-0.0297148170723327;0.0247253413865518
2010110K18Rik;-0.0024967434063177;0.857363583793172;0.936827757344057;-0.0297149726842195;0.0247251857323578
Pdzd4;-0.00249843502290454;0.857267980229456;0.936815514598432;-0.0297166628176014;0.0247234951392986
Ufd1;-0.00249849411016552;0.857264640886025;0.936815514598432;-0.029716721853052;0.024723436087786
Gm29570;-0.00249900137537862;0.857235972666838;0.936815514598432;-0.0297172286734643;0.0247229291294663
Gm28551;-0.00249985913612816;0.85718749653389;0.936815514598432;-0.0297180856820456;0.0247220718876265
Gm15818;-0.00250051941930515;0.85715018116303;0.936815514598432;-0.0297187453861947;0.0247214120038663
Gm14399;-0.00250153144360201;0.85709298804612;0.936815514598432;-0.0297197565229622;0.0247204005917144
Gm47917;-0.00250287919142156;0.857016823155317;0.936815514598432;-0.0297211030887417;0.0247190536590231
Gm15945;-0.0025038983940868;0.856959226127491;0.936815514598432;-0.0297221213974513;0.0247180350727138
Gm37724;-0.0025038983940868;0.856959226127491;0.936815514598432;-0.0297221213974513;0.0247180350727138
Chchd5;-0.00250568212450243;0.856858426054837;0.936815514598432;-0.0297239035631982;0.0247162524208611
Ccl2;-0.00250678593555665;0.856796049953235;0.936815514598432;-0.0297250064059148;0.0247151492771583
Gla;-0.00250861919261374;0.856692455006232;0.936815514598432;-0.0297268380545686;0.0247133171283208
9330117O12Rik;-0.00250945012517946;0.856645500911653;0.936815514598432;-0.0297276682580576;0.0247124866980007
Pomc;-0.00251010825360975;0.856608311942572;0.936815514598432;-0.0297283258090063;0.0247118289673403
Epgn;-0.00251014665899983;0.856606141772843;0.936815514598432;-0.0297283641806964;0.0247117905851616
Chmp5;-0.00251025922875893;0.856599780810403;0.936815514598432;-0.0297284766516774;0.0247116780834365
Ikbkb;-0.00251076359572565;0.856571280736424;0.936815514598432;-0.0297289805760621;0.0247111740212869
Calcoco1;-0.00251089675845441;0.856563756191523;0.936815514598432;-0.0297291136219382;0.0247110409390334
Gm30270;-0.00251220443463224;0.856489864825713;0.936815514598432;-0.029730420150556;0.0247097340530833
Hist1h2ao;-0.00251236020332436;0.856481063065748;0.936815514598432;-0.0297305757825461;0.0247095783785158
Col16a1;-0.00251263960661236;0.856465275337952;0.936815514598432;-0.0297308549406275;0.0247092991440566
Wrnip1;-0.00251282114488272;0.856455017519512;0.936815514598432;-0.029731036319576;0.024709117715478
Gm40040;-0.00251348833916299;0.856417317920575;0.936815514598432;-0.0297317029282973;0.0247084509243244
Gm21844;-0.00251572809290675;0.856290763748693;0.936815514598432;-0.0297339407161577;0.0247062125236894
Gm50364;-0.00251669681622502;0.856236028528288;0.936815514598432;-0.0297349085891207;0.0247052443855241
4930521E06Rik;-0.00251744931261147;0.856193511131732;0.936815514598432;-0.0297356604249229;0.0247044923436445
Ankrd7;-0.00251744931261147;0.856193511131732;0.936815514598432;-0.0297356604249229;0.0247044923436445
Tent2;-0.00251850864574017;0.856133657615587;0.936815514598432;-0.0297367188280564;0.0247034336502994
Gm16499-1;-0.00252171794800629;0.855952333469475;0.936815514598432;-0.0297399253124832;0.0247002262859167
Map3k15;-0.00252373122254367;0.855838588235728;0.936815514598432;-0.0297419368190345;0.0246982142267754
Mindy1;-0.0025243486026254;0.855803708325855;0.936815514598432;-0.0297425536569108;0.0246975972193564
Gm34829;-0.00252660167208529;0.855676419825862;0.936815514598432;-0.0297448047474682;0.0246953455097175
Gm17374;-0.00252704375301582;0.855651444640984;0.936815514598432;-0.0297452464400805;0.0246949036955688
Kat6a;-0.00252717278103227;0.855644155282186;0.936815514598432;-0.0297453753547583;0.0246947747454146
Gm29666;-0.00252748075892307;0.855626756309561;0.936815514598432;-0.0297456830621168;0.0246944669533702
Raver1;-0.0025320921562988;0.855366247377265;0.936815514598432;-0.0297502904081562;0.0246898583380825
Gm50322;-0.00253428630811962;0.855242299992401;0.936815514598432;-0.0297524826319021;0.0246876655096025
Ier3;-0.00253507648369443;0.855197663938962;0.936815514598432;-0.029753272113059;0.0246868758105356
Hmbox1;-0.00253541489211252;0.855178547802256;0.936815514598432;-0.0297536102240684;0.0246865376061812
Mpp3;-0.00253588222418293;0.855152149119488;0.936815514598432;-0.0297540771454159;0.0246860705559064
Dclk2;-0.00253773376546615;0.855047560734692;0.936815514598432;-0.0297559270593232;0.0246842201309635
Mst1r;-0.00253931540405422;0.854958220413679;0.936815514598432;-0.0297575073076133;0.0246826394458369
Gm21961;-0.0025405003537289;0.854891288651273;0.936815514598432;-0.0297586912155999;0.024681455210398
Gm44751;-0.00254203909025863;0.854804374831909;0.936815514598432;-0.0297602285993139;0.0246799174012373
Gm4665;-0.00254354794504534;0.854719150559571;0.936815514598432;-0.029761736127431;0.0246784094556853
Commd3;-0.00254932675227494;0.854392763296702;0.936815514598432;-0.0297675098524647;0.0246726341296146
Clec4a2;-0.00255256015315959;0.85421015154896;0.936783954862733;-0.0297707404089291;0.0246694026757409
Agtr2;-0.00255256015315959;0.85421015154896;0.936783954862733;-0.0297707404089291;0.0246694026757409
Bcar3;-0.0025527020068901;0.854202140299883;0.936783954862733;-0.029770882137858;0.0246692609074154
Lurap1;-0.00255377456953002;0.854141567360215;0.936783954862733;-0.0297719537568315;0.0246681889904913
Utp4;-0.00255632743690644;0.853997397717304;0.936783954862733;-0.0297745043778822;0.0246656376597681
4931429L15Rik;-0.00255689694198096;0.853965236373134;0.936783954862733;-0.0297750733817879;0.0246650684974487
Gabarapl1;-0.00255791719767382;0.853907620645945;0.936783954862733;-0.029776092739604;0.0246640488557498
Vmn2r84;-0.00255978580467694;0.85380209897001;0.936783954862733;-0.0297779597019912;0.0246621813731351
Spdye4b;-0.00256055541975398;0.853758638974218;0.936783954862733;-0.0297787286396523;0.0246614122210999
Copg2;-0.00256080152411295;0.853744741608273;0.936783954862733;-0.0297789745273831;0.0246611662648037
Ap5s1;-0.00256086894757891;0.853740934253397;0.936783954862733;-0.0297790418915004;0.0246610988819009
Gm34586;-0.00256237982813743;0.853655616802706;0.936783954862733;-0.0297805514420608;0.0246595889102497
Fabp4;-0.00256368923425592;0.853581677734261;0.936783954862733;-0.0297818596954347;0.0246582802917362
Cacng1;-0.00256393809871068;0.853567625092128;0.936783954862733;-0.0297821083407893;0.0246580315769623
Phactr2;-0.0025651099478947;0.853501454847561;0.936783954862733;-0.029783279158233;0.0246568604325481
D830013O20Rik;-0.00256806881844754;0.853334382312511;0.936783954862733;-0.0297862354233518;0.0246539033411772
Foxa1;-0.00257044379265018;0.853200284224138;0.936740930612793;-0.029788608305926;0.0246515297947125
1700041M19Rik;-0.00257347544609871;0.85302911423947;0.93666398752218;-0.029791637288966;0.0246484999633248
Bhmt2;-0.0025755824444663;0.852910155218164;0.936584522333029;-0.0297937424311059;0.0246463942309944
Wdfy4;-0.00257570826305235;0.852903051732365;0.936584522333029;-0.0297938681388404;0.0246462684880016
Sertm1;-0.00257611097398895;0.852880315494242;0.936584522333029;-0.0297942704949657;0.0246458660190127
Colec11;-0.00257622116954427;0.85287409409923;0.936584522333029;-0.0297943805934309;0.024645755889661
Trim46;-0.00257665663246939;0.852849508924284;0.936584522333029;-0.0297948156726758;0.0246453206883483
Gm11455;-0.00257842342051105;0.852749761845716;0.936584522333029;-0.0297965809039196;0.0246435549616314
Try5;-0.00257907857600242;0.852712774506029;0.936584522333029;-0.0297972354820804;0.0246429001996544
Vnn3;-0.00258013407220806;0.852653186284481;0.936584522333029;-0.0297982900481214;0.0246418453373757
Olfr107;-0.00258361690579468;0.852456568274597;0.936584522333029;-0.0298017698120026;0.0246383645951356
Gm48619;-0.0025842597327111;0.852420279471861;0.936584522333029;-0.0298024120722711;0.024637722154147
Nckipsd;-0.00258746387728751;0.852239404071941;0.936512995520839;-0.0298056133920788;0.024634519932877
Sh3glb2;-0.00258827971480022;0.852193350918381;0.936512995520839;-0.0298064285102613;0.0246337045849862
Msmp;-0.00259238663506038;0.851961527323251;0.936310003486733;-0.0298105318088684;0.0246296001289295
Creb3l2;-0.00259266903806982;0.851945586971766;0.936310003486733;-0.0298108139628094;0.0246293178953317
Gm19385;-0.00259306287556742;0.851923356756714;0.936310003486733;-0.0298112074529505;0.0246289242940873
Cib2;-0.00259552077555372;0.851784622890961;0.936269138497293;-0.0298136631849292;0.0246264678683422
Dip2a;-0.00259756015507059;0.85166951550153;0.936269138497293;-0.0298157007653479;0.0246244297117898
Dusp19;-0.0025979164610418;0.851649405076297;0.936269138497293;-0.0298160567569702;0.024624073619463
Tmem209;-0.00259803054184542;0.851642966210839;0.936269138497293;-0.0298161707371252;0.0246239596070619
Zbtb24;-0.0026019994101453;0.851418964400189;0.936269138497293;-0.0298201361034221;0.0246199931180418
Dram2;-0.0026033544191712;0.851342490814772;0.936243878164626;-0.029821489916635;0.0246186389211281
4931414P19Rik;-0.00260352597283849;0.851332808820955;0.936243878164626;-0.0298216613188968;0.0246184674702729
Nrbp1;-0.00260377172035079;0.851318939579705;0.936243878164626;-0.0298219068495207;0.0246182218700341
Hsf4;-0.00260391584717032;0.851310805522287;0.936243878164626;-0.0298220508491374;0.0246180778295865
Muc16;-0.00260683618017794;0.851145994661021;0.936243878164626;-0.0298249686044846;0.0246151592464249
Reg4;-0.00260748490585401;0.851109384294509;0.936243878164626;-0.0298256167574937;0.0246145109093983
Cgas;-0.00261079699106266;0.850922474151568;0.936243878164626;-0.0298289259185798;0.0246112008080927
Rbms1;-0.0026119224448388;0.850858963582672;0.936243878164626;-0.029830050378597;0.0246100760283153
Med6;-0.00261409032597643;0.85073663044077;0.936243878164626;-0.0298322163453335;0.024607909445259
Slitrk2;-0.00261451727519066;0.850712538196729;0.936243878164626;-0.0298326429174895;0.0246074827516627
Cutal;-0.00261984953788775;0.850411656600535;0.936243878164626;-0.0298379704701887;0.0246021536805996
Jmjd4;-0.00261994623434265;0.850406200546641;0.936243878164626;-0.0298380670812172;0.0246020570420083
Nlrp6;-0.00261995369902501;0.850405779355601;0.936243878164626;-0.0298380745393048;0.0246020495817928
Gja4;-0.00261995369902501;0.850405779355601;0.936243878164626;-0.0298380745393048;0.0246020495817928
Olfr212;-0.00262050755011531;0.850374528698539;0.936243878164626;-0.0298386279010856;0.0246014960621191
Selenbp2;-0.00262210489699802;0.850284400843614;0.936243878164626;-0.0298402238366706;0.0245998996709724
Gm28536;-0.0026257136355187;0.850080790492506;0.936187911212384;-0.0298438293862654;0.0245962930911471
Gm40323;-0.0026277911241356;0.849963580051692;0.936155969412811;-0.0298459050387514;0.0245942168449325
Flnc;-0.00262888534571191;0.849901846175491;0.936144694190231;-0.0298469982931359;0.02459312327764
Gm42435;-0.0026290821722327;0.849890741699461;0.936144694190231;-0.0298471949456731;0.0245929265688037
Sirt4;-0.00262920423568037;0.84988385519006;0.936144694190231;-0.0298473169012225;0.0245928045783378
Lig3;-0.00263729330571717;0.84942751596575;0.935929917975307;-0.0298553988191001;0.0245847203429553
Ss18;-0.002639598221037;0.8492974950061;0.935837949030236;-0.0298577016958184;0.0245824168045794
Golt1a;-0.002640345995989;0.849255313678518;0.935837949030236;-0.0298584488093325;0.024581669476282
2210414B05Rik;-0.00264212982872265;0.849154690984675;0.935783179084801;-0.0298602310640695;0.0245798867089294
Gm34256;-0.00264617105919852;0.848926741763005;0.935583262412241;-0.0298642687189914;0.0245758478914084
Gm44421;-0.00264617105919852;0.848926741763005;0.935583262412241;-0.0298642687189914;0.0245758478914084
Terf1;-0.00265478979182431;0.848440636639732;0.935201344356209;-0.0298728798230658;0.0245672343019232
Gldc;-0.00265516139101188;0.848419679368856;0.935201344356209;-0.0298732510932552;0.0245668629243928
Gm45359;-0.00265583699866459;0.848381577050316;0.935201344356209;-0.0298739261027345;0.0245661877197175
Ube3b;-0.00265655033830567;0.848341347141075;0.935201344356209;-0.0298746388107678;0.0245654748055328
Rab4b;-0.0026567030602941;0.848332734196033;0.935201344356209;-0.029874791397529;0.0245653221746286
Tk1;-0.00265710215355616;0.848310226924383;0.935201344356209;-0.029875190137409;0.0245649233193819
Tdrkh;-0.0026581966223188;0.848248503876476;0.935201344356209;-0.0298762836370165;0.0245638295033054
Cd34;-0.00266822497524509;0.847682993851945;0.934930116058904;-0.0298863031067748;0.0245538071277497
Peak1os;-0.00266902248062257;0.847638024993415;0.934930116058904;-0.029887099905483;0.0245530100974881
1700120G11Rik;-0.00267054723827575;0.847552050011533;0.934930116058904;-0.0298886233119526;0.0245514862481169
Nup35;-0.0026727862248376;0.84742580580673;0.934923346789628;-0.0298908603141786;0.0245492485950663
1110015O18Rik;-0.00267405807243634;0.847354095020411;0.934923346789628;-0.0298921310344617;0.024547977504842
Kif15;-0.00267670629352717;0.847204784002157;0.934915615787197;-0.0298947769079912;0.0245453308604618
Cyp2c55;-0.00267703997051686;0.847185971138825;0.934915615787197;-0.0298951102891601;0.0245449973821112
Mas1;-0.00267718514806643;0.847177785988469;0.934915615787197;-0.0298952553380009;0.0245448522909845
Cfap46;-0.0026778418887206;0.847140758974835;0.934915615787197;-0.0298959114963998;0.0245441959412676
Bvht;-0.00267933393617098;0.847056638648936;0.934915615787197;-0.0298974022209388;0.0245427047818994
1700016F12Rik;-0.00268002586365725;0.847017628975634;0.934915615787197;-0.0298980935348923;0.0245420132662144
Fancd2os;-0.00268148245314614;0.846935510207775;0.934915615787197;-0.0298995488327367;0.024540557543531
Mir142hg;-0.00268265697254436;0.846869295035859;0.934915615787197;-0.0299007223105347;0.0245393837229964
Ifi207;-0.00268265697254436;0.846869295035859;0.934915615787197;-0.0299007223105347;0.0245393837229964
Ms4a6d;-0.00268265726035398;0.846869278810322;0.934915615787197;-0.0299007225980891;0.0245393834353581
Gm44700;-0.00268293413964769;0.846853669510787;0.934915615787197;-0.0299009992318267;0.0245391067208024
