moscot driver genes Beta;Beta_pull_corr;Beta_pull_pval;Beta_pull_qval;Beta_pull_ci_low;Beta_pull_ci_high
Hmgcll1;0.0641181273871496;3.80E-06;1.87E-05;0.0369623894999174;0.0911792399883505
Stard7;0.0640894939327058;3.84E-06;1.89E-05;0.0369336771470092;0.0911507273411202
Vamp7;0.0640800283250776;3.85E-06;1.89E-05;0.0369241854670969;0.091141301660015
Ehd4;0.0640684869730218;3.87E-06;1.90E-05;0.0369126123319087;0.0911298089835412
Gm49876;0.063995191127851;3.97E-06;1.95E-05;0.0368391148111252;0.0910568220948972
Necap1;0.0639197401586111;4.07E-06;2.00E-05;0.0367634565432568;0.0909816888627801
4933427G23Rik;0.0639047111297627;4.09E-06;2.01E-05;0.0367483862599125;0.090966723086985
Fhitos;0.0639007719680448;4.10E-06;2.01E-05;0.036744436287288;0.0909628005020947
Gm32063;0.0638910221594017;4.11E-06;2.01E-05;0.0367346597242481;0.0909530917191019
Celf1;0.0638586493976973;4.16E-06;2.04E-05;0.0367021981659096;0.0909208551399528
Fryl;0.063741498021509;4.33E-06;2.12E-05;0.0365847259291507;0.0908041961106833
Kctd13;0.0637332624429903;4.35E-06;2.12E-05;0.0365764678228155;0.0907959951155251
Nfyc;0.0636819634602704;4.42E-06;2.16E-05;0.0365250285990231;0.0907449114680871
Sergef;0.0636585789424468;4.46E-06;2.17E-05;0.0365015802003954;0.0907216250630766
Lnx1;0.0636083665829485;4.54E-06;2.21E-05;0.0364512307740084;0.0906716232761249
Ttc7b;0.0636033152437049;4.55E-06;2.21E-05;0.0364461656535343;0.0906665931128246
Gm2861;0.0635706829244096;4.60E-06;2.24E-05;0.0364134443392905;0.0906340975596474
Eipr1;0.0635646090640914;4.61E-06;2.24E-05;0.0364073539207521;0.0906280491492734
Gm42161;0.0635477791741617;4.63E-06;2.25E-05;0.0363904781606519;0.0906112897674529
Pgam1;0.0635386278101903;4.65E-06;2.26E-05;0.0363813018609727;0.0906021767362984
Gm47564;0.063509336119872;4.70E-06;2.28E-05;0.0363519303872172;0.0905730077112091
Cntn2;0.0635071972999446;4.70E-06;2.28E-05;0.0363497857435028;0.0905708778462293
Tmem63c;0.063496430871674;4.72E-06;2.29E-05;0.0363389900031524;0.0905601564917673
Gm16066;0.0634273275534107;4.83E-06;2.35E-05;0.0362696986989374;0.0904913423262021
Mkln1;0.0634122963598436;4.86E-06;2.36E-05;0.0362546266496792;0.0904763739942387
Chd1l;0.0633929319403887;4.89E-06;2.37E-05;0.0362352096147745;0.0904570905402472
Rab28;0.063380536953607;4.91E-06;2.38E-05;0.0362227809600905;0.0904447473680616
Gm12474;0.0633310596793279;4.99E-06;2.42E-05;0.0361731693767865;0.0903954768401277
Tdrd5;0.0633219470318027;5.01E-06;2.43E-05;0.0361640320070315;0.0903864022563757
Specc1l;0.0632831957898047;5.08E-06;2.46E-05;0.0361251756852543;0.0903478128291649
C530044C16Rik;0.0632505315327235;5.13E-06;2.49E-05;0.036092422917942;0.0903152849061316
Phlda2;0.0631592370178492;5.30E-06;2.56E-05;0.0360008813320297;0.0902243711299917
Paxx;0.06315196781587;5.31E-06;2.57E-05;0.0359935924769432;0.09021713222443
Syn2;0.0631148802660613;5.38E-06;2.60E-05;0.0359564047017395;0.0901801992027656
Fbxo42;0.0631119893453157;5.38E-06;2.60E-05;0.0359535059717295;0.0901773203241374
Gm10538;0.0630807866960141;5.44E-06;2.63E-05;0.0359222190635791;0.0901462476205439
Eogt;0.0630608534724569;5.48E-06;2.65E-05;0.0359022320407152;0.0901263973827669
Gadd45g;0.063029021376892;5.54E-06;2.67E-05;0.0358703140761167;0.0900946977656468
Mon2;0.0629751222699861;5.64E-06;2.72E-05;0.0358162696993944;0.0900410228503743
Dhx32;0.0628643794173346;5.86E-06;2.82E-05;0.0357052288691632;0.0899307401357257
Itpr2;0.0628490825640126;5.89E-06;2.84E-05;0.0356898909090636;0.089915506788856
Apold1;0.0628397083072627;5.91E-06;2.85E-05;0.0356804914674762;0.089906171444034
Tbce;0.0627899461436887;6.01E-06;2.89E-05;0.035630595693545;0.0898566157603191
1700025F24Rik;0.0627550167439741;6.08E-06;2.92E-05;0.0355955725900084;0.0898218312143128
Gm12258;0.062741718726501;6.11E-06;2.94E-05;0.0355822389159646;0.0898085883269295
Rap1a;0.0627172552092316;6.16E-06;2.96E-05;0.0355577098288251;0.0897842262039825
Dnm3;0.0626994394773508;6.20E-06;2.98E-05;0.0355398463658097;0.0897664842928607
Gm37336;0.0626890659106783;6.22E-06;2.98E-05;0.0355294450147228;0.08975615370189
Anapc5;0.0626890027533998;6.22E-06;2.98E-05;0.0355293816883028;0.0897560908062422
Gm44020;0.0626048097865516;6.40E-06;3.07E-05;0.0354449634381682;0.0896722464190006
Erlec1;0.0625995691111769;6.42E-06;3.07E-05;0.035439708752624;0.0896670274286284
Prickle1;0.0625216198045447;6.59E-06;3.15E-05;0.0353615512373515;0.089589400487176
Abhd6;0.0625057188892855;6.62E-06;3.17E-05;0.0353456078903138;0.0895735652909553
Zfp609;0.0624953198617408;6.65E-06;3.18E-05;0.0353351811203196;0.0895632092355537
Zbtb11;0.0624668050099475;6.71E-06;3.21E-05;0.03530659022715;0.0895348121863166
Fads6;0.0624622452395475;6.72E-06;3.21E-05;0.035302018301202;0.0895302712494787
Engase;0.0624001607156068;6.87E-06;3.28E-05;0.035239768383931;0.0894684430459389
Map7d1;0.0623672027789854;6.94E-06;3.31E-05;0.0352067227329195;0.0894356210937489
Fggy;0.0623459577761172;6.99E-06;3.33E-05;0.0351854212199942;0.0894144637165899
Wdr35;0.0623263531893298;7.04E-06;3.35E-05;0.0351657645084232;0.0893949399678895
Gm2824;0.0623246707569541;7.04E-06;3.36E-05;0.0351640776037661;0.0893932644719321
Gm5485;0.0623237416313021;7.05E-06;3.36E-05;0.0351631460083567;0.0893923391768611
Frs2;0.0623066219658812;7.09E-06;3.37E-05;0.0351459808447077;0.0893752900837008
Scnn1g;0.0622976447625829;7.11E-06;3.38E-05;0.0351369797894716;0.0893663498807162
Zcchc7;0.0622828889326116;7.15E-06;3.40E-05;0.0351221847636418;0.0893516548586872
Sirt3;0.0622726350378927;7.17E-06;3.41E-05;0.03511190363855;0.0893414432127494
Cited4;0.0622666309186907;7.18E-06;3.42E-05;0.0351058835774015;0.0893354638294783
3222401L13Rik;0.0622605556785082;7.20E-06;3.42E-05;0.0350997922084407;0.0893294136162469
Gm36742;0.0622340687224787;7.26E-06;3.45E-05;0.0350732349574134;0.0893030357498883
Gm42067;0.0622061755542211;7.33E-06;3.48E-05;0.0350452678036125;0.0892752574219044
Ccnt2;0.062151137995055;7.47E-06;3.55E-05;0.034990084384245;0.0892204463369383
4930455J16Rik;0.0621429815906856;7.49E-06;3.55E-05;0.0349819063779141;0.0892123234814302
Srp19;0.0621092831194822;7.58E-06;3.59E-05;0.0349481186960074;0.0891787635803557
Try5;0.0621060933993281;7.59E-06;3.60E-05;0.0349449205348537;0.0891755869733373
Zfp719;0.0620300553908374;7.78E-06;3.69E-05;0.0348686814706498;0.0890998613987429
Shpk;0.0620137328409899;7.83E-06;3.70E-05;0.0348523158027865;0.0890836058761058
Prkcz;0.0619799351569604;7.92E-06;3.75E-05;0.0348184288843421;0.0890499469336471
Aldh3a2;0.061966285616128;7.95E-06;3.76E-05;0.0348047433229826;0.0890363534074923
Adal;0.0619642314915773;7.96E-06;3.76E-05;0.0348026837785711;0.0890343077117386
Gm11789;0.0619351698794352;8.04E-06;3.80E-05;0.0347735455113331;0.089005365325161
Dpys;0.0619346128246822;8.04E-06;3.80E-05;0.0347729869877017;0.0890048105552845
Ogfod2;0.0619295635100608;8.05E-06;3.80E-05;0.0347679243594903;0.088999781950715
Slc39a6;0.0619223153690064;8.07E-06;3.81E-05;0.0347606571096102;0.0889925635359126
Selenot;0.0618930423472236;8.15E-06;3.85E-05;0.0347313069423591;0.088963410540424
Map9;0.061757981597477;8.53E-06;4.02E-05;0.034595890863294;0.0888289029709418
Jagn1;0.0617465796484083;8.56E-06;4.04E-05;0.0345844589626599;0.0888175476766502
Fem1a;0.0617368652946536;8.59E-06;4.05E-05;0.0345747190960602;0.088807873066777
Grhl1;0.0617188116066563;8.65E-06;4.07E-05;0.0345566180072966;0.088789893227422
Zkscan7;0.0617143954187385;8.66E-06;4.08E-05;0.0345521902271925;0.0887854951012432
Xpr1;0.0616694005550831;8.79E-06;4.14E-05;0.0345070773159249;0.0887406842016258
Trim45;0.0616404443088545;8.88E-06;4.17E-05;0.0344780451592149;0.0887118462866908
Cep170;0.0615700899295179;9.09E-06;4.27E-05;0.0344075065327911;0.0886417792253047
Ier5;0.0615545812600443;9.14E-06;4.29E-05;0.0343919572849472;0.0886263338551409
Plp1;0.061552223776509;9.14E-06;4.30E-05;0.0343895936342171;0.0886239859926373
Drosha;0.0615365817826501;9.19E-06;4.32E-05;0.0343739107284817;0.0886084078270744
Helq;0.0615236883093638;9.23E-06;4.33E-05;0.0343609835421747;0.0885955669565882
Stard3nl;0.06151075118633;9.27E-06;4.35E-05;0.034348012601123;0.0885826826053927
Gm21972;0.0615068574403929;9.28E-06;4.36E-05;0.0343441086786117;0.088578804740667
Ggps1;0.0614811867671167;9.36E-06;4.39E-05;0.0343183709340035;0.0885532387484402
Wdr13;0.0614718365667225;9.39E-06;4.40E-05;0.0343089963127227;0.0885439266678601
Uhrf1bp1;0.0614436172774339;9.48E-06;4.44E-05;0.0342807033491764;0.0885158223970451
Dppa5a;0.0614412999352432;9.49E-06;4.44E-05;0.0342783799588577;0.088513514498151
Dpp8;0.061349898684279;9.78E-06;4.58E-05;0.0341867403901223;0.0884224854804674
Hfe;0.0613492580992951;9.79E-06;4.58E-05;0.0341860981365019;0.088421847502682
Inafm1;0.0612814271270521;1.00E-05;4.68E-05;0.0341180906007926;0.0883542924786551
Fam174c;0.0612333326348588;1.02E-05;4.75E-05;0.0340698710714415;0.0883063934923434
Cadps;0.0612250133075423;1.02E-05;4.76E-05;0.0340615301281778;0.0882981079706967
Trappc6b;0.0612130488778694;1.02E-05;4.78E-05;0.0340495346181929;0.0882861921520354
Aldh2;0.061182392988319;1.03E-05;4.83E-05;0.034018799128753;0.0882556607808082
Folr1;0.0611702054373521;1.04E-05;4.84E-05;0.0340065799463396;0.0882435227191957
Relch;0.0611157289055424;1.06E-05;4.93E-05;0.0339519621259658;0.0881892672991167
Tmem107;0.0611096806064401;1.06E-05;4.94E-05;0.0339458981501984;0.0881832435392078
Cyhr1;0.0610892015066119;1.07E-05;4.97E-05;0.0339253659851756;0.0881628475125962
Eps8;0.0610792110353451;1.07E-05;4.98E-05;0.0339153496350424;0.0881528975593146
Ppp2r5b;0.0610631303667884;1.08E-05;5.01E-05;0.0338992273233073;0.0881368820971845
Foxr2;0.0610497471801392;1.08E-05;5.03E-05;0.0338858094897718;0.0881235531681152
Gucy1a1;0.0610263037246315;1.09E-05;5.06E-05;0.0338623053665841;0.0881002047327609
Trim14;0.0610204602009171;1.09E-05;5.07E-05;0.0338564467255014;0.0880943848891704
Shank1;0.0610076867107223;1.10E-05;5.09E-05;0.033843640196411;0.0880816631554561
Gm11685;0.0609948699490208;1.10E-05;5.11E-05;0.0338307902928571;0.0880688983166885
Lrch2;0.0609316064704295;1.12E-05;5.22E-05;0.033767363357801;0.0880058909992006
1700112J16Rik;0.0608941759674491;1.14E-05;5.28E-05;0.0337298362471123;0.0879686119546238
Washc5;0.0608827935829554;1.14E-05;5.30E-05;0.0337184245;0.0879572756126565
Agpat1;0.0608632206218202;1.15E-05;5.33E-05;0.0336988010639511;0.0879377818090936
Atp6v0a1;0.0608407763188099;1.16E-05;5.36E-05;0.0336762989071659;0.087915428250501
Pycr1;0.0608315020798135;1.16E-05;5.38E-05;0.0336670007703788;0.0879061915001591
Slc5a3;0.0607725765755827;1.19E-05;5.48E-05;0.0336079235371966;0.0878475040779028
Ccdc184;0.0607715428447967;1.19E-05;5.48E-05;0.0336068871463222;0.0878464745221141
Wdfy2;0.0607386010337685;1.20E-05;5.54E-05;0.0335738605970774;0.0878136657250743
Prl;0.060737871429452;1.20E-05;5.54E-05;0.0335731291166271;0.0878129390661234
Sqstm1;0.0607050541880321;1.21E-05;5.59E-05;0.0335402275177283;0.0877802542759944
Fahd1;0.0607027748615293;1.21E-05;5.60E-05;0.0335379423343507;0.087777984146751
Eea1;0.0606687714739336;1.23E-05;5.66E-05;0.0335038516066066;0.0877441179320727
Gm16226;0.0606274578326299;1.24E-05;5.73E-05;0.0334624319332988;0.0877029708697307
Zfp106;0.0605963653095278;1.26E-05;5.79E-05;0.0334312596723663;0.0876720036525247
Tom1l2;0.0605942396190847;1.26E-05;5.79E-05;0.0334291285324481;0.0876698865269099
Mgrn1;0.0605924596829485;1.26E-05;5.79E-05;0.0334273440334116;0.0876681137623012
Rbm27;0.0605639970347038;1.27E-05;5.84E-05;0.0333988084441529;0.0876397657694038
Gmcl1;0.0605634256699912;1.27E-05;5.84E-05;0.0333982356156618;0.0876391967058559
Tmem150a;0.0605491997213475;1.28E-05;5.87E-05;0.0333839732273313;0.0876250280463552
Sirt7;0.0605406203072223;1.28E-05;5.88E-05;0.0333753718424338;0.0876164831769875
Gm40264;0.0605290474718034;1.29E-05;5.90E-05;0.0333637693768521;0.0876049569329364
Zscan26;0.0605058919473631;1.30E-05;5.94E-05;0.0333405545888392;0.087581894609136
Pkdcc;0.0604956515862803;1.30E-05;5.96E-05;0.0333302880282236;0.0875716954560973
Gm4791;0.0604955908223877;1.30E-05;5.96E-05;0.0333302271088863;0.0875716349367066
Hba-a2;0.0604941300343251;1.30E-05;5.96E-05;0.0333287625839309;0.0875701800265063
Gm44759;0.0604584542950481;1.32E-05;6.03E-05;0.0332929956175214;0.0875346478020244
Mkrn2os;0.0604533054382023;1.32E-05;6.04E-05;0.0332878336001786;0.0875295196520841
4930565N06Rik;0.0604459559953731;1.32E-05;6.06E-05;0.0332804653746573;0.0875221997636633
1700086P04Rik;0.0604110961719075;1.34E-05;6.12E-05;0.0332455165014847;0.0874874800826256
Srbd1;0.0604110744705671;1.34E-05;6.12E-05;0.0332454947447288;0.0874874584685078
Map7;0.060376970896536;1.35E-05;6.19E-05;0.0332113041171651;0.0874534919329558
Uap1;0.0603531186368405;1.36E-05;6.23E-05;0.033187391009454;0.0874297354814406
Maneal;0.060337353767675;1.37E-05;6.26E-05;0.0331715859405838;0.0874140339186551
Synj1;0.0603179872185143;1.38E-05;6.30E-05;0.0331521700261947;0.0873947451205871
Tnpo2;0.0602682366186852;1.40E-05;6.40E-05;0.0331022927063503;0.0873451941619534
Sgms2;0.0602427636201043;1.41E-05;6.45E-05;0.0330767548777377;0.087319823330575
Slc2a1;0.0602400955275453;1.41E-05;6.45E-05;0.0330740799968044;0.0873171659371798
B4galt5;0.06019307275495;1.44E-05;6.55E-05;0.033026937648985;0.0872703316646443
Syngr1;0.0601928918716282;1.44E-05;6.55E-05;0.0330267563059245;0.0872701515061978
Lmtk2;0.0601159974894956;1.47E-05;6.71E-05;0.0329496666486217;0.087193565111704
Cwc25;0.0600948524068548;1.48E-05;6.75E-05;0.0329284679241897;0.0871725046660583
Cdkl2;0.0600930921499065;1.48E-05;6.75E-05;0.032926703202845;0.0871707514537636
Tuba1b;0.0600843700113667;1.49E-05;6.77E-05;0.032917958945554;0.0871620642192692
Ubfd1;0.0600410958719096;1.51E-05;6.87E-05;0.0328745751273217;0.0871189631923251
1200007C13Rik;0.0600368162831636;1.51E-05;6.87E-05;0.0328702846974744;0.0871147007180035
Lrrc6;0.0600316320414677;1.51E-05;6.88E-05;0.0328650873243415;0.087109537207185
Yipf1;0.0600054350770783;1.53E-05;6.94E-05;0.0328388240267612;0.0870834449776304
Banp;0.0599975660376128;1.53E-05;6.96E-05;0.0328309350694711;0.08707560739114
Gm12500;0.059994311540059;1.53E-05;6.96E-05;0.0328276723352417;0.0870723659010085
Stam2;0.0599752463509415;1.54E-05;7.00E-05;0.0328085589064434;0.0870533768992219
Pold4;0.0598834664262575;1.59E-05;7.21E-05;0.0327165470337473;0.0869619634653996
Smyd5;0.0598750578947643;1.59E-05;7.22E-05;0.0327081172750765;0.0869535884876181
Tgfbrap1;0.0598222694851559;1.62E-05;7.35E-05;0.032655195690434;0.086901010639369
Gm26947;0.0597974329583528;1.63E-05;7.41E-05;0.0326302965585336;0.0868762731278259
Usp37;0.0596988717731556;1.69E-05;7.64E-05;0.0325314872639235;0.0867781045452326
Ctnnbl1;0.0596948223132044;1.69E-05;7.64E-05;0.0325274276215691;0.0867740712044056
Clmn;0.0596872974112138;1.69E-05;7.66E-05;0.0325198838005258;0.0867665762533924
Arhgef10;0.0596673092000846;1.71E-05;7.71E-05;0.0324998453502161;0.0867466675854182
Mindy4;0.0595878623825446;1.75E-05;7.91E-05;0.0324201990637482;0.0866675367129303
Atp5l;0.0595440501356683;1.78E-05;8.02E-05;0.0323762769640739;0.0866238985529454
Samhd1;0.0595057913224918;1.80E-05;8.11E-05;0.0323379223083451;0.0865857916752347
Hcn2;0.0594188392812916;1.85E-05;8.33E-05;0.0322507527402585;0.0864991846479752
Gm44649;0.0594052049490365;1.86E-05;8.37E-05;0.0322370843366414;0.0864856043777843
Arhgef17;0.0593445005477081;1.89E-05;8.53E-05;0.032176228362071;0.0864251405558781
Meig1;0.0593283459532845;1.90E-05;8.57E-05;0.0321600334650648;0.0864090499506
Atp6v1h;0.0593078303900459;1.92E-05;8.63E-05;0.0321394667400337;0.0863886156301555
2610027F03Rik;0.0592978498677411;1.92E-05;8.65E-05;0.0321294613365821;0.0863786746230463
Scel;0.0592971400017366;1.92E-05;8.65E-05;0.0321287497011101;0.08637796756736
Ddx58;0.0592902939660024;1.93E-05;8.67E-05;0.0321218866018255;0.0863711486332829
Zfp36;0.0592451136096578;1.96E-05;8.80E-05;0.0320765936989674;0.0863261470704741
Zfp446;0.0592403403300171;1.96E-05;8.81E-05;0.032071808535367;0.0863213926738171
Chka;0.0592218171980798;1.97E-05;8.86E-05;0.0320532392984721;0.0863029428072799
Kcnu1;0.0592192232718395;1.97E-05;8.86E-05;0.032050638917323;0.0863003591394333
Tmem42;0.0592185639924132;1.97E-05;8.86E-05;0.0320499779973579;0.0862997024672505
Atpaf1;0.0592164099539915;1.97E-05;8.87E-05;0.0320478185990324;0.0862975569472115
Barx2;0.0592112450731652;1.98E-05;8.88E-05;0.0320426408674424;0.0862924124904534
Zfp956;0.0591787939905098;2.00E-05;8.97E-05;0.0320101090764623;0.0862600896997153
Fbxo4;0.0591769265032457;2.00E-05;8.97E-05;0.0320082369463663;0.0862582295936295
Dph6;0.0591702119430624;2.00E-05;8.99E-05;0.0320015056944314;0.086251541570951
Jade2;0.0591592896618605;2.01E-05;9.02E-05;0.0319905562667529;0.0862406624519325
Tk2;0.0591484207545544;2.02E-05;9.05E-05;0.0319796603521003;0.086229836489478
Zfp438;0.059126816668364;2.03E-05;9.10E-05;0.0319580026026834;0.0862083177456173
Pank3;0.0590918565986186;2.06E-05;9.21E-05;0.0319229557483148;0.0861734957246338
Prkaa1;0.0590747903465419;2.07E-05;9.25E-05;0.0319058471553657;0.0861564968389765
Trim68;0.0590642892027109;2.07E-05;9.28E-05;0.0318953199664161;0.0861460371389681
Xpo6;0.0590579839433876;2.08E-05;9.30E-05;0.0318889990715759;0.0861397567611178
Abtb2;0.0590394222794976;2.09E-05;9.35E-05;0.0318703913918678;0.0861212683317664
Sertad4;0.0590150692934562;2.11E-05;9.42E-05;0.0318459780614315;0.0860970114014771
Dlec1;0.058991368894924;2.12E-05;9.49E-05;0.0318222189666821;0.0860734044538599
Gm41231;0.058973810544495;2.14E-05;9.54E-05;0.031804617151183;0.086055915316577
Mtmr7;0.0589681400671147;2.14E-05;9.56E-05;0.0317989326403382;0.0860502671880486
C030014I23Rik;0.0589527604341069;2.15E-05;9.60E-05;0.0317835149542101;0.0860349481614809
Samd4b;0.0589498965524965;2.15E-05;9.61E-05;0.0317806439880569;0.0860320955641396
Arxes2;0.0589353152714934;2.16E-05;9.65E-05;0.031766026643482;0.0860175717294283
Pam;0.0589014163167557;2.19E-05;9.75E-05;0.0317320438920991;0.0859838062828899
Gcn1;0.058890761588452;2.19E-05;9.79E-05;0.0317213628387751;0.0859731935044927
Cd84;0.0588376711088143;2.23E-05;9.95E-05;0.0316681412790769;0.0859203119616296
Slc26a1;0.0588295341886947;2.24E-05;9.97E-05;0.0316599842825692;0.0859122070507491
Lrrc41;0.0588176872682857;2.25E-05;0.000100055379880949;0.0316481081384836;0.0859004067276711
Agxt2;0.0588007432962976;2.26E-05;0.000100579947744747;0.0316311223828771;0.0858835293879722
Cox8a;0.0587988789555881;2.26E-05;0.000100617983384732;0.0316292534456855;0.0858816723778464
4930480K15Rik;0.0587736241065753;2.28E-05;0.000101326222188157;0.0316039363502389;0.0858565168123072
Edil3;0.0587598182672643;2.29E-05;0.000101731906761609;0.0315900964979729;0.0858427652327944
Dis3l2;0.0586873504103441;2.34E-05;0.000103967122860663;0.0315174502754483;0.0857705820202671
Chd9;0.058676047085895;2.35E-05;0.000104322055124056;0.0315061191559331;0.0857593230681857
Lrrc43;0.0586658363846403;2.36E-05;0.000104641433409659;0.0314958833523952;0.085749152444147
Rps6ka4;0.0586529334051892;2.37E-05;0.00010505246317175;0.0314829486600372;0.0857363001010867
Sin3a;0.0586389276621164;2.38E-05;0.000105479070572395;0.0314689085039884;0.0857223493118828
Pccb;0.0586072181970194;2.40E-05;0.000106510366063679;0.0314371211663958;0.0856907642249199
Mmd;0.058586180881861;2.42E-05;0.000107160314743811;0.0314160322178666;0.0856698093971035
Map3k4;0.0585768415502452;2.43E-05;0.000107434247880595;0.0314066699718223;0.0856605066773403
Mtln;0.0585729308058725;2.43E-05;0.000107545305343716;0.031402749633696;0.0856566112623832
Swi5;0.0585552040054173;2.44E-05;0.000108134157681141;0.03138497935672;0.0856389539374189
Elmsan1;0.0585533147286299;2.44E-05;0.000108168907546072;0.0313830854473298;0.0856370720641473
Gm50271;0.0585144183968854;2.48E-05;0.000109459687491164;0.0313440937831573;0.0855983281126553
Six5;0.0584572190945208;2.52E-05;0.000111408532951036;0.0312867544391757;0.0855413527454568
Rcor3;0.0584169369670017;2.55E-05;0.000112778704933829;0.0312463737958458;0.0855012282160949
Lmntd2;0.0584096551692308;2.56E-05;0.000113016727901099;0.0312390741988435;0.0854939748979575
Id4;0.0583998864701154;2.57E-05;0.000113320407362445;0.0312292816262022;0.0854842444004161
Bbs2;0.0583946788788379;2.57E-05;0.000113484264109219;0.0312240613103294;0.0854790571718868
Bcar1;0.0583843755471582;2.58E-05;0.000113808590784134;0.031213732807131;0.0854687941240172
Gpr137;0.0583831374825151;2.58E-05;0.00011382865140748;0.031212491718229;0.0854675608995537
Unc45a;0.0583091084444337;2.64E-05;0.000116475187081053;0.0311382819993964;0.0853938211251171
Abhd8;0.0583022885226736;2.65E-05;0.000116703403276325;0.0311314454474996;0.0853870278368306
Mcph1;0.0583004877536742;2.65E-05;0.000116744905281254;0.0311296402878133;0.0853852340998573
Gfm2;0.0582663542569727;2.68E-05;0.000117997359307217;0.0310954235993582;0.0853512338616946
Spata13;0.0582357636918229;2.71E-05;0.000119101845007762;0.0310647585315648;0.0853207626697375
Oas1c;0.058197745129159;2.74E-05;0.00012036926611404;0.0310266474468217;0.0852828923958384
Dmxl2;0.058180875354283;2.75E-05;0.00012099144501048;0.0310097366429211;0.0852660883952817
Tfb1m;0.0581780107509062;2.76E-05;0.000121075427680458;0.0310068650740797;0.0852632349593047
Grhl3;0.0581700814987883;2.76E-05;0.000121355059931408;0.0309989165438221;0.0852553366163492
Gm36787;0.0581646244462172;2.77E-05;0.000121539586019409;0.0309934462256882;0.0852499008340369
Blzf1;0.0581586484716827;2.77E-05;0.000121744494911137;0.0309874557260095;0.0852439481505426
Pstpip2;0.0581091662356211;2.82E-05;0.00012359614791732;0.0309378532939154;0.0851946586945532
Mt3;0.0581053759513963;2.82E-05;0.000123691293364945;0.0309340538083266;0.0851908831716012
Gm7467;0.0580822881844864;2.84E-05;0.000124575848864386;0.0309109100100866;0.0851678853032667
Fer1l6;0.0580683972433873;2.85E-05;0.00012510006796317;0.0308969853713243;0.0851540484364644
Nlrc5;0.0580316621659424;2.89E-05;0.000126459120858523;0.0308601612300618;0.0851174563100344
Rapgef1;0.0580166669224588;2.90E-05;0.000126980789031886;0.0308451296519642;0.0851025193980965
Ttc3;0.058009027333455;2.91E-05;0.000127260934040929;0.0308374715563818;0.0850949095224374
Jag1;0.0580019423416604;2.91E-05;0.000127492156069376;0.0308303694043477;0.0850878520841183
Gm21992;0.0579730936760499;2.94E-05;0.000128609519873889;0.0308014508940143;0.0850591155826699
Gm33696;0.0579449666252271;2.97E-05;0.000129706452469262;0.0307732557893475;0.0850310978469732
Arsg;0.0579165140183081;2.99E-05;0.000130768923426102;0.0307447343848919;0.0850027557768653
Csgalnact2;0.0579095831668017;3.00E-05;0.00013102825426157;0.0307377867814998;0.0849958518446962
Man2b2;0.0578484781805753;3.06E-05;0.000133475195881547;0.030676534217983;0.0849349840768975
Sez6l;0.0578232844299098;3.08E-05;0.000134515568081872;0.030651279680221;0.0849098880731701
Rab5c;0.057818587691898;3.09E-05;0.000134686598665654;0.0306465716138282;0.0849052095538037
Tmem125;0.0578136050677183;3.09E-05;0.000134870048027549;0.0306415769730372;0.0849002462559161
Tmed8;0.0577894875457442;3.12E-05;0.000135844964459973;0.0306174013059355;0.0848762222604831
Ikbip;0.0577853693946491;3.12E-05;0.000135992693733439;0.0306132732295346;0.0848721200762235
Zmym6;0.0577713926027894;3.14E-05;0.000136566028340875;0.0305992627586119;0.0848581974681313
As3mt;0.057748286524802;3.16E-05;0.000137478776272612;0.0305761010266678;0.0848351809421781
Gm49886;0.0577372543243604;3.17E-05;0.000137929522378345;0.0305650422640468;0.084824191488948
Rab39;0.0577142812122551;3.19E-05;0.000138875113767483;0.0305420138610325;0.0848013073711615
Cpb1;0.0576946991099095;3.21E-05;0.000139707268318356;0.0305223846519191;0.0847818011043222
Nmd3;0.0576713446610843;3.24E-05;0.000140704276499328;0.0304989740489613;0.0847585370730028
Ptch2;0.05766270260221;3.25E-05;0.000141035495134068;0.03049031121842;0.0847499284646537
Zfp40;0.0576479075314691;3.26E-05;0.000141665552161859;0.0304754805963836;0.0847351906513057
Unc5a;0.0576238791089052;3.29E-05;0.000142713742478077;0.0304513944610596;0.0847112551942438
Kcnmb4;0.0575640810075537;3.35E-05;0.000145338251179741;0.0303914528703947;0.0846516883148843
Supt5;0.0575374534121961;3.38E-05;0.000146405769244805;0.0303647614433346;0.0846251636184471
Fbn2;0.0574760110906337;3.44E-05;0.000149107424545166;0.0303031719800468;0.0845639585863443
Pde1b;0.0574373077827812;3.48E-05;0.000150870733601459;0.0302643760916539;0.0845254046452381
Gm15494;0.0574239216242786;3.50E-05;0.000151475128873466;0.0302509579317448;0.0845120701287382
Epb41;0.0574104379051264;3.51E-05;0.000152053749356385;0.0302374419878555;0.0844986384181559
Mga;0.0573885618645597;3.54E-05;0.000153037949393078;0.0302155136868837;0.0844768467355618
Med27;0.0573661628372135;3.56E-05;0.000153987278522817;0.0301930611768535;0.0844545340560711
Pip4k2b;0.0573586209064499;3.57E-05;0.000154319688866066;0.0301855012442155;0.0844470211932042
Zdhhc8;0.0573415248156714;3.59E-05;0.00015511793149134;0.0301683643581985;0.0844299909822927
Coq10b;0.0573374591515719;3.60E-05;0.000155282908559461;0.0301642889948325;0.0844259409829198
Slc25a28;0.0572844143908407;3.66E-05;0.000157689032516134;0.0301111177704603;0.0843731005180203
Scd3;0.0572446052615147;3.70E-05;0.000159569338282706;0.0300712138334842;0.0843334446089304
