moscot driver genes Beta;Beta_pull_corr;Beta_pull_pval;Beta_pull_qval;Beta_pull_ci_low;Beta_pull_ci_high
Hdlbp;0.245263536025621;1.29E-72;5.81E-71;0.219508757238768;0.270676710675091
Clptm1l;0.245189308209443;1.43E-72;6.43E-71;0.219433584191746;0.270603518255653
Sntg2;0.244487781082993;3.76E-72;1.69E-70;0.218723138790901;0.269911762153878
Gm12524;0.244426079164011;4.09E-72;1.83E-70;0.218660653783395;0.269850918377177
Gpr155;0.244071445108986;6.68E-72;2.98E-70;0.218301522995408;0.269501212589631
Pcsk2os2;0.243844262459391;9.13E-72;4.05E-70;0.218071463354923;0.269277183520254
Ldlrad4;0.243368995120107;1.75E-71;7.76E-70;0.217590186599016;0.26880850458555
4930550C14Rik;0.243219802832656;2.15E-71;9.48E-70;0.217439110466612;0.268661377995304
Fndc3b;0.243081283922532;2.60E-71;1.14E-69;0.217298843589672;0.268524775937408
Mettl1;0.242614336463063;4.93E-71;2.15E-69;0.21682601157603;0.268064282650308
Nmt2;0.241510972144443;2.22E-70;9.61E-69;0.215708790538713;0.266976122884522
Pfkfb2;0.241298880029592;2.96E-70;1.28E-68;0.215494042582985;0.266766945995154
Ramp2;0.241076742727521;4.00E-70;1.73E-68;0.215269126329159;0.266547859417927
Gmppb;0.240557714979473;8.09E-70;3.48E-68;0.214743616183126;0.266035949482374
Sgms1;0.240195279272932;1.32E-69;5.66E-68;0.214376662697896;0.265678475604324
Tmem164;0.239491006469771;3.42E-69;1.46E-67;0.213663631940104;0.264983824419694
Loxl2;0.237711937295401;3.71E-68;1.58E-66;0.211862561774843;0.263228942638516
Grk5;0.23740527450129;5.59E-68;2.36E-66;0.211552124353014;0.262926432024916
Kirrel3;0.23692073543698;1.07E-67;4.49E-66;0.211061631863449;0.262448443338135
Prps1;0.236778106812279;1.29E-67;5.42E-66;0.210917253272919;0.262307740491975
Tns3;0.235939904249459;3.92E-67;1.63E-65;0.210068789277991;0.261480833444738
Copa;0.235687755606832;5.47E-67;2.28E-65;0.209813561408862;0.261232075390722
Gbf1;0.235619401049453;5.99E-67;2.48E-65;0.209744372716592;0.261164639397817
Atp7a;0.235243705547719;9.83E-67;4.05E-65;0.209364097205548;0.260793988128245
Gm45330;0.23509011865294;1.20E-66;4.95E-65;0.209208640225745;0.260642461180963
Arhgef3;0.235071713282932;1.23E-66;5.06E-65;0.209190010838413;0.260624302584107
4933432K03Rik;0.234964057658827;1.42E-66;5.82E-65;0.209081045281467;0.260518090009086
Meis2;0.234855888386862;1.64E-66;6.70E-65;0.208971560474038;0.260411370048325
Gng4;0.234572935893463;2.38E-66;9.68E-65;0.208685169831358;0.260132205754333
Atf6;0.233979080349377;5.19E-66;2.10E-64;0.208084112799816;0.259546286918973
Pde7b;0.233805343772232;6.52E-66;2.64E-64;0.207908273074952;0.259374868722369
Mpp6;0.233179113907288;1.48E-65;5.97E-64;0.207274476347533;0.258756982042171
Greb1l;0.233045053081996;1.76E-65;7.10E-64;0.207138798463977;0.25862470457283
Prkca;0.232946205788974;2.00E-65;8.06E-64;0.207038759500955;0.258527171590198
B830012L14Rik;0.232632691801361;3.02E-65;1.21E-63;0.206721469477444;0.258217822750806
Tbc1d1;0.232361921599969;4.29E-65;1.71E-63;0.206447442442362;0.257950645608263
Nfil3;0.232271338926548;4.83E-65;1.92E-63;0.206355771144732;0.257861264072634
9330182L06Rik;0.231878921134621;8.04E-65;3.18E-63;0.205958642523124;0.257474044731708
Snd1;0.231831859538142;8.54E-65;3.37E-63;0.205911016543039;0.257427606019247
Jazf1;0.231358268050456;1.58E-64;6.22E-63;0.205431752370932;0.256960276172703
Rab37;0.231326099388571;1.65E-64;6.47E-63;0.205399198843443;0.256928532397991
Isl1;0.231270061238608;1.77E-64;6.95E-63;0.205342490390541;0.256873234274047
H13;0.231036936086741;2.39E-64;9.37E-63;0.205106578569968;0.256643185916168
Adam9;0.230099406241722;8.01E-64;3.12E-62;0.204157872355509;0.255718000326063
Ccser1;0.229377186145278;2.03E-63;7.83E-62;0.203427075840094;0.255005257547506
Aldh9a1;0.228956086452673;3.47E-63;1.34E-61;0.203000988900402;0.254589670873525
Xbp1;0.22889402478092;3.76E-63;1.45E-61;0.202938193039251;0.254528420909898
Itpr1;0.227949226381272;1.25E-62;4.80E-61;0.201982244041231;0.253595954184298
Gm45486;0.227886786107622;1.36E-62;5.18E-61;0.201919068584637;0.253534327212844
Vps8;0.227829163587296;1.46E-62;5.57E-61;0.201860767798181;0.253477455057397
Ism1;0.22736312654037;2.64E-62;1.00E-60;0.201389251861388;0.253017480264511
Prkn;0.227266853641334;2.99E-62;1.13E-60;0.201291848645619;0.252922458247
Herpud1;0.227050449835308;3.93E-62;1.48E-60;0.201072905970103;0.252708864386294
Smarca2;0.226890405717619;4.81E-62;1.81E-60;0.200910985869531;0.252550896789761
Map2;0.226864219815756;4.97E-62;1.87E-60;0.200884493160538;0.25252505051137
Bckdhb;0.226828051893986;5.21E-62;1.96E-60;0.200847901539789;0.252489351616725
Cdh1;0.22645106451055;8.39E-62;3.15E-60;0.200466502150831;0.25211724886242
Abcb10;0.226435392717491;8.56E-62;3.20E-60;0.200450647116215;0.252101779964613
Atp8b1;0.226326149343478;9.82E-62;3.66E-60;0.200340126798332;0.251993950548209
Fkbp5;0.226151050641021;1.22E-61;4.56E-60;0.200162982749807;0.251821116851792
Rab3b;0.225297858977964;3.58E-61;1.33E-59;0.199299849175765;0.250978938302718
Slc38a4;0.225297185728949;3.59E-61;1.33E-59;0.199299168097568;0.250978273728741
Lgals12;0.224641235348176;8.17E-61;3.01E-59;0.198635601633952;0.250330763984619
Slc37a4;0.224576622290751;8.85E-61;3.26E-59;0.1985702396597;0.250266981111524
Hid1;0.224182916365852;1.45E-60;5.32E-59;0.198171975368515;0.249878328919113
Fbxl17;0.22416922808065;1.47E-60;5.41E-59;0.198158128753483;0.249864816192087
Hip1r;0.223451763688708;3.60E-60;1.32E-58;0.197432380117987;0.249156539580456
Prune2;0.223443773539517;3.64E-60;1.33E-58;0.197424297870663;0.24914865159753
Syvn1;0.222825460805201;7.85E-60;2.85E-58;0.196798868907123;0.248538234592714
Trappc9;0.222598541448367;1.04E-59;3.77E-58;0.196569343223578;0.248314207827397
Igfbp7;0.222588619661164;1.05E-59;3.81E-58;0.196559307542839;0.248304412452653
Sec63;0.222184711527671;1.73E-59;6.26E-58;0.196150767523366;0.247905646005838
Hspa13;0.221878940761548;2.53E-59;9.12E-58;0.195841496289209;0.247603761856656
C1qa;0.221625801865684;3.46E-59;1.24E-57;0.195585463374601;0.247353836800683
Fosb;0.221520782889543;3.94E-59;1.41E-57;0.195479244807396;0.247250150135891
Nr3c1;0.221341579534013;4.91E-59;1.76E-57;0.195297995892151;0.247073218862801
Jade1;0.220943752027287;8.01E-59;2.86E-57;0.194895633646072;0.246680429196566
Abat;0.220783672431809;9.75E-59;3.48E-57;0.194733731815677;0.246522374363769
Lrrc1;0.220364663528501;1.63E-58;5.80E-57;0.194309959926382;0.246108658801507
1500009L16Rik;0.220295334334516;1.77E-58;6.30E-57;0.194239843586623;0.246040204538985
Hivep3;0.220194587428021;2.01E-58;7.11E-57;0.194137953300304;0.245940728596361
Xylt1;0.219150780919498;7.17E-58;2.54E-56;0.193082333685009;0.244910058219257
Oprm1;0.219078374333444;7.83E-58;2.77E-56;0.193009109887663;0.244838560698646
Daam1;0.219035017778828;8.26E-58;2.91E-56;0.192965264131663;0.244795748351918
Unc13b;0.218652648005305;1.31E-57;4.63E-56;0.192578584505146;0.244418173702637
Arfgap3;0.218335734564994;1.93E-57;6.79E-56;0.192258105134928;0.244105228607166
Slc7a8;0.218225898807201;2.21E-57;7.74E-56;0.192147034796243;0.243996766944587
Phactr3;0.218154820663402;2.40E-57;8.42E-56;0.192075158072726;0.243926577677041
Ablim1;0.217948219191423;3.09E-57;1.08E-55;0.191866236973025;0.243722558351577
Map3k5;0.217688390350155;4.23E-57;1.47E-55;0.191603494247049;0.243465973664671
Immp1l;0.217674953447724;4.29E-57;1.49E-55;0.191589906756381;0.24345270443374
Pabpn1l;0.216750936536846;1.31E-56;4.52E-55;0.190655558312597;0.242540194658848
Ergic1;0.216169373209846;2.63E-56;9.07E-55;0.190067516706131;0.241965850363093
Smim14;0.216029664035675;3.11E-56;1.07E-54;0.189926254042378;0.241827872726425
Gm30551;0.21570519384225;4.58E-56;1.57E-54;0.189598180087694;0.241507419949509
Gm45307;0.215450743503035;6.21E-56;2.13E-54;0.189340907748035;0.241256116141407
Lyplal1;0.215196317298588;8.42E-56;2.88E-54;0.189083663395142;0.241004832709226
Parp8;0.215183079259382;8.55E-56;2.92E-54;0.189070278823066;0.240991758096768
Atp5g1;0.214734236512495;1.46E-55;4.97E-54;0.188616473543001;0.240548450877093
Pard3b;0.214510906263537;1.90E-55;6.47E-54;0.188390678246889;0.240327870922637
Plpbp;0.214469102524005;2.00E-55;6.79E-54;0.188348413398002;0.240286581696626
Zc3h7a;0.214297930428622;2.45E-55;8.31E-54;0.1881753542258;0.240117515384688
4930555F03Rik;0.213394266216103;7.15E-55;2.41E-53;0.187261754506112;0.239224942215017
Tmed2;0.213341362165052;7.61E-55;2.56E-53;0.187208270192259;0.239172686124407
Zdhhc2;0.212942712103396;1.22E-54;4.09E-53;0.186805252635154;0.238778913853518
Snph;0.212749634134344;1.53E-54;5.12E-53;0.186610062521677;0.238588195288068
Flnb;0.212664190533458;1.69E-54;5.65E-53;0.186523684883372;0.238503795167738
Gns;0.212444357366867;2.19E-54;7.30E-53;0.186301450440462;0.238286644921118
Copb2;0.211678174454617;5.38E-54;1.79E-52;0.185526919286734;0.237529792573331
Preb;0.211370712024635;7.71E-54;2.56E-52;0.185216115917269;0.237226065591036
Fkbp1b;0.211354661151769;7.85E-54;2.60E-52;0.185199890776575;0.237210209585917
Slc38a10;0.210781448277071;1.53E-53;5.07E-52;0.184620463752385;0.236643946847165
Cmas;0.210685067382628;1.72E-53;5.66E-52;0.184523039787262;0.236548732833779
Ap3b2;0.210666309467907;1.75E-53;5.78E-52;0.184504078927025;0.236530201962911
Eef1akmt3;0.210566420812984;1.97E-53;6.47E-52;0.184403109885348;0.236431522033025
Ubr4;0.210518077468936;2.08E-53;6.83E-52;0.184354243862324;0.236383763486834
Anxa5;0.210182997327873;3.08E-53;1.01E-51;0.184015544454303;0.236052733294773
Ppil6;0.210109940233199;3.35E-53;1.09E-51;0.183941699080602;0.235980558408035
Wfikkn2;0.209786548025733;4.87E-53;1.59E-51;0.1836148210501;0.235661067925959
Syt13;0.209587659712457;6.13E-53;1.99E-51;0.183413791807353;0.235464576421647
Slc39a7;0.209502300300892;6.77E-53;2.20E-51;0.183327514217412;0.23538024503009
Dnmt3a;0.209038382006622;1.16E-52;3.74E-51;0.182858612783387;0.234921907088885
Gnao1;0.208949460281995;1.28E-52;4.14E-51;0.182768737273698;0.234834053666103
Carmil3;0.208813002608936;1.50E-52;4.84E-51;0.182630816790272;0.234699234567346
Copg1;0.208779014275761;1.56E-52;5.02E-51;0.182596464266416;0.234665654208809
Srp72;0.208336530527138;2.60E-52;8.33E-51;0.182149245063785;0.234228476119599
Far1;0.208228151415569;2.94E-52;9.43E-51;0.182039707732554;0.234121394945411
Unc80;0.208101790026341;3.40E-52;1.09E-50;0.181911996772381;0.233996546054273
Erp29;0.207908673159825;4.25E-52;1.36E-50;0.181716819076878;0.23380573907373
Nrd1;0.207699523616869;5.40E-52;1.72E-50;0.181505439941435;0.233599088934814
Fam183b;0.207399607920616;7.62E-52;2.42E-50;0.181202331284223;0.233302753244032
Cdk5rap3;0.206433360588867;2.29E-51;7.27E-50;0.180225830941754;0.23234800700194
Tmem50b;0.206189739610742;3.03E-51;9.57E-50;0.179979633015068;0.232107277922505
Atp1a1;0.20577518506255;4.85E-51;1.53E-49;0.179560700982906;0.231697637039052
Ccdc148;0.205665024384589;5.49E-51;1.73E-49;0.179449378663515;0.231588780536129
Tnfrsf9;0.205606950675487;5.87E-51;1.85E-49;0.179390692838948;0.231531394091255
Ift20;0.205540702503917;6.33E-51;1.99E-49;0.17932374661829;0.231465929703009
Pyy;0.205373893754543;7.64E-51;2.40E-49;0.179155181300381;0.231301093431106
A930015D03Rik;0.205096868392684;1.05E-50;3.26E-49;0.178875242142268;0.231027340545496
Dnajc10;0.205023675339168;1.14E-50;3.53E-49;0.17880127994177;0.230955011429405
Lmo2;0.20481231047256;1.44E-50;4.48E-49;0.178587695617531;0.230746139808409
Eif4g1;0.204748994559261;1.55E-50;4.80E-49;0.178523715330296;0.230683570300095
Sftpd;0.204701204185514;1.63E-50;5.05E-49;0.178475423638983;0.230636343165161
Vstm2l;0.204688519886087;1.66E-50;5.12E-49;0.17846260630339;0.230623808337449
Tspan13;0.204640947821913;1.75E-50;5.38E-49;0.178414535370565;0.230576796785538
Gpatch2;0.204611817393446;1.81E-50;5.56E-49;0.178385099525089;0.230548009523154
Lrrc59;0.204583852941898;1.87E-50;5.73E-49;0.178356841925341;0.230520374459384
Unc79;0.204495769721656;2.06E-50;6.31E-49;0.178267835621343;0.230433328480641
Sod1;0.204287052860196;2.61E-50;7.97E-49;0.178056933187865;0.230227067748993
Sptbn1;0.204244344763781;2.73E-50;8.35E-49;0.178013778171968;0.230184861943931
Pkhd1;0.203756332924073;4.73E-50;1.44E-48;0.177520666688913;0.229702582699184
Lman2;0.203211270455159;8.71E-50;2.64E-48;0.176969923980737;0.229163907925528
Cntn3;0.203013126933165;1.09E-49;3.29E-48;0.176769719625791;0.228968082547051
Ppm1l;0.202738955331088;1.48E-49;4.45E-48;0.176492700026209;0.228697115100425
Th;0.202497617308071;1.93E-49;5.82E-48;0.176248858509948;0.228458594188763
Eya1;0.201445000639957;6.23E-49;1.87E-47;0.175185360305601;0.227418228153142
Chid1;0.201146340745241;8.67E-49;2.59E-47;0.174883624142608;0.227123033343283
Pim2;0.200955735837423;1.07E-48;3.19E-47;0.174691058537409;0.226934637359156
Rnf180;0.200844121399125;1.21E-48;3.60E-47;0.174578296886508;0.226824315519962
Jpt2;0.200812295314969;1.25E-48;3.72E-47;0.174546143808855;0.226792857889333
Tmem39a;0.200798302261171;1.27E-48;3.78E-47;0.174532007002738;0.226779026817259
Snap25;0.200290067945114;2.23E-48;6.60E-47;0.174018558873525;0.226276668651573
Tmem248;0.200282049715534;2.25E-48;6.64E-47;0.174010458501951;0.226268743017129
Sepsecs;0.199494277329005;5.35E-48;1.57E-46;0.17321463318911;0.225490051110877
Ufl1;0.199277733736386;6.78E-48;1.99E-46;0.172995882013699;0.22527599774896
Adarb1;0.198884756543199;1.04E-47;3.05E-46;0.172598905183962;0.224887533345763
Exph5;0.198746292768671;1.21E-47;3.54E-46;0.172459034189604;0.224750657663459
Mpp3;0.198723015379253;1.24E-47;3.63E-46;0.172435520334063;0.224727647150265
Ncam1;0.198344471013198;1.88E-47;5.48E-46;0.172053134685319;0.224353438739933
Srpr;0.198276287460844;2.02E-47;5.89E-46;0.171984260081769;0.224286035366323
Slc28a2b;0.198010545160091;2.70E-47;7.85E-46;0.17171582689352;0.224023331401777
Pdlim3;0.197924591114952;2.97E-47;8.61E-46;0.171629003319574;0.223938359293937
Elp4;0.197637605366927;4.05E-47;1.17E-45;0.1713391173234;0.223654649200733
Srm;0.19760934342381;4.18E-47;1.21E-45;0.171310570014318;0.223626709600917
Cdh22;0.197458678047355;4.92E-47;1.42E-45;0.171158384087452;0.22347776192596
St3gal5;0.197064044345493;7.55E-47;2.17E-45;0.17075977359811;0.223087621592737
Adgb;0.196695370358901;1.12E-46;3.22E-45;0.170387392203214;0.22272313786036
Scfd2;0.19658328403685;1.27E-46;3.63E-45;0.170274180223739;0.222612324040353
Trpc7;0.196311389173906;1.70E-46;4.86E-45;0.169999557668383;0.222343513171232
Ubxn4;0.196113279521625;2.10E-46;5.99E-45;0.169799463122343;0.222147648104385
Saraf;0.196104052528115;2.13E-46;6.04E-45;0.16979014373492;0.222138525601643
Castor2;0.195992760041741;2.40E-46;6.80E-45;0.169677737199042;0.22202849308412
Cntnap3;0.195889014979229;2.68E-46;7.58E-45;0.16957295425416;0.221925921947069
Casc4;0.195817616704084;2.89E-46;8.16E-45;0.169500842044767;0.22185533124312
Kctd12;0.195577332043115;3.74E-46;1.06E-44;0.169258156770424;0.221617762387636
Tmem132b;0.19536015506501;4.72E-46;1.33E-44;0.169038812786963;0.221403037381947
Oat;0.195296774063009;5.06E-46;1.42E-44;0.168974799856868;0.221340371488362
Adgrf5;0.195267925863172;5.21E-46;1.46E-44;0.168945664105138;0.221311848702692
Ppa1;0.195015344252789;6.83E-46;1.91E-44;0.168690566786862;0.22106211436655
Gm15813;0.194249220013137;1.55E-45;4.31E-44;0.167916833534619;0.220304605513873
Chga;0.193894109555438;2.26E-45;6.28E-44;0.167558207185458;0.219953477761616
Scrn1;0.193721468849554;2.71E-45;7.53E-44;0.16738385970965;0.219782770850723
Gm14697;0.193374725934599;3.92E-45;1.09E-43;0.167033693782878;0.219439907074567
Spc25;0.193124810315635;5.10E-45;1.41E-43;0.166781315142261;0.219192783359778
Pcsk2os1;0.192638623686057;8.53E-45;2.35E-43;0.166290346832161;0.218712018526755
Slc4a7;0.192598233025404;8.90E-45;2.45E-43;0.166249559514168;0.218672077720227
Dap;0.192598212841924;8.90E-45;2.45E-43;0.166249539132498;0.218672057761521
Arhgap26-1;0.19250710187559;9.80E-45;2.69E-43;0.166157533740159;0.218581961229747
Dtnbos;0.192484254699246;1.00E-44;2.75E-43;0.166134462347623;0.218559368365416
Aacs;0.192265758065896;1.26E-44;3.46E-43;0.165913822902788;0.218343302406956
Gm13544;0.192045784187992;1.59E-44;4.34E-43;0.165691694391088;0.218125773054869
Satb1;0.192037307767059;1.61E-44;4.37E-43;0.165683134997516;0.218117390778857
Cltc;0.191526444133918;2.75E-44;7.47E-43;0.16516727803463;0.217612194041586
Ficd;0.191047041666559;4.54E-44;1.23E-42;0.164683202865065;0.217138096765457
Rasgef1b;0.190812380244327;5.80E-44;1.57E-42;0.164446258844035;0.216906027679656
Slc17a9;0.190811460225619;5.81E-44;1.57E-42;0.164445329882108;0.216905117818714
Larp1;0.190757122065605;6.15E-44;1.66E-42;0.164390463600527;0.216851379516464
B230217C12Rik;0.190550333700312;7.63E-44;2.05E-42;0.16418166691676;0.216646872513428
Mirg;0.19049642134411;8.07E-44;2.17E-42;0.164127231354704;0.216593554560965
Tbx15;0.19011172705849;1.20E-43;3.22E-42;0.163738808369383;0.216213097153817
Abhd2;0.189912778794421;1.48E-43;3.95E-42;0.163537934981119;0.216016336921471
Gm47392;0.189569759450577;2.11E-43;5.64E-42;0.163191601544182;0.215677085123111
Rabl6;0.189307305767342;2.77E-43;7.39E-42;0.162926616545679;0.215417509838093
Fam155a;0.189093958304468;3.46E-43;9.20E-42;0.162711214191819;0.215206499493813
Rufy3;0.188733934055784;5.02E-43;1.33E-41;0.162347728013126;0.214850413608138
Slc43a2;0.188677928443138;5.32E-43;1.41E-41;0.16229118450397;0.214795020025784
Acvr1;0.188579864143456;5.88E-43;1.56E-41;0.162192178779534;0.214698026969752
Prkce;0.188243567852374;8.32E-43;2.19E-41;0.161852658053428;0.214365400429773
Nt5c3;0.188105710895683;9.58E-43;2.52E-41;0.161713481119067;0.214229046052556
Kcnk16;0.187985860496517;1.08E-42;2.85E-41;0.161592484007818;0.214110501142066
4930524O08Rik;0.18788779283646;1.20E-42;3.15E-41;0.161493478640221;0.214013501126439
Yipf5;0.187212224228899;2.40E-42;6.27E-41;0.160811464788002;0.213345273308746
Dpp3;0.187187284997098;2.46E-42;6.42E-41;0.160786288106648;0.213320604600914
Rint1;0.187087132955947;2.72E-42;7.10E-41;0.160685182851385;0.213221538605958
2600014E21Rik;0.187070751363009;2.77E-42;7.21E-41;0.160668645396572;0.21320533460346
Pacrg;0.187038432621947;2.86E-42;7.44E-41;0.160636019203881;0.21317336618295
Sec22b;0.186964335019064;3.09E-42;8.01E-41;0.16056121692039;0.213100071553373
Nans;0.186717112959846;3.97E-42;1.03E-40;0.160311645932021;0.212855526436766
Hmgcr;0.18641626226444;5.40E-42;1.39E-40;0.16000794132014;0.212557928962367
Ggcx;0.186287378375624;6.15E-42;1.58E-40;0.15987783634839;0.212430437263703
Vps13c;0.185884467302015;9.27E-42;2.38E-40;0.159471113897268;0.212031872652618
4833439L19Rik;0.185322830893074;1.64E-41;4.17E-40;0.158904179593512;0.211476280465522
Cacnb4;0.185294433168709;1.68E-41;4.28E-40;0.158875514457225;0.211448187903026
Usp48;0.184971300993727;2.34E-41;5.93E-40;0.158549342590939;0.211128525062106
Tspyl2;0.184826546388422;2.70E-41;6.85E-40;0.158403228155262;0.210985322811358
Orc6;0.184638787605903;3.27E-41;8.27E-40;0.158213707283515;0.210799575889235
Cpa6;0.184314417940035;4.53E-41;1.14E-39;0.157886298042135;0.210478677436581
Trpc1;0.184192583801247;5.12E-41;1.29E-39;0.157763323731586;0.210358145638393
Hepacam2;0.184168920933139;5.24E-41;1.32E-39;0.157739439512126;0.210334735621208
Slc5a1;0.184168820298232;5.24E-41;1.32E-39;0.157739337935908;0.210334636061577
Mapk8ip3;0.184089569579117;5.67E-41;1.43E-39;0.15765934610147;0.210256231961561
Aak1;0.183955501543223;6.49E-41;1.63E-39;0.157524025114288;0.210123595380539
Atp6v0e2;0.183929912924783;6.66E-41;1.66E-39;0.1574981974667;0.210098279864303
Entpd7;0.183864476216749;7.11E-41;1.77E-39;0.157432149663857;0.210033541389554
Coro2b;0.183501431446448;1.02E-40;2.55E-39;0.157065718817004;0.209674366269618
Utrn;0.183434592462364;1.09E-40;2.72E-39;0.156998257226827;0.209608238944256
Pced1b;0.18337417098382;1.16E-40;2.88E-39;0.15693727313366;0.209548460588896
Slc16a10;0.183286366646678;1.27E-40;3.15E-39;0.156848651565754;0.209461590487952
Tmem72;0.183169972942067;1.43E-40;3.52E-39;0.156731175193727;0.20934643457288
Nipal1;0.183010235062652;1.67E-40;4.12E-39;0.156569952687256;0.209188394244894
Frmd4b;0.182758801996291;2.15E-40;5.28E-39;0.156316185619888;0.208939630414069
