moscot driver TFs Fev+ delta;Fev_delta_pull_corr;Fev_delta_pull_pval;Fev_delta_pull_qval;Fev_delta_pull_ci_low;Fev_delta_pull_ci_high
Zfp14;-0.00596887263062626;0.667427689458215;0.865077949426527;-0.03318372989691;0.0212548294969276
Ahr;-0.00597543745572423;0.667083900181328;0.865077949426527;-0.0331902877255527;0.0212482674026427
Hp1bp3;-0.00601001306576596;0.665274385649375;0.864513186170875;-0.033224826448003;0.0212137061365328
Zfp646;-0.00604625102493418;0.663379961695819;0.863356202176852;-0.0332610256763088;0.0211774831411001
Zrsr1;-0.00605234065885814;0.663061822481086;0.863356202176852;-0.0332671087946695;0.0211713960147533
Klf1;-0.00606955170899559;0.662162998478256;0.863356202176852;-0.0332843014190558;0.0211541920408338
Trim28;-0.00609150004402181;0.661017481723976;0.862693515473815;-0.0333062262333371;0.0211322527063418
Zbtb3;-0.0060954435821715;0.660811746496295;0.862693515473815;-0.0333101655426521;0.0211283107825725
Sox11;-0.00614091875699458;0.65844115122372;0.860819167400707;-0.0333555918912868;0.0210828541629279
Pou1f1;-0.00618920633165249;0.655927698954927;0.8597663415121;-0.0334038274970254;0.0210345861677762
Tef;-0.00619033779998064;0.655868850587218;0.8597663415121;-0.0334049577461042;0.0210334551567109
Zfp706;-0.00620155824070652;0.655285384149209;0.8597663415121;-0.0334161660921234;0.0210222392467551
Sp6;-0.00620312432247778;0.655203964121941;0.8597663415121;-0.0334177304852437;0.0210206737968166
Zfp748;-0.00624291939663567;0.653136409673783;0.8597663415121;-0.0334574826050231;0.0209808947331132
Zfp58;-0.00625936875709149;0.652282558571837;0.8597663415121;-0.0334739141850624;0.0209644519654276
Zfp580;-0.00626337522596492;0.652074660261837;0.8597663415121;-0.0334779163210419;0.020960447100084
Gm14325;-0.00626909378220263;0.651777967426954;0.8597663415121;-0.0334836286912948;0.0209547308311004
Zfp202;-0.00629006993483616;0.65069014476837;0.8597663415121;-0.0335045821379849;0.0209337630530715
Irf4;-0.0063281208242866;0.648718725169665;0.8597663415121;-0.0335425917776324;0.0208957272940896
E2f4;-0.0063964078531855;0.64518693920039;0.857598836437138;-0.0336108045812451;0.0208274672210728
Borcs8;-0.00642615673041313;0.643650827871787;0.856310793027664;-0.0336405210433391;0.020797730007661
Hinfp;-0.00643961828438323;0.642956227190947;0.856141007987945;-0.033653967913444;0.020784273715811
Kcnip1;-0.0064710451695726;0.64133585083808;0.854737100410857;-0.0336853604798309;0.0207528590769962
Prdm1;-0.00647532234476707;0.641115450607475;0.854737100410857;-0.0336896329801108;0.020748583564368
Elk1;-0.00648785019670977;0.640470080032449;0.854737100410857;-0.0337021471334991;0.0207360605763547
Ddx43;-0.00653277719420174;0.63815790890873;0.852759683586003;-0.0337470249354827;0.0206911509514888
Abcf2;-0.00656596739626709;0.636452027859207;0.851277198953783;-0.0337801787234624;0.020657973513039
Zfp503;-0.00658060524013341;0.635700295896467;0.851277198953783;-0.0337948004886259;0.0206433412792452
Zfp764;-0.00658290609854636;0.635582168539616;0.851277198953783;-0.0337970988186387;0.0206410413015943
Zfp825;-0.00658639075044082;0.635403282212294;0.851277198953783;-0.0338005796407209;0.0206375579830659
Zfp286;-0.00659348455144934;0.635039184155798;0.851277198953783;-0.0338076656432361;0.0206304668943849
Nr1i3;-0.00660163219401967;0.634621105229297;0.851277198953783;-0.0338158043254079;0.0206223223637008
Rad21;-0.0066102626087093;0.634178380914727;0.851277198953783;-0.0338244252448321;0.0206136952413452
Rex2;-0.00662927124338742;0.633203734668799;0.851277198953783;-0.0338434129517446;0.0205946938437903
Rara;-0.00664257583665096;0.632521934990988;0.851277198953783;-0.0338567028854823;0.0205813943042606
Satb2;-0.00665270790896496;0.632002921826076;0.851277198953783;-0.0338668237874237;0.0205712660741397
Rarb;-0.0066841033537496;0.63039584866678;0.851277198953783;-0.0338981845840218;0.0205398824993704
Zfp182;-0.00677621188991541;0.625691086979272;0.847348467568341;-0.0339901911594451;0.0204478084780834
Elk4;-0.00679565410455273;0.624699944594669;0.847348467568341;-0.0340096117933111;0.0204283734898022
Thrb;-0.00684071604687241;0.622405346936519;0.845933459832713;-0.0340546236380582;0.0203833282171702
Lin28a;-0.00684966101156087;0.621950295625916;0.845933459832713;-0.0340635586450578;0.0203743865483299
Sox21;-0.00685413171742612;0.621722914460266;0.845933459832713;-0.0340680243724257;0.0203699174881018
Aspscr1;-0.00686500887677315;0.62116985030496;0.845933459832713;-0.0340788894146261;0.0203590443280217
Ar;-0.00686841389542866;0.620996761387423;0.845933459832713;-0.0340822906387716;0.0203556405599853
Zscan2;-0.00689376026204481;0.619708977115601;0.845933459832713;-0.0341076087399045;0.0203303034829267
Zfp763;-0.00692564986579131;0.618090403171399;0.844660411854116;-0.0341394627317338;0.0202984255171892
Spi1;-0.00697040202758953;0.61582210570591;0.843821578598843;-0.0341841648244344;0.0202536895942035
Zfp541;-0.00698343124294751;0.615162397580747;0.843683215573959;-0.0341971794421301;0.02024066508615
Tfap2d;-0.00699464451551423;0.614594884959145;0.843683215573959;-0.0342083801441893;0.0202294558574105
Mesp2;-0.00700016394357407;0.614315626974525;0.843683215573959;-0.0342138933822485;0.020223938417301
Nnt;-0.0070032535457302;0.614159331538022;0.843683215573959;-0.034216979518714;0.020220849927213
Batf3;-0.00700397010605529;0.614123085001473;0.843683215573959;-0.0342176952751798;0.0202201336247316
Zfp300;-0.00701222473545124;0.613705600237137;0.843683215573959;-0.0342259406422666;0.0202118819636278
Scmh1;-0.00701297917558711;0.613667450039178;0.843683215573959;-0.0342266942356796;0.020211127794597
Dmrta1;-0.00704454099490751;0.612072383692877;0.843683215573959;-0.0342582206048305;0.0201795772891317
E2f6;-0.00705396283371402;0.611596579854859;0.843683215573959;-0.0342676318505503;0.0201701588172297
Ebf3;-0.00706356936040414;0.611111617895401;0.843683215573959;-0.0342772275715376;0.0201605557184675
Tfam;-0.0070917954712049;0.609687678633799;0.843683215573959;-0.0343054219037525;0.0201323396506183
Gata1;-0.00712665526195652;0.607931123517595;0.843683215573959;-0.0343402423875553;0.0200974922032534
Ascl1;-0.00716044983345492;0.606230400499857;0.843683215573959;-0.0343739987901457;0.0200637095348168
Tfap2a;-0.00721444981852031;0.603517258663319;0.840692860315141;-0.0344279376566429;0.0200097284404984
Foxd1;-0.00722370063719677;0.60305301423195;0.840692860315141;-0.0344371779890995;0.0200004808420995
Cdx2;-0.00723351723465527;0.602560552404294;0.840692860315141;-0.0344469834539142;0.0199906676567761
Pou4f1;-0.00726660379964822;0.600902058728021;0.839372903496125;-0.0344800324580567;0.0199575925536543
Gtf2h3;-0.00727983989027966;0.600239165563813;0.839372903496125;-0.034493253506018;0.0199443610315916
Zfp558;-0.00730176569692528;0.599141799976155;0.839372903496125;-0.03451515437327;0.0199224427718745
Ssrp1;-0.00737151861650509;0.595656793502689;0.838249541648705;-0.0345848277789212;0.0198527136874144
9130023H24Rik;-0.00737170435073088;0.595647526167157;0.838249541648705;-0.0345850133010685;0.0198525280163019
Tia1;-0.00738181016886646;0.595143388615397;0.838249541648705;-0.0345951075771685;0.0198424256293368
Runx1;-0.00742141709517045;0.593169442047708;0.837089586441158;-0.0346346692141698;0.0198028320969568
Zfp382;-0.00742208457829837;0.593136201446911;0.837089586441158;-0.0346353359333205;0.0198021648388209
Thap12;-0.0075280634323615;0.587869320776325;0.832722959073407;-0.0347411931805607;0.0196962213999839
Rpp25;-0.00754424139614392;0.587067222718221;0.832367611553535;-0.0347573525270057;0.0196800487886462
Zbtb8a;-0.00756004562703632;0.586284143755713;0.832038587472863;-0.0347731385569064;0.0196642497727929
Scrt1;-0.00757260710484173;0.585662084543549;0.831937674186979;-0.034785685558561;0.0196516924302935
Lin28b;-0.00759396727182889;0.58460500767529;0.831218042928144;-0.0348070210898789;0.0196303392754676
Hoxa3;-0.00761162581464816;0.583731787984075;0.830758718054621;-0.0348246592475538;0.0196126865108797
Dbx2;-0.007668117387895;0.580942351820838;0.829133224243351;-0.0348810854926702;0.0195562133088067
Zcchc17;-0.00767366376322833;0.580668819926895;0.829133224243351;-0.0348866254446966;0.0195506687278008
Zscan10;-0.00774472946801305;0.577169402770317;0.826090803965099;-0.0349576086996545;0.0194796258655494
Lhx6;-0.00774945399466551;0.576937110158173;0.826090803965099;-0.0349623277352178;0.0194749028477481
Zfp607a;-0.00782971085040073;0.572997836104051;0.82481099381994;-0.0350424911268898;0.0193946714376573
Gm26920;-0.00785289033016575;0.571862488788845;0.824339208858091;-0.0350656435475462;0.0193714992417499
Pax5;-0.00790124996966799;0.569497247119407;0.822909897751488;-0.0351139466392496;0.0193231547044894
Celf6;-0.00795566206867985;0.566841576109849;0.820643125528161;-0.035168294961207;0.0192687594456413
Bcl6;-0.00796826936411712;0.5662271043889;0.820540237646104;-0.0351808874565192;0.0192561560290765
Zfp1;-0.00808878742704184;0.560369313201388;0.814396210716166;-0.0353012636031528;0.019135674609126
Zbtb41;-0.0081892101897306;0.555510781412884;0.808892266088192;-0.035401567509709;0.019035281775626
Rslcan18;-0.00819369522594213;0.55529427246317;0.808892266088192;-0.0354060472248319;0.0190307980632918
Zfp273;-0.00820550187586226;0.554724519779222;0.808892266088192;-0.0354178398620045;0.019018994893182
Zfp108;-0.00823093986760914;0.553497932227393;0.808892266088192;-0.0354432476368639;0.0189935643730655
Brf1;-0.00824030334914075;0.553046771750308;0.808892266088192;-0.0354525999869906;0.0189842036329002
Sp3;-0.00826935936482947;0.55164791464324;0.808726554476982;-0.0354816214302402;0.0189551560936181
Zfp967;-0.00831497396473364;0.549455381720959;0.807079403111525;-0.0355271816628118;0.0189095547079885
Zfp770;-0.00836872441116083;0.546877312227859;0.804858422479597;-0.0355808678997427;0.0188558196873696
Rreb1;-0.00838395385845556;0.546147941714327;0.804569162915741;-0.0355960791256077;0.018840594582171
Zfp775;-0.00839878318539056;0.545438197257823;0.804308279159485;-0.0356108906977251;0.0188257694711202
Zfp64;-0.00847808170694608;0.541650683048965;0.800286234250428;-0.0356900940740673;0.0187464932904681
Foxn1;-0.00855684247224569;0.537901888071692;0.796305736262996;-0.0357687600009969;0.0186677543757242
Zbtb4;-0.00856321030806528;0.537599366549588;0.796305736262996;-0.0357751201543661;0.0186613882917748
Zfp551;-0.00857079440129013;0.537239174869623;0.796305736262996;-0.0357826950949156;0.0186538062821473
Dazap1;-0.00857197423322616;0.537183151957158;0.796305736262996;-0.0357838735027196;0.0186526267740681
Zfp965;-0.00857448172769603;0.537064096320751;0.796305736262996;-0.0357863779702331;0.0186501199676388
Lhx4;-0.00858575843757709;0.536528842982212;0.796305736262996;-0.0357976410630542;0.0186388463477845
Hsf5;-0.00860178948663902;0.535768385167413;0.796305736262996;-0.03581365274211;0.0186228196796102
Mybl1;-0.00860645973579573;0.535546946734401;0.796305736262996;-0.0358183173456672;0.0186181507040851
Lyl1;-0.00862006979950506;0.534901892742576;0.796305736262996;-0.0358319109501795;0.0186045443452273
En2;-0.00865375762317541;0.533306932380867;0.796305736262996;-0.0358655579905016;0.0185708656484881
Zfp120;-0.008680663748004;0.532034782286947;0.796305736262996;-0.0358924314977672;0.0185439667688704
Tcf7l1;-0.00878139351385566;0.527285855735429;0.795406235924573;-0.0359930388022089;0.0184432637773137
Zfp524;-0.00878147516832258;0.527282014904964;0.795406235924573;-0.0359931203571813;0.0184431821443267
Tfcp2l1;-0.00884556434995375;0.524271820036419;0.79403254589267;-0.0360571313355044;0.0183791097099974
Zfp362;-0.00886920129519641;0.523163846232236;0.793947143528318;-0.0360807393819629;0.0183554788849409
Gsx1;-0.00890475738614108;0.521499432362597;0.793015249614826;-0.0361162519444415;0.0183199319430535
Deaf1;-0.00891416061835507;0.52105971410094;0.793015249614826;-0.0361256436535427;0.0183105311189093
Zbtb48;-0.00892868202738843;0.520381032392474;0.792911562979451;-0.0361401472579932;0.0182960134192006
Gm14403;-0.00898420706642129;0.51779018561935;0.790559332947643;-0.0361956041125091;0.0182405024575246
Zfp595;-0.00899240142603971;0.517408395315246;0.790559332947643;-0.0362037883952961;0.0182323101612234
Gm28047;-0.00900035949449349;0.517037753725388;0.790559332947643;-0.0362117366739985;0.0182243540930904
Ppargc1a;-0.00900170174972826;0.516975252656925;0.790559332947643;-0.0362130772776962;0.0182230121749018
Zfp990;-0.00904031753566337;0.515178815280713;0.790559332947643;-0.0362516455080741;0.0181844060435603
Smad2;-0.0090429390271777;0.515056978958487;0.790559332947643;-0.0362542637682686;0.0181817852045201
Ovol1;-0.00909718615520105;0.512539153749714;0.790559332947643;-0.0363084439459983;0.018127551494323
Gm44973;-0.00922161241043171;0.506788355246318;0.78540187058214;-0.0364327160335592;0.0180031554103121
Hmga1b;-0.00922775273687204;0.506505438753808;0.78540187058214;-0.0364388487301699;0.0179970165509717
Cenpb;-0.00925715015614107;0.50515209903924;0.78540187058214;-0.0364682095924808;0.0179676261271508
Msi2;-0.00926506001376224;0.504788286183107;0.78540187058214;-0.0364761096058325;0.0179597181437369
Mettl14;-0.00927186519662484;0.504475393210281;0.78540187058214;-0.0364829063165347;0.0179529145706078
Zfp746;-0.00928603033893707;0.503824427411519;0.78540187058214;-0.0364970538157796;0.0179387527709064
Ssxb5;-0.00940354654662262;0.498441049323601;0.782376283241827;-0.0366144232332614;0.0178212638728031
Chd2;-0.009442336813445;0.496670816142198;0.780408878641748;-0.0366531648821351;0.0177824824554027
Zhx1;-0.00945620560913032;0.496038713595837;0.780227559926785;-0.036667016275456;0.0177686168037966
Tcf7;-0.00948591355391423;0.49468615027087;0.779368314304415;-0.0366966869079546;0.0177389155586139
Aven;-0.00951183377255418;0.493507648857636;0.778679780329185;-0.0367225745323901;0.0177130011461343
Zswim1;-0.00955190322599578;0.49168879234336;0.777952303174299;-0.0367625935273556;0.0176729405963212
Pgam2;-0.00956506518993365;0.491092122355786;0.777952303174299;-0.036775738897714;0.0176597815379641
Zdhhc24;-0.00957029897646372;0.490854967726701;0.777952303174299;-0.0367809660832767;0.0176545489042022
Foxr2;-0.00957324009328022;0.490721726117582;0.777952303174299;-0.0367839034900381;0.0176516084345272
Zfp442;-0.00957947972774226;0.490439115899381;0.777952303174299;-0.0367901352519919;0.0176453701714286
Sox8;-0.00959843421805581;0.489581151609916;0.777952303174299;-0.0368090658145629;0.017626419833984
Cic;-0.00964429942441642;0.487508434831364;0.777336575074297;-0.036854873040868;0.0175805645956168
Zfp709;-0.00968680160618991;0.485591933193259;0.77509917454738;-0.036897321391843;0.017538071548704
Mef2d;-0.00971353598519647;0.48438852229602;0.774816386299779;-0.0369240218603282;0.0175113428652466
Spag7;-0.00975160136821427;0.482677854379897;0.772898791212774;-0.0369620388932706;0.0174732855246135
Zfp651;-0.00981994161834995;0.479614877491326;0.769626424029652;-0.0370302921410158;0.0174049595153302
Zfp472;-0.00982824685764492;0.479243364413302;0.769626424029652;-0.0370385867898022;0.0173966559893662
Gm10479;-0.00984010517542422;0.478713185952859;0.769626424029652;-0.0370504299798312;0.0173848001113919
Nfkb2;-0.00994864719928935;0.473875248050776;0.764478231363966;-0.0371588331805948;0.0172762800638959
Rbms1;-0.0100140206222979;0.470974435864245;0.763027692170146;-0.0372241226832895;0.0172109195674624
Pou2f2;-0.0100145640791195;0.470950362197771;0.763027692170146;-0.0372246654414981;0.0172103762171258
Exo5;-0.0100213961735355;0.470647776814286;0.763027692170146;-0.0372314887518984;0.0172035454600185
Rorb;-0.0100624647029719;0.468831162712978;0.762039887725077;-0.03727250442611;0.017162484915752
Zfp275;-0.0100748174563853;0.468285514080004;0.761973196401732;-0.037284841263587;0.0171501345461853
Zfp768;-0.010127562671644;0.465959599840327;0.759826129329259;-0.0373375184258219;0.0170973994162793
Rfx4;-0.0101320119317856;0.465763693859599;0.759826129329259;-0.0373419619385153;0.0170929509999483
Smc3;-0.0101476285748855;0.465076437462416;0.759826129329259;-0.0373575583998915;0.0170773373100437
Rxrg;-0.0101479385054341;0.465062803761744;0.759826129329259;-0.037357867929776;0.0170770274379703
Esr2;-0.0101481108734527;0.465055221468907;0.759826129329259;-0.0373580400749629;0.0170768551024704
Zfp142;-0.0102220864777185;0.461807460143889;0.757966592192688;-0.0374319198969026;0.017002893305044
Kdm5d;-0.0102281813924125;0.461540439893401;0.757966592192688;-0.0374380069067439;0.0169967995146222
Snapc4;-0.0102388978388528;0.461071157889463;0.757966592192688;-0.0374487094494993;0.0169860850400407
Zfp970;-0.0102547612839548;0.460376974198599;0.757966592192688;-0.0374645523016607;0.0169702245023824
Spr;-0.0102610034843525;0.460103976081037;0.757966592192688;-0.0374707863950708;0.0169639834422955
Zfp689;-0.0103047333328564;0.458194024037285;0.757801726501973;-0.0375144593905361;0.0169202615227698
Cstf2;-0.0103149005425101;0.457750597127042;0.757801726501973;-0.0375246133669398;0.0169100961416894
Gm28557;-0.0103389921074594;0.456700843019265;0.756990420372219;-0.0375486735528019;0.0168860088871412
Zfp367;-0.010360016599038;0.455785838235829;0.756303973336376;-0.0375696706343553;0.0168649881313887
Ncor1;-0.0104077796109577;0.45371098555577;0.753714553149155;-0.0376173712874476;0.0168172335170008
Trp63;-0.0104181671259433;0.453260452081439;0.753714553149155;-0.0376277452241997;0.0168068478118692
Acaa1b;-0.0104321073045481;0.452656227229932;0.753714553149155;-0.037641667171424;0.0167929100528795
Zfp13;-0.0105734719074452;0.446554652883679;0.748387931025922;-0.0377828462968295;0.0166515693891438
Gfi1;-0.0105819735258688;0.446189204055216;0.748387931025922;-0.0377913367260748;0.0166430691757275
Trps1;-0.0105833828525634;0.446128639479393;0.748387931025922;-0.037792744197542;0.016641660081563
Gm14443;-0.0106074959193226;0.445093126874847;0.748387931025922;-0.0378168255053118;0.0166175509765538
Nfe2;-0.0106100643247738;0.444982909945037;0.748387931025922;-0.037819390526089;0.0166149829912232
Mynn;-0.0106127860538296;0.444866130482721;0.748387931025922;-0.037822108668028;0.0166122617069755
Mkx;-0.0106289219820902;0.44417415563645;0.748387931025922;-0.0378382233215892;0.0165961284075018
Ets2;-0.0106647205320771;0.442641161624027;0.747637756210605;-0.0378739746218203;0.0165603356390266
Ddx4;-0.0107021167426412;0.441042986338021;0.746608642791943;-0.0379113213995224;0.0165229453934812
Zfp160;-0.0107342656067043;0.439671709144675;0.745122649616677;-0.0379434277062633;0.0164908015965729
Bnc2;-0.0107565130735911;0.438724199865711;0.745122649616677;-0.0379656456899954;0.0164685576032826
Rab14;-0.0108035330674098;0.436725503993186;0.744523623691888;-0.0380126032826914;0.0164215448622386
Gtf2i;-0.0108438204313979;0.435017172847093;0.74307232013474;-0.0380528370849683;0.016381263616768
Zbtb11;-0.0109268014846652;0.431510649842674;0.739592600751916;-0.0381357075376425;0.0162982948875139
Zscan18;-0.010929174995583;0.431410594120133;0.739592600751916;-0.0381380778795409;0.0162959217235851
Bdp1;-0.0109573188393164;0.430225211272061;0.739592600751916;-0.0381661841233682;0.0162677819708817
Aire;-0.0110282482463731;0.427246153405642;0.737304790448595;-0.0382370185784458;0.0161968626829148
Zfp879;-0.0110502651619337;0.426323884947893;0.736554995733773;-0.0382590059647276;0.0161748488526687
Rab18;-0.0110788476124873;0.425128325424437;0.735543545496134;-0.0382875500409472;0.0161462703681092
Creb3l1;-0.0111003168604763;0.424231588910329;0.735543545496134;-0.0383089904354703;0.0161248040698579
Hmgxb3;-0.0111573585041407;0.421854427157496;0.735543545496134;-0.0383659552966609;0.0160677701414285
Hspa1l;-0.0111928895104612;0.420377657181337;0.73383845357667;-0.0384014383861077;0.0160322438513483
Zfp426;-0.0112433028723933;0.418287550835345;0.731034955742327;-0.0384517836431792;0.0159818370631206
Zfp707;-0.0112866998864949;0.416493246168858;0.728742528059068;-0.038495121920374;0.0159384455969834
Zfp263;-0.0113216238447487;0.415052572858232;0.72706425175862;-0.0385299985354849;0.0159035260290126
Zfp239;-0.0113277564507744;0.41479989653518;0.72706425175862;-0.0385361228212682;0.0158973941870606
Zbtb32;-0.0113445358231055;0.414109015725098;0.72706425175862;-0.0385528794182057;0.0158806168948384
Zfp563;-0.0114139286851594;0.411259041017211;0.723777566358961;-0.0386221779277214;0.0158112324724937
Adarb1;-0.0114166618177843;0.41114702961025;0.723777566358961;-0.0386249073387858;0.0158084996669113
Tpi1;-0.0114596023790994;0.409389583324018;0.722170877125313;-0.0386677893769388;0.0157655641904029
Yeats4;-0.0114672410587958;0.409077420545621;0.722170877125313;-0.0386754176354735;0.0157579264047219
Npas2;-0.011471080786167;0.408920559487757;0.722170877125313;-0.0386792521232523;0.0157540871255446
Phf2;-0.0115277664076223;0.406608997329346;0.719968606153593;-0.0387358602997441;0.0156974080273353
Hmbox1;-0.0115569434884333;0.405422240651117;0.719968606153593;-0.0387649974501997;0.0156682342359466
Zfp119b;-0.0115608477523355;0.405263594641441;0.719968606153593;-0.0387688963674035;0.0156643304086945
Zbtb21;-0.0115743652788614;0.404714609519847;0.719968606153593;-0.0387823953759387;0.0156508143875473
Nr2c1;-0.0116601762218444;0.40123996486838;0.716161166609048;-0.0388680885327887;0.0155650127688374
Tfap2b;-0.0116701793905895;0.40083608642361;0.716161166609048;-0.0388780779449025;0.0155550106609485
Zbtb24;-0.0116893009662801;0.400064731442184;0.715755621419073;-0.0388971732089454;0.0155358910979772
Zfp433;-0.0117002762317823;0.39962239784698;0.715755621419073;-0.0389081333632997;0.0155249169787279
Sall4;-0.0117115171126754;0.3991696641708;0.715755621419073;-0.0389193587605498;0.0155136772650293
Gm14327;-0.0117193686603551;0.398853621161311;0.715755621419073;-0.0389271994891172;0.0155058265285322
Egr2;-0.01175750949624;0.397320507684677;0.714230912623646;-0.0389652877208186;0.0154676895854073
Zfp668;-0.0117648759806715;0.39702481345394;0.714230912623646;-0.0389726440362192;0.0154603238436927
Lmo2;-0.0118022945826575;0.395524862871745;0.712699931904934;-0.0390100109383228;0.0154229089687665
Zkscan1;-0.0118175739819046;0.394913363085253;0.712448241647232;-0.0390252692047153;0.0154076310694934
Zbtb12;-0.0118334341369673;0.394279225566299;0.712448241647232;-0.0390411074102627;0.0153917724579708
Grhl3;-0.0118772169095319;0.392531856099262;0.710699163920726;-0.0390848295191032;0.0153479938753306
