moscot driver TFs Fev+ delta;Fev_delta_pull_corr;Fev_delta_pull_pval;Fev_delta_pull_qval;Fev_delta_pull_ci_low;Fev_delta_pull_ci_high
Isl1;0.174969900650697;4.22E-37;6.37E-34;0.148456710254409;0.201231738143326
Neurod2;0.16556826464598;2.49E-33;1.88E-30;0.138974346765413;0.191923550559735
Prox1;0.158983935018057;8.05E-31;3.04E-28;0.132336382834719;0.185401842061373
Peg3;0.152911394120079;1.33E-28;4.03E-26;0.12621649452565;0.179384991215146
Jund;0.129757530146315;5.79E-21;1.25E-18;0.102900730077302;0.15642527977962
Rfx6;0.124578164179474;1.97E-19;2.81E-17;0.0976891841864988;0.151285396809608
Nkx2-2;0.111023979419035;1.01E-15;1.09E-13;0.0840577616427937;0.137827699049223
Hhex;0.109286912754554;2.82E-15;2.84E-13;0.0823115257104078;0.136102282144596
Setbp1;0.10475584788663;3.77E-14;3.56E-12;0.077757322589265;0.131600839459631
Psmc2;0.100663610022732;3.57E-13;2.99E-11;0.0736451555007001;0.127534403236419
Arx;0.100412328480135;4.08E-13;3.21E-11;0.0733926801513239;0.12728467658727
Trim24;0.100340458763125;4.25E-13;3.21E-11;0.0733204696273197;0.127213250963
Drap1;0.0997911268444742;5.70E-13;4.10E-11;0.07276854212889;0.126667304234471
Zfp423;0.0994738142110423;6.75E-13;4.43E-11;0.0724497377423671;0.126351939581688
Fhl2;0.0959664832290624;4.22E-12;2.55E-10;0.0689262858812583;0.122865778133591
Nono;0.0956121541630728;5.06E-12;2.94E-10;0.0685703657133213;0.122513550801
Rps4x;0.0913369759563955;4.30E-11;2.32E-09;0.0642765324827319;0.118263196963846
Irx3;0.0903387839435347;6.99E-11;3.64E-09;0.0632741290556578;0.117270658979185
Kdm5b;0.0888672446884814;1.42E-10;7.13E-09;0.0617964808994055;0.115807356789494
Jun;0.0877793179970004;2.37E-10;1.15E-08;0.0607041141157393;0.114725444668465
Mycl;0.0841974593232027;1.24E-09;5.33E-08;0.057108095217765;0.111162936446789
Sf3b1;0.083823563111336;1.46E-09;6.14E-08;0.0567327613869825;0.110791020201675
Onecut3;0.0833578161102286;1.80E-09;7.28E-08;0.0562652343136435;0.110327728998572
Foxa2;0.083324059861027;1.83E-09;7.28E-08;0.0562313495107574;0.110294150284327
Mxi1;0.082170787422195;3.06E-09;1.18E-07;0.0550737225620745;0.109146906290743
Sall1;0.0820695197297829;3.20E-09;1.21E-07;0.054972075983543;0.109046164517607
Sfpq;0.0792820692633786;1.07E-08;3.76E-07;0.0521744169401963;0.106272972702578
Tbl1xr1;0.0789797546302109;1.22E-08;4.18E-07;0.0518710207036379;0.105972179258509
Atf3;0.0784189289521028;1.54E-08;5.18E-07;0.0513082017886015;0.105414162465052
Msi1;0.0769609540215699;2.84E-08;8.57E-07;0.04984512562532;0.103963410222909
Cdk2ap1;0.0764828902769579;3.46E-08;1.02E-06;0.0493654145428965;0.103487689750123
Rps10;0.0759183518084676;4.36E-08;1.22E-06;0.0487989468673716;0.102925902506853
Rpl6;0.0749981496271611;6.34E-08;1.68E-06;0.0478756374567048;0.102010147911138
Gata6;0.0737246138293624;1.06E-07;2.70E-06;0.0465978777928453;0.100742691926792
Six2;0.0734761612635319;1.17E-07;2.93E-06;0.0463486115460212;0.100495415240919
Ikzf5;0.0710118725593792;3.05E-07;7.24E-06;0.0438764352241283;0.0980426088024445
Gtf2b;0.0694721800145735;5.47E-07;1.23E-05;0.0423319831460661;0.0965099236874106
Rbpj;0.0694099421215391;5.60E-07;1.24E-05;0.0422695555892375;0.0964479663542755
Nuak2;0.0693420447806936;5.74E-07;1.26E-05;0.0422014515796956;0.0963803748463665
Cbfa2t2;0.0690909530744108;6.31E-07;1.36E-05;0.041949597781209;0.0961304119770196
Zfp451;0.0686614264133875;7.40E-07;1.57E-05;0.0415187754541418;0.0957028084386509
Rpl35;0.0681905214851096;8.82E-07;1.82E-05;0.0410464616405962;0.0952340004273245
Bax;0.066250345556092;1.79E-06;3.46E-05;0.0391006089076624;0.0933023374692494
Zbtb16;0.066038369068035;1.93E-06;3.69E-05;0.0388880246696782;0.0930912787357344
Zhx3;0.065895998627233;2.03E-06;3.83E-05;0.0387452474234987;0.0929495233244974
Cbfb;0.0641994298269135;3.70E-06;6.49E-05;0.0370439162100534;0.091260199163695
Myef2;0.0638289579960512;4.20E-06;7.30E-05;0.0366724253728326;0.0908912885913168
Kdm7a;0.0628387076289692;5.91E-06;0.000101458958066002;0.0356794881010486;0.0899051749192099
Hes6;0.0624628127599547;6.72E-06;0.000114042001493317;0.0353025873344571;0.089530836425875
Hivep1;0.0619082449014089;8.11E-06;0.000134584496269707;0.0347465495551685;0.0889785507663401
Ssbp3;0.0615951193763216;9.01E-06;0.000147915441952921;0.034432601496778;0.0886667064858712
Pdlim5;0.0614869839907787;9.34E-06;0.000151730511916883;0.0343241833012754;0.0885590123350356
Tmem33;0.0609343713220128;1.12E-05;0.000176764688291062;0.0337701353484731;0.0880086446601089
Rab7;0.0602836054659249;1.39E-05;0.000216958198820726;0.0331177006852182;0.0873605013507709
Ezh2;0.0601539612788836;1.45E-05;0.000224095916154437;0.0329877268075858;0.0872313768834611
Bach2;0.0597963936310575;1.64E-05;0.000249397442430313;0.0326292546121552;0.086875237943267
Cxxc5;0.058996848804611;2.12E-05;0.000308872157428807;0.0318277124451406;0.0860788627589095
Sox4;0.0589602658111078;2.14E-05;0.000308872157428807;0.0317910388998057;0.0860424239636814
Rbm3;0.0589305260745186;2.17E-05;0.000308872157428807;0.0317612256040239;0.0860128013980792
Magoh;0.0589266718481629;2.17E-05;0.000308872157428807;0.0317573618480433;0.0860089623534071
Meis1;0.058066514531726;2.86E-05;0.000391989978355992;0.0308950980932547;0.0851521730529705
Neurog3;0.0580280704296954;2.89E-05;0.000393234504226336;0.0308565607896457;0.0851138785467618
Traf4;0.0576146179961878;3.30E-05;0.000441864143674933;0.030442111112928;0.084702029904246
Ubxn1;0.0576035140733604;3.31E-05;0.000441864143674933;0.0304309805363821;0.0846909689261521
Nkx6-3;0.0574746670858516;3.44E-05;0.000456148145971022;0.0303018247589557;0.0845626197698069
Snrpb2;0.0573239483262608;3.61E-05;0.000473825952031074;0.0301507459438611;0.0844124822074686
Foxa3;0.0572711555053605;3.67E-05;0.000473825952031074;0.0300978272985887;0.0843598926738213
Klf4;0.0566053297826115;4.52E-05;0.00057353499574542;0.0294304277478945;0.0836966178660827
Hsf3;0.0560873721758824;5.31E-05;0.000667583509847427;0.0289112625876844;0.0831806280604641
Gadd45a;0.055942334773297;5.55E-05;0.000692277917891601;0.0287658896760835;0.0830361390738529
Klf3;0.0555687657987663;6.22E-05;0.000769855685115195;0.0283914618336467;0.0826639773940921
Zscan12;0.0540924661968924;9.71E-05;0.00118250422653088;0.0269118427074273;0.0811931653031878
Timm8a1;0.0535804060944287;0.000113043043067069;0.0013655599602502;0.0263986590328329;0.0806829809933352
Ldb1;0.0533161694762905;0.000122201791009679;0.00145295042854027;0.0261338482255883;0.0804197067789581
Smarcc1;0.0532404792875648;0.000124951461986888;0.00147403677812657;0.0260579942641353;0.0803442915725748
U2af1;0.0530989018587659;0.000130251880355762;0.00152006869390646;0.02591611134109;0.0802032276613089
Usf2;0.0530828287564404;0.000130866841197245;0.00152006869390646;0.025900003625621;0.0801872127893396
Smarca5;0.0529463980253604;0.000136197960196747;0.00156425593032504;0.0257632796617479;0.0800512757621466
Prdm16;0.0527538959254087;0.000144068832226677;0.00162346221389763;0.0255703655436782;0.0798594685574731
Erf;0.0525419645018146;0.000153228462776103;0.00171141156115894;0.0253579828582409;0.079648299843886
Klf10;0.0514450057965364;0.00021006189778056;0.00229850337426554;0.0242587276390661;0.0785552500438858
Bach1;0.0512459722446002;0.000222294042117145;0.00241484894674021;0.0240592844506726;0.0783569187419983
Sirt6;0.0509596459496611;0.000241067781477856;0.00260008821451116;0.0237723726555518;0.0780715989278143
Rfx2;0.0506134841056542;0.000265749837048832;0.00284597343222508;0.0234255089355322;0.0777266479651063
Rbm22;0.0489054122978649;0.000426174655961197;0.00453185725705217;0.0217140696809956;0.0760244559786734
Irf8;0.0487308336037536;0.000446888350430812;0.0047188909730806;0.0215391557827498;0.0758504693457663
Ash2l;0.0476986154497095;0.000589836551337078;0.0060919953304093;0.020504989709665;0.0748217180780887
Tbr1;0.0476648412217157;0.00059516443240914;0.0060919953304093;0.0204711527288033;0.0747880563113294
Zfp281;0.0476526647241615;0.000597096231059984;0.0060919953304093;0.020458953622468;0.0747759203438484
Foxp4;0.0474235079403086;0.00063455772651554;0.00643075279891588;0.0202293728605635;0.0745475248212425
Ddx20;0.0472457508593094;0.000665109407752958;0.00669543470471311;0.0200512888745596;0.0743703562913075
Hbp1;0.0465131090558714;0.000806030485061358;0.00793016233594298;0.0193173179149832;0.0736401221812277
Bcl11b;0.0465000750549043;0.000808771523003456;0.00793016233594298;0.0193042605331515;0.0736271307507675
Arnt;0.0462358643917932;0.000866233085057852;0.00843878682862811;0.019039577919354;0.0733637810443726
Mnt;0.0462036314213218;0.000873496526887635;0.00845499843333544;0.0190072876330927;0.073331652849317
Nap1l1;0.04607908256746;0.000902096312740907;0.00867621294419599;0.0188825178429965;0.0732075083206561
Smpx;0.0459496351736636;0.000932738465771345;0.00891414609692868;0.018752841721173;0.0730784802633206
Gmeb1;0.0456377578702027;0.00101056646914424;0.00947798365470687;0.0184404171016715;0.0727676095364134
Ctbp2;0.0455187456157643;0.00104181798077695;0.00969427764423629;0.0183211973917203;0.0726489800015275
Zbtb44;0.0455013189318193;0.00104646838146391;0.00969427764423629;0.0183037403954677;0.0726316092938717
Nhlh1;0.0454239423117295;0.00106734953602402;0.00981822984925921;0.0182262293852745;0.0725544810166015
Aff4;0.0452856112520281;0.00110564297767475;0.0100573547969209;0.0180876588825584;0.0724165931263851
Zfp7;0.0449993485776428;0.00118895263399939;0.0106864195079707;0.0178009040224275;0.0721312442542874
Tead2;0.044865826597625;0.00122976099170876;0.0109878053105339;0.0176671540015856;0.0719981469816228
Hnf1b;0.0442222896974341;0.00144519987648107;0.0126875105435257;0.0170225316629078;0.0713566434943724
Creb3;0.0440359938970435;0.00151376680474625;0.0132126466772649;0.0168359258620448;0.0711709321515545
Foxp2;0.0435482886423542;0.00170770060584056;0.0145388765123677;0.0163474180278564;0.0706847480439431
Hnrnpll;0.0435343979985587;0.0017135447151168;0.0145388765123677;0.0163335047154776;0.0706709005360642
Snrnp70;0.043533663332043;0.00171385431735195;0.0145388765123677;0.0163327688503296;0.070670168150686
Kdm5a;0.0425690206074212;0.00216775612604142;0.0181850652795697;0.0153665776991982;0.0697084953983024
Zfp24;0.0420050818864824;0.00248170915050621;0.0204774908047234;0.01480175728348;0.0691462695839531
Hnrnpa0;0.0418070193708111;0.00260148924549362;0.0213491780472574;0.014603389224584;0.0689488045720055
Pax4;0.0416370505173689;0.00270846708120458;0.0217541770883985;0.0144331598741945;0.0687793467752525
Nr2f6;0.0412553963706769;0.00296346849684515;0.0235227370581632;0.0140509265442265;0.0683988344665234
Zfp2;0.0412382933636596;0.00297539256828422;0.0235227370581632;0.0140337977684918;0.0683817824436327
Foxp3;0.0412151993834743;0.0029915629323325;0.0235273959782399;0.0140106690184594;0.0683587572815218
Tsn;0.0411819921664715;0.00301495506294711;0.0235885085235759;0.0139774118563419;0.0683256489684866
Nme1;0.0408840676713799;0.00323240334527865;0.0251594280998493;0.0136790419620818;0.0680286091336895
Npdc1;0.0407439210176053;0.00333955339416213;0.0255975920060143;0.0135386874636184;0.0678888769685831
Mex3c;0.0398710846242187;0.00408287616701767;0.0303701626216585;0.0126645807381773;0.0670185980495035
Zfp397;0.0394197913440209;0.00452340806115275;0.0329968414122737;0.0122126469498519;0.0665686108905569
Neurod1;0.0389865681317053;0.00498634508029897;0.0360628940881988;0.0117788193322702;0.0661366311121758
Gcm1;0.0389819643192353;0.00499148666518778;0.0360628940881988;0.0117742091518581;0.0661320404588813
Hmg20b;0.0388817652009063;0.00510458380324929;0.0366944012183038;0.0116738717257679;0.0660321274571063
Zfp326;0.0386515039217496;0.00537330736235232;0.037941750381387;0.0114432946865544;0.0658025216212063
Ing3;0.0384170737495768;0.0056599506824403;0.0397512815371388;0.0112085460099578;0.0655687558053447
Zfp37;0.0382957989390817;0.00581358422289528;0.0406412600767216;0.0110871076086286;0.0654478235082569
Zmat2;0.0381608939114395;0.00598889212199847;0.0413987791163381;0.0109520215469669;0.0653132985524027
Pou3f4;0.0381285604957344;0.00603161020238039;0.0413987791163381;0.0109196448894029;0.0652810560839296
Zfp30;0.0370329219416789;0.00765144416499354;0.0513496919517344;0.00982257477630475;0.0641884658235045
Apex1;0.0364260512328549;0.00870747866433341;0.0579219946393984;0.0092149393202216;0.0635832555368075
Pbx1;0.036040507824964;0.00944423708591616;0.0614689568954026;0.00882892050869597;0.0631987566145422
Zkscan3;0.0359055360261912;0.00971500568100157;0.0629599080614264;0.00869378419626491;0.0630641485660509
Hmgb1;0.0358255788520818;0.00987865154320333;0.0635353147600036;0.0086137300332204;0.0629844064112183
Mbtps2;0.035765113450139;0.0100040297951166;0.0636702776157229;0.00855319151770231;0.0629241033813844
Tead1;0.0357500674780183;0.0100354477301603;0.0636702776157229;0.00853812738328159;0.0629090977824858
Esrp2;0.0356239774764913;0.0103022115744937;0.0650892865166758;0.00841188566140266;0.0627833456386804
Cebpg;0.0355361338458043;0.0104917693320113;0.0651101130527126;0.00832393684373884;0.0626957368750185
Cnot4;0.0355279047375265;0.0105096848309538;0.0651101130527126;0.00831569790321124;0.0626875297474197
Nf1;0.0352836270988193;0.0110540390789096;0.0681289755475657;0.00807113008089461;0.0624439029230779
Irf6;0.0352397887671203;0.011154337041659;0.0684676785890451;0.00802724001707321;0.0624001810446739
Smad7;0.0347481013517191;0.012335860917709;0.0742117529312377;0.00753497956074666;0.0619097926190256
Csnk2b;0.0343935897300741;0.0132552174808042;0.0791121675731792;0.00718006295368194;0.0615562094456481
Zfp101;0.0343245769817834;0.0134410700606061;0.0799055739823439;0.00711097216417582;0.0614873766455206
Arg1;0.0340827166020727;0.0141107013755598;0.0827315519808028;0.00686884033399193;0.0612461448683106
Ccdc25;0.0340095120143568;0.0143191007539113;0.0834820159784021;0.00679555421466861;0.0611731299159477
Foxo4;0.0337361583002098;0.0151214688461187;0.0870162462195171;0.00652189863673093;0.0609004817507557
Sap30;0.0331974011461009;0.0168194828011924;0.0940645149251874;0.00598255846813331;0.0603631033060039
Msantd3;0.0331262839137573;0.0170556838444347;0.0950335151479576;0.00591136545944005;0.0602921668900613
Mecom;0.0330444294832586;0.0173311432833352;0.0958609024096564;0.00582942415347159;0.0602105202357527
Zfp358;0.0329231179840709;0.0177465573057825;0.0974447328426604;0.00570798457360066;0.0600895160005075
Nrl;0.0316398645717416;0.022703277142011;0.121137627153486;0.00442342545855168;0.0588094639820226
Ywhae;0.031488270278598;0.0233616707715425;0.124211700228976;0.0042716828510294;0.0586582419774577
Dmrta2;0.0314185981089544;0.023669781958066;0.12540831844449;0.00420194293705319;0.0585887404920091
Gtf2f1;0.0310965698403796;0.0251401057296758;0.130452095023403;0.00387960499054385;0.0582674977121427
Tcfl5;0.0309944395018794;0.0256226307725685;0.13153252338173;0.0037773776198752;0.0581656153138268
Smug1;0.0307932074973067;0.0265968450824938;0.134769248572368;0.00357595609311896;0.0579648701806924
Terf1;0.0306596212042656;0.0272610911758516;0.137673069148949;0.00344224520690626;0.057831605879924
Zfp207;0.0306387881599291;0.0273659609867619;0.137742003633368;0.00342139281974342;0.0578108229636295
Zfp81;0.0305120583766877;0.0280114212761927;0.138896266015117;0.00329454588181586;0.057684397607592
Tbpl1;0.0303858519880282;0.0286672098259856;0.14056531404641;0.00316822369277196;0.0575584935227251
Hmga1;0.0303850154214626;0.0286716004809896;0.14056531404641;0.00316738636151462;0.0575576589571146
Vps72;0.0302396979525839;0.0294431245966596;0.143880641232867;0.00302193663945796;0.0574126884918691
Ptcd1;0.0300543429804471;0.0304530702706408;0.147385051630345;0.00283641464734359;0.0572277744658999
E2f5;0.0300331991381074;0.0305701454197655;0.147478976306217;0.00281525187172684;0.0572066808047737
Ilf2;0.0299304822654318;0.0311444106440672;0.149295428801719;0.00271244336801877;0.0571042073674307
Srf;0.0296700534228304;0.0326420368018552;0.154998350851577;0.0024517847823626;0.0568443931657735
Nuak1;0.0295799511995437;0.0331743395090616;0.157032139995871;0.00236160393457594;0.056754502736729
Brf2;0.0294999556385393;0.0336531405548657;0.158306050585194;0.00228153893929965;0.0566746948440306
Rnaseh2c;0.0290505492648861;0.0364542075784419;0.168335943252132;0.00183174897834839;0.0562263363146875
Irf3;0.0289862112856407;0.0368710289416245;0.168712890005615;0.00176735698512095;0.0561621474501656
Bcl11a;0.0288700235722751;0.0376340483084996;0.170652891729232;0.00165107229997922;0.0560462284533444
Sp2;0.0287019530195268;0.0387615274205537;0.175239240733641;0.00148286277592514;0.0558785453142613
Zbtb7b;0.0286052403681233;0.0394232217944546;0.177486395177218;0.00138607085459062;0.0557820548969676
Zik1;0.0285950262933282;0.0394936614434076;0.177486395177218;0.00137584843766817;0.0557718642632577
Zfp606;0.0284900580019847;0.0402237664144638;0.180231119542553;0.00127079474534618;0.0556671365438222
Mecp2;0.0284688137673919;0.0403729142904425;0.180364202895172;0.00124953329979304;0.0556459409251334
Zfp687;0.0283138795162466;0.0414748888142765;0.184197300322228;0.00109447427325664;0.0554913604891518
Zfp553;0.0282031771896051;0.0422777670823094;0.185355000215634;0.000983683594859995;0.0553809101695509
Zfp105;0.0281933977063499;0.0423493212413205;0.185355000215634;0.000973896338701537;0.0553711529167134
Gm5294;0.0276701662905122;0.0463297954065955;0.199310515851735;0.000450256652603751;0.0548491033258388
Pqbp1;0.0275200258662731;0.0475285133935523;0.203886520523477;0.00030000183204977;0.0546992992806919
Ewsr1;0.0274359352215492;0.0482112058697603;0.205452346823407;0.000215847653197936;0.0546153965006137
Tbx6;0.0270729427298187;0.0512533816173091;0.216786011882736;-0.000147414670985126;0.0542532105562375
Celf4;0.0268104352479618;0.0535521500203532;0.223380515278269;-0.000410112813102413;0.0539912818937838
Dnttip1;0.0267423174089672;0.0541625240901064;0.224685196088078;-0.000478279512430216;0.053923313640891
Hdac2;0.0265544650825275;0.0558759205472472;0.23052633886979;-0.000666265272948483;0.0537358725312479
Zfp296;0.0264023745024853;0.0572959822152757;0.235740962248137;-0.00081846247565428;0.0535841134807512
Phf8;0.0259318209371481;0.061880711968729;0.249839238162515;-0.001289337934796;0.0531145776836146
Trp53;0.0255075236840424;0.0662710675537107;0.263340294752903;-0.00171391508961742;0.0526911878446062
Tcf3;0.0254465071359369;0.0669230307552549;0.263847980262232;-0.00177497108216528;0.052630300984445
Meis3;0.0252825659268861;0.0687009277696146;0.26767706385495;-0.00193901726658364;0.0524667072240461
Mdm2;0.0252753016064362;0.0687805965402125;0.26767706385495;-0.00194628620464819;0.0524594582654685
Zfp653;0.0251768391332642;0.0698679522048778;0.269469271023542;-0.00204481098241984;0.0523612037285028
Rbm42;0.0251176586477765;0.0705282623227961;0.270986453199547;-0.00210402866156141;0.0523021479690222
Zfp131;0.0250459536455711;0.0713351624263487;0.273391104730423;-0.00217577847300733;0.0522305938341522
Nfib;0.0250185308880221;0.0716457447523424;0.27388626474946;-0.00220321829324656;0.0522032287003008
Tgif2;0.0249709306801678;0.0721874803437019;0.27526034171462;-0.0022508480210519;0.0521557284182734
Atf7;0.0249481399894295;0.0724480446414071;0.275272241855807;-0.00227365280203856;0.0521329855278677
Smarca4;0.0249387869156374;0.0725552001712657;0.275272241855807;-0.00228301165013491;0.0521236520626979
Zbtb10;0.0248908488537804;0.0731064506549774;0.276668522528862;-0.00233097923264266;0.0520758144279397
Klf13;0.0248217032250401;0.0739076006726621;0.277835280951774;-0.0024001672211719;0.0520068134350011
Zfp626;0.0248181821435489;0.0739485886111887;0.277835280951774;-0.00240369045276385;0.0520032997118087
Nfatc2;0.0247698038022922;0.074513630717778;0.278503916791695;-0.00245209826716705;0.051955022402666
Mtf2;0.0247322062652411;0.0749551876368759;0.279462551436253;-0.00248971862136041;0.0519175032956219
Zfp407;0.0246372878700492;0.0760794472115101;0.280866979816451;-0.00258469427767982;0.0518227825626634
Zfp97;0.0245690489281237;0.0768961687379032;0.281172269109355;-0.00265297408245384;0.0517546854222781
Usf1;0.0245519472826938;0.0771019663486888;0.281217316875652;-0.00267008592891507;0.0517376192747048
Maff;0.0245180313963181;0.0775114302256615;0.282029541303009;-0.00270402199875942;0.051703773740507
Zfp422;0.0241530566704694;0.0820307514628524;0.295056302448087;-0.00306920995458213;0.0513395521345858
Zbtb17;0.0241500665693842;0.0820686404160244;0.295056302448087;-0.00307220177259422;0.0513365681736621
Mtf1;0.0239598932942215;0.0845077094140962;0.301670546608239;-0.00326248324479143;0.0511467844213959
Zfp386;0.0238900830706949;0.0854176408211552;0.30419961707534;-0.0033323326914552;0.0510771166941362
Rfx3;0.0237442391383845;0.0873441710868971;0.308875171759284;-0.00347825770956637;0.0509315696038776
Pir;0.0236242854803662;0.0889548385622682;0.3131044434243;-0.00359827719008592;0.0508118592268382
Pole3;0.0236030625561038;0.0892422826296437;0.313385690164562;-0.00361951167840808;0.050790679263974
Aebp2;0.0235582583585785;0.089851568263952;0.314393343377629;-0.00366434020846156;0.0507459656829214
Ebf1;0.0235280701370248;0.090263977672132;0.314393343377629;-0.00369454476311633;0.0507158384555749
Nr1h2;0.02352261641392;0.0903386445807524;0.314393343377629;-0.00370000143161798;0.0507103957462429
Plagl1;0.0235209068615539;0.0903620602820472;0.314393343377629;-0.0037017119069297;0.0507086896459788
Sf1;0.0233907568899916;0.0921591020368364;0.31917487173308;-0.00383193167559911;0.0505788020205715
Glyctk;0.0233746112915444;0.0923840188676059;0.319221667025366;-0.0038480858682722;0.0505626889030368
Yy1;0.0233171571927906;0.0931879613963439;0.319804140246543;-0.00390557043433356;0.0505053502727845
Nfya;0.0232386320864434;0.0942958119986119;0.322625680832253;-0.00398413689073314;0.0504269826925583
Zfp867;0.0232243571382581;0.0944983354662342;0.322625680832253;-0.0039984193197746;0.05041273634482
Zfp41;0.0232136049505153;0.0946511103368796;0.322625680832253;-0.00400917713492039;0.0504020056922229
Nfatc4;0.0229409030246893;0.0985924264036556;0.333799470559462;-0.00428201967902779;0.0501298478520959
Pou3f1;0.0228200718681155;0.100380152345502;0.338334888485956;-0.00440291184615667;0.0500092564828095
Sema4a;0.0226977186611785;0.102216622205052;0.342993554510286;-0.00452532602133687;0.0498871452758263
Rb1;0.0226111118464784;0.103532634748335;0.346639198381345;-0.0046119754987944;0.0498007092676699
Zfp334;0.0224817772148247;0.105522929880624;0.351442224406991;-0.00474137307998011;0.0496716289523855
Gata4;0.0224002138307689;0.106793609179482;0.353393386519111;-0.00482297569368327;0.0495902254829704
Nr1i2;0.0223750424895852;0.107188192732286;0.353393386519111;-0.00484815906834851;0.0495651034202284
Trip10;0.0222421714547567;0.109290232476452;0.358757067477051;-0.00498109305165015;0.0494324919395599
Psmd12;0.0219417902184036;0.11416237243708;0.369133152847947;-0.00528161304920575;0.0491326939432509
Rnf114;0.0218607339644938;0.115505957592324;0.371857137953859;-0.00536270590459364;0.049051794234057
Etv1;0.0218431262835831;0.115799458438597;0.371857137953859;-0.00538032148902932;0.0490342205118595
Zkscan6;0.0218079865367004;0.116386951179178;0.371857137953859;-0.00541547695851476;0.0489991484862434
Mxd1;0.0218022905238123;0.116482401491506;0.371857137953859;-0.00542117551363594;0.0489934634443873
Cxxc1;0.021570837341068;0.120413203269189;0.378653186404955;-0.00565273050246989;0.0487624545709009
Hesx1;0.0214622564302078;0.122292663155648;0.379808715226491;-0.00576135816726955;0.0486540810949696
Cfl2;0.021436254163318;0.122746127834786;0.379808715226491;-0.00578737153514282;0.04862812840826
Prdm9;0.0214170259411211;0.123082300732304;0.380070090195867;-0.00580660794262558;0.048608936826126
Zfp449;0.0211409566349368;0.127988532608406;0.391367412316586;-0.00608279254780978;0.0483333913662819
Foxm1;0.0211341999087878;0.128110489872225;0.391367412316586;-0.00608955204380362;0.0483266474092502
Lbx2;0.0211239351100061;0.128295939799146;0.391367412316586;-0.00609982104576477;0.0483164020045303
Boll;0.0210785764947372;0.129117913911998;0.392894927625746;-0.00614519816551263;0.0482711290202213
Cnot6;0.0210470618276133;0.129691415949452;0.392894927625746;-0.00617672562333556;0.0482396737827642
Lcorl;0.0209750875348852;0.131008612058837;0.394856295826036;-0.00624872892495759;0.0481678350153222
Yod1;0.0208952318503785;0.132482155465382;0.398325219159174;-0.00632861646456298;0.0480881293672869
Bhlhe22;0.0208841775712673;0.132687142541102;0.398325219159174;-0.00633967512593705;0.0480770958301673
Fubp1;0.0207383407968709;0.135414532802374;0.404102657177046;-0.00648556909119217;0.0479315320792009
Ppp5c;0.0207206292954077;0.135748694251278;0.4043008448115;-0.00650328745941424;0.0479138536570751
Zfp961;0.0206676292563076;0.136752444713639;0.40648856597952;-0.00655630794454801;0.0478609525030838
Zfp467;0.020542758436009;0.139139957795214;0.409689094806632;-0.00668122633159698;0.0477363140580712
Nfe2l2;0.0205403788172557;0.139185765321723;0.409689094806632;-0.0066836068485627;0.0477339388593884
Gm6592;0.0204750243114453;0.140448377846474;0.411002035946079;-0.00674898590251609;0.0476687056274078
Socs4;0.0204370782000837;0.141185505563632;0.411563925484719;-0.00678694616021339;0.0476308298235744
Zfp654;0.0203960443531948;0.141985955667117;0.412512146804113;-0.00682799521624905;0.047589871917245
Zfp830;0.0203924026233387;0.14205716313784;0.412512146804113;-0.00683163829147526;0.0475862369226511
Mlx;0.0201607510457194;0.146643265905461;0.419377521812967;-0.0070633739634782;0.0473550122970554
Nags;0.0200499613897689;0.148876245777302;0.422562276548357;-0.00717420280475202;0.047244425804887
Nr6a1;0.0199650873653326;0.150604375682644;0.425866305769275;-0.00725910639593554;0.0471597069697169
Hmgb2;0.0197932630032136;0.154149651320013;0.433234259703443;-0.00743098941318402;0.0469881955848347
Gatad2a;0.0197425881696687;0.155207244953563;0.433234259703443;-0.00748168123825262;0.0469376127490639
Gm9833;0.0194562604386558;0.161286671044243;0.44523377198685;-0.00776810234753641;0.0466518022121522
Dpf2;0.0194020738774548;0.162457144428138;0.446831125840598;-0.00782230607758329;0.0465977130271203
Msx1;0.019371190153363;0.163127117724215;0.44704527724785;-0.00785319951551257;0.0465668847313949
Kmt2a;0.0192969903451295;0.164745274351079;0.450661891793713;-0.00792742244934373;0.0464928178810439
Ncbp2;0.0192491876426269;0.16579414107986;0.452710945805767;-0.00797523989146679;0.0464451006773358
Hnf4a;0.0192222708527036;0.166386943609948;0.453509539442277;-0.00800216492619801;0.0464182319755337
Kdm4a;0.0191942534348355;0.167005676542519;0.454375804647214;-0.00803019088407447;0.0463902645703125
Prdm4;0.0191186377014722;0.168684190176714;0.458117135192156;-0.00810582945243952;0.0463147836024179
Tgif1;0.0190967067197322;0.169173372305385;0.458620811815317;-0.00812776699878047;0.0462928916488771
Hnrnpc;0.0190527044721739;0.170158072540676;0.458965525878492;-0.00817178233849571;0.0462489676285752
Dach1;0.0188994946606293;0.173620175030792;0.462374716572304;-0.00832503691201807;0.0460960293730743
Hmga2;0.0188437384101821;0.1748930783452;0.464944627290936;-0.0083808091348808;0.0460403716311202
Zfp445;0.0187543896399926;0.176947390910148;0.46861484502446;-0.00847018314749762;0.0459511803675872
Gatad1;0.0186718385056281;0.178861334830295;0.471344878872156;-0.00855275721727546;0.0458687743714126
Zfp3;0.0186407425025655;0.17958627124879;0.472430783250301;-0.0085838617635566;0.0458377329441541
Dr1;0.0185722066019317;0.181191743121249;0.474999187696331;-0.00865241630751453;0.0457693171436864
