moscot driver TFs delta;Delta_pull_corr;Delta_pull_pval;Delta_pull_qval;Delta_pull_ci_low;Delta_pull_ci_high
Bach1;-0.0237215384913171;0.0876471641361099;0.28960003904929;-0.0509089150564874;0.00350097087338852
Prdm5;-0.0237357296189376;0.087457651316733;0.28960003904929;-0.0509230773685424;0.00348677192431013
Nfkb2;-0.0237787222785073;0.0868855302183578;0.288345385999385;-0.0509659826633186;0.00344375550228114
Trim28;-0.0238221569824987;0.086310597383143;0.287068286450541;-0.0510093290023345;0.00340029668920198
Rnaseh2c;-0.0238712568973623;0.0856643786735912;0.286179672117528;-0.0510583289033913;0.00335116939686713
E2f3;-0.0239137381789055;0.0851084289095401;0.285217947524703;-0.0511007235473016;0.00330866432228812
Pole4;-0.0239269366692237;0.0849362961616855;0.285217947524703;-0.0511138951002624;0.00329545841969424
Deaf1;-0.0240084706847158;0.0838791722071695;0.282717745608986;-0.0511952624998512;0.00321387840417418
Zfp101;-0.0240368875636313;0.0835132468663563;0.282114100152568;-0.051223621223657;0.00318544540781344
Ascc1;-0.0241769696041183;0.0817282495851094;0.276703266532545;-0.05136341594565;0.00304528327250675
Bax;-0.0242235205189085;0.0811419689549147;0.275335669936901;-0.0514098711452675;0.00299870550448395
Mef2b;-0.0243260916004579;0.0798621893462779;0.272832366318732;-0.0515122309111499;0.00289607483719627
Cd59a;-0.0244630643856427;0.0781788016401746;0.268295432901508;-0.0516489206160152;0.00275902158734912
Ahctf1;-0.0244680867511681;0.0781176300942887;0.268295432901508;-0.0516539325825077;0.00275399625199853
Mettl14;-0.0245085764721871;0.0776258938828097;0.267614383020645;-0.0516943384177204;0.00271348253837425
Sox10;-0.024541811569194;0.0772241490099471;0.267450607809679;-0.0517275045923944;0.00268022768078438
Slc18a1;-0.0246541890824825;0.0758782608341912;0.264000400598222;-0.0518396486150633;0.0025677829052422
Snai1;-0.0247339082117858;0.0749351534033918;0.262533832109331;-0.0519192016934945;0.00248801564360582
Cpsf4;-0.0247597583216894;0.0746313994083413;0.262077704899059;-0.0519449978848615;0.00246214985170104
Zbtb7a;-0.0247953704408368;0.0742145835514743;0.261221494551809;-0.0519805356643157;0.0024265160687613
Ube2v1;-0.0248657302214684;0.0733966602323718;0.25894616110019;-0.0520507483677035;0.00235611328319802
Rfx6;-0.0248775449375081;0.0732600411109104;0.25894616110019;-0.0520625383603838;0.00234429131936893
Mxi1;-0.0248891295652311;0.0731262845905516;0.25894616110019;-0.0520740987388697;0.00233269957761706
Suclg1;-0.0249731818881369;0.0721617841310909;0.256386574206934;-0.0521579749031138;0.00224859541974638
Dpf2;-0.0249933919759367;0.0719314330797956;0.256386574206934;-0.0521781425769799;0.00222837281097851
Mxd3;-0.0251101493128578;0.0706124128625959;0.25326542380646;-0.0522946544468307;0.00211154270228481
Parp1;-0.025162624099016;0.0700260926981279;0.251760476128983;-0.0523470186705423;0.00205903496793098
Prdm15;-0.0251948738474481;0.0696677400841938;0.251069898632774;-0.0523792003957717;0.00202676489585306
Zfp646;-0.0252094891140315;0.0695058345200844;0.251069898632774;-0.0523937848163211;0.00201214040012567
AI987944;-0.0253159225690253;0.0683360736972074;0.248046805968228;-0.052499993290051;0.00190563938413641
Pum3;-0.02539591101698;0.0674676464455444;0.24667347731906;-0.0525798122519915;0.00182559975530473
Ash2l;-0.0254517791484982;0.0668664916343168;0.245108441384156;-0.0526355617995565;0.00176969566949634
Zfp62;-0.0255220125400237;0.0661170247138113;0.244099528894511;-0.0527056458754775;0.00169941683742651
Zscan21;-0.0256303255577844;0.0649747804559905;0.240773279913645;-0.0528137280957418;0.00159103321473473
Ncbp2;-0.0256341234904507;0.0649350254959846;0.240773279913645;-0.0528175179240714;0.00158723279474202
Rab18;-0.0256898244005852;0.0643542756610673;0.240532069921315;-0.0528730998851311;0.00153149531486319
Irf9;-0.0257262563503141;0.063976751582611;0.239714379379014;-0.0529094539434665;0.00149503935469679
Mthfd1;-0.0258451646156335;0.0627572721187544;0.235730051988356;-0.0530281074819261;0.00137605221953517
Pold2;-0.025876675425987;0.0624373487628521;0.23511320855837;-0.0530595506607523;0.001344520379398
Fev;-0.0259064114546086;0.0621366822487179;0.23456597548891;-0.0530892228176203;0.00131476445580952
Satb2;-0.0259326439955582;0.0618724352431606;0.234153827611961;-0.0531153989723114;0.0012885143238909
Spag7;-0.0259845455106643;0.0613523572605217;0.232768993626602;-0.0531671888162045;0.00123657789422434
Mlx;-0.0261059803841623;0.0601496485211521;0.229358508249847;-0.0532883618393091;0.00111506075677048
Brca1;-0.0261800542611214;0.0594256522995576;0.228327569904152;-0.0533622755974622;0.00104093630498944
Zcchc17;-0.0263702071309195;0.0576001396348055;0.22201623895998;-0.0535520160672807;0.000850652236497336
Zfp687;-0.0264693256169083;0.0566672088039546;0.220534755912297;-0.0536509188087456;0.000751464580726205
Dnmt1;-0.0265055349414051;0.0563295464849742;0.220356516042256;-0.0536870491858513;0.000715229853999541
Ssrp1;-0.026681006117601;0.0547168595827877;0.215162650963566;-0.0538621367731405;0.00053963456553483
Gpam;-0.0268520281727724;0.0531822851905387;0.209674283649382;-0.0540327833570944;0.000368489929657494
Zkscan8;-0.0269075556424197;0.0526918346663315;0.20828447734597;-0.0540881885772623;0.000312922317566249
Abl1;-0.0269479860185076;0.0523371127271171;0.207425302409309;-0.0541285298363927;0.000272462607410181
Mecom;-0.0269530366100721;0.0522929411797267;0.207425302409309;-0.0541335692891687;0.000267408345151106
Cux2;-0.0270082409432872;0.0518121628062005;0.207425302409309;-0.0541886517821321;0.00021216379957418
Nmral1;-0.0270500035632624;0.0514509103166494;0.206624666431225;-0.0542303221188542;0.000170370648159891
Zfp606;-0.0270510137052472;0.0514421986173608;0.206624666431225;-0.0542313300275461;0.000169359766511846
Arid5b;-0.0271305059535169;0.0507604987212329;0.204942120505512;-0.0543106463550922;8.98E-05
Tfdp1;-0.0272737925589188;0.0495508239893103;0.201107119702617;-0.0544536149930072;-5.36E-05
Tfeb;-0.0274167371922871;0.0483682149937543;0.197394607136673;-0.0545962413073366;-0.000196635173049614
Dus3l;-0.027454484533677;0.0480599089883413;0.196667920250394;-0.054633904405217;-0.000234410946992638
Irx2;-0.0274891901753378;0.0477779045167795;0.196579389156232;-0.0546685325235102;-0.000269142798645961
Onecut1;-0.0275492330802162;0.0472933027746386;0.195117178113946;-0.0547284411537782;-0.000329231203519971
Zfp174;-0.0276889950455359;0.0461812782118783;0.191576181593231;-0.0548678898100156;-0.000469099840530387
Fez1;-0.0278254047454108;0.0451172320182678;0.188196188805481;-0.0550039926933126;-0.000605614680533684
Zfp799;-0.027904159115267;0.0445123807159063;0.186187520446035;-0.0550825694667361;-0.000684430213634965
Msra;-0.0279413982907379;0.044228765511051;0.185515099782463;-0.0551197245481229;-0.000721698428038525
Zfp768;-0.0279858311388647;0.0438923592613928;0.185333490730244;-0.0551640569588205;-0.000766166023622383
Timeless;-0.0280601724948644;0.0433343420520783;0.184323539432783;-0.0552382300316202;-0.000840565756907105
Cxxc5;-0.0281857452564863;0.0424053837935234;0.181394134640851;-0.0553635178585412;-0.000966237810174578
Bach2;-0.028193013225047;0.042352136490664;0.181394134640851;-0.0553707693092955;-0.000973511551912786
Sox5;-0.0282133528108524;0.0422034230370338;0.181394134640851;-0.0553910626543816;-0.000993867309403854
Usf1;-0.0284712584820123;0.0403557270242885;0.17460500804205;-0.0556483800464473;-0.00125197999373945
Arnt2;-0.0285468988125004;0.039827003331213;0.173011781349999;-0.0557238471577834;-0.00132768172630044
Srbd1;-0.0285941910282348;0.039499426429469;0.172381889908954;-0.0557710309148296;-0.00137501249064148
Prkaa1;-0.0286106955829494;0.0393856445195155;0.172381889908954;-0.0557874975898716;-0.00139153052717738
Prdx5;-0.0289474581551913;0.0371240485858697;0.163910272996091;-0.0561234840285865;-0.00172857142898902
Tcf12;-0.0289717489410805;0.0369652815200557;0.163687903505232;-0.0561477185937392;-0.00175288252998878
Rfc3;-0.0290228836791439;0.0366329479378018;0.162693386429649;-0.0561987348763976;-0.00180406013871841
Zfp704;-0.0291408898777752;0.0358757045235979;0.160273117842109;-0.0563164671679326;-0.00192216581632994
Brf1;-0.0292886198244259;0.0349465684415907;0.156585514382201;-0.0564638531497022;-0.00207002136936327
Cux1;-0.0293054084906774;0.0348422886995877;0.156582904572552;-0.056480602651357;-0.00208682438537166
Hivep1;-0.029397350908506;0.0342759036630537;0.155425268862496;-0.0565723303146662;-0.00217884566160644
Tgif1;-0.0294319621163788;0.0340647382701209;0.154932996349044;-0.0566068605605481;-0.00221348667471155
A1cf;-0.0294831295972106;0.0337545987995232;0.153986236215347;-0.05665790823212;-0.00226469833778087
Tead3;-0.0295607104631228;0.0332889664738521;0.153046834757481;-0.0567353071704873;-0.00234234646577394
Acaa1a;-0.0296139840114489;0.0329724153060277;0.152257942238843;-0.0567884556029009;-0.00239566639197482
Phf2;-0.029614324664665;0.0329703994633172;0.152257942238843;-0.0567887954555783;-0.00239600734224837
Arx;-0.0296522097860149;0.032746868298711;0.152257942238843;-0.056826591507188;-0.00243392553977665
Zfp711;-0.0297038451538201;0.0324442972187471;0.151674578329127;-0.0568781053523366;-0.00248560611465614
Zfp738;-0.030176004900887;0.0297868728817978;0.14099742335898;-0.0573491471716238;-0.00295818598382243
Hdac1;-0.0302508907628593;0.0293830712715313;0.139523388742177;-0.0574238546155617;-0.00303313959535582
U2af1;-0.0302620702323031;0.0293231947005554;0.139523388742177;-0.0574350074234447;-0.00304432920514937
Zfp326;-0.0302881758753399;0.0291837829292139;0.139523388742177;-0.0574610507815543;-0.0030704585538784
Ski;-0.0303457692874588;0.0288782324096358;0.13887302846672;-0.0575185066519184;-0.00312810439616009
Snai2;-0.0303487625234243;0.0288624279244322;0.13887302846672;-0.0575214927346645;-0.00313110036196295
Ldb1;-0.0303710603059804;0.0287449282427105;0.13887302846672;-0.0575437372147966;-0.00315341849551956
Ikzf5;-0.0304224035196526;0.0284759362236867;0.138259368803109;-0.0575949575909078;-0.00320480867281367
Rbm42;-0.030439824943342;0.0283851575573311;0.138259368803109;-0.0576123373017025;-0.00322224606454024
Tead1;-0.0309613347486451;0.0257807466032862;0.126804323683916;-0.058132590807006;-0.00374424153650142
Etv6;-0.030991200557534;0.0256380636117931;0.126514627626822;-0.0581623842233551;-0.00377413560757453
Zfp566;-0.0310032845891614;0.0255805268414634;0.126514627626822;-0.0581744389504188;-0.00378623108821285
Zfp110;-0.0310652060961443;0.025287443344984;0.125605392930677;-0.058236210169384;-0.00384821138766423
Nfya;-0.0314966717060211;0.0233247533142566;0.117401258348425;-0.05866662280511;-0.00428009246529879
Usp39;-0.0317352244700928;0.0222974263326013;0.113617595497396;-0.0589045890545531;-0.00451887929578752
Mtf2;-0.0318833059066555;0.021679692919031;0.11097063155165;-0.0590523048593608;-0.00466710759022503
Rb1;-0.0319174957020899;0.0215392017933655;0.110626512612183;-0.0590864100668097;-0.00470133146290017
Pou3f1;-0.0319756999815296;0.0213018535747807;0.110156845540818;-0.0591444701988283;-0.00475959390166425
Csnk2b;-0.032087737549307;0.0208513850793006;0.108197908830735;-0.0592562297794156;-0.00487174394063354
Atf6b;-0.0321834027727658;0.020473336572128;0.106602545599701;-0.0593516570996329;-0.00496750574145539
Rfc2;-0.0326494203677097;0.018715969227254;0.0991618018707143;-0.0598165086866024;-0.00543400093588263
Usf2;-0.0328082632957806;0.0181478730035152;0.0964904515327749;-0.059974951486204;-0.00559300936151213
Ruvbl1;-0.0329435201597714;0.0176760886764877;0.0943141127261361;-0.0601098665563867;-0.00572840823376899
Dusp22;-0.0332326196209625;0.0167035782845085;0.0900800114628856;-0.0603982321358901;-0.00601781457088503
Apex1;-0.0332551730570021;0.0166297233240617;0.0900031620764632;-0.0604207281291527;-0.00604039213885454
Smarcc1;-0.0333309208764129;0.0163837684465991;0.0889909724977149;-0.0604962828196514;-0.00611622121068954
Zfp568;-0.0333948535489581;0.0161786695509624;0.0887513909483767;-0.0605600522452964;-0.00618022270546667
Churc1;-0.0334007902066769;0.0161597394307247;0.0887513909483767;-0.0605659737329891;-0.00618616576519085
Hmg20b;-0.033474485959452;0.0159263621989392;0.0880908678402866;-0.0606394810107647;-0.00625994115045646
Tgif2;-0.0334849488221722;0.0158934700608414;0.0880908678402866;-0.0606499170910961;-0.00627041534291659
Pou3f4;-0.0334972001930946;0.0158550312919656;0.0880908678402866;-0.0606621370939343;-0.00628267998786004
Prdm16;-0.0335375815087165;0.0157289126137683;0.0879654001732973;-0.0607024149606574;-0.00632310511348777
Zfp637;-0.0335650726331906;0.0156435579907772;0.0878132809147719;-0.0607298356077248;-0.00635062611418985
Zfp955a;-0.0337271339523157;0.0151486196469745;0.0854269272765681;-0.0608914806263411;-0.00651286439277819
Hivep3;-0.0337381257092349;0.015115555358112;0.0854269272765681;-0.0609024440962152;-0.00652386820379758
Pou6f2;-0.0338851843482402;0.0146792611452907;0.0846018485854542;-0.06104912365258;-0.00667108874847444
Tcf15;-0.033943447351755;0.0145094990563817;0.0839438451154655;-0.0611072361432651;-0.00672941622350892
Hbp1;-0.0343028795486296;0.0134999753811036;0.0793189214998698;-0.0614657357342285;-0.00708925024874675
Etfb;-0.0344508283573063;0.0131027994908028;0.0775891263965188;-0.0616132986292888;-0.00723736650479372
Ybx1;-0.0345627314223835;0.012809287341997;0.0764506872980851;-0.0617249090147182;-0.00734939701409293
E2f7;-0.0346566709665027;0.0125673981130381;0.0756046659389943;-0.0618186023378463;-0.00744344407157843
Mafg;-0.0346774193674773;0.0125145203622115;0.0755877029877578;-0.0618392962915166;-0.00746421628390874
Exosc3;-0.0349640787279554;0.0118038602061478;0.0727503220868701;-0.0621252010193617;-0.00775120702517444
Hif1a;-0.0350596982831103;0.0115748957628057;0.0716315270567078;-0.0622205678639895;-0.00784693811448414
Mrpl1;-0.035165144545475;0.0113269762246235;0.0703857370336692;-0.0623257348700306;-0.00795250795157579
Cbx3;-0.0351714678310018;0.011312260163522;0.0703857370336692;-0.0623320413902525;-0.00795883866677484
Smad4;-0.035348621078842;0.0109068128247759;0.068484147051338;-0.0625087240595412;-0.00813620095105373
Zfp597;-0.0355680840911514;0.0104224679644806;0.0658490653822835;-0.0627276017436062;-0.0083559252986903
Paxip1;-0.0355797079458075;0.0103973565418097;0.0658490653822835;-0.0627391945235106;-0.00836756306824231
Psma6;-0.0357104573771296;0.0101185791637762;0.0646296991536411;-0.0628695939096272;-0.0084984695272902
Irx1;-0.0360692336942965;0.00938748571629589;0.0610995837569258;-0.0632274049398544;-0.00885768151953398
Atoh8;-0.0365087159967885;0.00855636030138682;0.0561743654569309;-0.0636656953018456;-0.00929770707183355
Esrrg;-0.0367061064813623;0.00820495302257124;0.0543392311450341;-0.0638625470252152;-0.00949534498294604
Dmap1;-0.0371429856974293;0.00747270997477323;0.049928283459768;-0.0642982263006217;-0.00993277938153235
Pole3;-0.0374430899375588;0.00700423016728822;0.0478569572516073;-0.064597500271104;-0.0102332710258189
Ctcf;-0.0374987418890994;0.00692031091062828;0.0477084402506047;-0.0646529977188407;-0.0102889953585562
Tfcp2l1;-0.0375956398418963;0.00677634779481357;0.0469370879365527;-0.064749626257732;-0.0103860197405978
Foxo6;-0.0376859307121349;0.00664462854330921;0.0462368161308613;-0.0648396656260058;-0.0104764288805129
Med30;-0.0376961568405281;0.00662985634474549;0.0462368161308613;-0.0648498632420137;-0.0104866684318923
Grhpr;-0.0377258154690438;0.00658717964553924;0.0462368161308613;-0.064879439144572;-0.0105163660230924
Zfp422;-0.0379147287682476;0.0063210944353648;0.0450098163928319;-0.0650678243936915;-0.0107055286252093
Nfyb;-0.0379619978089166;0.0062560466666854;0.0448775007926371;-0.0651149610053029;-0.0107528603499438
Foxn3;-0.0379945310937003;0.00621162764486206;0.0448775007926371;-0.0651474030743588;-0.01078543684836
9030624G23Rik;-0.0380721365357389;0.00610681376536496;0.0444014599007584;-0.0652247906971044;-0.0108631456061329
Sox11;-0.0391404274052307;0.0048172431561797;0.0363701858291567;-0.0662900499453977;-0.0119328920875126
Snrpb2;-0.0394243490472928;0.00451875182696141;0.0342880163754358;-0.0665731554582461;-0.0122172110661856
Zfp358;-0.0394717515122386;0.00447058128143995;0.0340938269443148;-0.066620421239575;-0.0122646802974916
Gata6;-0.0395629825331233;0.00437917889114738;0.0340853614723327;-0.0667113888555771;-0.0123560401623764
Tff3;-0.0400776619770531;0.00389452325018395;0.0311149741152263;-0.0672245738470085;-0.0128714549891207
Trp73;-0.0405686494711415;0.00347810554219292;0.0282362331651146;-0.0677141222951616;-0.0133631574891827
Kdm4b;-0.040615216400951;0.00344079313769268;0.0280843115563024;-0.0677605520623058;-0.0134097929157311
Sap30;-0.0411481220797233;0.00303898584211413;0.025213563854903;-0.0682918796984001;-0.0139434908894982
Akr1a1;-0.0411764985501869;0.00301884096561042;0.0251848058457002;-0.0683201717085577;-0.0139719099832192
Pds5a;-0.0412279740981691;0.00298260822212552;0.0250207689744974;-0.0683714939322394;-0.0140234629629183
Rxra;-0.0413457267006237;0.00290121088085311;0.0244739018440681;-0.0684888952583503;-0.0141413932377119
Pbx1;-0.0414937377567649;0.00280177350983547;0.0237678539317504;-0.0686364637056202;-0.0142896286955632
Nme1;-0.0422298352757171;0.00235191054130303;0.0204102581457906;-0.0693703423739991;-0.0150268599845898
Trp53;-0.0422390710802404;0.00234671210530741;0.0204102581457906;-0.0693795501520395;-0.0150361102023914
Ilf2;-0.0431064891310432;0.00190283776684571;0.0173089459514278;-0.0702443153700244;-0.0159049026903146
Traf4;-0.0431390216850889;0.00188779866556122;0.0172762180908936;-0.0702767476358759;-0.0159374875918352
Hdac2;-0.0432523326999686;0.00183626540081788;0.0170830444498501;-0.0703897088986579;-0.0160509813842658
Nfic;-0.0433460435538528;0.00179462582885207;0.0169367812597914;-0.0704831299735667;-0.0161448439290053
Nhlh1;-0.0433681786740688;0.00178491779337742;0.0169367812597914;-0.0705051965765802;-0.0161670149495948
Abcf2;-0.0435144661136302;0.00172196263656487;0.0164567315266643;-0.0706510305292123;-0.0163135403214746
Ywhae;-0.044264282859808;0.00143014469225211;0.013843067213466;-0.0713985046536386;-0.0170645949645629
Rbm22;-0.0442708959159879;0.00142778702616261;0.013843067213466;-0.0714050969133425;-0.0170712190750064
Zfp516;-0.0446871408705453;0.0012863970292031;0.0126958138176254;-0.0718200281070907;-0.0174881646219638
Zfp146;-0.0450646870960165;0.00116944230498861;0.0116944230498861;-0.0721963745914665;-0.0178663544865071
Sfpq;-0.0451770420498436;0.00113658280078746;0.01146127716936;-0.0723083710195664;-0.0179789024852252
Rbm17;-0.0454534215105818;0.00105934914501337;0.0108082243849337;-0.0725838656392545;-0.018255759745961
Eef1d;-0.0462650085222663;0.000859713920552552;0.00889156178105722;-0.073392830391438;-0.0190687739219648
Esrp1;-0.0469381141061115;0.000721235241718099;0.00765431108394533;-0.0740637340728104;-0.0197430904378762
Cnot6;-0.0469441114870438;0.000720100251497782;0.00765431108394533;-0.0740697117243984;-0.0197490987194368
Myef2;-0.0474335053221739;0.000632878820351694;0.00682605013379327;-0.0745574890510654;-0.0202393886794154
Thoc2;-0.0485358474244202;0.000471131957129175;0.00530902429302279;-0.0756561424847397;-0.0213437971832441
Nr2f6;-0.0486358857336894;0.000458544503500142;0.0052816049974392;-0.0757558427858885;-0.0214440263045375
Hmga2;-0.0487603129157003;0.000443325980151948;0.00518931961263133;-0.0758798487982993;-0.0215686915803664
Fubp1;-0.0489492510550153;0.000421115843581603;0.00499429454521;-0.0760681458029046;-0.0217579928733215
Kdm5b;-0.0490981628102468;0.000404347554456241;0.0048457524383248;-0.0762165508842921;-0.0219071922223176
Psmd12;-0.0491772527994436;0.000395697152803604;0.00478002160586754;-0.0762953712804233;-0.0219864354507323
Zfp451;-0.0498472456060619;0.000329050621460359;0.0040395645398792;-0.0769630666945822;-0.0226577400948052
Cycs;-0.0499958283532149;0.000315768202460928;0.00390827857144263;-0.0771111366594912;-0.0228066170867992
Hnrnpa0;-0.0509446476532513;0.000242091051271415;0.00304631239516531;-0.0780566532302964;-0.0237573438130095
Drap1;-0.0521078718531981;0.000173727020815354;0.00220443530614441;-0.079215761835587;-0.0249229735644133
Zfp423;-0.0525324424254979;0.000153652600403252;0.00196623242888908;-0.0796388119790098;-0.0253484405643389
Hnrnpc;-0.0528521750738579;0.000139998465077212;0.00183824071536166;-0.0799573931880337;-0.0256688547890204
Tcf3;-0.0529572001136028;0.000135768517338958;0.00179833737878795;-0.0800620387974665;-0.0257741049300224
Bcl11b;-0.0530266103652147;0.000133039351122626;0.00177778247960323;-0.0801311979585573;-0.0258436642801022
Gtf2a2;-0.0532872825167252;0.000123244397713574;0.00167656793286033;-0.0803909248022888;-0.0261048987256614
Zfpm1;-0.0536874884090792;0.000109519036015238;0.00151719031544045;-0.0807896722155056;-0.0265059751248053
Cat;-0.055346801325589;6.66E-05;0.000957124675274091;-0.0824428455177756;-0.0281689906565209
Ncor2;-0.0566067240986616;4.52E-05;0.000662340886959803;-0.0836980068653042;-0.0294318253344061
Smarca4;-0.0568885229788962;4.14E-05;0.000624909383779455;-0.0839787290248183;-0.029714287373494
Hmgb2;-0.0572451084478423;3.70E-05;0.00057033418613594;-0.0843339458590938;-0.0300717182176375
Mxd1;-0.0577090024890692;3.20E-05;0.000497878685369468;-0.0847960490929035;-0.0305367224372699
Insm1;-0.0587501526814211;2.29E-05;0.00036478197618147;-0.0858331376285575;-0.0315804071055704
Uqcrb;-0.0590113108156114;2.11E-05;0.000338924133479565;-0.0860932677453779;-0.0318422102733221
Mnx1;-0.0592867337982512;1.93E-05;0.000313374784866929;-0.0863676025582979;-0.0321183175614696
Rnf114;-0.0598620022064931;1.60E-05;0.000262679956164919;-0.0869405848896578;-0.0326950286356286
Hsf2;-0.060006796249872;1.53E-05;0.00025327251646366;-0.087084800709403;-0.0328401886452491
Ovol2;-0.0604631546407841;1.31E-05;0.000222873634234607;-0.0875393292433569;-0.0332977079786238
Eno1;-0.0608022398869651;1.17E-05;0.000203799447968374;-0.0878770475614536;-0.0336376632057527
Banp;-0.0617727501896093;8.49E-06;0.000156333574507785;-0.0888436111221235;-0.0346106982613288
Mafa;-0.0620960737606646;7.61E-06;0.000141904411800595;-0.0891656085224429;-0.0349348743847034
E2f1;-0.0647008363198733;3.10E-06;6.08E-05;-0.091759480778858;-0.0375467138070319
Zmat2;-0.0655174727414526;2.32E-06;4.61E-05;-0.0925726273075983;-0.0383656453403179
Hmgb1;-0.0655532763536382;2.29E-06;4.61E-05;-0.0926082770874247;-0.0384015504111823
Rpl6;-0.0657596862914622;2.13E-06;4.35E-05;-0.0928137988200013;-0.0386085466314672
Nono;-0.0659606683256341;1.98E-06;4.10E-05;-0.0930139137906232;-0.0388101017698993
Lhx1;-0.0662744396791445;1.77E-06;3.77E-05;-0.093326327122652;-0.0391247722656325
Mafb;-0.0662879205354377;1.76E-06;3.77E-05;-0.0933397495136293;-0.0391382918732737
Neurod2;-0.0663311354768708;1.74E-06;3.77E-05;-0.0933827769692894;-0.0391816311050696
Ivd;-0.0681069779910939;9.09E-07;2.08E-05;-0.0951508276955417;-0.0409626694624734
Cdk2ap1;-0.0681883132217476;8.82E-07;2.05E-05;-0.0952318019689934;-0.041044246798979
Id1;-0.0690736752862015;6.35E-07;1.55E-05;-0.0961132117394221;-0.0419322676797628
Neurod1;-0.0692726663699202;5.89E-07;1.46E-05;-0.0963113086821858;-0.0421318622526102
Mycl;-0.0693555181829965;5.71E-07;1.44E-05;-0.0963937875796718;-0.0422149659728316
Foxa3;-0.0703359567253971;3.95E-07;1.03E-05;-0.0973697849780129;-0.0431984140114791
Rbpj;-0.0715108338199132;2.51E-07;6.78E-06;-0.0985392716875015;-0.0443769667137183
Magoh;-0.0717307535432384;2.31E-07;6.34E-06;-0.0987581741148546;-0.0445975828489214
Rps10;-0.0727501447012744;1.55E-07;4.60E-06;-0.0997728156517487;-0.0456202366421177
Pax4;-0.073488160518728;1.16E-07;3.50E-06;-0.100507357782576;-0.0463606500210828
Nap1l1;-0.074406982720996;8.04E-08;2.58E-06;-0.101421814120196;-0.0472824988205517
Rpl35;-0.0764987005309772;3.44E-08;1.15E-06;-0.103503422706329;-0.049381279076704
Rps4x;-0.0774528394450166;2.31E-08;7.94E-07;-0.104452871730305;-0.0503387190732329
Psmc2;-0.0779517150655369;1.88E-08;6.60E-07;-0.104949275629026;-0.0508393405204849
Cbfa2t2;-0.0799966054157143;7.88E-09;2.90E-07;-0.106983893811078;-0.0528915294093323
Ezh2;-0.0807117150276964;5.79E-09;2.18E-07;-0.107695357850703;-0.0536092453963173
Pkm;-0.0811760648482323;4.73E-09;1.83E-07;-0.108157325653173;-0.0540753026378885
Odc1;-0.08139383397614;4.30E-09;1.71E-07;-0.108373973656935;-0.0542938765733389
Ran;-0.0824600311878011;2.69E-09;1.13E-07;-0.109434644858432;-0.0553640516064287
Zbtb18;-0.0836741116638547;1.57E-09;6.75E-08;-0.110642358061132;-0.0565827374455883
Klf13;-0.084250424900064;1.21E-09;5.36E-08;-0.111215620933766;-0.0571612650647752
Nfix;-0.0904906352631699;6.49E-11;3.50E-09;-0.117421653642007;-0.063426617520692
Hes6;-0.0913640611092031;4.24E-11;2.37E-09;-0.118290127949304;-0.0643037326699241
Lmx1b;-0.0933596597280376;1.58E-11;9.18E-10;-0.120274258748319;-0.0663079174930447
Tead2;-0.0962226096828909;3.70E-12;2.33E-10;-0.123120381131588;-0.0691835667480581
Sox4;-0.105272583388326;2.82E-14;2.13E-12;-0.132114252698287;-0.0782766399273886
Glis3;-0.108141853893478;5.48E-15;4.36E-13;-0.134964813733371;-0.0811605131228236
Gadd45a;-0.125916867749159;8.04E-20;7.14E-18;-0.152614033675474;-0.0990360639496854
Neurog3;-0.128541778663458;1.34E-20;1.27E-18;-0.155218925846644;-0.101677292561163
Setbp1;-0.162197719430389;4.95E-32;7.47E-30;-0.18858535212332;-0.135576047355903
Nkx2-2;-0.186425307589684;5.35E-42;1.27E-39;-0.21256687654754;-0.160017072377847
Nkx6-1;-0.237018873427526;9.36E-68;2.83E-65;-0.262545255634399;-0.211160974602292
Twist2;;;;;
Tal1;;;;;
Irx5;;;;;
Nr5a1;;;;;
Nr2e3;;;;;
