moscot driver TFs delta;Delta_pull_corr;Delta_pull_pval;Delta_pull_qval;Delta_pull_ci_low;Delta_pull_ci_high
Zfp592;0.00803908136412166;0.562781722074317;0.832321645771028;-0.0191853656549429;0.0352516161673843
Zfp781;0.0079443578142016;0.567392809990023;0.835827997119266;-0.0192800602147951;0.0351570039698231
Ppard;0.00791091702096561;0.569024997617119;0.836261767479992;-0.0193134906568495;0.0351236023714418
Hlcs;0.00787690829342203;0.570687200845869;0.837451577528923;-0.0193474887949807;0.0350896334420568
Zzz3;0.00785227496026757;0.571892616223882;0.837752148308474;-0.0193721144186538;0.035065028896392
Creb3;0.00785004837216154;0.572001632388104;0.837752148308474;-0.019374340308278;0.0350628049087394
Zbtb2;0.00780843244145155;0.574041007829996;0.838430187178506;-0.0194159431343886;0.035021237532075
Rsl1;0.00777983373449633;0.575444471060383;0.838726980020443;-0.0194445327811339;0.0349926721371549
Gtf3a;0.00773618024536027;0.577589857601888;0.840296118663127;-0.0194881723547862;0.0349490694102656
Stat1;0.00773528243621865;0.577634020643924;0.840296118663127;-0.0194890698766433;0.0349481726440497
Rfx3;0.0077235236388802;0.578212580034731;0.840300129338156;-0.0195008249073046;0.0349364275020855
Hmga1;0.0077091543676669;0.578919950248191;0.840300129338156;-0.0195151895654132;0.0349220749075582
E2f6;0.00763451663412529;0.582600735585309;0.841948102696246;-0.0195898031564773;0.0348475236164785
Zscan12;0.00762177313656098;0.583230275112763;0.841948102696246;-0.0196025425016958;0.0348347948476579
Nelfb;0.00756110059576041;0.58623188867954;0.844770946630426;-0.0196631951517005;0.034774192310189
Mterf1a;0.00747782396368392;0.590363400347039;0.846614922359163;-0.0197464441562244;0.0346910114359413
Diablo;0.00746632744796672;0.590934815364943;0.846614922359163;-0.0197579368282451;0.0346795281101775
Klf12;0.00746605360742676;0.590948429249376;0.846614922359163;-0.0197582105771426;0.0346792545837272
Cebpa;0.00745382195782048;0.591556668336154;0.846683003969282;-0.0197704381291892;0.0346670369594218
Fiz1;0.00737898759829586;0.595284175413723;0.850405964876747;-0.0198452472421357;0.034592288230865
Arid3a;0.00734616780939236;0.596922305508623;0.850729841778829;-0.019878055862593;0.0345595059007284
Zfp46;0.00726615636013209;0.600924473279774;0.852815746853815;-0.0199580398385656;0.0344795855268842
Sod1;0.00721531311472651;0.603473928086954;0.85351300278268;-0.020008865445009;0.0344287999744608
Gm17655;0.00719767726618078;0.604359384158186;0.85351300278268;-0.0200264951423107;0.0344111841048821
Phtf1;0.00719410143466731;0.604538989626563;0.85351300278268;-0.0200300697245382;0.0344076123222272
Yod1;0.00710388651121475;0.609078166048797;0.85533788665807;-0.0201202528993768;0.0343174993177193
Bmyc;0.00709553675897111;0.60949905036032;0.85533788665807;-0.0201285996907607;0.0343091589761096
Dmc1;0.00704664514959808;0.611966109466217;0.856412256991648;-0.0201774738867821;0.0342603223942132
Stat2;0.00693591627322973;0.617569719669676;0.860267782934696;-0.0202881628446647;0.0341497176626532
Zbtb41;0.00691699730931488;0.618529385628458;0.860810481381541;-0.0203070749214147;0.0341308198432491
Mrpl2;0.00683412995263454;0.622740489205167;0.863665994039277;-0.0203899118819219;0.0340480448727933
Gm38394;0.00679471877081103;0.624747611348413;0.864817172189252;-0.0204293084763666;0.0340086774982562
Ctbp1;0.0067928132665746;0.624844725071837;0.864817172189252;-0.0204312132731704;0.0340067741099325
Apex2;0.00668788889472955;0.630202191853415;0.868253019798045;-0.0205360983860064;0.0339019659436373
Tob2;0.00662399185131223;0.633474365793685;0.870378791945827;-0.0205999712278247;0.0338381393740447
Irf3;0.00659748865152364;0.634833707739772;0.870662033321576;-0.0206264643240761;0.0338116653402383
Bcl3;0.00656802930560876;0.636346115063499;0.87172774475849;-0.0206559123946465;0.0337822383686381
Ppp2r3d;0.00645659638555893;0.642080621475727;0.874580250602465;-0.0207673022373086;0.0336709274808544
Zfp976;0.00643483294041595;0.643203109729974;0.874580250602465;-0.0207890571903177;0.0336491877904594
Zfp84;0.00643224263213222;0.643336763761583;0.874580250602465;-0.0207916464861419;0.0336466003077759
Rxrb;0.0064244867020918;0.643737021128225;0.874580250602465;-0.0207993993824808;0.0336388528359979
Zfp536;0.00639839689754953;0.645084185698135;0.874580250602465;-0.0208254789580676;0.0336127914597969
Gm10778;0.0063947382427185;0.645273196060969;0.874580250602465;-0.0208291361754983;0.0336091367886021
2310011J03Rik;0.00636949875669587;0.646577720850692;0.874580250602465;-0.0208543657256645;0.0335839247641438
Fosl2;0.00636584328541076;0.646766747248699;0.874580250602465;-0.0208580197550507;0.0335802732672853
Bhlhe40;0.00630334866937676;0.650001894046774;0.875332595237135;-0.0209204896076084;0.0335178464863991
Npas2;0.00628209818862246;0.651103471839328;0.875332595237135;-0.020941731619434;0.0334966190237229
Smc3;0.00625319860658788;0.652602784571254;0.875332595237135;-0.0209706196447109;0.0334677507057123
Anxa11;0.00623148626019699;0.653730147021138;0.875332595237135;-0.0209923232785682;0.0334460618182055
Pde6h;0.00617307720606745;0.656766816729983;0.875332595237135;-0.0210507087674855;0.0333877157443183
Zfp24;0.00616712838530323;0.657076413463664;0.875332595237135;-0.021056655177771;0.0333817733275309
Ncoa2;0.00616150779348088;0.657368982118484;0.875332595237135;-0.0210622734903443;0.0333761587845751
Maz;0.00609182782331595;0.661000380432387;0.877504593009736;-0.0211319250612641;0.0333065536611708
Ubp1;0.00606287492183837;0.662511627061488;0.877534245799847;-0.0211608660847849;0.0332776317818242
Zfp707;0.00604309064947335;0.663545092319614;0.877534245799847;-0.0211806422143923;0.0332578686814759
Zfp119a;0.00604066976858499;0.663671595167831;0.877534245799847;-0.0211830620974382;0.0332554503898168
Zfp947;0.00600514803763228;0.665528879410261;0.878451580340468;-0.0212185691503093;0.0332199666141389
Rab14;0.0059053423509898;0.670758263861295;0.883808881702056;-0.0213183332282747;0.0331202672035336
Celf5;0.00581444613086164;0.675534749768606;0.887221894759931;-0.0214091910823384;0.033029467301119
Tmem33;0.0058099156613349;0.67577316444345;0.887221894759931;-0.0214137196278503;0.0330249416205273
Gpank1;0.00579394886103171;0.67661367183628;0.887221894759931;-0.0214296796384136;0.0330089916890406
Six5;0.00578900653250072;0.676873922359895;0.887221894759931;-0.0214346198624511;0.0330040545792367
Zbtb14;0.00570673215663727;0.681211928103966;0.887927411647704;-0.0215168590097819;0.0329218668838371
Zfp605;0.0056695647009366;0.683175094131644;0.887927411647704;-0.0215540104301832;0.0328847384653484
Mtf1;0.00566282495692983;0.683531313966667;0.887927411647704;-0.0215607472583832;0.0328780057920917
Zkscan16;0.00559211112596555;0.68727302854708;0.887927411647704;-0.0216314303474695;0.0328073659989878
Sft2d1;0.00557557608643777;0.688149064756677;0.887927411647704;-0.0216479581593548;0.0327908482325359
Pura;0.00557339320816623;0.688264746234877;0.887927411647704;-0.0216501400823551;0.0327886676334639
Rbms1;0.00557181806532325;0.688348225346162;0.887927411647704;-0.0216517145357229;0.0327870941351072
Zbtb48;0.0055598017901555;0.688985186389617;0.887927411647704;-0.0216637255466546;0.0327750904007743
Zfp882;0.00553409000524449;0.690348861771129;0.887927411647704;-0.0216894260410364;0.0327494054236994
Zfp821;0.00542860941910327;0.695953714752791;0.892096866958162;-0.0217948599320942;0.0326440344383765
Gm20939;0.00539662238450088;0.697656691635675;0.893521292934579;-0.0218268326867348;0.0326120805207205
Zfp960;0.00529111447301603;0.703284649123548;0.896667765844146;-0.0219322931015966;0.0325066814497013
Hif3a;0.00528734239837811;0.703486160925006;0.896667765844146;-0.0219360634669381;0.0325029132550747
Zfp239;0.00528509840776339;0.70360604928748;0.896667765844146;-0.0219383064403325;0.0325006715722947
Zfp382;0.00526000983475784;0.70494694258253;0.896667765844146;-0.0219633836218114;0.0324756087830162
Gm14322;0.00524724193095766;0.705629693069457;0.896667765844146;-0.0219761457151616;0.0324628539877514
Ahr;0.00521715909970552;0.707239277563164;0.896667765844146;-0.0220062148211647;0.0324328020068547
Cers3;0.00515576920824621;0.710528003753621;0.898573941095451;-0.0220675765507663;0.0323714749188926
Cdx1;0.00506170674240754;0.715577486821141;0.89887385617826;-0.0221615954687126;0.0322775082839078
Zfp526;0.00504568546990506;0.716438792808415;0.89887385617826;-0.0221776092758897;0.0322615032859278
Tet1;0.00498634653238063;0.71963199752474;0.89887385617826;-0.0222369204419623;0.0322022245037343
Terf1;0.00498429524546619;0.719742471254248;0.89887385617826;-0.0222389707654191;0.0322001752929048
Hhat;0.00496571884469867;0.720743184633601;0.89887385617826;-0.0222575384307126;0.0321816176826897
Zswim1;0.00496230177817328;0.720927314627598;0.89887385617826;-0.0222609538883319;0.03217820407058
Etv3;0.00494285056536806;0.7219757587888;0.89887385617826;-0.0222803959305416;0.0321587725094987
Zfp866;0.00490971370060487;0.723763078168639;0.89887385617826;-0.0223135171249646;0.0321256690758087
Dazap1;0.00489902647986103;0.724339841863048;0.89887385617826;-0.0223241992790041;0.0321149926244388
Meox1;0.00486110113818378;0.726387842304735;0.89887385617826;-0.0223621065904891;0.0320771054495097
Rps6ka5;0.00477987599774659;0.730780634496002;0.89887385617826;-0.0224432928521093;0.0319959617880974
Zfp944;0.00476898069749186;0.731370546249229;0.89887385617826;-0.0224541829099636;0.0319850773899087
Trip10;0.00474158900733006;0.732854334179553;0.898952107726341;-0.0224815613917579;0.0319577130799321
Ncoa1;0.00464185992808519;0.738264984597538;0.900741495989735;-0.0225812420363312;0.0318580833431786
Zfp786;0.00458620692387193;0.741290017393991;0.901021005182471;-0.022636867776667;0.0318024855411146
Prdm9;0.00457865852116955;0.741700621878995;0.901021005182471;-0.0226444124684974;0.0317949446126925
Ugp2;0.00450731914884725;0.745584828929558;0.901058501444451;-0.0227157166165216;0.0317236757261975
Zfp994;0.00445446721851728;0.748466632918868;0.901058501444451;-0.0227685422722528;0.0316708758369783
Zfp974;0.00445221388009891;0.748589576861298;0.901058501444451;-0.0227707944870767;0.0316686247139529
Hdac3;0.00444560033403715;0.748950454098154;0.901058501444451;-0.0227774047337943;0.0316620176684729
Ascl1;0.00444500770172932;0.74898279457963;0.901058501444451;-0.0227779970703355;0.0316614256185586
Chd2;0.0044324709518753;0.749667039697433;0.901058501444451;-0.02279052755896;0.0316489011843854
Gm14419;0.00440057835254328;0.7514085974006;0.901058501444451;-0.0228224041916143;0.0316170398767411
Zfp871;0.00437220872801086;0.752958840886453;0.901058501444451;-0.0228507595666889;0.0315886980408155
Barhl1;0.00435065644665421;0.754137220497822;0.901058501444451;-0.0228723009935181;0.0315671668410886
Zfp692;0.00431469428145594;0.756104739641348;0.901663857178482;-0.0229082449905584;0.0315312397964864
Foxo3;0.00428146127019386;0.757924351378553;0.901663857178482;-0.0229414611498661;0.0314980391780066
Spr;0.00421755014315912;0.761427449207683;0.902477842990212;-0.0230053396996078;0.0314341901774209
Foxj2;0.00421535405912922;0.761547908375125;0.902477842990212;-0.0230075346602819;0.0314319962242033
Xpa;0.00420663915941558;0.762025993253325;0.902477842990212;-0.0230162450995036;0.0314232897777807
Timm8a1;0.00416933841398029;0.764073273899076;0.904193294347652;-0.0230535267068322;0.031386025166706
Foxp3;0.00402533592170793;0.771992323646448;0.904194634739946;-0.0231974546045398;0.031242161464101
Zfp397;0.0039380383715287;0.776804673881501;0.904194634739946;-0.0232847063844124;0.0311549475022995
Zfp414;0.00392705579838775;0.777410708425507;0.904194634739946;-0.0232956831699966;0.0311439754157454
Plag1;0.003854945185341;0.78139322549725;0.905044532627647;-0.0233677556194202;0.0310719334937809
Gm10053;0.00380030861086405;0.784414514972693;0.905044532627647;-0.0234223630897654;0.0310173487766755
Ptf1a;0.0037161397290883;0.789075227131892;0.908158226348443;-0.0235064868180867;0.0309332594646736
Zfp354c;0.00365699211483306;0.79235495907345;0.910688123890035;-0.0235656024712204;0.0308741675356221
Zfp712;0.00355109334243333;0.79823618851755;0.914519457254552;-0.0236714435444004;0.0307683679875759
Cfl2;0.00340897554869457;0.80614685391922;0.921485048764589;-0.0238134829458782;0.0306263823959977
Tfap2b;0.00335972878175575;0.808892740779955;0.922969048060955;-0.0238627022918627;0.0305771811835891
Hsf5;0.00334185262004536;0.809890058728984;0.922969048060955;-0.0238805684673512;0.0305593215251612
Zfp518a;0.00332576284442329;0.810787977499327;0.923295509822009;-0.0238966492398174;0.030543246588768
Trmt1;0.00330914864034434;0.811715424157876;0.923655079486355;-0.0239132541325094;0.0305266476928111
Ilf3;0.00314533139486967;0.820874060338326;0.930570443776931;-0.0240769787628514;0.0303629805827591
Hcfc1;0.00310133308173486;0.823338122576012;0.93126634089122;-0.0241209519524876;0.0303190223446101
Mios;0.00307827234814148;0.824630303187586;0.932029758842257;-0.0241439994760863;0.0302959825733735
Spi1;0.0030478953976162;0.826333164040608;0.932558354036859;-0.0241743589814677;0.0302656331915517
Rbak;0.00299739425436074;0.829165944224053;0.934011825210507;-0.0242248310113552;0.030215177769709
Tcf24;0.00298965665373305;0.829600169655228;0.934011825210507;-0.0242325641390789;0.030207447162095
Ccdc25;0.00294542100199341;0.832083619832302;0.934082480010795;-0.0242767741567984;0.0301632514267041
Yeats4;0.00294013725813877;0.832380369031394;0.934082480010795;-0.0242820548316694;0.0301579724435574
Zfp558;0.00293971980101909;0.832403815559201;0.934082480010795;-0.0242824720462506;0.0301575553625062
Zfp933;0.00292302619998354;0.833341535546039;0.934082480010795;-0.0242991559406968;0.0301408767922224
Gm29609;0.00291298816192097;0.833905510657157;0.934082480010795;-0.0243091881347846;0.0301308477850122
Srf;0.0029095527509636;0.834098544731517;0.934082480010795;-0.0243126215444449;0.0301274154635086
Polr3g;0.0028482680563824;0.837543770858924;0.934638732050978;-0.0243738704297452;0.0300661857741913
Gtpbp1;0.00276897165717232;0.842006172230837;0.934817208449771;-0.0244531201919637;0.0299869602432668
Zfp3;0.00270891512699985;0.845389237901164;0.93676819596102;-0.0245131411730953;0.0299269571588564
Zfp273;0.00270436404880112;0.845645723322764;0.93676819596102;-0.0245176895493916;0.0299224101227765
Nr3c1;0.00267197322757017;0.847471645823143;0.936795363461208;-0.0245500611081547;0.0298900480374739
Zfp975;0.00264541151672468;0.848969583472982;0.936795363461208;-0.0245766069804393;0.0298635098486047
Arid3b;0.00261573865502904;0.85064361793251;0.936795363461208;-0.0246062621030197;0.0298338632186173
Nup107;0.00259522447525541;0.851801347041218;0.936795363461208;-0.0246267639909379;0.029813367146002
Zfp775;0.00250142822024644;0.857098821533225;0.937305454748226;-0.0247205037526356;0.0297196533901345
Bhlhe41;0.00241178054618079;0.862168014650872;0.939787071553574;-0.0248100969846672;0.0296300841190747
Eef1akmt3;0.00237350450937349;0.864334103446479;0.939787071553574;-0.0248483496436544;0.029591841424116
Rbbp5;0.00237273987578966;0.864377385458052;0.939787071553574;-0.0248491138094115;0.0295910774557845
Zfp532;0.00227649274749119;0.869828650741015;0.941858332351795;-0.024945301796695;0.0294949138112287
Zfp575;0.00226097341285315;0.870708224351221;0.941858332351795;-0.0249608115479722;0.0294794078907268
Zfp787;0.00219292153381057;0.874567005232787;0.942028658926146;-0.0250288212495063;0.0294114146776594
Arntl2;0.00219142717033421;0.874651774711561;0.942028658926146;-0.0250303146839718;0.0294099215996135
Gmeb1;0.00216985015999456;0.87587591512517;0.942378867869499;-0.0250518782668454;0.0293883631359759
Kdm2b;0.00211222537735587;0.879146621150869;0.942834799671742;-0.0251094670651722;0.0293307877610886
Tbp;0.00206417964331685;0.881875212403954;0.943628038064997;-0.0251574826585029;0.0292827830836095
Socs4;0.00204884568810433;0.882746348022264;0.943628038064997;-0.0251728069677693;0.0292674622053039
Gm14391;0.00199992476946026;0.885526531521374;0.943628038064997;-0.0252216970268064;0.0292185829212832
Sp2;0.00198982359563855;0.886100759476292;0.943628038064997;-0.0252317918125283;0.0292084903279499
Prdm4;0.00197812741420673;0.886765734536242;0.943628038064997;-0.0252434805902233;0.0291968040749595
Nrf1;0.00196723107048445;0.887385307319401;0.943628038064997;-0.0252543700298127;0.0291859169740321
Zfp595;0.00191751946898291;0.890212806755847;0.9453145585977;-0.0253040500511228;0.0291362474583271
Zfp13;0.00189281625898225;0.891618399028581;0.946130556945297;-0.0253287375179544;0.0291115651120479
Zbtb6;0.00183094767148865;0.89514015524524;0.948769866269041;-0.0253905665313567;0.029049748631573
Crebl2;0.00182415333284266;0.895527037759204;0.948769866269041;-0.0253973565113292;0.0290429600025737
Zfp811;0.0017972555681999;0.897058890364685;0.948769866269041;-0.025424236995986;0.0290160848169171
Zfp747;0.00179394838236616;0.897247264259729;0.948769866269041;-0.02542754205446;0.0290127804045417
Aggf1;0.00175028953881584;0.89973456564018;0.950069366515155;-0.0254711727585143;0.028969158118223
Cbfb;0.00169122865329359;0.903100904094255;0.952292154456931;-0.0255301954124019;0.0289101465216637
Hp1bp3;0.00166685876743991;0.90449044428763;0.952427176341926;-0.0255545494676891;0.0288857969182794
Zfp664;0.00160940414736518;0.907767584169107;0.953882430128985;-0.0256119666376148;0.0288283899884463
Dis3;0.00153980087166779;0.911739766148641;0.956282853922254;-0.0256815243038304;0.028758844246473
Ascl2;0.00149501814523788;0.914296639204921;0.957492281879;-0.0257262775457831;0.0287140983979085
Trmo;0.00148286122056971;0.914990893872041;0.957492281879;-0.0257384264476291;0.0287019514654492
Dpf1;0.00148101249573742;0.915096476087829;0.957492281879;-0.0257402739517124;0.0287001042594454
Tfe3;0.00147146744191416;0.915641625849851;0.957492281879;-0.0257498126997924;0.0286905670444479
Nfatc2;0.00143190742022603;0.91790145023706;0.958611757581482;-0.0257893465341216;0.0286510394583891
Zfp329;0.00140994708330065;0.919156198668413;0.959174747746582;-0.0258112922973156;0.0286290970902048
Zfp574;0.00136460857114939;0.921747339811502;0.961214422041;-0.0258566006380684;0.028583795592678
Zfp991;0.00131576632677361;0.924539651262458;0.962621117571979;-0.0259054102542844;0.0285349930982876
Gatad2a;0.00130756227178928;0.925008769269498;0.962621117571979;-0.0259136088159699;0.0285267957073987
Cers4;0.00128568443612062;0.92625989797071;0.963259260286344;-0.0259354719847006;0.0285049356250407
Zfp114;0.00119202887953006;0.931617804811333;0.965506441499734;-0.0260290644601032;0.0284113557732835
Hnrnpul1;0.00116098294138385;0.933394596528647;0.966684390094826;-0.0260600893821127;0.0283803348252851
Mypop;0.00113244459817732;0.935028168814486;0.967712498224725;-0.0260886083604093;0.0283518194075128
Zfp57;0.00109455812185064;0.937197261925158;0.968131319774219;-0.026126469060121;0.0283139632977213
Zfp28;0.00104148823217549;0.940236422394873;0.970442240475912;-0.0261795027116177;0.028260935813013
Mettl3;0.00102268232119286;0.941313594124613;0.970577214406554;-0.0261982957444258;0.0282421448919433
Ddit3;0.000994321450208777;0.942938260618817;0.970577214406554;-0.0262266371576681;0.028213806590607
Hcfc2;0.000906594996171318;0.947965186598624;0.972342903223329;-0.0263143031475757;0.028126149672506
Gtf2a1;0.000896962465256075;0.94851728241587;0.972342903223329;-0.0263239290139043;0.0281165247512617
Foxk2;0.000875289307956635;0.949759585811402;0.972721621296751;-0.0263455871574533;0.0280948686972387
Zhx1;0.000776642622057101;0.955415502186925;0.976101088161202;-0.0264441651844954;0.0279962995351167
Rfx1;0.000757929935353485;0.956488657708506;0.976536763448171;-0.0264628647872859;0.0279776014944799
Sox12;0.000734639253396565;0.957824467001053;0.977239827818642;-0.0264861391577837;0.0279543290150924
Zeb1;0.000692934008283726;0.960216714964683;0.979019067924829;-0.0265278151211975;0.0279126562905168
Zkscan14;0.000672780694419706;0.96137285568573;0.97953644540179;-0.0265479542512931;0.0278925186577137
Htatip2;0.00064625307220539;0.962894796515378;0.980425585123548;-0.0265744631698585;0.0278660116426551
Rela;0.000588477564485905;0.966209949000847;0.983138155654501;-0.0266321978097072;0.0278082808835609
Zfp846;0.000521982773439742;0.970026132212354;0.984253783997295;-0.0266986453404685;0.027741837369698
Max;0.000517367591001172;0.97029102727583;0.984253783997295;-0.0267032572338008;0.027737225737312
Tcf21;0.000501229707809622;0.97121730996276;0.984253783997295;-0.0267193836068821;0.0277211002584607
Hoxa5;0.000501229707809622;0.97121730996276;0.984253783997295;-0.0267193836068821;0.0277211002584607
Hand2;0.000501229706515084;0.971217310037066;0.984253783997295;-0.0267193836081757;0.0277211002571672
Zfp937;0.000472851518446237;0.972846255466136;0.985243357313123;-0.0267477415215523;0.0276927438475558
Gm49345;0.000432050643829321;0.975188476183351;0.9867213838198;-0.0267885131693572;0.0276519742082483
Six1;0.000424662925605569;0.975612600028452;0.9867213838198;-0.0267958955858673;0.0276445921360455
Zbtb5;0.00039457886049336;0.977339775524114;0.986753635315892;-0.0268259580308216;0.0276145310318442
Pck2;0.000360290848214418;0.979308435563705;0.986753635315892;-0.0268602213417041;0.027580269129
Ikzf1;0.000309490525543955;0.982225384617608;0.988114810641298;-0.0269109849497832;0.0275295073718924
Zmat4;0.000274361609943208;0.984242624451938;0.989484928710005;-0.0269460883947798;0.0274944050426481
Hnrnpll;0.000261981360102086;0.98495357152054;0.98954084697007;-0.0269584596521867;0.0274820341464616
Hsf3;0.000238644476262039;0.986293745253896;0.989723057296694;-0.0269817795625337;0.0274587148716741
Zfp623;0.000235996242419454;0.986445828630148;0.989723057296694;-0.0269844258683785;0.0274560686342081
Msi2;0.000125515861805429;0.992790893003907;0.995427787806043;-0.027094825475824;0.0273456711995048
Smap2;7.12E-05;0.995909424334813;0.996964719018828;-0.0271490821196072;0.0272914151368266
Zfp282;6.43E-05;0.996304477483054;0.996964719018828;-0.0271559552032575;0.0272845421038993
Zbtb43;9.86E-06;0.999433944686262;0.999433944686262;-0.0272104007590939;0.0272300967679839
Hic1;-7.68E-05;0.995587163677393;0.996964719018828;-0.0272970217556796;0.0271434754555653
Nnt;-0.000338326132234251;0.98056961553652;0.987106746306764;-0.0275583211049764;0.026882170200494
Taf1a;-0.000355816113664933;0.979565363800346;0.986753635315892;-0.0275757977971274;0.026864692847896
Zfp113;-0.000365847459649146;0.978989391610461;0.986753635315892;-0.0275858215135612;0.0268546687376455
Hnrnph3;-0.000382859498656;0.97801263248967;0.986753635315892;-0.0276028206011918;0.0268376689571183
Srebf1;-0.000399910357911245;0.977033677542696;0.986753635315892;-0.0276198584637193;0.0268206303685173
Sox15;-0.000523427802354282;0.969943193368362;0.984253783997295;-0.0277432812868411;0.0266972013411459
Smpx;-0.00083176023605354;0.952255034001383;0.973530874300669;-0.0280513738989171;0.0263890859980486
Zbtb7c;-0.000850278758751172;0.951193339742353;0.973104297432895;-0.0280698778532417;0.0263705803492201
Zfp580;-0.00086804085871761;0.9501750936508;0.972721621296751;-0.0280876259623797;0.0263528305797367
Zbtb46;-0.000921482885590235;0.947111925145319;0.972222302494515;-0.0281410257906074;0.0262994255489074
Osr2;-0.00092745431792741;0.946769704696427;0.972222302494515;-0.0281469924981605;0.0262934582407329
Nr1h3;-0.000956673581194673;0.945095302888268;0.971473047897402;-0.0281761886142663;0.0262642591297443
Zfp324;-0.000961792697085486;0.9448019781153;0.971473047897402;-0.0281813036700719;0.0262591435396828
Sox8;-0.00100234135832518;0.942478811863206;0.970577214406554;-0.0282218201208985;0.0262186227562639
Mbtps2;-0.00100946297660982;0.942070840844796;0.970577214406554;-0.0282289360727897;0.0262115060249652
Zfp142;-0.00109178087777927;0.937356284443647;0.968131319774219;-0.028311188276578;0.026129244411582
Lhx3;-0.00110215129984942;0.936762496126017;0.968131319774219;-0.0283215503959389;0.0261188810545085
Gtf2f1;-0.00119204297256549;0.931616998328752;0.965506441499734;-0.0284113698549629;0.0260290503765959
Vezf1;-0.00124029491558036;0.928856168326621;0.963967569878486;-0.0284595828539097;0.0259808309929727
Zfp213;-0.00125784319760179;0.927852319253874;0.963588034438342;-0.0284771169413358;0.0259632945207506
Zfp456;-0.00126423529240236;0.927486688050424;0.963588034438342;-0.0284835038614854;0.0259569067235962
Nfib;-0.00131643426974733;0.924501458609962;0.962621117571979;-0.0285356604985349;0.025904742758393
Zfp987;-0.00143050008190285;0.917981855273393;0.958611757581482;-0.0286496332723877;0.0257907529392673
Pbx2;-0.00153608550870141;0.91195186069407;0.956282853922254;-0.0287551319471989;0.0256852372247915
Gm4631;-0.00153747850175333;0.911872339806445;0.956282853922254;-0.0287565237916752;0.0256838451474033
Gabpb1;-0.00163260821651471;0.90644386088209;0.953154756220025;-0.0288515748186588;0.0255887777149935
Pdcd11;-0.00164060151800152;0.905987926715675;0.953154756220025;-0.0288595614859647;0.0255807896243753
Nr3c2;-0.00167315037575693;0.904131676535971;0.952427176341926;-0.0288920832933356;0.0255482619494663
Zbtb38;-0.00169455255847796;0.902911402101974;0.952292154456931;-0.0289134676579383;0.025526873663907
Zfp300;-0.00177281264614485;0.898451270282265;0.949378179234584;-0.0289916623790331;0.0254486641809857
Elk3;-0.00181042696121811;0.896308719049354;0.948769866269041;-0.029029245158294;0.0254110740696111
Pknox2;-0.00191733363940342;0.890223379023794;0.9453145585977;-0.0291360617858186;0.0253042357623984
Agmat;-0.00198301842560818;0.886487651100841;0.943628038064997;-0.0292016909354735;0.0252385926757601
AU041133;-0.00198939118729123;0.886125342209631;0.943628038064997;-0.0292080582867899;0.0252322239472917
Tbx18;-0.00201795869145628;0.884501495096569;0.943628038064997;-0.0292366015104829;0.0252036744958691
Dnajc21;-0.00202303178367522;0.884213178574414;0.943628038064997;-0.0292416702862708;0.0251986046048607
Rara;-0.0020303918153527;0.883794916820609;0.943628038064997;-0.0292490240531904;0.0251912492150034
Cers6;-0.00208176062388122;0.880876597086011;0.943628038064997;-0.0293003490552502;0.025139912721651
Zfp354a;-0.002115966735248;0.878934203442796;0.942834799671742;-0.0293345259166059;0.0251057280490889
Meox2;-0.00213616984017654;0.877787311645081;0.942716102833622;-0.0293547117157495;0.0250855375766254
Zfp87;-0.00213928308878655;0.877610601186634;0.942716102833622;-0.0293578222956067;0.0250824262726723
Zfp607b;-0.00216369595579231;0.876225119528991;0.942378867869499;-0.0293822142170308;0.0250580286366171
Thrb;-0.00219481785108969;0.87445943653615;0.942028658926146;-0.0294133093635783;0.0250269261109484
Sirt6;-0.00219765870097535;0.874298293518201;0.942028658926146;-0.029416147769177;0.0250240870265246
Zik1;-0.00220652496544987;0.873795401291063;0.942028658926146;-0.0294250064022332;0.0250152262692152
Zfp69;-0.00222562438099976;0.872712260771991;0.942028658926146;-0.0294440893639068;0.0249961387024884
Satb1;-0.00226021615132914;0.870751146995434;0.941858332351795;-0.0294786512834066;0.0249615683415435
Foxp2;-0.00226621531681774;0.870411116334545;0.941858332351795;-0.0294846452653171;0.0249555728824069
Zfp980;-0.00228068680297577;0.869590976088139;0.941858332351795;-0.0294991042393331;0.0249411103288368
Smarcb1;-0.00232105456245603;0.867303964191484;0.94150178715251;-0.0295394370363809;0.024900767426307
Ptcd1;-0.00232438369034171;0.867115403667724;0.94150178715251;-0.0295427632769598;0.0248974403444156
Zfp759;-0.00237093360746737;0.864479630720473;0.939787071553574;-0.0295892727588393;0.0248509189724762
Zfp319;-0.00237641758519538;0.864169212794637;0.939787071553574;-0.02959475196519;0.0248454383498517
Srp9;-0.00240403629465471;0.862606188482459;0.939787071553574;-0.0296223466199138;0.0248178365126764
Irf1;-0.0024386380317448;0.860648733243965;0.939681552565718;-0.0296569181617963;0.0247832558552341
Zbtb42;-0.00248810638072896;0.85785174732586;0.937305454748226;-0.0297063432291258;0.024733817529611
Zfp120;-0.00249137297097319;0.857667113681676;0.937305454748226;-0.029709606956627;0.0247305529172412
Tfap2a;-0.00250839154621258;0.856705318871022;0.937305454748226;-0.0297266106079024;0.0247135446371177
Zfp784;-0.0025227115431277;0.855896197328969;0.937305454748226;-0.0297409180350923;0.0246992332906475
Zbtb8b;-0.0025431988887514;0.854738866069428;0.937295343329583;-0.0297613873780579;0.0246787583016492
