moscot driver TFs Eps. progenitors;Eps_progenitors_pull_corr;Eps_progenitors_pull_pval;Eps_progenitors_pull_qval;Eps_progenitors_pull_ci_low;Eps_progenitors_pull_ci_high
Gadd45a;0.185422446515433;1.48E-41;1.12E-38;0.159004733615205;0.211574825277011
Neurod2;0.184934321988056;2.42E-41;1.22E-38;0.158512016092998;0.211091942727652
Rps4x;0.156165132017543;8.86E-30;2.67E-27;0.129495349040418;0.182609136054382
Setbp1;0.142849612342941;4.01E-25;7.45E-23;0.116080732125878;0.169411122564011
Nkx2-2;0.142699978897979;4.50E-25;7.45E-23;0.115930040541496;0.16926275544733
Neurog3;0.142580983675124;4.93E-25;7.45E-23;0.115810204718419;0.169144766406077
Drap1;0.140735622365625;2.01E-24;2.76E-22;0.113951907249134;0.167314911356187
Sox4;0.135846768366685;7.58E-23;8.80E-21;0.109029687707563;0.162466252215129
Tead2;0.130611986453883;3.19E-21;3.21E-19;0.103760636921725;0.157273083678375
Hes6;0.127552453462533;2.65E-20;2.35E-18;0.100681772769292;0.154237189240261
Zbtb18;0.127279523361977;3.19E-20;2.68E-18;0.100407143204995;0.153966343369788
Zfp423;0.126746731638603;4.59E-20;3.64E-18;0.099871045726728;0.15343760875312
Cbfa2t2;0.126548740673882;5.25E-20;3.96E-18;0.0996718302855771;0.153241121556547
Pbx1;0.120107867111096;3.69E-18;2.53E-16;0.0931922980777198;0.146848015963555
Mxi1;0.118519240100024;1.02E-17;6.68E-16;0.0915944864314297;0.145270827280163
Prox1;0.11841020604666;1.09E-17;6.86E-16;0.0914848270825626;0.14516257330042
Rps10;0.112223793871225;4.95E-16;2.87E-14;0.0852640061452139;0.139019371878429
Rpl6;0.111577703678438;7.29E-16;4.07E-14;0.084614443603162;0.138377675525344
Insm1;0.109018791784715;3.30E-15;1.68E-13;0.0820420041946356;0.13583594485357
Nono;0.108504704583341;4.44E-15;2.17E-13;0.0815252426636613;0.135325266784034
Rpl35;0.104978663573773;3.33E-14;1.52E-12;0.0779812497642782;0.131822224357347
Pou3f1;0.104160402082525;5.26E-14;2.33E-12;0.0771589198456748;0.131009204113169
Nhlh1;0.10188025969848;1.85E-13;7.96E-12;0.0748676343059629;0.128743476282055
Fez1;0.100514195014963;3.87E-13;1.50E-11;0.0734950302237418;0.127385913197489
Nfic;0.0952471560720036;6.10E-12;2.09E-10;0.0682037358089427;0.122150710641575
Cdk2ap1;0.0940145041314436;1.14E-11;3.59E-10;0.0669656269800656;0.120925293198664
Mycl;0.0940106654604193;1.14E-11;3.59E-10;0.0669617714455424;0.120921476928883
Myef2;0.0928843866437546;2.00E-11;6.18E-10;0.0658305797094572;0.119801736353759
Rnf114;0.0887932994622847;1.47E-10;4.26E-09;0.0617222318305964;0.11573382239206
Psmc2;0.0866929960394132;3.94E-10;1.12E-08;0.0596134233227969;0.113645064623135
Tead1;0.0843226061802929;1.17E-09;3.15E-08;0.0572337249709648;0.111287418901781
Jund;0.0797978133440462;8.58E-09;2.09E-07;0.0526920177701362;0.106786110256298
Magoh;0.078048126443815;1.80E-08;4.26E-07;0.0509360908636446;0.105045207777709
Lmx1b;0.0762859542017652;3.75E-08;8.58E-07;0.0491678034932251;0.103291715381323
Traf4;0.073904769526835;9.83E-08;2.18E-06;0.0467786256123653;0.100921992893033
Rbpj;0.0729995976748663;1.41E-07;3.04E-06;0.0458704966684548;0.100021097797451
Ivd;0.0724765888321607;1.73E-07;3.67E-06;0.0453457996551807;0.0995005398708829
Foxa3;0.0712449213893536;2.79E-07;5.69E-06;0.0441102157623709;0.0982745858106532
E2f1;0.0708077494106311;3.30E-07;6.63E-06;0.0436716736270594;0.0978394220292778
Pick1;0.0667519533281383;1.49E-06;2.75E-05;0.0396036646096695;0.093801763841495
Ezh2;0.0666959004002695;1.52E-06;2.77E-05;0.0395474491976335;0.0937459553531174
Tff3;0.0663973104721892;1.70E-06;3.05E-05;0.0392479966240612;0.0934486646720013
Bcl11b;0.0658850062406597;2.04E-06;3.54E-05;0.0387342236736851;0.0929385783785965
Ncor2;0.0655169079839522;2.32E-06;3.99E-05;0.0383650789829945;0.0925720649760565
Tead4;0.0654539116089904;2.38E-06;4.03E-05;0.038301904263865;0.092509339098467
Snrpb2;0.063354553686164;4.95E-06;8.04E-05;0.036196727142821;0.0904188726911374
Vps72;0.0630668128470794;5.47E-06;8.78E-05;0.0359082074972743;0.090132331949639
Tcf3;0.0625394662142188;6.55E-06;0.000102738924030484;0.0353794452868443;0.0896071731207168
Nap1l1;0.0623419222511677;7.00E-06;0.000106822138722015;0.035181374963651;0.0894104448335341
U2af1;0.0610611205655555;1.08E-05;0.000156480171992001;0.0338972123184021;0.088134880444626
Sfpq;0.0610595289050195;1.08E-05;0.000156480171992001;0.0338956165369785;0.0881332952372712
Timeless;0.0610314043218564;1.09E-05;0.000156480171992001;0.0338674191607305;0.0881052846589645
Ovol2;0.0609952459833495;1.10E-05;0.000156880467055016;0.0338311672994154;0.0880692728277633
Zscan29;0.0608135014862389;1.17E-05;0.000165088136147479;0.0336489538064281;0.0878882636559279
Nfix;0.0603112062692653;1.38E-05;0.000193098145617965;0.0331453717971895;0.0873879913900888
Nr2f6;0.0597775202188282;1.65E-05;0.000225845601112401;0.0326103336495921;0.0868564397498825
Prrxl1;0.059505166466534;1.80E-05;0.000242399634501858;0.0323372958877182;0.0865851693000809
Rfx6;0.0594055112023284;1.86E-05;0.000245709850211075;0.0322373913551299;0.0864859094168489
Zfpm1;0.0592812783036951;1.93E-05;0.000251684718253062;0.0321128484721436;0.0863621686577436
Foxn2;0.0592043517361258;1.98E-05;0.000255828630434543;0.0320357303813312;0.0862855464102606
Irf7;0.0586990253662105;2.33E-05;0.000293568296183481;0.0315291539475607;0.0857822111376261
Odc1;0.0584731925077132;2.51E-05;0.000313000835201151;0.0313027669422358;0.0855572636405917
Nme1;0.0584115494621817;2.56E-05;0.000316616560224634;0.0312409731218224;0.085495861782469
Kdm7a;0.0581819645394081;2.75E-05;0.000337913895992214;0.0310108284765864;0.0852671733341995
Smad9;0.0579090804337679;3.00E-05;0.000365559627642856;0.0307372828334612;0.0849953510641699
Sox10;0.0578256301281916;3.08E-05;0.000372354725927368;0.0306536310367031;0.0849122246720418
Zfp326;0.0574510243785922;3.47E-05;0.000412515819672924;0.0302781254889855;0.0845390683141992
Zbtb17;0.0569383078469269;4.07E-05;0.000476955644079878;0.0297641898516326;0.0840283232237249
Trp73;0.056603491194248;4.52E-05;0.000517345854016753;0.0294285848471616;0.0836947862884935
Edn1;0.0562105139097779;5.11E-05;0.000570100478549251;0.0290346900826347;0.0833033032762149
Ssbp3;0.0559629549157165;5.51E-05;0.000600318631573028;0.0287865574481224;0.0830566813167758
Klf10;0.0553123739558935;6.73E-05;0.000720256820220633;0.028134484936673;0.0824085470473944
Zfp989;0.0552728669672459;6.81E-05;0.000723827024952528;0.0280948881174344;0.0823691878975412
Bhlhe23;0.0551502906493549;7.06E-05;0.000746020810375502;0.0279720336295974;0.0822470697335653
Dach1;0.0546832310979435;8.14E-05;0.000853130494340996;0.0275039216758728;0.0817817484550047
Mbtps2;0.0542411367579504;9.29E-05;0.000957999135323274;0.0270608421679984;0.0813412885900141
Smarca4;0.0534371520822708;0.000117924846860788;0.00117924846860788;0.0262550932546407;0.080540249210924
Zeb1;0.053009839189332;0.000133694008209698;0.00132814442366213;0.0258268570543489;0.0801144874760554
Gpank1;0.0525798490581467;0.000151551873978809;0.00148599564745456;0.025395947901369;0.0796860482378551
Sf3b1;0.0524896835718277;0.0001555708430889;0.00151556111654347;0.025305590984732;0.0795962066911599
Grhpr;0.0521989575741673;0.000169223049904705;0.00163373404388601;0.0250142507717234;0.0793065221923568
Akr1a1;0.052185835559454;0.000169865062841129;0.00163373404388601;0.0250011011431095;0.0792934470780535
Jun;0.0521111157534469;0.00017356470076071;0.00165875125410552;0.0249262242764169;0.079218994156128
Emx1;0.051977374267245;0.000180376545495917;0.00171300996037003;0.0247922024278027;0.0790857296124296
Tbx3;0.0510710646619043;0.000233592186095746;0.00219083354661228;0.0238840186723357;0.078182626514098
Foxq1;0.0504328914492959;0.000279547844252914;0.00255828633225394;0.0232445527086376;0.0775466844487873
Cycs;0.0498652660881974;0.000327412289892159;0.00289118454817052;0.0226757961994232;0.0769810250489582
Zmat2;0.0493371221009734;0.000378736814676414;0.00326795765806506;0.0221466155471026;0.0764546946025064
Zfp687;0.0490609100758734;0.000408482929925021;0.00350459786469763;0.0218698674280194;0.0761794250154366
Hmgb3;0.0490236247618907;0.000412661437595128;0.0035204450325912;0.021832510066989;0.0761422666026311
Foxo6;0.048641740932826;0.000457817571026815;0.0038620364930195;0.0214498926887515;0.0757616781847574
Smarcc1;0.0481076488045793;0.000528739363970373;0.00436282207429106;0.0209147879986264;0.0752293845286213
Usf1;0.0479111274536871;0.000557318015007155;0.00454892001438272;0.020717897992348;0.0750335210427091
Kdm5a;0.0471487987515458;0.00068234364095906;0.00548052605238393;0.0199541591938021;0.07427372446889
Bhlhe41;0.0470303587326783;0.000703960543070294;0.00562423502664626;0.0198355029422579;0.0741556750303444
Hnrnpa0;0.0469061886235326;0.000727305074875269;0.00574989875948511;0.0197111069617229;0.0740319135814101
Hbp1;0.0468841968164775;0.000731513822951518;0.00575305142008746;0.019689075238282;0.0740099940651968
Esrp2;0.0463736981711345;0.000835800429437553;0.00650545695077683;0.0191776574309766;0.0735011661506479
Zfp296;0.0460786464640893;0.000902197960705036;0.00695060673808471;0.0188820809675136;0.0732070736315387
Gm2000;0.0460356912075574;0.000912262227530054;0.00699246682015422;0.0188390497104603;0.0731642576254446
Zfp81;0.0458321385312565;0.000961383462856188;0.00733176277228709;0.0186351382593892;0.0729613634574294
Plg;0.0456729338994469;0.00100149702345966;0.00756352330235625;0.0184756545958814;0.0728026722996213
Banp;0.0450568764220568;0.00117175893808205;0.00871603939164485;0.0178585304181066;0.0721885888160062
Snai1;0.0449231220656127;0.00121209390316242;0.00892810631109884;0.0177245472046855;0.0720552603222713
Gata6;0.0449011921644654;0.00121882813137147;0.00893412853578121;0.0177025798741474;0.0720334001515745
Ikzf5;0.0448474027678232;0.0012354923080755;0.00901252843088891;0.0176486987823377;0.071979781678561
Zfp82;0.0447167429168075;0.00127685106545247;0.00926944763862133;0.0175178168524736;0.071849536365088
Hmgb2;0.0445923792716535;0.0013173999836073;0.00951805729783267;0.0173932426957802;0.0717255664223144
Trim24;0.0439527541331844;0.00154536133798138;0.0110070548129805;0.0167525481977794;0.0710879529240518
Zfp358;0.0439140830058111;0.00156024492373142;0.0110608912433542;0.016713813133996;0.0710494027076267
Brf2;0.0437946496662254;0.00160704895467538;0.0113394575773823;0.0165941828463001;0.0709303422821028
Snai3;0.0434433463706532;0.00175230973055272;0.0121934916734314;0.0162423047583523;0.0705801314003235
Rbm22;0.0430624518087875;0.0019233705095759;0.0131906317858874;0.0158607946005345;0.0702004137103489
Smarca5;0.0424115643201119;0.00225153555110532;0.0149771748113173;0.0152088734885962;0.0695515191033629
Zkscan3;0.0423112370040555;0.00230645375811827;0.0151423703250373;0.0151083889077602;0.0694514969257318
Six1;0.0420741683445106;0.00244112964746746;0.0157525887507515;0.0148709508221991;0.0692151471255885
Glyctk;0.0417216515307362;0.00265472714195293;0.0169870743576203;0.0145178903512947;0.0688636936088865
Tbpl1;0.0414635635138212;0.00282178916251296;0.0179029480478763;0.0142594086079703;0.0686063797914284
Bhlhe22;0.0413509819000684;0.00289762588312614;0.0180802276178532;0.0141466563841658;0.068494134763104
Foxp2;0.04113007649672;0.00305186034325687;0.018809424972726;0.0139254182237479;0.0682738878039289
Sf1;0.0407359366063173;0.00334575419642095;0.0203713259540147;0.0135306912433162;0.0678809161394093
Foxo3;0.0406779445443368;0.00339110706325829;0.02048228666208;0.0134726135149856;0.0678230952543871
Hmgb1;0.0406546652019096;0.00340946959328501;0.0205111517364955;0.013449299835755;0.0677998845750226
Zfp988;0.0403340448394248;0.00367174471556206;0.0218280886633807;0.0131282095704275;0.0674802069019385
Mecp2;0.0401290469189873;0.00384891373277893;0.0227025770956882;0.0129229141444999;0.0672758087961036
Zfp830;0.0393947555535802;0.00454906265915793;0.0265935523200478;0.0121875759522218;0.0665436472347258
Zfp286;0.0393563582744003;0.00458866504572542;0.0265935523200478;0.0121491247423974;0.0665053605220346
Runx3;0.0391087316454928;0.00485164869355535;0.0278554734877132;0.0119011522438439;0.0662584450234926
Apex1;0.0390787485934661;0.00488439948474339;0.0279372849316762;0.0118711275404622;0.0662285478506568
Pkm;0.0389651901106599;0.00501026083755631;0.0285490334517359;0.0117574117511693;0.0661153141866615
Kdm4b;0.0387759883459273;0.00522648425273396;0.0296691399309334;0.0115679494584223;0.0659266520550514
Zfp62;0.0386118019063645;0.00542091092544253;0.0306575861326525;0.0114035385197753;0.0657629323277752
Abcf2;0.0385428919015959;0.00550443984393487;0.0309426312391027;0.0113345347297216;0.0656942177693409
Zfp664;0.0385212604627133;0.00553089873334527;0.0309426312391027;0.0113128739042778;0.0656726476296263
Uqcrb;0.0380644087006422;0.00611717912199757;0.0339593399787365;0.0108554074682745;0.0652170845667732
Tfap2c;0.0379366484139023;0.00629085513523438;0.0347955723597213;0.0107274773236194;0.0650896826442814
5730507C01Rik;0.0377124041676392;0.00660644689390823;0.036143966702179;0.0105029370972508;0.0648660652568323
Rfc3;0.0375160617493287;0.00689437860905646;0.0375830747280695;0.0103063377795619;0.064670269460513
Rnaseh2c;0.0372409524597293;0.00731677842917215;0.0393179196727756;0.0100308720687136;0.0643959225646672
Zfp319;0.0371118595918271;0.00752287266193294;0.0402820486507757;0.00990161337656743;0.0642671860290541
Bach1;0.0365955166301235;0.00840020803517688;0.0443507487171926;0.00938461624680935;0.063752259280264
Anxa1;0.0365676045267926;0.00845014104205157;0.0444589302212469;0.00935666919537103;0.0637244233216043
Gm14399;0.0364591896569969;0.00864661474181058;0.0453346814587985;0.00924811898500733;0.0636163038085173
Eno1;0.0363358483479845;0.00887509370901076;0.0462742919170855;0.0091246244817239;0.063493297745391
Hdac2;0.036280022665995;0.00898026668608514;0.0464390503287279;0.00906872973512945;0.0634376235282575
Zhx3;0.036240096363177;0.00905616693360228;0.0466717135485988;0.00902875414187949;0.0633978054488152
Celf4;0.0361718207199961;0.00918728699439499;0.0471864059916205;0.00896039441154193;0.0633297146717722
Diablo;0.0347088077521517;0.012434900666344;0.0613617647260769;0.00749564073527491;0.061870602263388
Pax2;0.0346614554956649;0.0125551871258937;0.0615303390886143;0.00744823408949599;0.0618233743136685
9030624G23Rik;0.034624883852706;0.0126487918174172;0.0616118569170967;0.00741162052368964;0.0617868985935038
Zkscan17;0.0344945168509195;0.0129875081771284;0.0629324297103455;0.00728110467309143;0.061656872937581
Mynn;0.034256641276042;0.0136262666960994;0.0655275882519431;0.0070429598889355;0.0614196178272411
Ran;0.0331554685971652;0.0169584032920223;0.0802733196581623;0.00594058120613586;0.060321277404265
Cxxc1;0.032859160918893;0.0179690608781163;0.0837446973023322;0.00564396030572077;0.0600257206076065
Zfp386;0.0328425297398719;0.0180273186432619;0.0837576958502326;0.00562731168808999;0.0600091314329398
Zfp451;0.0326538275665541;0.0186999996764092;0.0858267462351911;0.00543841270800017;0.0598209048020898
Sap30;0.0326368923664961;0.0187614297776491;0.0858477544371219;0.00542145994036763;0.0598040121854298
Gm5751;0.0325814080320499;0.0189639293117541;0.0862516062070747;0.00536591815934137;0.0597486672568069
Nmral1;0.0318060367038183;0.0220001442419884;0.0974199935642301;0.00458976160742668;0.0589752265923791
Sox11;0.0317106622074214;0.0224013554954504;0.0989065695851759;0.00449429278944789;0.0588800873241643
Snai2;0.0316332860988993;0.0227315101702997;0.100071662848841;0.00441684052355382;0.0588029016906193
Sall3;0.0311163607537583;0.0250475166192372;0.108996397968438;0.00389941477270654;0.0582872405139728
Zfp37;0.0309226572037505;0.0259665471651575;0.112348098049822;0.00370552746311927;0.058094006941728
Ak6;0.0305759620973832;0.027684325492335;0.118114365739895;0.00335850856849567;0.0577481479292546
Zfp746;0.0305638746230924;0.0277459423778003;0.118114365739895;0.00334640992363126;0.0577360894875899
Psma6;0.0305257530777468;0.0279410449806722;0.118513982923637;0.00330825320065937;0.0576980594535735
Gbx1;0.0304082674875113;0.0285497791494438;0.120084029291532;0.0031906596961063;0.0575808553931974
Mxd1;0.030295845669934;0.0291429324983906;0.122238411312694;0.00307813532022923;0.0574687022699114
Gtf2b;0.0300086228678666;0.0307067116020355;0.12694281599808;0.00279065362527557;0.0571821628315262
Zbtb16;0.0299043650323628;0.0312918929321271;0.128398799803021;0.00268630292819682;0.0570781519399755
Kdm4a;0.0298449654666072;0.0316295502047247;0.129432576718521;0.00262685072081275;0.0570188928036008
Kdm5b;0.0297869245960237;0.0319624963097598;0.130441538993884;0.00256875859857389;0.0569609889652874
Ing3;0.0296452629346556;0.0327877589684377;0.133448830302805;0.00242697261750358;0.0568196609940418
Zfp993;0.0295240711617396;0.03350818262245;0.135352598147773;0.0023056753574661;0.0566987538291653
Lbx2;0.029522823969843;0.0335156663544079;0.135352598147773;0.00230442708415876;0.0566975095620438
Ilf2;0.0294975841127622;0.0336674246600439;0.13556749663111;0.00227916536041979;0.0566723288765147
Ptcd1;0.029431687662774;0.0340664083483582;0.136446357045148;0.00221321198450579;0.0566065867491966
Ldb1;0.0293617392885291;0.0344943387725257;0.137736996867045;0.00214320344308243;0.0565368019289708
Dmap1;0.0292702608435283;0.0350609066998078;0.139320971359762;0.00205164671410909;0.0564455369791212
Ahdc1;0.029240466040333;0.0352471457578274;0.139693412321048;0.00202182651210755;0.0564158116138876
Glis2;0.028682238303173;0.03889564197;0.150595947114615;0.00146313185913888;0.0558588759411617
Hlcs;0.0285669709735852;0.0396876899939366;0.152489597686626;0.00134777023361409;0.0557438733007435
Zfp113;0.0284786638277287;0.040303702492417;0.154072381679872;0.00125939133707026;0.0556557684473608
Mitf;0.028452859096343;0.0404852340902297;0.154375513828906;0.00123356571929045;0.0556300227490969
Rbm42;0.0282544098947367;0.041904578187373;0.158586248278028;0.00103495710585477;0.0554320263292611
Zfp410;0.0282195993117537;0.0421578403050008;0.159145847151378;0.00100011878132757;0.0553972949497646
Klf13;0.028036828365282;0.0435089176216607;0.162619964377989;0.000817203263660617;0.0552149387774064
Gm49345;0.0277578951361965;0.0456412209780652;0.167828196153039;0.000538052910317797;0.0549366350548647
Gpbp1l1;0.0277528749801789;0.0456803898138406;0.167828196153039;0.000533028885425176;0.0549316261898303
Zfp637;0.027625804939215;0.0466812980802268;0.169852433978656;0.000405861373190334;0.0548048414903876
E2f7;0.0275106331068734;0.0476043634785487;0.172380308999061;0.000290601956886113;0.0546899275244444
Rorc;0.0271404502145508;0.0506757547004429;0.181251041584633;-7.99E-05;0.054320568584791
Timm44;0.0270782666886504;0.0512076279668722;0.181937689952887;-0.000142086806469479;0.0542585227372346
Elf5;0.0269784699829207;0.0520709788787011;0.183708360062707;-0.0002419564665716;0.0541589465491377
Aebp2;0.026880807767574;0.0529276134750042;0.186295329480784;-0.000339689550223305;0.0540614996115278
Mtf2;0.0268459862976659;0.0532358797312877;0.186867899110793;-0.000374536162473033;0.054026754773706
Tsn;0.0268152635425628;0.0535091045800469;0.187034138694145;-0.000405281045606685;0.0539960995759385
Cebpd;0.0266826543600281;0.0547018956519185;0.189884741228498;-0.00053798514933376;0.0538637814045025
Zxdc;0.0266656654340946;0.0548562971038201;0.189983964740294;-0.000554986166601129;0.0538468296918199
Tgif2;0.0266396437555765;0.0550934956607842;0.190368829399963;-0.000581026334721758;0.0538208649818939
Myrf;0.0262274351573467;0.0589663540630652;0.200397470595434;-0.000993522902031167;0.0534095539184934
Kdm2b;0.02620694215342;0.0591646451772184;0.200397470595434;-0.00101402998066538;0.0533891052949527
Hmg20b;0.0258267066726945;0.062945300607141;0.20981766869047;-0.00139452245585399;0.0530096891301624
Gfi1;0.0258032327346971;0.0631850985883714;0.210153081208019;-0.00141801200115998;0.0529862655156308
Nkx6-1;0.0257695993943203;0.0635299948594948;0.210835807116125;-0.00145166765125647;0.0529527042263293
Gtf2ird1;0.0257029079655481;0.0642184869453196;0.212187998440771;-0.00151840313551735;0.0528861554857651
Rxrg;0.0254751717910413;0.0666160938242675;0.21725767100355;-0.00174628792193277;0.0526589047392786
Med30;0.0253579398680587;0.067878757287709;0.218482250443078;-0.00186359524367941;0.0525419216027282
Tmem33;0.0250680958794549;0.0710851914765884;0.22637574659858;-0.00215362243211066;0.0522526895105618
Klf11;0.024858602625423;0.0734791806714051;0.232250446308614;-0.00236324524801861;0.0520436356831311
Meis3;0.024786678528735;0.0743161406773254;0.233599677245692;-0.00243521327476015;0.0519718619027842
Lin28b;0.0246919812954718;0.0754299647176995;0.235637966174748;-0.0025299679174853;0.0518773621518164
Zfp966;0.0246704553915418;0.0756850421157304;0.235637966174748;-0.00255150680314038;0.05185588107025
Gm15446;0.0243868972554026;0.0791112914189403;0.242800914720731;-0.00283523358819522;0.0515729110253641
Nhlh2;0.0243028117632223;0.0801512039306766;0.245493545507752;-0.00291936824849596;0.0514889990848544
Zkscan6;0.0242753612982036;0.0804930868317898;0.245570891379966;-0.00294683468144524;0.0514616051942254
Zfp583;0.0242746696669795;0.0805017160483994;0.245570891379966;-0.00294752671446055;0.0514609149878993
Gtf2a2;0.0241338178337198;0.0822747837552668;0.249400349164457;-0.00308845982982179;0.05132035279623
Cat;0.02412256971537;0.0824177312801748;0.249400349164457;-0.00309971439255495;0.0513091277615789
Tbx2;0.0240655677376461;0.0831452425151461;0.250979004561932;-0.00315674892238887;0.0512522426592749
Zfp748;0.0240556897210594;0.0832718419109459;0.250979004561932;-0.00316663256200795;0.0512423848783905
Mxd4;0.0240348575333542;0.0835393447159264;0.25128368629691;-0.00318747659094007;0.0512215953492887
Rfx5;0.0239666752359636;0.0844197305473502;0.25294137567058;-0.00325569747843322;0.0511535525057723
Etv4;0.0239662329549727;0.0844254657867366;0.25294137567058;-0.003256140008921;0.0511531111285588
Zfp668;0.0238803506375628;0.0855451233375585;0.254628413922157;-0.00334207057169362;0.0510674041057805
Zmat4;0.0237980379998281;0.086629473059404;0.256995096895285;-0.00342442907217434;0.0509852591007545
Ssrp1;0.0236650529599958;0.0884047743924899;0.261747469279725;-0.0035574874279828;0.050852544112573
Zbtb24;0.0235858712888348;0.0894756696289205;0.264399728257671;-0.00363671229494886;0.0507735227789237
AI987944;0.0234539075342572;0.0912835996294486;0.268690517427811;-0.00376874728007564;0.0506418254855617
Prkaa2;0.0234375227817353;0.0915101084878961;0.268772703424057;-0.00378514081041317;0.0506254737511452
Zfp706;0.0232715505067254;0.093830113102557;0.274367557560931;-0.00395120117705597;0.0504598351172528
6720489N17Rik;0.0231894868620613;0.0949945172828568;0.276380965505036;-0.00403330782320814;0.0503779358861338
Rxra;0.0231383154362755;0.0957264290685272;0.277974822872069;-0.00408450587711001;0.0503268667966019
Rab18;0.022983482867905;0.0979685365412019;0.283395575052136;-0.00423941814661268;0.0501723430074631
Zc3h11a;0.0226401964129242;0.10308919421727;0.294262161187293;-0.00458287665080067;0.0498297365187596
Hey1;0.0226142831444967;0.103484209766326;0.294832371221044;-0.00460880264579635;0.0498038743184166
Pdlim5;0.0225800012950461;0.104008640829146;0.295198876216616;-0.00464310127557278;0.0497696599732472
Ruvbl1;0.0225675695051201;0.10419933842613;0.295198876216616;-0.00465553913480294;0.0497572526469523
Pax4;0.0225351489918128;0.104697959531057;0.296056027887447;-0.00468797543645126;0.049724895892177
Pax5;0.0224535163091718;0.105961843176762;0.296349705579724;-0.00476964761936644;0.0496434234964721
Zfx;0.022404725580676;0.106723005177625;0.297555285910224;-0.004818461783227;0.0495947283964979
Zfp91;0.0223995109036604;0.106804612558504;0.297555285910224;-0.00482367895730372;0.0495895239324635
Elk1;0.0223500995367135;0.107580334052547;0.299164464860674;-0.00487311391145559;0.0495402092647398
Mef2d;0.022179834088912;0.110287583253127;0.304450184117409;-0.00504345961861246;0.0493702760149557
1810024B03Rik;0.0219124253294765;0.114647695857557;0.314700955295761;-0.00531099123940049;0.0491033858082272
Abl1;0.0218638982024453;0.115453275225132;0.315252162007142;-0.00535954024452583;0.0490549523675776
Hnrnpc;0.0217848616232437;0.116774846229803;0.317140319796768;-0.00543861218205461;0.0489760681025015
Hes5;0.0217117931461635;0.118007162274275;0.319338378197413;-0.00551171304468973;0.0489031401364441
Paxip1;0.0215251428304632;0.121201370346394;0.325647810005437;-0.00569844476700853;0.0487168474339365
Plagl1;0.0211780007246473;0.127321498755282;0.339074890865038;-0.00604573322807654;0.0483703654046087
Zfp937;0.0211280658883798;0.128221285646566;0.340387700981022;-0.00609568857663059;0.0483205249789996
Zfp768;0.0211131661938529;0.128490721562372;0.340387700981022;-0.00611059436534914;0.0483056534287557
Zbtb49;0.0210736151902745;0.129208068603335;0.341688587725106;-0.00615016148718446;0.0482661770752547
Zfp101;0.0210073366366368;0.130417146965607;0.343682184848284;-0.00621646686026598;0.0482000234278352
Zfp110;0.020932937112303;0.13178480495956;0.345020835747503;-0.00629089620499783;0.0481257638300153
Zfp760;0.0209299965502025;0.131839087567092;0.345020835747503;-0.00629383793952142;0.048122828792186
Msra;0.0208082170007704;0.134102377664927;0.34912860392076;-0.00641566562949486;0.0480012776108354
Psmd12;0.0206911642414323;0.136306018949518;0.353646200367307;-0.00653276389913351;0.0478844435965134
Maf;0.0205528125639488;0.138946544474235;0.357099787924623;-0.00667116840521382;0.0477463495073751
Zfp184;0.0204690317268098;0.140564590537257;0.358534681944692;-0.00675498072640824;0.0476627241511865
Mecom;0.0202778991646752;0.144310082516544;0.36623231025207;-0.00694618368276002;0.0474719448670959
Myb;0.0201740545096766;0.146376864274564;0.370232939789936;-0.00705006574922559;0.0473682913205652
Zfp14;0.0199347649703067;0.151225465759477;0.379020084662992;-0.00728943925891649;0.0471294399233029
Irf8;0.0199283541556904;0.151357027186612;0.379020084662992;-0.00729585228027065;0.0471230408041935
Tcf12;0.0197699782760624;0.154634926295965;0.383413364050751;-0.00745428196519557;0.0469649531473286
Ddx43;0.0196096168157026;0.158008560858759;0.38858782882203;-0.00761469651288721;0.0468048821351806
Foxp4;0.019498508958322;0.160378494797973;0.39377484088608;-0.00772584033056036;0.0466939746983092
Ywhae;0.019368264998457;0.163190682119048;0.398090355411572;-0.00785612558777144;0.0465639648237062
Zfp775;0.0193008133118443;0.164661608604404;0.39993869398135;-0.00792359829846781;0.0464966340047301
Dtl;0.0192738718649012;0.16525190496294;0.400530299348378;-0.00795054807353604;0.0464697407654858
Nr1i3;0.0192443820981426;0.165899859468494;0.400872837581589;-0.00798004691081893;0.0464403037210702
Zfp513;0.0191702632228266;0.167536845462044;0.403477889390249;-0.00805418837456639;0.0463663171482805
Zfp994;0.0190076389453761;0.17117101165482;0.410267027934569;-0.00821686116446386;0.0462039821103248
Hmbox1;0.0188557819822925;0.174617538289995;0.416337464325066;-0.00836876212700685;0.0460523939393014
Luzp1;0.0186772465095154;0.17873548127061;0.424637908039748;-0.0085473477222322;0.0458741728784884
Dpf2;0.0186390925677403;0.179624796834974;0.425798184020111;-0.00858551215020796;0.0458360859036201
Usp39;0.0186263850651343;0.17992171980335;0.42583353746561;-0.00859822312772759;0.0458234006873724
Gm14403;0.0185507362001246;0.18169687730911;0.429361947944846;-0.00867389249711612;0.0457478843134554
Mbd4;0.0183060179960866;0.187528337037575;0.437467205567216;-0.00891867489552692;0.0455035925785541
Pou2f3;0.018248002977135;0.188930826799554;0.438900843795888;-0.0089767046545187;0.0454456781850721
Fhl2;0.018173818789256;0.190735442957152;0.44038305636896;-0.00905090742343305;0.0453716224012889
Zfp182;0.0178306251259921;0.199249257726469;0.454398253523937;-0.00939418314503944;0.0450290188754228
