moscot driver TFs Eps. progenitors;Eps_progenitors_pull_corr;Eps_progenitors_pull_pval;Eps_progenitors_pull_qval;Eps_progenitors_pull_ci_low;Eps_progenitors_pull_ci_high
Nfia;-0.03576786765495;0.0099982881512727;0.0508330475031036;-0.0629268501944412;-0.00855594904850756
Sp4;-0.0358802220668612;0.00976655174855133;0.0498226119605152;-0.0630389027180419;-0.00866843949308816
Irf1;-0.0361225091964847;0.00928303809812357;0.0475165678920901;-0.0632805365090611;-0.00891102231495487
Rab7;-0.0363131298268198;0.00891776089263038;0.0462742919170855;-0.0634706408839524;-0.00910187783387749
Celf6;-0.0363275174948122;0.00889071849938382;0.0462742919170855;-0.0634849895060135;-0.00911628331126287
Zfp174;-0.0366497402755075;0.00830395876926927;0.0439964131284091;-0.0638063348818833;-0.00943890790588575
Zkscan2;-0.0370537565398399;0.0076173194760607;0.0405005366508861;-0.0642092430627312;-0.00984343598594951
Zfhx3;-0.0370796282361489;0.00757513445118081;0.0404185619126608;-0.0642350434998952;-0.00986934076046253
Pou6f2;-0.0372826912321881;0.00725123494249748;0.0391048741541828;-0.0644375459331263;-0.0100726646506016
Smad3;-0.0373516936389482;0.00714403308476865;0.0386648385591421;-0.0645063573471433;-0.010141756223421
Zfp597;-0.0374827452155358;0.00694433983115601;0.0377192559174301;-0.0646370454732649;-0.0102729778623345
Foxj3;-0.0377168500807231;0.00660005409972516;0.036143966702179;-0.0648704987681812;-0.0105073888518357
Anxa11;-0.0378241435772275;0.00644745313322819;0.0355315847853086;-0.0649774926477464;-0.0106148236487514
Zfp523;-0.0384290397153693;0.00564499214144487;0.0314536462493792;-0.065580687932729;-0.0112205281604642
Cbx7;-0.0385197191683924;0.00553278836725678;0.0309426312391027;-0.0656711107020565;-0.0113113305170652
Mapk1;-0.0392715390532934;0.00467725475663904;0.0269566972615456;-0.0664207852578797;-0.0120641866742013
Zfp652;-0.0393486682122941;0.00459663387783608;0.0265935523200478;-0.0664976925941582;-0.0121414238889365
Hnf1b;-0.0393506042573558;0.00459462647066428;0.0265935523200478;-0.0664996230670226;-0.0121433626505188
Zfp324;-0.0395400770072384;0.00440196684635269;0.0258636962567804;-0.066688549505631;-0.012333102244705
Zbtb11;-0.040301191340971;0.00369963006864969;0.0219076133476903;-0.0674474496846554;-0.013095308238634
Phf1;-0.0403825026970215;0.00363096330331997;0.0216709667510401;-0.0675285226410724;-0.0131767380881945
Taf1;-0.0404383782028772;0.00358445072938904;0.0214782563546724;-0.0675842341157479;-0.013232695229562
Zfp398;-0.0406807339484291;0.0033889128562892;0.02048228666208;-0.0678258764290838;-0.0134754070354062
Nr4a2;-0.0409793601588237;0.00316134544704999;0.0193264438260951;-0.0681236191820255;-0.0137744763854717
Lrrfip1;-0.0410724926774648;0.00309327634054756;0.0189871840415724;-0.0682164751878022;-0.0138677481017569
Rfx2;-0.0411902824624321;0.00300909956683121;0.0186218866635865;-0.0683339145783313;-0.0139857146156346
Carf;-0.0412549897359562;0.00296375149256315;0.018416727381771;-0.0683984290441664;-0.0140505192966531
Sox6;-0.041354667206325;0.00289511424848564;0.0180802276178532;-0.0684978090622737;-0.0141503472643095
Dbp;-0.0413578339319798;0.00289295762735269;0.0180802276178532;-0.0685009663291237;-0.01415351878011
Klf6;-0.0414400530883775;0.00283747483905768;0.0179271422886071;-0.0685829397119082;-0.014235862496866
Zfp12;-0.0416803751262896;0.0026808236846393;0.0170803534337778;-0.0688225412659162;-0.0144765507333433
Elf2;-0.0417213237252303;0.00265493347576053;0.0169870743576203;-0.0688633667890056;-0.0145175620433987
Sox13;-0.0421572763697376;0.0023931189489049;0.015509054132388;-0.0692980034905548;-0.0149541880060997
Zfp462;-0.0421658463760994;0.00238821760442239;0.015509054132388;-0.0693065475246955;-0.0149627713526035
Mga;-0.0422449003026204;0.00234343650352163;0.0153185676204228;-0.0693853616829897;-0.015041948524178
Xrcc4;-0.0423127957937676;0.00230559119362656;0.0151423703250373;-0.0694530509786687;-0.0151099501366995
Elk4;-0.0423440218411565;0.00228837419537993;0.0151423703250373;-0.0694841821100962;-0.0151412250752128
Zfp9;-0.0424882604834397;0.00221036341079437;0.0147683573022101;-0.0696279816327223;-0.0152856902450463
Pbx2;-0.0425268632512678;0.00218990261978385;0.0146966798038827;-0.0696664666870895;-0.0153243538313757
Zfp950;-0.0426527250124149;0.0021243909208718;0.0143206709398054;-0.0697919440902298;-0.0154504144522048
Irx1;-0.0426563217240302;0.00212254549523747;0.0143206709398054;-0.0697955298055472;-0.0154540168592793
Nr1h4;-0.0430041391331618;0.00195087221787133;0.0132694461666023;-0.0701422805125787;-0.0158023883799486
Crebzf;-0.0430471567077954;0.00193054942031862;0.0131906317858874;-0.0701851657032661;-0.0158454749452432
Bptf;-0.0431227333857888;0.00189531470158299;0.0130681515953896;-0.0702605095557327;-0.0159211730761397
Zbtb4;-0.0433859034585055;0.00177717886150217;0.0123098168847169;-0.0705228664764487;-0.0161847685006819
Yy1;-0.0434891869698139;0.00173269356975759;0.0121128115293239;-0.0706258298329377;-0.0162882199783564
Hnf4g;-0.0437735552889618;0.00161544852266489;0.0113457082289487;-0.0709093136887682;-0.0165730537648807
Cers4;-0.0440278777750281;0.00151682098779648;0.0108549748415767;-0.0711628414491256;-0.0168277962776898
Slc18a1;-0.0440737524859381;0.00149963216192081;0.0107830693547639;-0.0712085724341036;-0.0168737471289908
Sin3a;-0.0450006715254664;0.00118855463276789;0.00879763478176239;-0.0721325629892377;-0.0178022292345703
Tsc22d4;-0.0453114860337694;0.00109838502958747;0.0082106999736489;-0.0724423850922659;-0.0181135783726012
Crebl2;-0.045652330115679;0.00100680012170437;0.00756352330235625;-0.0727821348677178;-0.0184550148018181
Pura;-0.0456687732581786;0.00100256582137153;0.00756352330235625;-0.0727985250590228;-0.018471486680978
Nfkb1;-0.0461874483068742;0.000877164508319414;0.00679240209006315;-0.0733155223179284;-0.0189910757636645
Irx2;-0.046603441312091;0.000787269228044756;0.00615946390853669;-0.073730159149169;-0.0194078124674305
Zzz3;-0.0469734919476608;0.000714563996630804;0.00567890334164481;-0.0740989955051243;-0.0197785326093248
Ash2l;-0.047197849671884;0.00067357313097344;0.0054390129827267;-0.0743226134111233;-0.0200032998893798
Atf6;-0.0473954788869286;0.000639286882198388;0.00518990963505143;-0.0745195886853546;-0.0202012921456256
Sox5;-0.0479364735538323;0.000553552989331958;0.00454274464071335;-0.0750587824130753;-0.0207432915208948
Plag1;-0.0481627316232289;0.000520977527743812;0.00432239597194042;-0.0752842825793083;-0.0209699745258623
Zfp92;-0.0481737254950399;0.000519441121664041;0.00432239597194042;-0.0752952395539621;-0.0209809891165038
Zfp568;-0.0484009621394141;0.000488614645857231;0.00409893397358011;-0.0755217120898537;-0.0212086554847904
Stat3;-0.0489569259848367;0.000420235974843171;0.00356492315737746;-0.0760757946480618;-0.0217656825961575
Thra;-0.0494124402253485;0.000370984014734309;0.00321945897844142;-0.0765297550234564;-0.0222220805778773
Etv5;-0.0495532903158843;0.000356882235148981;0.00311498367095353;-0.0766701223659672;-0.0223632062250405
Otud4;-0.0495688245105289;0.000355358027172046;0.00311498367095353;-0.076685603253076;-0.022378770876854
Zfp945;-0.0500265983026275;0.000313081014971064;0.00278089607415475;-0.0771418002675096;-0.0228374481219959
Mctp2;-0.0501584973138941;0.000301802744940352;0.00269658073881617;-0.0772732428526463;-0.0229696095706628
Ep300;-0.0501795851215601;0.00030003525259641;0.00269658073881617;-0.0772942576002229;-0.0229907394245218
Gtf2a1;-0.050309079959322;0.000289392240606194;0.00261666037913385;-0.0774233032664227;-0.0231204929897836
Stub1;-0.0503092729343967;0.000289376647406068;0.00261666037913385;-0.0774234955714575;-0.0231206863511012
Smc3;-0.0505978489450575;0.000266918709426022;0.00245760519044691;-0.0777110673433965;-0.0234098422276658
Zfhx2;-0.0506502654170721;0.000263018982482349;0.00243655621808802;-0.0777633009229774;-0.0234623645137448
Ikzf4;-0.0506811719904904;0.000260744658713484;0.00243039774479852;-0.0777940995869035;-0.0234933335491495
Zfp236;-0.0513789497336458;0.000214049710339348;0.00202009414132759;-0.0784894272845166;-0.0241925353844363
Mef2a;-0.0526375987286825;0.000149029330231562;0.00147081234411541;-0.0797435901984667;-0.0254538204135585
Hmg20a;-0.0541261702206533;9.61E-05;0.000967763599165243;-0.0812267453633112;-0.0269456211877462
Id4;-0.054152728268153;9.54E-05;0.000966571359412415;-0.0812532056867842;-0.0269722379491411
Esrrg;-0.0541887531246006;9.44E-05;0.0009626963873768;-0.0812890979237126;-0.0270083425100739
Ncoa3;-0.0542278355698802;9.33E-05;0.000957999135323274;-0.0813280364139779;-0.0270475115049076
Irf2;-0.0542895041989571;9.16E-05;0.000953476301871046;-0.0813894777265694;-0.0271093168712472
Zc3h7a;-0.0555640883427722;6.23E-05;0.000671833302407794;-0.0826593175109266;-0.0283867736721129
Nr4a1;-0.0559548411834886;5.53E-05;0.000600318631573028;-0.0830485982396373;-0.0287784249715452
Pou3f4;-0.0559813028891109;5.48E-05;0.000600318631573028;-0.0830749599551942;-0.0288049478222832
Phf20;-0.0561934058997185;5.13E-05;0.000570100478549251;-0.0832862601283683;-0.0290175423223882
Xbp1;-0.0562402763232482;5.06E-05;0.000570100478549251;-0.0833329528126086;-0.0290645216867139
Ikzf2;-0.0562603641141311;5.03E-05;0.000570100478549251;-0.0833529643913235;-0.0290846562043475
Ccnt2;-0.056783928218648;4.28E-05;0.000492842430205088;-0.083874534410788;-0.0296094459633345
Foxn3;-0.0567955491538754;4.26E-05;0.000492842430205088;-0.0838861109172731;-0.0296210942729207
Lhx1;-0.0571661153667976;3.79E-05;0.000447615299069777;-0.0842552565603737;-0.0299925372644724
Sim1;-0.0574640792851887;3.46E-05;0.000412515819672924;-0.0845520728376774;-0.0302912116243068
Mafg;-0.0587579072977421;2.29E-05;0.00029048758205197;-0.0858408617729639;-0.0315881808212841
Bbx;-0.0591042924866356;2.05E-05;0.000262003776205424;-0.086185882513954;-0.031935422499434
Etv1;-0.0593820550587254;1.87E-05;0.000245709850211075;-0.0864625462570265;-0.0322138766194458
Mnx1;-0.0594039813792689;1.86E-05;0.000245709850211075;-0.0864843856591525;-0.0322358577097446
Nfat5;-0.0597382534845932;1.67E-05;0.000226698527744386;-0.0868173294490506;-0.0325709680477767
Bmyc;-0.060063240060767;1.50E-05;0.000207570642622423;-0.0871410188089273;-0.0328967754280759
Zbtb7c;-0.0610518216452894;1.08E-05;0.000156480171992001;-0.0881256192236867;-0.0338878893247324
Mbd2;-0.0613243889532956;9.87E-06;0.000147528211559064;-0.0883970795576185;-0.0341611642271114
Klf7;-0.0618809223793151;8.19E-06;0.000123605651983652;-0.0889513402536657;-0.0347191550474727
P4hb;-0.0624237052249097;6.81E-06;0.000104955200654177;-0.089491890374606;-0.035263375591059
Ncald;-0.0625165971008196;6.60E-06;0.000102738924030484;-0.0895843985439395;-0.0353565151289889
Hdac6;-0.0629702078500476;5.65E-06;8.98E-05;-0.0900361288639889;-0.0358113420419276
Smap2;-0.0645820570431868;3.23E-06;5.30E-05;-0.0916412060988094;-0.0374276037459554
Rreb1;-0.0648434042737206;2.95E-06;4.89E-05;-0.0919014420691753;-0.0376896798123937
Elf1;-0.0650453035139909;2.75E-06;4.61E-05;-0.0921024802942237;-0.0378921446596316
Fosb;-0.0661421023587627;1.86E-06;3.26E-05;-0.0931945632158066;-0.0389920550632069
Zfp148;-0.0662489940268622;1.79E-06;3.18E-05;-0.0933009917991816;-0.0390992534957284
Neurod1;-0.0670231842769081;1.35E-06;2.52E-05;-0.0940718095861425;-0.0398756842205069
Srrm3;-0.0672165617837983;1.26E-06;2.38E-05;-0.094264339656423;-0.0400696264711156
Ets2;-0.0672762360286005;1.23E-06;2.36E-05;-0.0943237519827933;-0.0401294754028321
Cers5;-0.0687459542004536;7.17E-07;1.39E-05;-0.0957869585576449;-0.0416035574213715
Glis3;-0.0688280771453985;6.96E-07;1.36E-05;-0.0958687142091189;-0.0416859276893282
Foxo1;-0.0707017120488413;3.43E-07;6.82E-06;-0.0977338702040193;-0.043565305505566
Cers6;-0.0715146978840814;2.51E-07;5.19E-06;-0.0985431179000101;-0.0443808429912382
Mllt10;-0.0717727656067434;2.27E-07;4.77E-06;-0.0987999915430424;-0.0446397282515931
Nucb1;-0.0736952195753491;1.07E-07;2.34E-06;-0.10071343696443;-0.0465683870965871
Larp1;-0.0756764250163571;4.81E-08;1.08E-06;-0.102685149448174;-0.0485561986746368
Creb3l2;-0.0773495516626244;2.42E-08;5.61E-07;-0.104350094014972;-0.0502350715353689
Mbnl2;-0.0782791778204902;1.64E-08;3.92E-07;-0.105275108628251;-0.0511679566461201
Smarca1;-0.0798576038580733;8.37E-09;2.07E-07;-0.106845597664191;-0.0527520244803064
Prnp;-0.0811909986277124;4.70E-09;1.18E-07;-0.108172182632066;-0.0540902915250716
Fos;-0.0825202384528093;2.62E-09;6.70E-08;-0.109494538241935;-0.055424485352761
Nr3c1;-0.0826142354720044;2.51E-09;6.54E-08;-0.109588044830219;-0.0555188363569324
Rad21;-0.0838293548144809;1.46E-09;3.87E-08;-0.110796781292459;-0.0567385753006512
Hspa5;-0.0846500773770052;1.01E-09;2.77E-08;-0.111613147556702;-0.0575624638191629
Arid5b;-0.0847256457454847;9.73E-10;2.72E-08;-0.111688312987565;-0.0576383255493974
Junb;-0.0903285982702041;7.02E-11;2.08E-09;-0.117260530722935;-0.0632639006899926
A1cf;-0.0924205640869634;2.52E-11;7.62E-10;-0.119340586457412;-0.0653647541351412
Foxp1;-0.0946819938173688;8.13E-12;2.67E-10;-0.121588875535343;-0.0676360612686773
Zfp516;-0.0947693114980407;7.78E-12;2.61E-10;-0.121675680297079;-0.067723765954234
Klf12;-0.0969173481776615;2.58E-12;9.07E-11;-0.123810969451473;-0.0698814546782698
Ncoa2;-0.0975074573001723;1.90E-12;6.83E-11;-0.124397532965114;-0.0704742597104216
Prdm16;-0.0983071772785502;1.25E-12;4.61E-11;-0.125192417917181;-0.0712776636786225
Fev;-0.100443867787949;4.02E-13;1.52E-11;-0.12731602092143;-0.0734243691083274
Tagln2;-0.100852316994704;3.22E-13;1.28E-11;-0.127721940277304;-0.073834761272648
Pdx1;-0.10103632267816;2.92E-13;1.19E-11;-0.127904803326226;-0.0740196452449881
Vdr;-0.101759050709036;1.97E-13;8.27E-12;-0.128623025697841;-0.0747458409465856
Dnmt3a;-0.107034196189714;1.04E-14;4.89E-13;-0.133864431277156;-0.0800471646333146
Snd1;-0.108998336413339;3.34E-15;1.68E-13;-0.135815625402724;-0.0820214421354024
Rufy3;-0.109046887455506;3.24E-15;1.68E-13;-0.135863853799289;-0.0820702464397714
Rora;-0.113328772682462;2.54E-16;1.54E-14;-0.140116783955262;-0.0863749766734338
Mafb;-0.125049182383048;1.44E-19;1.04E-17;-0.151752884082076;-0.0981630679244019
Jazf1;-0.128852803590755;1.08E-20;1.02E-18;-0.155527554178544;-0.101990276066329
Meis2;-0.135244366015755;1.17E-22;1.27E-20;-0.161868713680937;-0.108423265062362
Mlxipl;-0.138282070723088;1.26E-23;1.59E-21;-0.164881692865662;-0.111481446187711
Canx;-0.143273669524919;2.90E-25;6.25E-23;-0.169831584464972;-0.116507794741693
Hmgn3;-0.147390178400403;1.16E-26;2.92E-24;-0.173912689920404;-0.120653993131524
Zbtb20;-0.163906485333624;1.10E-32;4.14E-30;-0.190277795386784;-0.137298805527615
Pax6;-0.193963739175063;2.10E-45;3.17E-42;-0.220022326989484;-0.167628525647396
Twist2;;;;;
Tal1;;;;;
Irx5;;;;;
Nr5a1;;;;;
Nr2e3;;;;;
