Differentiable motif activity alpha cells;names;scores;logfoldchanges;pvals;pvals_adj;Motif_ID;direct_TF;TF_name
1372;M01743_2.00;8.397088;0.4108575;0.00000000000000004576865407659132;0.00000000000000008572179558287768;M01743_2.00;Mlxip;['Mlxip']
1373;M02890_2.00;8.39296;0.3564698;0.00000000000000004740551961341455;0.00000000000000008875989880294991;M02890_2.00;;['Egr3', 'Egr2', 'Egr1', 'Egr4']
1374;M03090_2.00;8.38744;0.40819618;0.00000000000000004968420215955096;0.00000000000000009299744531202599;M03090_2.00;;['Rhox9', 'ENSMUSG00000097436', 'Obox8']
1375;M04881_2.00;8.354184;0.3791514;0.00000000000000006588645554692527;0.00000000000000012313273575488148;M04881_2.00;;['Gcm2', 'Gcm1']
1376;M09524_2.00;8.348741;0.39359117;0.00000000000000006899480867288963;0.00000000000000012890176432393855;M09524_2.00;;['E2f4', 'E2f3', 'E2f2', 'E2f1', 'E2f5', 'E2f6']
1377;M09536_2.00;8.321014;0.4541838;0.00000000000000008721355399286738;0.00000000000000016273729870093219;M09536_2.00;;['Etv3', 'Etv1', 'Etv2', 'Elk3', 'Gabpa', 'Elk1', 'Etv5', 'Fli1', 'Etv4', 'Ets2', 'Elk4', 'Elf4', 'Ets1', 'Elf1', 'Elf2', 'Erg', 'Erf', 'Fev', 'XP_911724.4']
1378;M00480_2.00;8.307238;0.4932022;0.00000000000000009795547712619516;0.00000000000000018266798122075588;M00480_2.00;Hoxb5;['Hoxb6', 'Hoxa4', 'Meox1', 'Mnx1', 'Hoxc8', 'Hoxc6', 'Evx2', 'Evx1', 'Vax1', 'Hoxa2', 'Hoxb1', 'Hoxb9', 'Barx1', 'Otp', 'Hoxc5', 'Hoxd8', 'Nkx1-1', 'Pdx1', 'Hoxa1', 'Isx', 'Barx2', 'Emx1', 'Gbx2', 'Vax2', 'Gsx2', 'Hoxc9', 'Meox2', 'Hoxa9', 'Hoxa7', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'Hoxb7', 'En2', 'Hmx3', 'Hoxd1', 'Hoxa6', 'Hoxd9', 'Emx2', 'Nkx1-2', 'Hoxb3', 'Hmx2', 'Gsx1', 'Bsx', 'Hoxb8', 'En1', 'Hmx1', 'Gbx1', 'Noto', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Hoxd4']
1379;M03755_2.00;8.286174;0.40353847;0.00000000000000011694968476421257;0.00000000000000021788581294051252;M03755_2.00;;['Gata6', 'Gata2', 'Gata3', 'Gata5', 'Gata4', 'Gata1']
1380;M06009_2.00;8.281614;0.40928763;0.0000000000000001215168451079163;0.0000000000000002263246536014272;M06009_2.00;;['Arnt', 'Arnt2']
1381;M08760_2.00;8.279264;0.38471735;0.00000000000000012393882651120113;0.0000000000000002306421947376583;M08760_2.00;Clock;['Clock']
1382;M08728_2.00;8.279264;0.38471735;0.00000000000000012393882651120113;0.0000000000000002306421947376583;M08728_2.00;;['Clock']
1383;M00524_2.00;8.279253;0.4606431;0.00000000000000012395004545928026;0.0000000000000002306421947376583;M00524_2.00;Hmx1;['Hoxa4', 'Meox1', 'Mnx1', 'Vax1', 'Msx2', 'Hoxc5', 'Dlx2', 'Tlx1', 'Msx3', 'Barhl1', 'Nkx1-1', 'Pdx1', 'Emx1', 'Barhl2', 'Gbx2', 'Vax2', 'Lbx2', 'Gsx2', 'Meox2', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'En2', 'Hmx3', 'Tlx3', 'Hesx1', 'Emx2', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Hmx2', 'Gsx1', 'Bsx', 'En1', 'Hmx1', 'Gbx1', 'Tlx2', 'Hoxc4', 'Hoxd3', 'Hoxa3', 'Hoxd4']
1384;M02973_2.00;8.275491;0.39532757;0.00000000000000012792724311973686;0.00000000000000023796920511045393;M02973_2.00;;['Spdef', 'Elf4', 'Elf1', 'Elf2']
1385;M08083_2.00;8.269756;0.36901814;0.00000000000000013423320650202405;0.00000000000000024962229557921233;M08083_2.00;;['Prdm1']
1386;M09446_2.00;8.261294;0.39262396;0.00000000000000014410165705788008;0.00000000000000026780820937765475;M09446_2.00;Epas1;['Epas1']
1387;M00754_2.00;8.241965;0.3981659;0.00000000000000016940415028064828;0.0000000000000003142494015385005;M00754_2.00;Srebf1;['Srebf1', 'Srebf2']
1388;M00142_2.00;8.210112;0.39487776;0.00000000000000022098383138520316;0.00000000000000040942598951035484;M00142_2.00;Zfp691;['Zfp691']
1389;M05776_2.00;8.204797;0.36201793;0.00000000000000023098146468631714;0.00000000000000042768550758113032;M05776_2.00;;['Tcf7', 'Tcf7l2', 'Lef1', 'Tcf7l1']
1390;M04734_2.00;8.200646;0.3774354;0.0000000000000002390978225310954;0.0000000000000004425775022166844;M04734_2.00;;['Etv3', 'Etv1', 'Etv2', 'Elk3', 'Gabpa', 'Elk1', 'Etv5', 'Fli1', 'Etv4', 'Ets2', 'Elk4', 'Elf4', 'Ets1', 'Elf1', 'Elf2', 'Erg', 'Erf', 'Fev', 'XP_911724.4']
1391;M07780_2.00;8.199288;0.35264573;0.0000000000000002418146538092173;0.0000000000000004474687163103485;M07780_2.00;;['Zfp661']
1392;M04147_2.00;8.196291;0.4245439;0.0000000000000002479170314084311;0.0000000000000004584787905566742;M04147_2.00;;['Usf1']
1393;M10681_2.00;8.194804;0.4291348;0.0000000000000002510023997708945;0.0000000000000004638993338113582;M10681_2.00;;['Nkx2-1', 'Nkx2-5', 'Nkx2-2', 'Nkx2-6', 'Nkx2-3', 'Nkx2-4', 'Nkx2-9']
1394;M03334_2.00;8.193597;0.38965228;0.00000000000000025353426588181443;0.0000000000000004684347388673524;M03334_2.00;;['Irf4', 'Irf8']
1395;M03491_2.00;8.181437;0.38226157;0.00000000000000028047948165686415;0.000000000000000518060074534515;M03491_2.00;;['Sox9', 'Sox8', 'Sox17', 'Sox10', 'Sox30', 'Sox15', 'Sox5', 'Sox3', 'Sox18', 'Sox12', 'Sox6', 'Sox14', 'Sox21', 'Sox7', 'Sox11', 'Sry', 'Sox13', 'Sox2', 'Sox4', 'Sox1']
1396;M05780_2.00;8.161828;0.35840172;0.00000000000000032999166799894645;0.0000000000000006091374743234082;M05780_2.00;;['Tcf7', 'Tcf7l2', 'Lef1', 'Tcf7l1']
1397;M00454_2.00;8.156568;0.38750958;0.000000000000000344679915943534;0.00000000000000063605554295318;M00454_2.00;Irx3;['Irx3', 'Irx1']
1398;M04560_2.00;8.155769;0.36818916;0.00000000000000034696278803871017;0.0000000000000006400718427192647;M04560_2.00;;['Zfp449']
1399;M09091_2.00;8.141821;0.3308668;0.00000000000000038937782658188707;0.0000000000000007174381890513079;M09091_2.00;;['Foxo4', 'Foxo1', 'Foxo3', 'Foxo6']
1400;M08989_2.00;8.130847;0.39384902;0.0000000000000004263021509549401;0.0000000000000007849911622299479;M08989_2.00;Hinfp;['Hinfp']
1401;M03809_2.00;8.127408;0.42553192;0.00000000000000043856750637934745;0.000000000000000807082308251345;M03809_2.00;;['Nkx2-1', 'Nkx2-5', 'Nkx2-2', 'Nkx2-6', 'Nkx2-3', 'Nkx2-4', 'Nkx2-9']
1402;M03802_2.00;8.125381;0.41247174;0.0000000000000004459581831002361;0.0000000000000008204320933511226;M03802_2.00;;['Six2', 'Six4', 'Six5', 'Six1']
1403;M07942_2.00;8.121134;0.33823323;0.0000000000000004618475969836117;0.0000000000000008491444354201897;M07942_2.00;;['E2f4', 'E2f3', 'E2f2', 'E2f1', 'E2f5', 'E2f6']
1404;M07992_2.00;8.120573;0.3636833;0.0000000000000004639859215730295;0.0000000000000008528151993704766;M07992_2.00;;['Pparg', 'Rarg', 'Nr1h3', 'Ppard', 'Nr2f6', 'Nr2c2', 'Nr2c1', 'Rxrg', 'Rxra', 'Rarb', 'Esr1', 'Nr1d1', 'Esr2', 'Nr1d2', 'Ppara', 'Nr4a1', 'Nr5a2', 'Rorc', 'Nr2f2', 'Rora', 'Rorb', 'Rara', 'Rxrb', 'Nr1h4', 'Nr1h5', 'Thra', 'Nr1h2', 'Nr6a1', 'Nr2f1']
1405;M04475_2.00;8.119948;0.3704784;0.0000000000000004663824872471631;0.0000000000000008569582274074057;M04475_2.00;;['Zfp787']
1406;M00662_2.00;8.117156;0.38004807;0.0000000000000004772341110065719;0.0000000000000008766297934005875;M00662_2.00;;['E2f4', 'E2f3', 'E2f2', 'E2f1', 'E2f5', 'E2f6']
1407;M04216_2.00;8.109718;0.34990525;0.0000000000000005073731211323779;0.0000000000000009314230618101712;M04216_2.00;;['Hes5']
1408;M10586_2.00;8.108058;0.38610923;0.0000000000000005143516484627743;0.0000000000000009439459303799588;M10586_2.00;;['Gata6', 'Gata2', 'Gata3', 'Gata5', 'Gata4', 'Gata1']
1409;M08768_2.00;8.10657;0.39578098;0.0000000000000005206854369819787;0.0000000000000009546957981736646;M08768_2.00;Mycn;['Mycn']
1410;M09468_2.00;8.106225;0.41358054;0.0000000000000005221650837029808;0.0000000000000009571169806125347;M09468_2.00;Npas2;['Npas2']
1411;M05241_2.00;8.104566;0.39129898;0.0000000000000005293440367604278;0.0000000000000009699802063001867;M05241_2.00;;['A1JVI6_MOUSE', 'Lhx2', 'Sebox', 'Meox1', 'Dlx3', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Phox2a', 'Phox2b', 'Alx3', 'Hoxa2', 'Lhx1', 'Hoxb1', 'Lhx9', 'Dlx4', 'Vsx2', 'Barx1', 'Msx2', 'Otp', 'Dlx2', 'Esx1', 'Rax', 'Lbx1', 'Msx3', 'Lhx4', 'Mixl1', 'Prrx1', 'Lmx1a', 'Barhl1', 'Lhx6', 'Lhx3', 'Shox2', 'Nkx1-1', 'Uncx', 'Lhx5', 'Pdx1', 'Nobox', 'Dlx6', 'Dlx5', 'Hoxa1', 'Isx', 'Barx2', 'Vsx1', 'Emx1', 'Barhl2', 'Gbx2', 'Vax2', 'Lbx2', 'Arx', 'Gsx2', 'Alx1', 'Lmx1b', 'En2', 'Prrx2', 'Alx4', 'Hesx1', 'Prrxl1', 'Dlx1', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Gsx1', 'Bsx', 'En1', 'Gbx1', 'Noto', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Lhx8']
1412;M09424_2.00;8.095639;0.4126342;0.000000000000000569642299246158;0.000000000000001043505570413157;M09424_2.00;Stat4;['Stat4']
1413;M04239_2.00;8.090401;0.3780877;0.0000000000000005946880963590954;0.0000000000000010890542665967111;M04239_2.00;;['Creb3l1', 'Creb3']
1414;M05756_2.00;8.090282;0.3553839;0.0000000000000005952673556659205;0.0000000000000010897832197792528;M05756_2.00;;['Tcf7', 'Tcf7l2', 'Lef1', 'Tcf7l1']
1415;M03097_2.00;8.088147;0.48083305;0.0000000000000006057896051642635;0.000000000000001108709277376105;M03097_2.00;;['Hoxa4', 'Sebox', 'Meox1', 'Dlx3', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Phox2a', 'Nanog', 'Phox2b', 'Alx3', 'Hoxa2', 'Lhx1', 'Hoxb1', 'Dlx4', 'Vsx2', 'Barx1', 'Msx2', 'Otp', 'Hoxc5', 'Dlx2', 'Rax', 'Msx3', 'Lhx4', 'Mixl1', 'Prrx1', 'Barhl1', 'Lhx3', 'Shox2', 'Nkx1-1', 'Uncx', 'Lhx5', 'Pdx1', 'Dlx6', 'Dlx5', 'Hoxa1', 'Isx', 'Barx2', 'Vsx1', 'Emx1', 'Barhl2', 'Gbx2', 'Vax2', 'Arx', 'Gsx2', 'Meox2', 'Alx1', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'En2', 'Prrx2', 'Alx4', 'Hesx1', 'Prrxl1', 'Dlx1', 'Hoxd1', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Gsx1', 'Bsx', 'En1', 'Gbx1', 'Noto', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Hoxd4']
1416;M04725_2.00;8.072991;0.405253;0.0000000000000006859660514562035;0.0000000000000012543021688834322;M04725_2.00;;['Elf3', 'Etv3', 'Etv1', 'Etv2', 'Elk3', 'Gabpa', 'Elk1', 'Ehf', 'Etv5', 'Fli1', 'Etv4', 'Ets2', 'Spdef', 'Elk4', 'Elf5', 'Etv6', 'Elf4', 'Ets1', 'Elf1', 'Elf2', 'Erg', 'Erf', 'Fev', 'XP_911724.4']
1417;M05416_2.00;8.05929;0.38396704;0.0000000000000007673892348404149;0.0000000000000014019073081197615;M05416_2.00;;['Pax3', 'Pax7']
1418;M08017_2.00;8.05376;0.41040102;0.0000000000000008028870793433315;0.0000000000000014658660883942914;M08017_2.00;;['Stat3']
1419;M08018_2.00;8.05376;0.41040102;0.0000000000000008028870793433315;0.0000000000000014658660883942914;M08018_2.00;;['Stat3']
1420;M02229_2.00;8.040425;0.38089514;0.0000000000000008952734263259338;0.0000000000000016320625601467615;M02229_2.00;;['Irx3', 'Irx1']
1421;M09486_2.00;8.036824;0.33848968;0.0000000000000009219648296272802;0.0000000000000016802110561752919;M09486_2.00;;['Nfe2l2', 'Nfe2l3', 'Nfe2l1', 'Nfe2']
1422;M02967_2.00;8.035811;0.42383057;0.0000000000000009296171221500235;0.0000000000000016931306397971658;M02967_2.00;;['Etv3', 'Etv1', 'Etv2', 'Elk3', 'Gabpa', 'Elk1', 'Etv5', 'Fli1', 'Etv4', 'Ets2', 'Elk4', 'Elf4', 'Ets1', 'Elf1', 'Elf2', 'Erg', 'Erf', 'Fev', 'XP_911724.4']
1423;M05536_2.00;8.013443;0.3851233;0.0000000000000011154091483341554;0.0000000000000020296734094044205;M05536_2.00;;['Irf5']
1424;M07788_2.00;8.007072;0.3927148;0.0000000000000011747157327971646;0.0000000000000021369450747253922;M07788_2.00;;['Usf2']
1425;M05705_2.00;7.987431;0.39702263;0.0000000000000013777948198554104;0.000000000000002502584731685424;M05705_2.00;;['Nfatc4', 'Nfatc2', 'Nfatc3', 'Nfatc1']
1426;M03347_2.00;7.975735;0.38254368;0.0000000000000015147657858045536;0.000000000000002750543911783993;M03347_2.00;;['Mybl2']
1427;M04973_2.00;7.970227;0.3848832;0.0000000000000015838377086095042;0.000000000000002873363493085236;M04973_2.00;;['Hoxb6', 'Hoxa4', 'Meox1', 'Mnx1', 'Hoxc8', 'Hoxc6', 'Evx2', 'Evx1', 'Vax1', 'Hoxa2', 'Hoxb1', 'Hoxb9', 'Barx1', 'Otp', 'Hoxc5', 'Hoxd8', 'Nkx1-1', 'Pdx1', 'Hoxa1', 'Isx', 'Barx2', 'Emx1', 'Gbx2', 'Vax2', 'Gsx2', 'Hoxc9', 'Meox2', 'Hoxa9', 'Hoxa7', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'Hoxb7', 'En2', 'Hmx3', 'Hoxd1', 'Hoxa6', 'Hoxd9', 'Emx2', 'Nkx1-2', 'Hoxb3', 'Hmx2', 'Gsx1', 'Bsx', 'Hoxb8', 'En1', 'Hmx1', 'Gbx1', 'Noto', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Hoxd4']
1428;M04970_2.00;7.970227;0.3848832;0.0000000000000015838377086095042;0.000000000000002873363493085236;M04970_2.00;;['Hoxb6', 'Hoxa4', 'Meox1', 'Mnx1', 'Hoxc8', 'Hoxc6', 'Evx2', 'Evx1', 'Vax1', 'Hoxa2', 'Hoxb1', 'Hoxb9', 'Barx1', 'Otp', 'Hoxc5', 'Hoxd8', 'Nkx1-1', 'Pdx1', 'Hoxa1', 'Isx', 'Barx2', 'Emx1', 'Gbx2', 'Vax2', 'Gsx2', 'Hoxc9', 'Meox2', 'Hoxa9', 'Hoxa7', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'Hoxb7', 'En2', 'Hmx3', 'Hoxd1', 'Hoxa6', 'Hoxd9', 'Emx2', 'Nkx1-2', 'Hoxb3', 'Hmx2', 'Gsx1', 'Bsx', 'Hoxb8', 'En1', 'Hmx1', 'Gbx1', 'Noto', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Hoxd4']
1429;M02774_2.00;7.9595327;0.35983288;0.0000000000000017268995719038519;0.000000000000003130070532076481;M02774_2.00;;['Mnt']
1430;M02462_2.00;7.9484944;0.38756695;0.000000000000001887920242351492;0.0000000000000034198651618981545;M02462_2.00;;['Gmeb1', 'Gmeb2']
1431;M04975_2.00;7.9336395;0.4642036;0.000000000000002128150457779444;0.000000000000003853868368890568;M04975_2.00;;['Hoxb6', 'Hoxa10', 'Hoxa4', 'Mnx1', 'Hoxc8', 'Hoxc6', 'Hoxb9', 'Hoxc10', 'Hoxc5', 'Hoxd8', 'Pdx1', 'Hoxc9', 'Hoxa9', 'Hoxa7', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'Hoxb7', 'Hoxa6', 'Hoxd9', 'Hoxd10', 'Hoxb8', 'Hoxc4', 'Hoxd4']
1432;M04775_2.00;7.9290257;0.37254885;0.000000000000002208715884636165;0.0000000000000039973570057784815;M04775_2.00;;['Etv3', 'Etv1', 'Etv2', 'Elk3', 'Gabpa', 'Elk1', 'Etv5', 'Fli1', 'Etv4', 'Ets2', 'Elk4', 'Elf4', 'Ets1', 'Elf1', 'Elf2', 'Erg', 'Erf', 'Fev', 'XP_911724.4']
1433;M08014_2.00;7.9245844;0.38248548;0.0000000000000022891038854861905;0.000000000000004141597703764726;M08014_2.00;;['Stat1']
1434;M04773_2.00;7.916575;0.3818021;0.000000000000002441423311131151;0.0000000000000044145278993213295;M04773_2.00;;['Etv3', 'Etv1', 'Etv2', 'Elk3', 'Gabpa', 'Elk1', 'Etv5', 'Fli1', 'Etv4', 'Ets2', 'Elk4', 'Elf4', 'Ets1', 'Elf1', 'Elf2', 'Erg', 'Erf', 'Fev', 'XP_911724.4']
1435;M05286_2.00;7.915023;0.37349916;0.0000000000000024720782600263026;0.0000000000000044686139632696675;M05286_2.00;;['Six2', 'Six4', 'Six5', 'Six1']
1436;M08800_2.00;7.897193;0.35946336;0.000000000000002852548131953473;0.0000000000000051486267903866105;M08800_2.00;;['Bach1', 'Bach2']
1437;M07810_2.00;7.892773;0.40009028;0.000000000000002955446303711753;0.000000000000005332749496106355;M07810_2.00;;['Usf1']
1438;M01661_2.00;7.8604765;0.3866041;0.0000000000000038267461198991;0.0000000000000068966290575586415;M01661_2.00;Arid5b;['Arid5b', 'Arid5a']
1439;M00709_2.00;7.8561864;1.0978388;0.000000000000003960062268256509;0.000000000000007134755686427395;M00709_2.00;;['Rfx6', 'Rfx4', 'Rfx2', 'Rfx1', 'Rfx3', 'Rfx8']
1440;M02017_2.00;7.852133;0.3693114;0.00000000000000409020479788195;0.00000000000000736481786061738;M02017_2.00;;['Trps1']
1441;M06188_2.00;7.846668;0.39931768;0.0000000000000042723774890288805;0.000000000000007688234057157298;M06188_2.00;;['Etv3', 'Etv1', 'Etv2', 'Elk3', 'Gabpa', 'Elk1', 'Etv5', 'Fli1', 'Etv4', 'Ets2', 'Elk4', 'Elf4', 'Ets1', 'Elf1', 'Elf2', 'Erg', 'Erf', 'Fev', 'XP_911724.4']
1442;M09186_2.00;7.845169;0.37940553;0.000000000000004323702235082497;0.000000000000007775940562735088;M09186_2.00;Cdx1;['Cdx1', 'Cdx2', 'Cdx4']
1443;M09140_2.00;7.845169;0.37940553;0.000000000000004323702235082497;0.000000000000007775940562735088;M09140_2.00;;['Cdx1', 'Cdx2', 'Cdx4']
1444;M08076_2.00;7.83951;0.3652379;0.000000000000004523088889438829;0.000000000000008132094643074774;M08076_2.00;;['Cebpa', 'Cebpe', 'Cebpb']
1445;M08801_2.00;7.818284;0.3701408;0.00000000000000535482054735724;0.000000000000009621718186975333;M08801_2.00;;['Atf3', 'Jdp2']
1446;M02730_2.00;7.816042;0.38934284;0.0000000000000054510218189878335;0.000000000000009791650304478145;M02730_2.00;;['Xbp1']
1447;M04243_2.00;7.8116436;0.37502477;0.00000000000000564469198472011;0.000000000000010133485849584102;M04243_2.00;;['Creb3l1', 'Creb3']
1448;M00996_2.00;7.8114715;0.37470555;0.000000000000005652423341609429;0.000000000000010144337205741303;M00996_2.00;Cebpg;['Cebpg']
1449;M08733_2.00;7.7829695;0.41019467;0.00000000000000708418413158525;0.000000000000012686865073567605;M08733_2.00;;['Usf1']
1450;M05257_2.00;7.782937;0.3774241;0.000000000000007085995973081741;0.000000000000012686865073567605;M05257_2.00;;['Nkx3-1', 'Nkx3-2']
1451;M05014_2.00;7.782937;0.3774241;0.000000000000007085995973081741;0.000000000000012686865073567605;M05014_2.00;;['Nkx3-1', 'Nkx3-2']
1452;M02541_2.00;7.7791533;0.33710206;0.00000000000000730116018955991;0.000000000000013068207553575386;M02541_2.00;;['Thap12']
1453;M09411_2.00;7.774884;0.38564193;0.000000000000007551635351073462;0.000000000000013504470711078146;M09411_2.00;;['Stat1']
1454;M09595_2.00;7.7712517;0.3548775;0.000000000000007771438820684155;0.000000000000013889281743713078;M09595_2.00;;['Irf4', 'Irf8']
1455;M10126_2.00;7.762121;0.3646844;0.000000000000008352066600030026;0.000000000000014913696120124874;M10126_2.00;;['Mecom']
1456;M06277_2.00;7.755998;0.36659312;0.000000000000008765138902706634;0.000000000000015642001590764893;M06277_2.00;;['Lhx2', 'Hoxa4', 'Sebox', 'Meox1', 'Dlx3', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Phox2a', 'Nanog', 'Phox2b', 'Alx3', 'Hoxa2', 'Hoxb1', 'Lhx9', 'Dlx4', 'Vsx2', 'Barx1', 'Msx2', 'Otp', 'Hoxc5', 'Dlx2', 'Rax', 'Msx3', 'Lhx4', 'Mixl1', 'Prrx1', 'Lhx3', 'Shox2', 'Nkx1-1', 'Uncx', 'Pdx1', 'Dlx6', 'Dlx5', 'Hoxa1', 'Isx', 'Barx2', 'Vsx1', 'Emx1', 'Gbx2', 'Vax2', 'Arx', 'Gsx2', 'Meox2', 'Alx1', 'Hoxa7', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'Hoxb7', 'En2', 'Prrx2', 'Hmx3', 'Alx4', 'Prrxl1', 'Dlx1', 'Hoxd1', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Gsx1', 'Bsx', 'En1', 'Hmx1', 'Gbx1', 'Noto', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Hoxd4']
1457;M04298_2.00;7.7507157;0.36250275;0.000000000000009137592725844215;0.000000000000016301834070966213;M04298_2.00;;['Creb3l2']
1458;M04738_2.00;7.74676;0.35840803;0.000000000000009426712998284145;0.000000000000016807664385318955;M04738_2.00;;['Etv3', 'Etv1', 'Etv2', 'Elk3', 'Gabpa', 'Elk1', 'Etv5', 'Fli1', 'Etv4', 'Ets2', 'Elk4', 'Elf4', 'Ets1', 'Elf1', 'Elf2', 'Erg', 'Erf', 'Fev', 'XP_911724.4']
1459;M06012_2.00;7.7281537;0.36833635;0.000000000000010911763780847625;0.000000000000019438195313393846;M06012_2.00;;['Arnt', 'Arnt2']
1460;M05157_2.00;7.7171044;0.37738955;0.000000000000011900233974558042;0.000000000000021186502996741286;M05157_2.00;;['Lhx2', 'Sebox', 'Phox2a', 'Phox2b', 'Alx3', 'Lhx9', 'Vsx2', 'Otp', 'Rax', 'Lhx4', 'Mixl1', 'Prrx1', 'Lmx1a', 'Lhx6', 'Lhx3', 'Shox2', 'Uncx', 'Nobox', 'Isx', 'Vsx1', 'Arx', 'Alx1', 'Lmx1b', 'En2', 'Prrx2', 'Alx4', 'Hesx1', 'Prrxl1', 'Prop1', 'En1', 'Lhx8']
1461;M01210_2.00;7.706033;0.39043084;0.00000000000001297887843903878;0.000000000000023086357566512636;M01210_2.00;;['Tet3', 'Cxxc4', 'Cxxc5']
1462;M05480_2.00;7.7006435;0.34940106;0.000000000000013538286421530427;0.000000000000024067175447556602;M05480_2.00;;['Pou3f2']
1463;M04426_2.00;7.685185;0.3707036;0.000000000000015277605406018202;0.00000000000002715115807086095;M04426_2.00;;['Bcl6']
1464;M00363_2.00;7.6798706;0.39600077;0.00000000000001592494561606691;0.000000000000028293241635162896;M00363_2.00;;['Pou6f2']
1465;M08843_2.00;7.6775527;0.35065347;0.000000000000016215635022343046;0.00000000000002880118990678414;M08843_2.00;Nfe2;['Nfe2l2', 'Nfe2l3', 'Nfe2l1', 'Nfe2']
1466;M02717_2.00;7.6640997;0.36112583;0.000000000000018009014888291036;0.00000000000003197703440749404;M02717_2.00;;['Sox9', 'Sox8', 'Sox17', 'Sox10', 'Sox30', 'Sox15', 'Sox5', 'Sox3', 'Sox18', 'Sox12', 'Sox6', 'Sox14', 'Sox21', 'Sox7', 'Sox11', 'Sry', 'Sox13', 'Sox2', 'Sox4', 'Sox1']
1467;M00224_2.00;7.638422;0.2671808;0.000000000000021990027947425315;0.000000000000038965241035891526;M00224_2.00;;['Klf6', 'Klf4', 'Klf5', 'Klf7', 'Klf3', 'Klf8', 'Klf1', 'Klf2', 'Klf12']
1468;M02452_2.00;7.611526;0.94660324;0.000000000000027087817685220025;0.000000000000047970004581541004;M02452_2.00;;['Rfx6', 'Rfx4', 'Rfx2', 'Rfx1', 'Rfx3', 'Rfx8']
1469;M01960_2.00;7.608917;0.3655472;0.000000000000027640137577664325;0.00000000000004893370249987438;M01960_2.00;;['E2f4', 'E2f3', 'E2f2', 'E2f1', 'E2f5', 'E2f6']
1470;M07807_2.00;7.5942893;0.37658828;0.00000000000003094868020580875;0.00000000000005474275375227465;M07807_2.00;;['Usf1']
1471;M01935_2.00;7.594009;0.3258349;0.00000000000003101573154875622;0.000000000000054845224796889126;M01935_2.00;;['Dmrtc2', 'Dmrt1', 'Dmrtb1', 'Dmrt3', 'Dmrta1', 'Dmrta2', 'Dmrt2']
1472;M06526_2.00;7.5905914;0.2542543;0.000000000000031844821964646696;0.000000000000056278213134112615;M06526_2.00;;['Six6', 'Six3']
1473;M09170_2.00;7.570541;0.37027684;0.000000000000037167307737922945;0.00000000000006558808354925722;M09170_2.00;Hoxa10;['Hoxb6', 'Hoxa10', 'Hoxc11', 'Hoxc8', 'Hoxc6', 'Hoxd12', 'Hoxb9', 'Hoxc10', 'Hoxd8', 'Hoxc9', 'Hoxa11', 'Hoxa9', 'Hoxd11', 'Hoxa6', 'Hoxd9', 'Hoxc12', 'Hoxd10', 'Hoxb8']
1474;M09130_2.00;7.570541;0.37027684;0.000000000000037167307737922945;0.00000000000006558808354925722;M09130_2.00;;['Hoxb6', 'Hoxa10', 'Hoxc11', 'Hoxc8', 'Hoxc6', 'Hoxb9', 'Hoxc10', 'Hoxc5', 'Hoxd8', 'Hoxc9', 'Hoxa11', 'Hoxa9', 'Hoxa7', 'Hoxa5', 'Hoxb5', 'Hoxd11', 'Hoxa6', 'Hoxd9', 'Hoxd10', 'Hoxb8']
1475;M03484_2.00;7.5649033;0.36030436;0.00000000000003881537463196141;0.00000000000006845620616909559;M03484_2.00;;['Sox9', 'Sox8', 'Sox17', 'Sox10', 'Sox30', 'Sox15', 'Sox5', 'Sox3', 'Sox18', 'Sox12', 'Sox6', 'Sox14', 'Sox21', 'Sox7', 'Sox11', 'Sry', 'Sox13', 'Sox2', 'Sox4', 'Sox1']
1476;M04810_2.00;7.562855;0.35924044;0.00000000000003943172265846195;0.00000000000006952283203400475;M04810_2.00;;['Foxj2', 'Foxj3', 'Foxj1', 'Foxk2', 'Foxp3', 'Foxi1', 'Foxi2', 'Foxi3']
1477;M04543_2.00;7.547774;0.3526833;0.00000000000004427606748683197;0.00000000000007804111074613349;M04543_2.00;;['Zfp296']
1478;M05764_2.00;7.5409393;0.36857915;0.00000000000004665976910787703;0.00000000000008214632652657272;M05764_2.00;;['Cic', 'Bbx']
