moscot driver genes epsilon progenitors;Eps_progenitors_pull_corr;Eps_progenitors_pull_pval;Eps_progenitors_pull_qval;Eps_progenitors_pull_ci_low;Eps_progenitors_pull_ci_high
4930589L23Rik;0.0193770156551084;0.163000583614483;0.450419344660062;-0.00784737218545284;0.0465726997818225
Zfp758;0.0193719209432908;0.163111240378488;0.450663175553703;-0.00785246849633021;0.0465676142103406
Uba3;0.0193694126097015;0.163165741996227;0.450689875151161;-0.00785497761668203;0.0465651103763919
Ywhae;0.019368264998457;0.163190682119048;0.450696837840257;-0.00785612558777144;0.0465639648237062
Mtmr14;0.0193624244240868;0.163317655202082;0.450923612488319;-0.00786196799239934;0.0465581347249167
Lipt2;0.0193608949012;0.163350919065463;0.450953519084456;-0.0078634979942848;0.0465566079450567
Cd14;0.0193536743912747;0.163508018715608;0.451140778129723;-0.00787072076372662;0.0465494003825861
Gpr20;0.0193496383572391;0.163595881982447;0.451257960413437;-0.00787475805952189;0.0465453715845296
Gm16892;0.01934647438267;0.163664785643511;0.451386086677392;-0.00787792302260365;0.0465422132818545
Ddx3y;0.0193353268402713;0.163907726197769;0.45197972128276;-0.00788907404345486;0.0465310857187472
Hgd;0.0193335040303661;0.163947476873794;0.45197972128276;-0.00789089742150123;0.0465292661751488
Ptcd2;0.0193233141490519;0.164169825071032;0.452210655842306;-0.00790109047550619;0.0465190945498352
Lpar2;0.0193214190682524;0.164211201693719;0.452210655842306;-0.00790298614572844;0.046517202863605
Zfp775;0.0193008133118443;0.164661608604404;0.452865295326813;-0.00792359829846781;0.0464966340047301
Casq1;0.0192930257867627;0.164832072628798;0.4530323183076;-0.00793138823488847;0.0464888604183133
Tmcc1;0.0192865541791316;0.16497383306972;0.453255291266993;-0.00793786184388234;0.0464824003915185
Dtl;0.0192738718649012;0.16525190496294;0.453895210475472;-0.00795054807353604;0.0464697407654858
Atp5j;0.0192719440710894;0.165294204546936;0.453949370765991;-0.00795247646175021;0.0464678164196619
Slc5a5;0.0192656959951524;0.165431355593855;0.454245118714312;-0.00795872646278336;0.0464615795174385
Uprt;0.01926497965136;0.165447085471133;0.454245118714312;-0.00795944302715273;0.0464608644545802
Gm48089;0.0192619768025671;0.165513035946242;0.454302097436826;-0.00796244680028005;0.0464578669750449
Septin1;0.0192604021222646;0.165547627979356;0.454335012323414;-0.00796402196510295;0.046456295110161
3110045C21Rik;0.0192576387241703;0.165608346499019;0.454432789381224;-0.00796678621315302;0.0464535366525042
Gm15910;0.0192533161105102;0.165703358334812;0.454514205567572;-0.00797111015551208;0.0464492217660349
Cidea;0.0192514155819787;0.165745145270357;0.454566801551159;-0.00797301126791204;0.046447324634605
Nr1i3;0.0192443820981426;0.165899859468494;0.454804974075432;-0.00798004691081893;0.0464403037210702
Snx22;0.0192403794768612;0.165987952832572;0.454860389284786;-0.00798405075958285;0.0464363082521076
Spast;0.0192310034827693;0.166194446001408;0.455178058306038;-0.00799342962559038;0.0464269490086544
Arrdc4;0.0192196507754967;0.16644473191591;0.455677304331411;-0.00800478580384528;0.0464156165771173
Faf2;0.0192120827558468;0.166611736532813;0.455980751652578;-0.00801235613344416;0.0464080620699287
Pnpla8;0.0192092350305355;0.166674610306654;0.456058213011389;-0.00801520472714449;0.0464052194283359
Mylip;0.0192056450078404;0.166753898367262;0.456152283096818;-0.00801879584395599;0.0464016358138704
Akr1cl;0.0192018975691058;0.16683669329493;0.456315380314013;-0.00802254442403309;0.0463978950636079
Oaz2;0.0191932570713095;0.167027711885705;0.456775689299189;-0.00803118755051521;0.0463892699845656
Pram1;0.0191750235373649;0.167431346256809;0.457313277683799;-0.00804942661827172;0.0463710689746025
Fam222a;0.0191741015703541;0.167451775209194;0.457313277683799;-0.00805034886461506;0.0463701486516664
Zfp513;0.0191702632228266;0.167536845462044;0.457421323417557;-0.00805418837456639;0.0463663171482805
Bri3;0.0191611889250603;0.16773809042392;0.457612040742942;-0.00806326541724508;0.0463572590276749
A430073D23Rik;0.0191610507695367;0.167741155765756;0.457612040742942;-0.0080634036145251;0.0463571211184128
Dio3;0.0191584051279802;0.167799864361106;0.457658120449198;-0.00806605005550525;0.0463544801924991
Serpine3;0.0191581421469948;0.167805700931753;0.457658120449198;-0.00806631311593377;0.0463542176802354
Ddx3x;0.019155308747049;0.167868594760847;0.457705460528592;-0.008069147371574;0.0463513893301345
Ndufs7;0.019152505876766;0.167930828322188;0.457750975154027;-0.00807195108790099;0.0463485914548557
Adpgk;0.019138725612951;0.168237050456781;0.458225317804492;-0.00808573550505126;0.0463348357426876
Tsfm;0.0191303649761789;0.16842304290116;0.45852010929877;-0.00809409865665437;0.046326489996641
Hars;0.0191113538124837;0.168846543346328;0.459250718561933;-0.00811311552462104;0.0463075126786772
Tube1;0.0191066436607976;0.168951591957048;0.459412126756736;-0.00811782708653732;0.0463028109094786
Apool;0.0190998703900398;0.16910273938765;0.459698765369836;-0.00812460238310895;0.0462960496907548
Cpsf4l;0.0190902251270035;0.169318151096312;0.460097700931221;-0.00813425052662741;0.0462864215857375
Jag2;0.0190857251700673;0.169418720874337;0.460246560234703;-0.0081387518257065;0.0462819296320742
Nol7;0.0190665562349287;0.169847630136541;0.461153124248896;-0.00815792646575049;0.0462627947769891
Tinf2;0.0190465436967499;0.170296282868376;0.462068588811307;-0.00817794493853965;0.0462428177973934
Gm28989;0.0190366835014585;0.170517660645717;0.46248199297907;-0.00818780804979458;0.0462329751138479
Sirt4;0.0190308847025851;0.170647953929904;0.462772941839048;-0.00819360856107776;0.0462271866111983
Pdhx;0.0190226021702379;0.170834183523181;0.463049903640482;-0.0082018935361145;0.0462189187819717
Zfp994;0.0190076389453761;0.17117101165482;0.463878518104185;-0.00821686116446386;0.0462039821103248
Mfhas1;0.018984160526959;0.171700521712261;0.465000079210776;-0.00824034646769478;0.0461805453313755
Hpse2;0.0189784526774849;0.171829436140999;0.46516121125;-0.00824605598640088;0.0461748476003679
Notch2;0.0189663238322631;0.172103612116847;0.465532916152465;-0.0082581883727493;0.0461627402504185
Zfp385c;0.0189528647913642;0.172408240382174;0.465975108416623;-0.00827165133375553;0.0461493050528704
Cnot7;0.0189392611663281;0.172716550623696;0.466557486856781;-0.00828525891098167;0.0461357255173247
Gm41505;0.0189326633676082;0.172866230340439;0.466836355257099;-0.00829185862289449;0.0461291393984598
Arhgap27os2;0.0189290459556665;0.172948337213029;0.466959887930983;-0.0082954770827865;0.0461255283892938
Kcnd3;0.0189255323657638;0.173028115465248;0.466959887930983;-0.00829899168988015;0.0461220210177226
Cryba4;0.0189081201391775;0.173423876814032;0.467965126925166;-0.00831640894741287;0.0461046395973007
Sh3gl2;0.0188962378486896;0.173694336541892;0.468424125762862;-0.00832829466158999;0.0460927783198171
Ccdc59;0.0188957010088701;0.173706563298999;0.468424125762862;-0.00832883165590957;0.0460922424291804
Cr1l;0.018887034953182;0.173904025383725;0.468757391028295;-0.00833750020347646;0.0460835916937202
Gm50169;0.0188837903175597;0.173977999765645;0.46889391731985;-0.00834074577102396;0.0460803527930554
Csde1;0.0188580877437283;0.174564822667639;0.470095520036528;-0.00836645570688718;0.0460546956288249
Hmbox1;0.0188557819822925;0.174617538289995;0.47011334836531;-0.00836876212700685;0.0460523939393014
Sema4c;0.01884985106043;0.174753188959409;0.47037035182726;-0.00837469474181723;0.0460464734899597
1500032F14Rik;0.0188475900596075;0.174804922742618;0.47037035182726;-0.00837695638752499;0.0460442164809947
Hspg2;0.0188364718041728;0.175059484944707;0.470832214874011;-0.00838807781006881;0.0460331178510978
Vti1a;0.0188349067285912;0.175095340914197;0.470832214874011;-0.00838964333093193;0.0460315555375912
Tmem28;0.0188312298495817;0.175179599972166;0.470919809649887;-0.00839332125552944;0.0460278851470841
Gm47320;0.0188204667637876;0.175426419803042;0.471218241221346;-0.00840408739777051;0.0460171410504347
Dcun1d5;0.0188167047168336;0.175512752462297;0.471324186848725;-0.00840785051156307;0.0460133856393176
Rimbp3;0.0188132991300898;0.175590932276122;0.47147115153558;-0.00841125706339577;0.046009986058991
Srgn;0.0188089151669143;0.175691610257331;0.471479700071918;-0.00841564226798607;0.0460056098268633
Car5a;0.0188080544368361;0.175711382029488;0.471479700071918;-0.00841650324167581;0.046004750614546
Faf1;0.018771814848067;0.176545345187713;0.473527828460119;-0.00845275305067073;0.0459685748920262
Riiad1;0.0187584071596551;0.176854635656885;0.47385162476481;-0.00846616450216191;0.0459551908143576
Ndst2;0.0187510281900378;0.177025026863527;0.47411858713529;-0.00847354553862505;0.0459478248348322
Prmt6;0.0187326797081003;0.177449250072061;0.474938393582566;-0.00849189914710366;0.0459295086411244
Gm48899;0.0187261742151566;0.177599840891981;0.475146836047838;-0.00849840645326864;0.0459230145916494
Appl1;0.0187250491593267;0.177625893618036;0.475146836047838;-0.00849953182244209;0.0459218915146125
Rab9;0.0187237042389961;0.177657041441515;0.475146836047838;-0.0085008771172609;0.0459205489596913
Rarres2;0.018712278767993;0.177921814817679;0.475482661976771;-0.00851230576567087;0.0459091435795333
Utp11;0.0187120518722402;0.177927075862086;0.475482661976771;-0.00851253272445102;0.0459089170826881
Ythdc1;0.0187117647822188;0.177933732800238;0.475482661976771;-0.00851281989421661;0.0459086304973984
Chn1;0.0187116484343585;0.177936430684537;0.475482661976771;-0.00851293627439326;0.0459085143540875
Luzp1;0.0186772465095154;0.17873548127061;0.477071852599749;-0.0085473477222322;0.0458741728784884
Ypel1;0.0186702648964298;0.178897967797678;0.477290756023453;-0.00855433126006771;0.0458672035252776
Plin5;0.0186671537368509;0.178970410714672;0.477345197515061;-0.00855744327650198;0.0458640978281143
Ncbp3;0.0186663294205143;0.178989608459858;0.477345197515061;-0.00855826781977798;0.0458632749589824
Gm20717;0.0186547602772932;0.179259207178628;0.477932802485468;-0.00856984014415097;0.0458517261231436
Gm30074;0.0186425168308243;0.179544847957407;0.478296199913624;-0.00858208694924169;0.0458395041597474
Dpf2;0.0186390925677403;0.179624796834974;0.478404516530668;-0.00858551215020796;0.0458360859036201
Ndufs6;0.0186354674679064;0.179709463622385;0.478503224794809;-0.00858913824223571;0.0458324671623635
Usp39;0.0186263850651343;0.17992171980335;0.478751334640206;-0.00859822312772759;0.0458234006873724
Kdsr;0.0186211046683258;0.180045208503553;0.479016520188847;-0.00860350496589264;0.0458181295487194
Arhgef37;0.0186146301228259;0.180196709772418;0.479356154102809;-0.00860998127663511;0.0458116663530169
Cnbp;0.0186085368244465;0.180339376499587;0.479486027827362;-0.00861607623422632;0.0458055837340337
Ube2b;0.0186084701954715;0.180340936994612;0.479486027827362;-0.00861614288133333;0.0458055172218245
Kcnj4;0.0185965279553841;0.180620794204899;0.479774716680412;-0.00862808836739503;0.045793595906366
Phyhd1;0.018595689995651;0.18064044324499;0.479774716680412;-0.00862892655459904;0.0457927594145754
Kxd1;0.0185884081953203;0.180811258582173;0.479974743335194;-0.00863621033002196;0.045785490368938
Dut;0.0185693623605811;0.181258599652994;0.480908226055715;-0.00865526131703295;0.0457664778809813
Wdr45;0.0185672057629218;0.181309304681273;0.480979275799372;-0.00865741849684859;0.0457643250580025
Ltv1;0.0185646827162148;0.181368638864466;0.48107319528861;-0.0086599422243102;0.0457618064270491
Arhgef18;0.0185620956006457;0.181429494705203;0.481130609141029;-0.0086625300375606;0.0457592238390057
Adamtsl2;0.0185617276583256;0.181438150917681;0.481130609141029;-0.00866289807907604;0.0457588565405655
Gm17597;0.0185516856391654;0.181674517805117;0.481372209349637;-0.00867294280266505;0.0457488320915789
Gm14403;0.0185507362001246;0.18169687730911;0.481372209349637;-0.00867389249711612;0.0457478843134554
Dhrs11;0.0185405568066351;0.181936732589915;0.481746882638385;-0.00868407462589692;0.0457377227243831
Thoc5;0.0185224263513198;0.182364518734206;0.482441626544774;-0.00870220993904059;0.0457196239664663
Chmp1a;0.0185154841882206;0.182528515577133;0.4826084163054;-0.00870915395746387;0.0457126939355943
Zar1;0.0184895979137895;0.183140998683518;0.483777055339959;-0.00873504712696748;0.0456868528773205
Gm29443;0.0184844832915379;0.183262193291312;0.483988422456023;-0.00874016310723151;0.0456817471845921
Gng2;0.0184789101807199;0.183394319730156;0.484193328149624;-0.00874573769617513;0.0456761838021464
Med28;0.0184781630605814;0.18341203769882;0.484193328149624;-0.00874648501433966;0.0456754379860458
Zfp599;0.0184513061911927;0.184049791011326;0.485415495785907;-0.00877334898200941;0.0456486279730225
Llph;0.0184480318845261;0.18412765604527;0.485458555925949;-0.00877662415138899;0.04564535937626
Lin9;0.0184478160081521;0.184132790575305;0.485458555925949;-0.00877684008462143;0.0456451438763219
Txndc9;0.0184279174316439;0.184606525153038;0.486324855870991;-0.0087967438912032;0.0456252799872162
Crtc3;0.018426393735189;0.184642837628859;0.486350085779556;-0.00879826798725211;0.0456237589459981
Mmp2;0.0184237873622902;0.184704964516017;0.486392965898022;-0.00880087504338674;0.0456211571147465
Epha5;0.0184155015409163;0.184902572470615;0.486834658644998;-0.00880916303435147;0.0456128857291
Lrrc8e;0.0184118348043634;0.184990070097721;0.48695238695489;-0.00881283072982267;0.0456092253796202
Septin3;0.0184021853390301;0.185220477116518;0.487303658091005;-0.00882248271516627;0.0455995927191605
Ephb2;0.0183905702690542;0.18549809959933;0.487842529597768;-0.00883410081175254;0.0455879978705178
Gm38033;0.0183703326044185;0.185982553377384;0.488796871557793;-0.00885434373228115;0.0455677954212711
AI463170;0.0183621478631337;0.186178746847105;0.489248542204882;-0.0088625305928755;0.0455596249158673
Pigf;0.0183577896020736;0.186283279512555;0.489459256050306;-0.00886688998094932;0.0455552742337315
Dsg2;0.0183456438427101;0.186574823693637;0.489969128767237;-0.00887903887565498;0.0455431495901436
B530045E10Rik;0.0183383269297915;0.186750619866349;0.490302691807917;-0.00888635767350375;0.0455358453940352
Ripor3;0.018332791347899;0.186883699024938;0.490395901513946;-0.00889189467949476;0.0455303194310635
Glod5;0.0183123498994323;0.187375732064909;0.491174122010807;-0.00891234137231769;0.0455099134883202
Mbd4;0.0183060179960866;0.187528337037575;0.491218597693359;-0.00891867489552692;0.0455035925785541
Gm14342;0.0183054595049418;0.187541801612652;0.491218597693359;-0.00891923352944329;0.0455030350569685
Fcgr2b;0.0182964683551451;0.187758666027949;0.49139854210471;-0.00892822697538048;0.0454940595137748
BC031181;0.0182956208343906;0.187779117566949;0.49139854210471;-0.00892907471234588;0.0454932134638982
Kndc1;0.0182898084072191;0.187919421643018;0.491509775343428;-0.00893488862127025;0.0454874111231814
Rrm1;0.0182886307177599;0.187947858882089;0.491520203864531;-0.0089360666107317;0.0454862354771735
Ubald2;0.018264405428955;0.188533522558443;0.492603249804053;-0.00896029805387445;0.045462052205824
Slc44a4;0.0182506459605102;0.188866766131008;0.493106635499468;-0.00897406100361983;0.0454483165882394
Socs5;0.0182503740121845;0.188873356879366;0.493106635499468;-0.00897433302064755;0.0454480451112092
Pou2f3;0.018248002977135;0.188930826799554;0.493128591424493;-0.0089767046545187;0.0454456781850721
Dhcr7;0.0182461258280836;0.188976334890235;0.493150981959355;-0.00897858227744009;0.0454438042888311
Gm9801;0.0182455328238025;0.188990712887776;0.493150981959355;-0.00897917543138015;0.0454432123120953
Mapk11;0.0182443973006841;0.189018247061416;0.493150981959355;-0.00898031124102157;0.0454420787565343
Slc25a3;0.0182435207050975;0.189039504780162;0.493150981959355;-0.00898118805774886;0.0454412036798051
Tjap1;0.0182286237431509;0.18940103022287;0.493650837620947;-0.00899608877138303;0.0454263325231062
Casp3;0.018216052841892;0.189706501961573;0.494254770468314;-0.00900866282912258;0.0454137833884006
Xab2;0.0182040706886174;0.189998004812212;0.494791118975534;-0.0090206479830324;0.0454018219742701
Gm15860;0.0182035443894503;0.190010816221018;0.494791118975534;-0.00902117441381886;0.0454012965858618
A930017K11Rik;0.0181945559713019;0.190229714508858;0.495134443137897;-0.00903016507750292;0.0453923237198161
Gm9961;0.0181940250093212;0.190242651028286;0.495134443137897;-0.00903069617199377;0.0453917936763887
Grk2;0.0181810362282076;0.190559315388041;0.495449290900905;-0.00904368818988377;0.0453788273608304
Rras2;0.0181745181472304;0.190718371245461;0.495650802710398;-0.00905020789168928;0.0453723205501527
Mvk;0.0181741787988104;0.190726654786059;0.495650802710398;-0.00905054732443048;0.0453719817884309
Fhl2;0.018173818789256;0.190735442957152;0.495650802710398;-0.00905090742343305;0.0453716224012889
Hat1;0.0181708525769194;0.190807862326297;0.495710836953419;-0.00905387437248789;0.0453686613169013
Chil5;0.0181550697647455;0.191193536197238;0.496269460735286;-0.00906966109657844;0.0453529057818093
Asxl3;0.018154981655894;0.191195690861801;0.496269460735286;-0.00906974922723048;0.0453528178251963
Ap2s1;0.0181389851977077;0.191587173510578;0.496775009124268;-0.00908574963636294;0.0453368489994481
Dand5;0.0181334253019104;0.191723379245542;0.49701285593219;-0.00909131090212746;0.045331298704614
Mff;0.0181331825064791;0.191729328844159;0.49701285593219;-0.00909155375734555;0.0453310563284096
Peli1;0.0181319335566452;0.191759935972979;0.497028106351831;-0.00909280301467456;0.0453298095350451
Kcnip2;0.0181230680747589;0.191977299315286;0.497463218372675;-0.0091016706768256;0.0453209593580966
Akirin2;0.0181050641114691;0.192419276653791;0.498096283802567;-0.00911967905460524;0.0453029864628367
Nsmce2;0.0180901961000244;0.192784833163934;0.498594098565158;-0.00913455069830511;0.0452881440946812
4930473A02Rik;0.0180901588445682;0.192785749795899;0.498594098565158;-0.00913458796284769;0.0452881069034655
Phf20l1;0.0180851144705054;0.192909890967019;0.498786821621864;-0.0091396335665047;0.0452830712268421
Lingo3;0.0180605517463397;0.193515214428253;0.50015895547071;-0.00916420225816086;0.0452585508336316
Gm20319;0.0180555217960314;0.193639344278003;0.500351123138907;-0.00916923342643617;0.045253529547806
Exosc4;0.0180399187967623;0.194024769204321;0.501025039860562;-0.00918484019509175;0.0452379534171796
Phospho2;0.0180386987832627;0.194054929661096;0.501038562930519;-0.00918606050276421;0.0452367355040075
Asphd2;0.0180325153917784;0.194207844734193;0.501121786892717;-0.00919224538395703;0.0452305627563649
Gm47879;0.0180323554481604;0.194211801307325;0.501121786892717;-0.00919240536608125;0.0452304030880398
Cpa2;0.0180295776623761;0.194280525657697;0.501170461606145;-0.00919518382039001;0.0452276300831242
Tyw5;0.0180037605464313;0.194920112664336;0.50240587673096;-0.00922100712958248;0.0452018573811669
Uqcrc1;0.0179862149724393;0.19535566273125;0.503298076109999;-0.00923855689184344;0.0451843419707076
D430001F17Rik;0.0179619532589184;0.195959108288384;0.504628474852183;-0.00926282436919954;0.0451601219392443
Lnpk;0.0179422347254348;0.19645055930689;0.505341726647015;-0.00928254756357557;0.0451404372589997
Col11a1;0.0179318945829279;0.196708630252278;0.505715758630037;-0.00929289014172737;0.0451301148602493
Ebpl;0.0179263934545098;0.196846029402668;0.505715758630037;-0.00929839256357545;0.0451246231694389
Npm3;0.0179231448173504;0.196927202100828;0.505831346286402;-0.00930164196378281;0.0451213801047938
Czib;0.0179075781727622;0.197316501038684;0.506467520477614;-0.00931721225672503;0.0451058401543241
Pot1b;0.0178920491114901;0.197705420823464;0.507107548939258;-0.00933274494438896;0.0450903377096062
Engase;0.0178915789405796;0.197717204824449;0.507107548939258;-0.00933321522489025;0.0450898683443565
Rab26os;0.0178892591045238;0.197775354926306;0.507191983682043;-0.00933553560149362;0.0450875524832775
Vwa8;0.0178857125321179;0.197864279155732;0.507355306615777;-0.0093390829997235;0.0450840119872631
Tgfb1;0.0178840592767356;0.197905741693803;0.507396904128367;-0.00934073663983427;0.0450823615641926
Rfng;0.0178769210000871;0.198084837836441;0.507661842813103;-0.00934787657591931;0.0450752355149394
Gm16279;0.0178649284731675;0.198385991666989;0.508109770732767;-0.00935987188449434;0.0450632635241931
Ubr1;0.017861170647966;0.198480426219984;0.508222138364583;-0.00936363057970763;0.0450595121323373
Hint1;0.0178600388653407;0.198508874476599;0.508230247529684;-0.0093647626242125;0.0450583822871582
Lztr1;0.0178586066814264;0.198544877830227;0.508257695023692;-0.00936619513941528;0.0450569525548333
Slc25a18;0.0178561351947256;0.198607019209841;0.508352038092112;-0.0093686671975502;0.0450544852985218
E430024P14Rik;0.0178471941991092;0.198831944244336;0.508862963099158;-0.00937761025764051;0.045045559604239
Cmip;0.0178312598889791;0.199233258625633;0.509342527038283;-0.00939354823620242;0.0450296525528112
Zfp182;0.0178306251259921;0.199249257726469;0.509342527038283;-0.00939418314503944;0.0450290188754228
Nipal1;0.0178286902791905;0.199298031024381;0.509342527038283;-0.00939611843627699;0.045027087337543
Cops8;0.0178119022038267;0.199721588174927;0.510165576503249;-0.00941291035931403;0.0450103279641474
Cnmd;0.0178087443831412;0.1998013322496;0.5102396064804;-0.00941606890202745;0.0450071755405635
Ism2;0.017796664991539;0.200106586236254;0.510694769976822;-0.00942815105053909;0.0449951167891194
Smox;0.0177915626660697;0.200235627485521;0.510712012170397;-0.00943325453813674;0.0449900231796555
Gm14540;0.0177913753452433;0.200240366110882;0.510712012170397;-0.00943344190160113;0.0449898361787914
Gm15461;0.0177896500362056;0.200284014829433;0.51071797464332;-0.00943516760326441;0.0449881138166612
Ccdc92;0.0177779814910485;0.20057940049045;0.511122789714733;-0.00944683879955483;0.0449764651976727
Gm4107;0.0177702477228674;0.200775353536198;0.511557279104967;-0.00945457432078713;0.0449687446322354
A430033K04Rik;0.0177541737280529;0.20118307232652;0.512113576292294;-0.00947065194874873;0.0449526980678334
Gm16751;0.0177539598439056;0.201188501590617;0.512113576292294;-0.00947086588114455;0.0449524845485866
Noxa1;0.0177536059847429;0.201197484234021;0.512113576292294;-0.00947121982012633;0.0449521312931257
Adam10;0.0177296464413518;0.201806372854697;0.513143626802172;-0.00949518475213775;0.0449282126101135
Mrpl4;0.0177024389637852;0.202499428969831;0.514190478790012;-0.00952239831088041;0.0449010514941109
Hectd1;0.0176959804073457;0.202664202094202;0.514413946300474;-0.0095288583049568;0.0448946039371513
Rbfa;0.0176884275231713;0.202857017952929;0.514565425892515;-0.00953641286747649;0.0448870639133169
Gm10271;0.0176878642739534;0.202871402363979;0.514565425892515;-0.00953697624173093;0.0448865016230226
Vamp9;0.017687627109137;0.202877459365471;0.514565425892515;-0.00953721345919069;0.0448862648619707
Tmem134;0.0176792177296141;0.203092313371178;0.514886802968294;-0.00954562470335969;0.0448778697971361
Prdm15;0.0176786580654108;0.203106618292721;0.514886802968294;-0.00954618449152285;0.044877311085473
Mgat4b;0.0176697888784333;0.203333411121368;0.515266804963175;-0.00955505564065671;0.0448684569914493
Yjefn3;0.0176635308680792;0.203493544761943;0.515412716435599;-0.00956131503291014;0.0448622096279626
Pnkd;0.017654054508857;0.203736206078618;0.515807262373913;-0.00957079348064889;0.0448527493869935
Grwd1;0.0176467446418405;0.203923533775183;0.515916788256041;-0.00957810495536132;0.0448454519499305
Taf3;0.0176452242324581;0.203962512570995;0.515950470644861;-0.00957962569876926;0.0448439341255408
Igfals;0.0176392506113133;0.204115711012331;0.516231001784726;-0.00958560063106653;0.0448379706595017
Ndufaf6;0.0176150964349242;0.204736018175467;0.517296429198959;-0.00960976008924264;0.044813857525244
Itga6;0.0176147133889528;0.204745866264612;0.517296429198959;-0.00961014321871859;0.0448134751298788
Syf2;0.0176084038524062;0.204908133628654;0.517561026553189;-0.00961645412960245;0.0448071763089762
Ing4;0.0176024413380843;0.205061562228599;0.517818438070788;-0.00962241794068031;0.0448012239189544
Zfp418;0.0175839563847296;0.205537751304031;0.518760252914619;-0.00964090690192107;0.0447827703406234
Aldh1b1;0.0175720399794456;0.205845154182933;0.519275333735665;-0.00965282588103808;0.0447708741515446
Zfp619;0.0175536816291314;0.206319390614259;0.520074192706656;-0.00967118818144643;0.0447525469311121
Gm10791;0.0175510101452868;0.206388466949371;0.520123774737771;-0.0096738602385733;0.0447498799757226
Gpatch2l;0.0175450625741942;0.206542313086619;0.520381771257189;-0.00967980908457812;0.0447439424850159
Ndufa3;0.0175440751951628;0.206567861726239;0.520381771257189;-0.00968079667507602;0.044742956779282
Stap1;0.0175384649306044;0.206713072040738;0.52059718396094;-0.0096864081401741;0.0447373560213552
Tnfrsf8;0.0175367453691918;0.206757594226938;0.52059718396094;-0.00968812806921203;0.0447356393734088
Parp2;0.0175329659641441;0.206855473501655;0.520778407489515;-0.00969190828169334;0.0447318663712719
Iqsec3;0.0175215949351471;0.207150163879965;0.521327248270824;-0.00970328173530885;0.0447205146019198
Boll;0.0175209428039596;0.207167073671227;0.521327248270824;-0.00970393400533528;0.0447198635750645
Gm47467;0.0175142660612124;0.207340259521342;0.52162804930344;-0.00971061216822955;0.04471319813752
Map7d3;0.0175068112762301;0.207533750799239;0.52193746567518;-0.00971806853597945;0.0447057559722768
Ginm1;0.0174898295307686;0.207975006112398;0.522534264055542;-0.00973505387562786;0.0446888029628784
Mrpl24;0.0174896489557994;0.207979701841203;0.522534264055542;-0.00973523448873134;0.0446886226933892
Mif4gd;0.0174624638822701;0.208687508068276;0.523652038905557;-0.00976242528300959;0.0446614835888479
Psrc1;0.0174450740350143;0.209141194340095;0.52440154526528;-0.00977981876862076;0.0446441231261483
Prpf6;0.0174329149115587;0.209458839496404;0.524615305284309;-0.00979198042625747;0.044631984538856
Spry1;0.0174319193173991;0.209484863876753;0.524615305284309;-0.00979297622756017;0.0446309906258504
Trim62;0.0174312771897837;0.209501650043398;0.524615305284309;-0.0097936184887479;0.044630349582499
Gm47106;0.0174270598674129;0.209611921293133;0.524634642809107;-0.00979783668782741;0.0446261393807278
Wdr43;0.0174269894954896;0.209613761679488;0.524634642809107;-0.00979790707437158;0.0446260691276135
Gm20449;0.0174241274174455;0.209688621461846;0.524691356391275;-0.00980076974682958;0.0446232118813898
Bloc1s2;0.0174117435174226;0.210012754589571;0.52534613145031;-0.00981315621367376;0.0446108488829998
Smad5;0.0174104050507466;0.21004780898192;0.52534613145031;-0.0098144949572746;0.0446095126748983
Tes3-ps;0.0174097063110132;0.210066110631358;0.52534613145031;-0.00981519384153635;0.0446088151142037
Crhr1;0.017407585038059;0.21012167886508;0.525382600774218;-0.00981731555309509;0.0446066974204782
Aplf;0.0174050971325927;0.210186864844917;0.525414889825588;-0.00981980397266016;0.0446042137125492
Ints8;0.0173970083342841;0.210398901755265;0.525794951004247;-0.00982789444010125;0.0445961385591524
Ebf2;0.0173943096057126;0.210469679686175;0.525794951004247;-0.00983059372476538;0.044593444382248
Gm12762;0.0173856066984755;0.210698042908914;0.526105041976718;-0.00983929842259694;0.0445847561506117
Vhl;0.0173818847797225;0.210795760282568;0.526213542490568;-0.00984302110586281;0.0445810405068265
Fam118b;0.0173658321920225;0.211217589513098;0.526710642234173;-0.00985907698225054;0.0445650149743599
Bola1;0.0173652467381395;0.211232985569688;0.526710642234173;-0.00985966255580993;0.0445644305069436
Nisch;0.0173632241616557;0.211286180803639;0.526710642234173;-0.00986168554559785;0.0445624113382785
Mtnr1a;0.0173512990249138;0.211600017426569;0.527298996239882;-0.00987361311465603;0.0445505062895604
Shcbp1;0.017349446963258;0.21164878877081;0.527298996239882;-0.00987546555337345;0.0445486573470298
H2ac15;0.0173437908470405;0.211797784625095;0.527471588478655;-0.00988112281996398;0.0445430107553322
Klhdc8a;0.0173428332277016;0.211823018145957;0.527471588478655;-0.00988208063389644;0.044542054748388
Zfp521;0.0173363932172832;0.21199277052637;0.527586971697016;-0.00988852195166306;0.0445356255800637
Abhd2;0.0173351687790877;0.212025056634756;0.527586971697016;-0.00988974663816878;0.044534403203019
Bloc1s1;0.0173278198512519;0.212218908525587;0.527777895992731;-0.00989709705461624;0.0445270666442462
Vezt;0.0173136993560872;0.21259174172178;0.528272786702604;-0.0099112204017954;0.0445129699072113
Ptrhd1;0.0173127140785795;0.212617774322776;0.528272786702604;-0.00991220587790109;0.0445119862870564
