moscot driver genes delta cells;Delta_pull_corr;Delta_pull_pval;Delta_pull_qval;Delta_pull_ci_low;Delta_pull_ci_high
C5ar1;0.00241761064849931;0.861838172352128;0.933839960049309;-0.0248042704361993;0.0296359091358601
Impdh1;0.00241231604706733;0.86213771729404;0.933995990651856;-0.0248095618102826;0.0296306191529269
Bhlhe41;0.00241178054618079;0.862168014650872;0.933995990651856;-0.0248100969846672;0.0296300841190747
Cdk17;0.00240454544289187;0.862577379307663;0.934237715565297;-0.0248173276750886;0.0296228553243148
Clec4a1;0.00239829541676135;0.862931037660777;0.934470084577386;-0.0248235738868814;0.0296166107454995
Rbm14;0.00239595936419399;0.863063230482658;0.934483196993027;-0.0248259085132302;0.0296142767284125
Kif13b;0.00238500204310808;0.863683335769278;0.934831534968491;-0.0248368591406342;0.0296033289508441
Socs7;0.00238230196072596;0.863836153850326;0.934878064231088;-0.0248395575725686;0.0296006312191547
Dennd1c;0.00237987315083439;0.863973622920156;0.934878064231088;-0.0248419848974912;0.0295982045234472
Camsap2;0.00237832763475764;0.864061100274253;0.934878064231088;-0.0248435294684757;0.0295966603525147
Tmem8;0.00237580162550708;0.864204077853231;0.934878064231088;-0.0248460539327768;0.0295941365415037
Eef1akmt3;0.00237350450937349;0.864334103446479;0.934878064231088;-0.0248483496436544;0.029591841424116
Rbbp5;0.00237273987578966;0.864377385458052;0.934878064231088;-0.0248491138094115;0.0295910774557845
H13;0.00236536152721643;0.86479505706145;0.935000476296638;-0.0248564876420463;0.0295837055249447
Gm15261;0.00236372604887686;0.86488764290319;0.935027495847423;-0.0248581221189858;0.0295820714687535
Fam57b;0.00235979972448193;0.865109923085313;0.935062056634047;-0.0248620460387062;0.0295781485579436
Scel;0.00235795046789776;0.865214618358448;0.935079268472657;-0.024863894162424;0.0295763009088308
Orai1;0.00235627318153086;0.865309579619067;0.935131624507155;-0.0248655704211136;0.0295746250802889
Rptor;0.00234454783009144;0.865973476449307;0.935653504747724;-0.0248772885841274;0.0295629099157455
Fgfbp3;0.00234445619356766;0.865978665340305;0.935653504747724;-0.0248773801644424;0.0295628183588054
4833420G17Rik;0.00234219032021948;0.866106971583212;0.935692051625196;-0.0248796446477847;0.0295605544531572
AW209491;0.00233865164472172;0.866307357956667;0.935857747165504;-0.0248831811519141;0.0295570188501111
Rprd2;0.00233230464821652;0.866666794062646;0.936143206260164;-0.0248895242521286;0.0295506773626733
Tmem95;0.00232514249066273;0.867072426566516;0.936227561089868;-0.0248966820103489;0.0295435214190993
Alox12;0.00232491115144032;0.867085529167191;0.936227561089868;-0.0248969132074254;0.0295432902805433
Gm46430;0.0023246118402864;0.867102481619169;0.936227561089868;-0.0248972123346638;0.0295429912290111
Adck2;0.00231907406913106;0.867416142153388;0.93630083256602;-0.0249027467021868;0.0295374582604246
Tmed1;0.00231422576197815;0.867690768433372;0.936397722573464;-0.0249075920280968;0.0295326141565414
Polm;0.00231264406282797;0.86778036525331;0.936397722573464;-0.0249091727543773;0.0295310338283785
Gm4035;0.00230725843882151;0.868085451660734;0.936503361849953;-0.0249145550647796;0.0295256528715097
Utp3;0.00230671550672468;0.868116208927716;0.936503361849953;-0.0249150976627399;0.0295251104098258
Adgra3;0.00230478879620184;0.8682253592699;0.936545914611206;-0.0249170231873785;0.0295231853685345
Twistnb;0.00230260403434824;0.868349131551048;0.936603851892408;-0.0249192066042737;0.0295210024992344
Gapvd1;0.00230030512265215;0.868479374191836;0.936694074756075;-0.0249215041004594;0.0295187055786939
Gps1;0.00229698756331271;0.868667333627908;0.936746025529548;-0.0249248196165688;0.0295153908922844
Ndufa1;0.0022893960601956;0.869097465255151;0.936945452962133;-0.0249324064419516;0.0295078059609817
Mtg1;0.00228772290907888;0.869192270562082;0.936945452962133;-0.0249340785616839;0.0295061342578573
Dnaja2;0.0022869437072183;0.869236422906952;0.936945452962133;-0.0249348572831673;0.0295053557302881
Fbln5;0.00227979527752939;0.869641497324979;0.936945452962133;-0.0249420013043146;0.0294982134850348
Zfp532;0.00227649274749119;0.869828650741015;0.936945452962133;-0.024945301796695;0.0294949138112287
Snapin;0.00227645094574991;0.869831019680261;0.936945452962133;-0.0249453435726408;0.0294948720456363
Zfp983;0.00226851057562122;0.870281028175675;0.937259335193849;-0.0249532790411222;0.0294869385403847
Strn;0.00226757969799836;0.870333787012985;0.937259335193849;-0.024954209343883;0.0294860084673311
Gm4285;0.0022654672376188;0.870453515903735;0.937259335193849;-0.024956320499541;0.0294838978326027
Impa1;0.00226439142696299;0.870514491261068;0.937259335193849;-0.0249573956456491;0.0294828229516012
Gnptab;0.00226332111505265;0.870575155721194;0.937259335193849;-0.024958465296346;0.029481753564531
Rmdn3;0.00226192656215491;0.870654199054437;0.937279713162223;-0.0249598589876283;0.0294803602165516
Zfp575;0.00226097341285315;0.870708224351221;0.937283696083167;-0.0249608115479722;0.0294794078907268
Cx3cr1;0.00225876088294699;0.870833634714654;0.937322297942319;-0.0249630227105493;0.0294771972721539
Relch;0.00225672388732726;0.870949098334575;0.93736648534206;-0.0249650584470835;0.0294751620359935
Zmynd11;0.00225556882553812;0.871014572262333;0.93736648534206;-0.0249662127948182;0.0294740079717912
4930414N06Rik;0.00225383178666521;0.871113036846775;0.937422267530149;-0.0249679487597241;0.029472272433002
Smim22;0.00224440769919396;0.871647278919563;0.937796373996253;-0.02497736701766;0.029462856481187
Ppp2r5a;0.00224078365386393;0.871852738013584;0.937831295565264;-0.024980988819948;0.0294592355631484
Mllt1;0.002238157682717;0.872001618388208;0.937861674631979;-0.0249836131653477;0.02945661185758
Blzf1;0.00223394753708348;0.872240323559713;0.937982626753017;-0.0249878207036835;0.0294524053435022
Npr2;0.00222526093004569;0.872732870097057;0.938411900276056;-0.0249965019281514;0.0294437262262457
Lhfpl5;0.00222219148518994;0.872906925047822;0.938498658371824;-0.0249995694700745;0.0294406594269507
Emcn;0.00221739868674744;0.873178716227126;0.938698279218283;-0.025004359296149;0.0294358707584061
Tuba1a;0.00221552428126233;0.873285014540985;0.938754539720732;-0.025006232538837;0.0294339979677342
Fam162a;0.00221400721955496;0.873371049415139;0.938769924724173;-0.0250077486592873;0.0294324822128461
Gm47561;0.00220361495480207;0.873960450733754;0.939129086011367;-0.0250181344728192;0.0294220988967766
Gm11290;0.00220044328073802;0.874140347397388;0.939221988440924;-0.0250213041768282;0.0294189299526419
Plekhm1;0.00219614420605347;0.874384200359795;0.939288931707009;-0.0250256005803099;0.0294146345773917
Hspa12a;0.00219395597520072;0.874508326203566;0.939316140290141;-0.025027787451133;0.0294124482291665
Zfp787;0.00219292153381057;0.874567005232787;0.939328979334013;-0.0250288212495063;0.0294114146776594
Arntl2;0.00219142717033421;0.874651774711561;0.939369837964874;-0.0250303146839718;0.0294099215996135
Umodl1;0.00218817619669435;0.874836194878366;0.939517710649062;-0.0250335636361376;0.0294066734219958
Noxa1;0.00218587737221493;0.874966605942107;0.939607568336227;-0.0250358610308478;0.0294043765742891
Samd13;0.00218026735034292;0.875284873678079;0.939835899680401;-0.025041467562322;0.0293987713753016
Gm11940;0.00217965733728411;0.875319482152721;0.939835899680401;-0.0250420771957446;0.0293981618865622
Gm28707;0.00217135838337267;0.875790338572166;0.940182268355473;-0.0250503709828646;0.029389870063771
Gmeb1;0.00216985015999456;0.87587591512517;0.940182268355473;-0.0250518782668454;0.0293883631359759
Mospd3;0.00216504464492555;0.876148589588285;0.940306068322816;-0.0250566807879727;0.0293835617480802
Extl2;0.00216454330082647;0.876177037694655;0.940306068322816;-0.025057181819651;0.0293830608344837
Rc3h1;0.00216210804658912;0.876315225242739;0.940352566085982;-0.0250596155561252;0.0293806276711965
Gm35404;0.00215577108641753;0.876674831220302;0.940688237631265;-0.0250659485652976;0.0293742961505337
Ddx58;0.00214728591730591;0.87715638229556;0.941027885773603;-0.0250744284406127;0.0293658182614864
Nmu;0.00214362326271073;0.877364259650475;0.941027885773603;-0.0250780888089106;0.0293621587481479
Sft2d3;0.00214336359065252;0.877378997899837;0.941027885773603;-0.0250783483188489;0.0293618992987684
Fam57a;0.00213983307826521;0.877579383981318;0.941027885773603;-0.0250818766266838;0.0293583718135661
Clcf1;0.00213545096855297;0.877828116233614;0.941027885773603;-0.0250862559991387;0.0293539934602854
Kmo;0.00213521018752724;0.877841783517884;0.941027885773603;-0.0250864966297318;0.0293537528856316
BC024978;0.00213405818919211;0.87790717409396;0.941027885773603;-0.0250876479082899;0.0293526018746239
Carnmt1;0.00212541123638193;0.878398025337251;0.941237160232181;-0.0250962894561151;0.0293439623304345
Senp3;0.0021252083571858;0.878409542500089;0.941237160232181;-0.0250964922084478;0.0293437596250144
4930525G20Rik;0.00212494132931515;0.878424701330969;0.941237160232181;-0.0250967590693386;0.0293434928258628
Pnpt1;0.00212449798821372;0.878449869336977;0.941237160232181;-0.0250972021331981;0.0293430498644905
Arhgap25;0.00212201158976025;0.878591021825443;0.941237160232181;-0.025099686976592;0.0293405655954815
Fip1l1;0.00211877606397433;0.878774707942381;0.941346322726037;-0.0251029204782906;0.0293373328402172
Phf10;0.00211628348594388;0.878916220142822;0.941404139368668;-0.0251054114966202;0.0293348423961475
Kdm2b;0.00211222537735587;0.879146621150869;0.941581487746186;-0.0251094670651722;0.0293307877610886
Rwdd3;0.00209736573109333;0.879990371668934;0.942136037017068;-0.0251243174028934;0.0293159408262625
Nexmif;0.00209457488818511;0.880148854672367;0.942136037017068;-0.0251271064961913;0.0293131523693947
Bin2;0.00209386507767682;0.880189163296678;0.942136037017068;-0.0251278158616439;0.0293124431656737
Slc25a1;0.00209175420160902;0.880309037278081;0.942136037017068;-0.0251299254140171;0.0293103340939435
Gm10800;0.00209155208598455;0.880320515312571;0.942136037017068;-0.0251301274028856;0.0293101321510709
Tiprl;0.00208675115892268;0.880593164688143;0.942277340167443;-0.025134925318412;0.029305335326797
Ace2;0.00208165607990411;0.880882534718855;0.942314454834933;-0.0251400172000072;0.0293002446005722
Gm15998;0.00207751594579591;0.881117681297031;0.942337008411673;-0.0251441547349288;0.0292961080023959
D11Wsu47e;0.00207563963231976;0.881224253444391;0.94236493522671;-0.0251460298701435;0.029294233291101
Tbc1d22b;0.00207276208377268;0.881387698608459;0.942475367293929;-0.0251489056113152;0.0292913581993164
Gm29418;0.00206920424640308;0.881589791254842;0.942591191022023;-0.0251524612134002;0.0292878033988963
Tbp;0.00206417964331685;0.881875212403954;0.942796075034923;-0.0251574826585029;0.0292827830836095
Usp14;0.00206102092961574;0.882054650089877;0.942937762869279;-0.0251606393862363;0.029279627064728
Gdpd3;0.00205818713948166;0.882215634927072;0.94305971014245;-0.0251634713942289;0.0292767956917469
Spata21;0.00205184467434734;0.882575961763979;0.943168642012728;-0.0251698098690687;0.029270458634996
Vps50;0.00204984991401088;0.882689292706496;0.943168642012728;-0.0251718033739705;0.0292684655751907
Gsdme;0.00204978689294782;0.882692873244166;0.943168642012728;-0.0251718663553667;0.0292684026078496
Socs4;0.00204884568810433;0.882746348022264;0.943175648912653;-0.0251728069677693;0.0292674622053039
Gm38250;0.00204056350790189;0.883216925073738;0.943578139169759;-0.0251810839326796;0.0292591870828848
Gcc1;0.0020380307069744;0.883360842032124;0.943645325854135;-0.0251836151379561;0.0292566564395765
Gm41177;0.00203597261360292;0.883477788339769;0.943672841358465;-0.0251856719344828;0.0292546000991777
Cspg5;0.00203491189650382;0.883538062081647;0.943672841358465;-0.0251867319831134;0.0292535402854501
Ttc41;0.00203487289027842;0.883540278567827;0.943672841358465;-0.0251867709647557;0.0292535013124436
Slc23a2;0.00203217007802212;0.883693865142323;0.943744247999825;-0.0251894720734055;0.0292508008017851
Ablim3;0.00203042738629084;0.883792895445472;0.943744247999825;-0.025191213666492;0.0292490595938439
Gm37853;0.00202710931565313;0.883981453340182;0.943874094025884;-0.0251945296448622;0.0292457443478735
Map3k21;0.00202479316698042;0.884113078337483;0.943874094025884;-0.0251968443326919;0.0292434301705789
Ube2d2a;0.00201929035985374;0.884425811568595;0.943874094025884;-0.0252023436679134;0.0292379320459683
Igip;0.00201780553507898;0.884510199594596;0.943874094025884;-0.0252038275555803;0.0292364484843967
4933428G20Rik;0.00201706102916961;0.884552513083157;0.943874094025884;-0.0252045715915693;0.0292357046118248
Gm49539;0.00201557610442207;0.88463690875719;0.943874094025884;-0.0252060555789657;0.0292342209501854
Gm16239;0.00201434638086075;0.88470680106644;0.943874094025884;-0.0252072845261795;0.0292329922725619
Adamtsl5;0.00201147968533026;0.88486973545087;0.943922271320435;-0.025210149411592;0.0292301280149717
Alkbh8;0.00201093459030445;0.884900717569761;0.943922271320435;-0.0252106941623778;0.0292295833834636
Gm16796;0.00200517896144265;0.885227866811971;0.944148734703128;-0.0252164461554412;0.029223832647874
Angptl1;0.0020050121124805;0.885237350778594;0.944148734703128;-0.025216612898979;0.0292236659407352
Vangl2;0.00200200259028503;0.885408419739827;0.944203284683782;-0.0252196205193312;0.0292206589764054
Gm14391;0.00199992476946026;0.885526531521374;0.944203284683782;-0.0252216970268064;0.0292185829212832
Gm17508;0.00199081838754602;0.886044205238953;0.944203284683782;-0.0252307976499853;0.0292094842750732
Kcnq2;0.00199014660600075;0.886082396170551;0.944203284683782;-0.0252314690065276;0.0292088130640153
Sp2;0.00198982359563855;0.886100759476292;0.944203284683782;-0.0252317918125283;0.0292084903279499
Anks3;0.00198963719023576;0.886111356747434;0.944203284683782;-0.025231978099994;0.0292083040808379
Vkorc1l1;0.0019887521211882;0.886161673789315;0.944203284683782;-0.0252328626090401;0.0292074197633428
Snapc1l;0.00198838616851157;0.886182478691343;0.944203284683782;-0.0252332283301585;0.0292070541214009
Ncdn;0.00198812261973952;0.886197461842193;0.944203284683782;-0.0252334917121643;0.0292067907964067
Rbfaos;0.00198586974822111;0.886325542693381;0.944240955453523;-0.0252357431579749;0.0292045398376349
Tor1aip2;0.0019858483602316;0.886326758663283;0.944240955453523;-0.0252357645324279;0.0292045184678031
Cds2;0.00198444198713922;0.886406715683311;0.944276095881596;-0.0252371700153691;0.0292031132886165
Pdpk1;0.00198151597594004;0.886573072922088;0.944303194074003;-0.0252400941742311;0.0292001897610378
Epm2a;0.00198014178646313;0.886651203659777;0.944335118203502;-0.0252414674936044;0.0291988167378227
Prdm4;0.00197812741420673;0.886765734536242;0.944335118203502;-0.0252434805902233;0.0291968040749595
Gm4221;0.0019733301072581;0.887038503848827;0.944398635889894;-0.025248274858302;0.0291920108381096
Nrf1;0.00196723107048445;0.887385307319401;0.944667805181208;-0.0252543700298127;0.0291859169740321
Kmt5a;0.00195551753329166;0.888051422946293;0.945176713018283;-0.0252660761378782;0.0291742133656138
Rps6kb1;0.00195464479109016;0.888101056488892;0.945179498046281;-0.0252669483262578;0.0291733413628782
Gstcd;0.00194736941605129;0.888514829898739;0.945369621332399;-0.0252742190829003;0.029166072150581
Fsbp;0.00194164766608682;0.888840265113507;0.945665829562151;-0.025279937198684;0.0291603552453088
Adgrf4;0.00193758472971814;0.889071363581537;0.945811590309554;-0.0252839975533892;0.0291562957480086
Srsf5;0.0019348284094851;0.889228147525264;0.945902701398353;-0.025286752121695;0.0291535417603489
Gm28551;0.00193442464882815;0.889251114446971;0.945902701398353;-0.0252871556256854;0.0291531383413452
Gigyf1;0.00193258428017642;0.889355800421524;0.945964002956291;-0.0252889948243215;0.0291512995298599
Gpr162;0.00192840449986646;0.889593566672837;0.946147341413861;-0.0252931719466488;0.0291471232854471
Entpd3;0.00191922513283016;0.890115768567272;0.946486174556554;-0.0253023454730568;0.0291379516803877
Ap4m1;0.00191876901989774;0.890141717465708;0.946486174556554;-0.0253028012956551;0.0291374959530201
Zfp595;0.00191751946898291;0.890212806755847;0.946486174556554;-0.0253040500511228;0.0291362474583271
Eef2kmt;0.00191577115720933;0.890312272965469;0.946530626866827;-0.0253057972498022;0.0291345006242259
Abcg3;0.00190704571691253;0.890808712752091;0.946671707246916;-0.0253145171324045;0.0291257825561824
Mlycd;0.00190567911731758;0.890886470234868;0.946671707246916;-0.0253158828611647;0.0291244171108725
Gm44793;0.00190255218231934;0.891064392126699;0.94677946484794;-0.0253190078032119;0.0291212928166274
Stam;0.00189352679324528;0.891577965438307;0.947067773204669;-0.0253280274369732;0.0291122750466749
Zfp13;0.00189281625898225;0.891618399028581;0.947067773204669;-0.0253287375179544;0.0291115651120479
Inpp5j;0.00189082399875841;0.891731771887469;0.947138152388323;-0.025330728507079;0.0291095745329915
Stk24;0.00188128758925407;0.892274487622412;0.947564396443388;-0.0253402588291851;0.0291000461677898
Arxes2;0.00187176148548205;0.89281666721669;0.947939868018227;-0.0253497788471973;0.0290905280946886
Xdh;0.00186862731994955;0.892995059668958;0.948057482805753;-0.0253529110093859;0.0290873965702329
Dgat1;0.001866722339859;0.893103491197615;0.948057482805753;-0.025354814771561;0.0290854931951567
Igfbp3;0.00186650112923223;0.893116082643155;0.948057482805753;-0.0253550358407479;0.029085272170895
Pan2;0.00185682626322472;0.893666808295349;0.948489367764563;-0.025364704518136;0.0290756054531472
Rab1b;0.00185362850961725;0.893848846381745;0.948489367764563;-0.0253679002251503;0.0290724103915973
Trmt61a;0.0018522650614032;0.893926464913741;0.948489367764563;-0.0253692628005752;0.0290710480910452
Rbck1;0.00185189428740136;0.893947572553111;0.948489367764563;-0.0253696333372146;0.0290706776291193
Atp2c1;0.00184410176985677;0.894391206899312;0.948756099971662;-0.0253774208644079;0.0290628916687113
Bank1;0.00184144821430196;0.894542283514434;0.948758643033738;-0.0253800727198637;0.0290602403452788
Pex2;0.00184109767098727;0.894562241512464;0.948758643033738;-0.0253804230385612;0.029059890096806
Rnf5;0.00183628248604034;0.894836398265734;0.948758643033738;-0.0253852351374108;0.0290550789612345
Zbtb6;0.00183094767148865;0.89514015524524;0.948863123389726;-0.0253905665313567;0.029049748631573
Gm42893;0.00182427368874407;0.895520184249799;0.948863123389726;-0.0253972362326598;0.0290430802573554
Crebl2;0.00182415333284266;0.895527037759204;0.948863123389726;-0.0253973565113292;0.0290429600025737
Chtop;0.00182046195384166;0.895737242291891;0.948885797638925;-0.0254010455212005;0.0290392717245835
Tmem248;0.00181924961094448;0.895806280412065;0.948908929029599;-0.0254022570858533;0.0290380603999756
Sympk;0.00180694923967526;0.896506782285427;0.949245994093081;-0.0254145495565727;0.0290257703556989
4732440D04Rik;0.00180636800139621;0.896539885603534;0.949245994093081;-0.0254151304213177;0.029025189605205
Rnf182;0.00180619998307864;0.896549454800046;0.949245994093081;-0.0254152983316545;0.0290250217278878
Gm15893;0.00180507016221338;0.896613802209717;0.949264128176846;-0.025416427426375;0.0290238928551248
Gm2245;0.00180173052130592;0.89680401088511;0.949415505335898;-0.0254197649204629;0.0290205560163096
Slc35f4;0.00180080157810142;0.896856919740448;0.949421519617811;-0.0254206932664075;0.0290196278524178
Zfp811;0.0017972555681999;0.897058890364685;0.949585323205795;-0.025424236995986;0.0290160848169171
Zfp747;0.00179394838236616;0.897247264259729;0.949712755065976;-0.02542754205446;0.0290127804045417
Cobl;0.00179264552886851;0.897321475041736;0.949713257489945;-0.0254288440697289;0.0290114786434743
Cd72;0.00179046947797832;0.89744542531438;0.949772309404967;-0.0254310187203874;0.0290093044169761
Sec61b;0.00179000715775784;0.897471759909305;0.949772309404967;-0.0254314807430837;0.0290088424843298
Adat1;0.00178346256334599;0.897844563926287;0.949965479859061;-0.0254380211245033;0.0290023033751619
Tpm1;0.00178150682077384;0.897955974549225;0.949965479859061;-0.0254399756076409;0.029000349271311
B3galt4;0.0017814356133147;0.897960030983704;0.949965479859061;-0.0254400467692409;0.0290002781235128
Ano3;0.00178099594213279;0.897985077538762;0.949965479859061;-0.0254404861572585;0.0289998388207021
Dusp19;0.00177240447661056;0.898474524139008;0.950283230323906;-0.0254490720874528;0.0289912545512858
Tlr4;0.00176979595458229;0.898623136497673;0.950340413120771;-0.0254516789280621;0.0289886482133289
Gm49085;0.00176434521480086;0.89893368676175;0.950618699047487;-0.0254571261531734;0.0289832020361652
Bmp2k;0.00176272162486755;0.899026192112295;0.950618699047487;-0.0254587486958935;0.0289815798049681
Tmem106a;0.00175709689614047;0.89934667618132;0.950828006625736;-0.0254643697955697;0.0289759597823076
E130208F15Rik;0.0017567229703754;0.899367982191134;0.950828006625736;-0.0254647434800185;0.0289755861693356
Mageh1;0.0017536351542276;0.899543926410537;0.950918823465889;-0.0254678293031259;0.0289725009358901
Gm45341;0.00175355508949698;0.899548488576372;0.950918823465889;-0.0254679093161715;0.0289724209381201
Aggf1;0.00175028953881584;0.89973456564018;0.951036098659878;-0.0254711727585143;0.028969158118223
Klhl12;0.00174508574038397;0.900031098994424;0.951178907742871;-0.0254763731960174;0.0289639586702168
Cul2;0.00173982575861275;0.900330848077079;0.951345652504258;-0.025481629779076;0.0289587030843442
Gm28041;0.00173707043566303;0.900487870555031;0.951461561114674;-0.0254843833210859;0.0289559500634864
Ucn2;0.00173587600947214;0.900555940649707;0.951483474792718;-0.0254855769751151;0.0289547566351187
Rab37;0.00172829733405107;0.900987864766056;0.951639733378449;-0.0254931507493349;0.0289471842891124
Edc4;0.00172520436913499;0.901164147551261;0.951775919839392;-0.0254962417131033;0.0289440939064225
Scd1;0.00172019001013501;0.901449950075696;0.952027756573245;-0.0255012528267081;0.028939083732659
Esco2;0.0017185717164386;0.901542190400004;0.95207515515924;-0.0255028700727199;0.0289374667893801
Gm29242;0.00171692134881709;0.901636260258775;0.952097881586927;-0.0255045193717454;0.0289358177987941
Gpr153;0.00171570146805443;0.901705793539944;0.952097881586927;-0.0255057384625526;0.0289345989357817
Mtmr11;0.00170905200392941;0.902084826658799;0.952398050014276;-0.0255123836192753;0.0289279550179015
Eya3;0.0017028794190578;0.902436696652414;0.952569436219663;-0.0255185522035054;0.0289217875793626
Cbfb;0.00169122865329359;0.903100904094255;0.953058907998526;-0.0255301954124019;0.0289101465216637
Slc36a4;0.00168856293698211;0.903252885507461;0.953130689063906;-0.0255328593986502;0.0289074830255372
1700052K11Rik;0.00168097693701626;0.903685408140488;0.953436956011768;-0.0255404404731485;0.0288999033415793
Plekhm2;0.00167968475314879;0.903759086021034;0.953464650027859;-0.0255417318177098;0.0288986122332559
Atg2a;0.00167665195489806;0.90393201369469;0.953547004843593;-0.0255447626457242;0.0288955819589857
Hp1bp3;0.00166685876743991;0.90449044428763;0.953935858638804;-0.0255545494676891;0.0288857969182794
St3gal5;0.0016592295814637;0.90492551116068;0.954294578548137;-0.0255621736911397;0.0288781740752517
Ltbr;0.00165187997101182;0.905344661761261;0.954536305417036;-0.0255695185179256;0.0288708305723136
Hipk4;0.00164755272987993;0.905591458023556;0.954616012155546;-0.0255738429411967;0.0288665069257375
Cyth1;0.00164369554388191;0.905811453237112;0.95462792369204;-0.0255776976145709;0.028862652942971
Lax1;0.00162518272278849;0.906867435178702;0.955390213258434;-0.0255961983648929;0.0288441554847378
Ercc4;0.00162196202999429;0.907051162203763;0.955436586353215;-0.0255994169558195;0.028840937462731
Areg;0.0016219116843515;0.907054034251162;0.955436586353215;-0.0255994672686016;0.0288408871588333
Dnah12;0.00161966787983032;0.907182036887727;0.955439371572219;-0.025601709608446;0.0288386452146669
Ttll10;0.00161936597220094;0.907199260039324;0.955439371572219;-0.0256020113189798;0.0288383435573305
Gm28940;0.00161206998991061;0.907615492673102;0.955577367194269;-0.0256093025366958;0.0288310536221798
Crmp1;0.00161095842607179;0.907678909138257;0.955587356367574;-0.0256104133743838;0.0288299429793859
Emc3;0.00160969373307808;0.907751062577877;0.955587356367574;-0.0256116772411103;0.0288286793342386
Zfp664;0.00160940414736518;0.907767584169107;0.955587356367574;-0.0256119666376148;0.0288283899884463
Cd34;0.00160793630341292;0.907851328961414;0.955625472097146;-0.0256134335224421;0.0288269233605266
Ms4a6b;0.00160540683193298;0.907995645112336;0.955627268399209;-0.025615961340829;0.0288243959843075
Mcmbp;0.00159815046611376;0.908409665733989;0.955862837490206;-0.0256232129624418;0.0288171456272908
A630001G21Rik;0.00158922099700695;0.908919181385621;0.956248812193591;-0.0256321365895368;0.0288082235485079
Gm36696;0.00158770042028035;0.909005949256111;0.956290051697922;-0.0256336561710097;0.0288067042298287
Wfdc3;0.00158488176141063;0.909166791774831;0.956309125944403;-0.0256364729846674;0.0288038879026405
Gm16192;0.00158266345288193;0.909293378824107;0.956343450259664;-0.0256386898406945;0.0288016714288612
Fbxo36;0.00158253205237954;0.909300877222971;0.956343450259664;-0.0256388211551502;0.0288015401370309
Gm14862;0.00157977312757228;0.909458317744215;0.956343450259664;-0.0256415782730785;0.0287987834937202
Arsg;0.00157941792893457;0.909478587731799;0.956343450259664;-0.0256419332390589;0.0287984285887844
2810433D01Rik;0.00157857851080962;0.909526490725519;0.956343450259664;-0.0256427721073325;0.0287975898647191
Rab4a;0.00157730359848802;0.909599246653717;0.956343450259664;-0.0256440461844639;0.0287963160064652
5033417F24Rik;0.00157718062815868;0.909606264290463;0.956343450259664;-0.0256441690742312;0.0287961931378002
Nploc4;0.00157524505315688;0.909716724077868;0.956356841272266;-0.0256461033810632;0.0287942591629047
Gm50287;0.00157491681551903;0.909735456183134;0.956356841272266;-0.0256464314036228;0.028793931196595
Pstpip1;0.00157335119588772;0.909824804797853;0.956400755639575;-0.0256479959972984;0.0287923668710572
Dtwd1;0.00156995130573656;0.910018837635412;0.956554702901161;-0.0256513936590311;0.0287889697906927
Crk;0.00156842014773063;0.910106223073991;0.956596538871507;-0.0256529238132519;0.0287874398978833
Gm17231;0.00156639477268159;0.910221815875673;0.956668017177219;-0.0256549478603248;0.0287854161962066
Sptssa;0.00156015931531359;0.910577699652421;0.956941998855801;-0.0256611792278937;0.0287791858891957
Pstpip2;0.00155498728194652;0.910872902959309;0.957052107259238;-0.0256663478673502;0.0287740181262152
Rdh10;0.0015491044139084;0.91120869340879;0.957283411036621;-0.0256722268732557;0.0287681401137089
Alkbh2;0.00154155614462387;0.911639567135962;0.957557355041237;-0.0256797701843054;0.0287605980717681
Dis3;0.00153980087166779;0.911739766148641;0.957612566294991;-0.0256815243038304;0.028758844246473
Arl8a;0.00153804870301582;0.911839789352552;0.957641790005264;-0.0256832753209239;0.0287570935227547
Adsl;0.00153375388638885;0.912084966471307;0.957724945467364;-0.0256875673142096;0.028752802247161
Vps11;0.00152299451722106;0.912699220559246;0.958019654913457;-0.0256983196059402;0.0287420517445802
Fgf13;0.00151729545624934;0.913024601998578;0.958281647072538;-0.0257040149155582;0.0287363573775428
Brsk1;0.00151611808341378;0.9130918245871;0.958281647072538;-0.0257051915131788;0.0287351809742101
Gm43118;0.00151076822745069;0.913397284645746;0.958519829027557;-0.0257105378456984;0.0287298355226144
Rpgrip1;0.00150808479391843;0.913550505134438;0.95852919888764;-0.0257132195113207;0.0287271542976819
Fbxo44;0.00150403053989829;0.913782003741758;0.95852919888764;-0.0257172710935585;0.0287231033797723
Pdcd10;0.00150399375319467;0.913784104302417;0.95852919888764;-0.0257173078560153;0.0287230666233352
Gm11655;0.00150133985403497;0.913935646409022;0.95852919888764;-0.025719960005747;0.0287204149074912
Ascl2;0.00149501814523788;0.914296639204921;0.958845288639811;-0.0257262775457831;0.0287140983979085
4930517E14Rik;0.00149279957408956;0.914423331961029;0.958919099236571;-0.0257284946534108;0.0287118816508824
Akr1b7;0.00149088712623843;0.914532545118138;0.958919099236571;-0.0257304058394662;0.0287099707752422
Bdkrb1;0.00149071585444177;0.914542325925593;0.958919099236571;-0.0257305769982513;0.0287097996442373
Gm30881;0.00148892117621038;0.914644815277358;0.958919099236571;-0.0257323704921913;0.0287080064412016
Trmo;0.00148286122056971;0.914990893872041;0.959060362460707;-0.0257384264476291;0.0287019514654492
Usp45;0.00148144197287261;0.91507194815714;0.959060362460707;-0.0257398447581859;0.0287005333837583
