moscot driver genes delta cells;Delta_pull_corr;Delta_pull_pval;Delta_pull_qval;Delta_pull_ci_low;Delta_pull_ci_high
Sbspon;-0.021748463937796;0.117387432482088;0.395813410799634;-0.0489397404462134;0.00547502603612581
Spata48;-0.0217662189810871;0.117088294398743;0.394937245352002;-0.0489574613377822;0.00545726311468736
Wdr89;-0.0217763010532134;0.116918697529255;0.394630049770083;-0.0489675240094813;0.00544717656136491
Gabra4;-0.0217777348760963;0.116894593963262;0.394630049770083;-0.0489689550728822;0.00544574210073834
Slc66a2;-0.0217844293750891;0.11678210636921;0.394433918739958;-0.0489756366864146;0.00543904462264659
C1ql1;-0.021792282182971;0.116650264051159;0.394132564906885;-0.0489834743762408;0.00543118831709731
Kif7;-0.021794791679284;0.116608156279317;0.394132564906885;-0.0489859790406197;0.00542867770233758
Rpl22l1;-0.0217980847356363;0.116552918969438;0.39412335240414;-0.0489892657558059;0.00542538317779626
Gstt3;-0.0217984144713114;0.116547389156853;0.39412335240414;-0.0489895948565038;0.00542505329507796
1700123O20Rik;-0.0218029429915122;0.116471464719038;0.39412335240414;-0.0489941146554651;0.00542052275481767
Nell2;-0.0218045687850128;0.116444216405104;0.39412335240414;-0.0489957373176637;0.00541889623581862
Tlnrd1;-0.0218168362256928;0.116238775352748;0.393657025086978;-0.0490079811264458;0.00540662331623911
Brix1;-0.0218195019893704;0.116194169870746;0.393572265696986;-0.0490106417537371;0.00540395636089015
Gm15564;-0.0218205393613614;0.116176815448289;0.393572265696986;-0.0490116771268182;0.00540291852505992
Yipf3;-0.0218216474384614;0.116158280433579;0.393572265696986;-0.0490127830687022;0.00540180995244177
Nectin4;-0.0218352293787468;0.115931281434062;0.392899680530019;-0.0490263388317674;0.00538822193304569
1190007I07Rik;-0.0218384931214408;0.115876785505364;0.392894420478046;-0.0490295962825779;0.00538495672804212
Gm45307;-0.0218500668784225;0.115683696395664;0.392570788089472;-0.0490411477228651;0.00537337778079615
Cabp1;-0.0218509106251917;0.115669629761977;0.392570788089472;-0.0490419898424244;0.00537253365536233
Kcnmb1;-0.0218712785512537;0.115330470935049;0.391768918081666;-0.0490623184761435;0.00535215657661699
Hccs;-0.0218868657615065;0.115071447162136;0.390955095876362;-0.0490778756014508;0.00533656234670768
Dcbld2;-0.0219025530232116;0.114811222807937;0.390268855615144;-0.0490935325717799;0.00532086800691966
St3gal4;-0.0219044196700165;0.114780289223991;0.390229689543361;-0.0490953956132865;0.00531900051699203
Pex5;-0.0219115110374322;0.114662832680724;0.389962261103128;-0.0491024732824954;0.00531190594483276
Fgfr4;-0.0219122413472232;0.114650741701993;0.389962261103128;-0.0491032021814112;0.00531117530484316
Atoh7;-0.0219202523465155;0.11451817775391;0.389777314609282;-0.0491111977024655;0.00530316068159007
Scnn1g;-0.0219265551974834;0.11441396457972;0.389530000554421;-0.0491174883730989;0.00529685497692344
Pak4;-0.0219311098741926;0.1143387026779;0.389386911728583;-0.0491220342464985;0.00529229823667687
Dbnl;-0.0219402456947934;0.114187858954503;0.389005003992946;-0.0491311524059282;0.00528315827360205
Aldh9a1;-0.021964929459527;0.113781082469262;0.388180022393545;-0.049155788429875;0.0052584632937107
Mcoln3;-0.0219698279919319;0.113700492839756;0.3880492512241;-0.0491606774841103;0.00525356253169118
Kdm4a;-0.0219747741401199;0.113619165445514;0.387856356418947;-0.0491656140606747;0.00524861413088908
Gpcpd1;-0.0219807818888076;0.113520444215106;0.387585171544884;-0.0491716101815777;0.00524260364431143
Gm26533;-0.0219901537890406;0.113366577049828;0.387125581524155;-0.0491809639389165;0.00523322746912808
Slc25a30;-0.021995897991459;0.113272350367341;0.386869530994677;-0.0491866970188784;0.00522748064415155
Slc2a8;-0.0220023751315468;0.113166174727989;0.386638275077629;-0.0491931616151787;0.00522100054472033
H2bc14;-0.0220042649222746;0.113135211366082;0.386631454942929;-0.0491950477456624;0.00521910989013439
Kpna2;-0.0220066172013758;0.113096679665034;0.38659795125084;-0.0491973954684772;0.00521675653549113
Arfip1;-0.0220097588139981;0.113045234343799;0.386487813947857;-0.0492005309954317;0.00521361348594641
Gpc5;-0.0220157767801622;0.112946738914557;0.386292615501257;-0.0492065373026012;0.00520759276576048
Pcdhga5;-0.0220199460140937;0.112878541146036;0.386246351090854;-0.0492106984580533;0.00520342162269131
Eif3e;-0.0220224725635359;0.112837229190636;0.3861707215559;-0.0492132201114899;0.00520089391585359
Nup188;-0.0220320960758794;0.112679982911577;0.385698228583594;-0.0492228249719953;0.00519126599185683
Pip4p1;-0.0220334391150655;0.112658051655017;0.385688830453135;-0.0492241654077661;0.00518992233658748
Pggt1b;-0.022034180734465;0.112645942768362;0.385688830453135;-0.0492249055895311;0.00518918037694774
Egflam;-0.0220348731018225;0.112634638976482;0.385688830453135;-0.0492255966147025;0.00518848769191887
Fignl1;-0.0220357806969895;0.112619822666287;0.385688830453135;-0.049226502450415;0.00518757968029021
Dus1l;-0.0220368899168583;0.112601716958557;0.385688830453135;-0.0492276095199009;0.00518646995138082
Mia;-0.0220534499467125;0.112331681571353;0.385227532348841;-0.0492441374378018;0.00516990231386269
H4c4;-0.0220544531464526;0.112315339351292;0.385227532348841;-0.0492451386917348;0.0051688986527733
Kif14;-0.0220558489981702;0.112292603910654;0.385227532348841;-0.0492465318359661;0.0051675021590433
Col9a2;-0.0220681613197514;0.112092219600363;0.384865907878071;-0.0492588202711718;0.00515518416989535
Cdh23;-0.022071132050683;0.112043912887299;0.384765763712569;-0.0492617852375388;0.00515221207024972
Ctdspl;-0.022071996805615;0.112029854291771;0.384765763712569;-0.0492626483143643;0.0051513469168061
Ednra;-0.0220790147813586;0.111915812268867;0.38445720677393;-0.0492696526698212;0.00514432570540775
4930556N13Rik;-0.0220793932912186;0.111909664090728;0.38445720677393;-0.049270030445004;0.00514394702095863
Aqr;-0.0220806998137213;0.111888444145258;0.38445720677393;-0.049271334431523;0.00514263989575725
Fmod;-0.0220976934377608;0.111612730334137;0.383678303335697;-0.0492882950621889;0.0051256384240868
Alg3;-0.0221021195195738;0.111541007203903;0.383497326461446;-0.0492927125481242;0.0051212102957322
Camta1;-0.0221063859078478;0.111471906267726;0.383325304772513;-0.0492969706496539;0.0051169419337456
Myof;-0.0221064294060111;0.111471201919805;0.383325304772513;-0.0492970140633241;0.00511689841545417
Lrmda;-0.0221076097878484;0.111452089820921;0.383325304772513;-0.0492981921522902;0.00511571748737166
Arid2;-0.0221164268532434;0.111309410462855;0.38296304612952;-0.049306992088295;0.00510689633930244
Zfp420;-0.0221237053097816;0.11119173776495;0.382703955407088;-0.049314256401401;0.00509961450933873
Mccc1;-0.0221288137125357;0.111109207526403;0.382536119010666;-0.0493193548758341;0.00509450373721333
Glrx2;-0.0221330339623631;0.111041062560143;0.382366988805508;-0.0493235669224212;0.00509028152888354
Pxmp4;-0.0221417140277523;0.110901008005712;0.382081056373407;-0.0493322301126262;0.00508159743226243
Serpina10;-0.0221418078264407;0.110899495307286;0.382081056373407;-0.0493323237289353;0.00508150358998924
Slc17a7;-0.0221443014167284;0.110859286961742;0.382068274608591;-0.0493348124705877;0.00507900884084602
Ticrr;-0.0221492839185276;0.110778980178908;0.381856968199005;-0.0493397852832024;0.00507402402249513
Pygo2;-0.0221596931055764;0.110611355543883;0.381344551620422;-0.0493501742237543;0.00506360999145968
Grin2b;-0.0221631123326888;0.110556337634302;0.381251416758448;-0.0493535867989798;0.00506018917189812
H2ac13;-0.0221645504748078;0.110533203312508;0.381251416758448;-0.049355022143096;0.00505875035979751
Ugt2b35;-0.0221712562450261;0.110425383031877;0.380988542486438;-0.0493617148653018;0.00505204146410049
mt-Co2;-0.0221724573288533;0.110406079899054;0.380988542486438;-0.0493629136118156;0.00505083982020385
Cdh24;-0.0221870165643866;0.11017230401847;0.380483392489831;-0.0493774445087961;0.00503627378939671
Pign;-0.0221890589674672;0.110139540689342;0.380435599051177;-0.0493794829355586;0.00503423043213552
Hspa14;-0.0221908847973035;0.11011025804735;0.380399813975923;-0.0493813052105277;0.00503240374910601
Atp1a2;-0.0221934015020075;0.110069905239983;0.380325765733823;-0.0493838170149433;0.00502988586807154
Ddb1;-0.0221938620356385;0.110062522314702;0.380325765733823;-0.0493842766518296;0.00502942511914567
Acaca;-0.0222000700683704;0.109963038018722;0.380087165283764;-0.0493904725952438;0.0050232141830917
Zswim4;-0.0222061287128025;0.109866016183735;0.379882442955216;-0.0493965194392541;0.00501715270317703
Snrpc;-0.022208824805143;0.109822863285807;0.379846507057274;-0.0493992102797747;0.00501445534840568
Setd6;-0.022210292155883;0.109799382908889;0.379846507057274;-0.049400674772041;0.00501298731042012
Gpm6b;-0.0222109903126329;0.109788212477779;0.379846507057274;-0.0494013715687052;0.00501228882664156
Tmem65;-0.0222142411970412;0.109736210508075;0.379760206549121;-0.0494046161196859;0.00500903641911358
Rorc;-0.0222176373663422;0.109681905310468;0.379637627833394;-0.0494080056719001;0.00500563865800811
9530046B11Rik;-0.0222180409932875;0.109675452674031;0.379637627833394;-0.0494084085123782;0.00500523484183871
Cdc16;-0.0222215957581941;0.109618636898818;0.379549338197888;-0.0494119563504419;0.00500167841004145
Slc2a13;-0.0222355930927106;0.109395143675288;0.378971320576308;-0.0494259264029717;0.00498767450523846
Dld;-0.0222366836641987;0.109377745825797;0.378971320576308;-0.0494270148483972;0.00498658342139258
Tbk1;-0.0222391024778328;0.109339166378488;0.378907992019782;-0.049429428946338;0.00498416347115229
Smg1;-0.0222401873633736;0.109321866230733;0.378907992019782;-0.0494305117166944;0.00498307807571767
Pdlim7;-0.0222422155364615;0.109289529733218;0.378907992019782;-0.0494325359353132;0.00498104894922092
Mtx3;-0.022254773783663;0.109089473633608;0.378499428452957;-0.0494450696918602;0.00496848479361402
Asah1;-0.0222703944624549;0.108841036333908;0.37770263307795;-0.0494606598957995;0.00495285675360913
Tmem241;-0.0222720482579926;0.108814759942029;0.377676643493546;-0.049462310464122;0.00495120217794524
Cinp;-0.0222747047706084;0.10877256234283;0.377595375717133;-0.0494649617925105;0.00494854441189083
F8a;-0.0222754491270051;0.108760740871851;0.377595375717133;-0.049465704696215;0.00494779970421082
Eppk1;-0.0222776115601999;0.108726404024812;0.377568487980896;-0.0494678629090161;0.00494563625033026
Eif3d;-0.0222793706369816;0.108698478317671;0.377568487980896;-0.0494696185524425;0.00494387634306227
Ext2;-0.0222813491708172;0.108667075462472;0.377568487980896;-0.0494715932243871;0.00494189687492991
Gm35533;-0.0222918179030726;0.108501037434637;0.377239079133262;-0.0494820415192347;0.00493142319561314
Sin3b;-0.0222928377729017;0.108484872648161;0.377239079133262;-0.0494830593977219;0.00493040284351925
Kcnab1;-0.0222979433480025;0.108403978670039;0.377097280360582;-0.0494881550031072;0.00492529485329828
Mbip;-0.0222995086958418;0.108379186476148;0.377076286903775;-0.0494897172939902;0.00492372876470868
Lipt1;-0.0223011485297149;0.108353219372838;0.377051197689488;-0.049491353925301;0.00492208815469404
Ucn3;-0.0223056511516352;0.108281944746879;0.376868409841848;-0.0494958477529413;0.0049175834009066
Adgrg4;-0.0223084462269722;0.10823771853265;0.376779715266125;-0.049498637368533;0.00491478700162277
Tex261;-0.0223137154634836;0.108154382764207;0.376554824507942;-0.049503896311256;0.00490951526806765
Bag4;-0.0223352397029986;0.107814492617691;0.375566582064364;-0.0495253784861434;0.00488798081269422
Snrpd2;-0.0223491480900151;0.107595314704109;0.374933023313695;-0.0495392596787443;0.00487406581103464
Vasp;-0.0223516206348929;0.107556387594537;0.374898401740049;-0.0495417273880716;0.00487159208914382
Golga5;-0.0223527975906112;0.107537861823895;0.374898401740049;-0.0495429020419036;0.00487041457303875
Gm15810;-0.0223610179742148;0.107408540005959;0.374606849364991;-0.0495511063460094;0.00486219027333861
Loxl2;-0.022363391413871;0.107371224332513;0.374541683629449;-0.0495534751424116;0.00485981570231772
Rab28;-0.022366926886415;0.107315657988868;0.374412820643912;-0.0495570036978034;0.00485627854392524
Selenoi;-0.0223678518679689;0.107301123989719;0.374412820643912;-0.0495579268695188;0.00485535312119236
Letmd1;-0.0223739299936474;0.107205658717662;0.37415891618076;-0.0495639931014524;0.00484927209533243
Shisa5;-0.0223917815225359;0.106925664871842;0.37331133048257;-0.0495818096866694;0.00483141203693528
Lrrk1;-0.0223970484395524;0.106843166208104;0.373152913530493;-0.0495870662905954;0.00482614260005359
Fam129b;-0.022399686641314;0.106801861537566;0.373073470458678;-0.0495896993259577;0.00482350313552186
Megf8;-0.0224103587215101;0.106634904536028;0.372730398013558;-0.0496003505031273;0.00481282594328421
Mrps34;-0.0224398672811632;0.106174340598688;0.371565940119708;-0.0496298012332156;0.00478330321640313
Tsku;-0.0224410983396532;0.106155160788575;0.371565940119708;-0.0496310298781044;0.00478207156584378
1700085D07Rik;-0.0224452437451343;0.106090595837603;0.371427942898527;-0.049635167155539;0.00477792416605011
Mterf1b;-0.022469635794964;0.105711318351017;0.370551810429033;-0.0496595113600958;0.00475352036248393
Chtf18;-0.0224732457247793;0.105655278187825;0.37048457306992;-0.0496631142062497;0.00474990869040612
Dbi;-0.022495435334771;0.105311326354445;0.369471831361854;-0.0496852602586654;0.00472770835543013
Gm45159;-0.0225012220077823;0.105221775736059;0.369222090700295;-0.0496910355682061;0.00472191888111377
Klhl24;-0.0225202115632621;0.104928330613013;0.368449647216317;-0.0497099878205287;0.00470292012004583
Nsd2;-0.0225224275550498;0.104894129301227;0.368393899605621;-0.0497121994579377;0.00470070305272879
Ercc6l;-0.0225331685605582;0.104728479442127;0.36787639738338;-0.0497229193538103;0.0046899568302919
Brf2;-0.0225363052265945;0.104680144361509;0.367770874187247;-0.0497260498540763;0.00468681863958434
Adh1;-0.0225497411299859;0.104473301456849;0.367365187893482;-0.0497394593403566;0.00467337619919821
Gfm1;-0.0225513875697971;0.104447977193444;0.367340392848112;-0.0497411025423326;0.00467172895766495
Tmem132d;-0.0225560883484387;0.10437570027186;0.36715042914527;-0.0497457940757649;0.00466702588919979
mt-Nd2;-0.0225621926091787;0.104281903348614;0.36694890653198;-0.0497518863292205;0.00466091865318072
Rrm1;-0.0225674677012373;0.104200901193357;0.366792280982326;-0.0497571510433675;0.00465564098835246
P4ha3;-0.0225765648125434;0.104061327055118;0.366365123956049;-0.049766230253992;0.0046465394366375
Ttf1;-0.0225766969506872;0.104059300795327;0.366365123956049;-0.0497663621320903;0.00464640723396222
Setmar;-0.0225847865524697;0.103935311232591;0.366113818417521;-0.0497744358118677;0.00463831367970132
2310001H17Rik;-0.0225877878032706;0.103889340826681;0.366080178551932;-0.0497774311546841;0.00463531096161972
Sp4;-0.0226053288399496;0.103620986260316;0.36539075369078;-0.0497949376519196;0.00461776133948859
Trpc4ap;-0.0226142446049282;0.103484798148515;0.365102649557671;-0.0498038358547722;0.00460884120426512
Vipr1;-0.0226151419340992;0.103471099346252;0.365102649557671;-0.0498047314161599;0.00460794343500996
Uqcrh;-0.0226157800562985;0.103461358524898;0.365102649557671;-0.0498053682812001;0.00460730499982463
7630403G23Rik;-0.0226213591550548;0.103376225609931;0.365039919802645;-0.0498109363876794;0.00460172316368826
Aimp1;-0.0226294693569945;0.103252569222016;0.364667322394624;-0.0498190306073957;0.00459360897945937
Elovl7;-0.0226340783678297;0.103182347957602;0.36448334932203;-0.049823630533975;0.00458899770390007
Gm2694;-0.0226369555156506;0.103138531993675;0.364392602578006;-0.0498265020104181;0.00458611914175149
Tmem223;-0.0226513970676305;0.102918825568703;0.363808185406655;-0.0498409150887009;0.00457167048388191
Tcf7l2;-0.0226557913120831;0.102852047649161;0.363656708816691;-0.0498453006669909;0.00456727407500894
Fads6;-0.0226981363428876;0.10221030782054;0.361876332884171;-0.0498875621327939;0.00452490813288607
Nsa2;-0.0227077764352223;0.102064658056973;0.361569530532117;-0.0498971831874645;0.00451526326631188
Polr1e;-0.0227125392214299;0.101992759271916;0.361424367996356;-0.0499019365660571;0.0045104981194731
Kif4;-0.0227132395203555;0.101982190993097;0.361424367996356;-0.0499026354816248;0.00450979747334657
Nwd1;-0.0227136455948084;0.101976063283361;0.361424367996356;-0.0499030407539134;0.00450939119755392
Csnk2a2;-0.0227142727118092;0.10196660059197;0.361424367996356;-0.0499036666320823;0.00450876376959835
Ciao3;-0.0227218788184616;0.101851886174022;0.361362887458854;-0.0499112577116276;0.00450115388976686
Ankmy1;-0.0227352764806118;0.101650073974363;0.360718700283604;-0.049924628896866;0.00448774957373871
Smim8;-0.0227369152942149;0.101625409993146;0.360694847650461;-0.0499262644711214;0.00448610994555595
Xrn2;-0.0227380133340358;0.101608887268401;0.360694847650461;-0.0499273603404291;0.00448501135986761
Rflnb;-0.0227416590593658;0.101554043648723;0.360608182048112;-0.049930998858725;0.00448136382167038
Rnf38;-0.0227476531769474;0.101463923757402;0.360439876178665;-0.0499369811252962;0.00447536672188938
Timm21;-0.0227610737628364;0.101262379814379;0.359787490528183;-0.0499503751701799;0.00446193945187668
Gm31374;-0.0227618855601502;0.101250198861154;0.359787490528183;-0.0499511853617423;0.00446112724993226
