Differential motif activity beta cells;names;scores;logfoldchanges;pvals;pvals_adj;Motif_ID;direct_TF;TF_name
4151;M07552_2.00;-3.9749732;-0.18862227;7.04E-05;8.78E-05;M07552_2.00;;['Ctcf']
4152;M11230_2.00;-3.9987159;-0.19814256;6.37E-05;7.95E-05;M11230_2.00;;['Nfkb1']
4153;M00389_2.00;-4.0030403;-0.20198432;6.25E-05;7.80E-05;M00389_2.00;Hoxc13;['Hoxc13', 'Hoxd13', 'Hoxa13', 'Hoxb13']
4154;M01930_2.00;-4.006476;-0.2099295;6.16E-05;7.69E-05;M01930_2.00;;['Dmrtc2', 'Dmrt1', 'Dmrtb1', 'Dmrt3', 'Dmrta1', 'Dmrta2', 'Dmrt2']
4155;M03419_2.00;-4.032529;-0.20994699;5.52E-05;6.89E-05;M03419_2.00;Nr2f6;['Pparg', 'Rarg', 'Nr1h3', 'Ppard', 'Nr2f6', 'Nr2c2', 'Nr2c1', 'Rxrg', 'Rxra', 'Rarb', 'Thrb', 'Ppara', 'Nr4a1', 'Nr5a2', 'Nr5a1', 'Nr4a2', 'Rorc', 'Nr4a3', 'Nr2f2', 'Rora', 'Rorb', 'Rara', 'Rxrb', 'Nr1h4', 'Nr1h5', 'Thra', 'Nr1h2', 'Nr6a1', 'Nr2f1']
4156;M07859_2.00;-4.034946;-0.19038886;5.46E-05;6.82E-05;M07859_2.00;;['Yy1', 'Mbtps2', 'Yy2']
4157;M03386_2.00;-4.035076;-0.21514419;5.46E-05;6.82E-05;M03386_2.00;;['Pparg', 'Rarg', 'Nr1h3', 'Ppard', 'Nr2f6', 'Nr2c2', 'Nr2c1', 'Rxrg', 'Rxra', 'Rarb', 'Hnf4g', 'Hnf4a', 'Esr1', 'Nr1d1', 'Esr2', 'Nr1d2', 'Thrb', 'Ppara', 'Nr4a1', 'Nr5a2', 'Nr4a2', 'Rorc', 'Nr4a3', 'Nr2f2', 'Rora', 'Rorb', 'Rara', 'Rxrb', 'Nr1h4', 'Nr1h5', 'Thra', 'Nr1h2', 'Nr6a1', 'Nr2f1']
4158;M05950_2.00;-4.0558686;-0.24925485;4.99E-05;6.24E-05;M05950_2.00;;['Myod1']
4159;M00111_2.00;-4.0635934;-0.16975728;4.83E-05;6.04E-05;M00111_2.00;Tfap2a;['Tfap2a', 'Tfap2b', 'Tfap2c', 'Tfap2e', 'Tfap2d']
4160;M02259_2.00;-4.07569;-0.22464286;4.59E-05;5.74E-05;M02259_2.00;;['Irf6', 'Irf5']
4161;M06316_2.00;-4.082952;-0.1801596;4.45E-05;5.56E-05;M06316_2.00;;['Irx2', 'Irx4', 'Irx5', 'Irx6']
4162;M06314_2.00;-4.082952;-0.1801596;4.45E-05;5.56E-05;M06314_2.00;;['Irx2', 'Irx4', 'Irx5', 'Irx6']
4163;M06306_2.00;-4.082952;-0.1801596;4.45E-05;5.56E-05;M06306_2.00;;['Irx3', 'Irx1']
4164;M09260_2.00;-4.0966716;-0.20306267;4.19E-05;5.25E-05;M09260_2.00;;['Myb', 'Mybl1']
4165;M03983_2.00;-4.102667;-0.18134344;4.08E-05;5.12E-05;M03983_2.00;;['Sox9', 'Sox8', 'Sox17', 'Sox10', 'Sox30', 'Sox15', 'Sox5', 'Sox3', 'Sox18', 'Sox12', 'Sox6', 'Sox14', 'Sox21', 'Sox7', 'Sox11', 'Sry', 'Sox13', 'Sox2', 'Sox4', 'Sox1']
4166;M03372_2.00;-4.1038275;-0.22289112;4.06E-05;5.10E-05;M03372_2.00;;['Pparg', 'Rarg', 'Nr1h3', 'Ppard', 'Nr2f6', 'Nr2c2', 'Nr2c1', 'Rxrg', 'Rxra', 'Rarb', 'Esr1', 'Nr1d1', 'Esr2', 'Nr1d2', 'Ppara', 'Nr4a1', 'Nr5a2', 'Rorc', 'Nr2f2', 'Rora', 'Rorb', 'Rara', 'Rxrb', 'Nr1h4', 'Nr1h5', 'Nr1h2', 'Nr6a1', 'Nr2f1']
4167;M03915_2.00;-4.1091237;-0.26352486;3.97E-05;4.99E-05;M03915_2.00;;['Srf']
4168;M03508_2.00;-4.115308;-0.20183742;3.87E-05;4.86E-05;M03508_2.00;;['Sox9', 'Sox8', 'Sox17', 'Sox10', 'Sox30', 'Sox15', 'Sox5', 'Sox3', 'Sox18', 'Sox12', 'Sox6', 'Sox14', 'Sox21', 'Sox7', 'Sox11', 'Sry', 'Sox13', 'Sox2', 'Sox4', 'Sox1']
4169;M09203_2.00;-4.1305556;-0.21051;3.62E-05;4.55E-05;M09203_2.00;Hoxa9;['Hoxb6', 'Hoxa10', 'Hoxc11', 'Hoxc8', 'Hoxc6', 'Hoxb9', 'Hoxc10', 'Hoxc5', 'Hoxd8', 'Hoxc9', 'Hoxa11', 'Hoxa9', 'Hoxa7', 'Hoxa5', 'Hoxb5', 'Hoxd11', 'Hoxa6', 'Hoxd9', 'Hoxd10', 'Hoxb8']
4170;M09131_2.00;-4.1305556;-0.21051;3.62E-05;4.55E-05;M09131_2.00;;['Hoxb6', 'Hoxa10', 'Hoxc11', 'Hoxc8', 'Hoxc6', 'Hoxb9', 'Hoxc10', 'Hoxc5', 'Hoxd8', 'Hoxc9', 'Hoxa11', 'Hoxa9', 'Hoxa7', 'Hoxa5', 'Hoxb5', 'Hoxd11', 'Hoxa6', 'Hoxd9', 'Hoxd10', 'Hoxb8']
4171;M09597_2.00;-4.1400695;-0.2216266;3.47E-05;4.37E-05;M09597_2.00;;['Mef2d', 'Borcs8', 'Mef2c', 'Mef2a', 'Mef2b']
4172;M05885_2.00;-4.159381;-0.23151663;3.19E-05;4.02E-05;M05885_2.00;Rarg;['Pparg', 'Rarg', 'Nr1h3', 'Ppard', 'Nr2f6', 'Nr2c2', 'Nr2c1', 'Rxrg', 'Rxra', 'Rarb', 'Esr1', 'Nr1d1', 'Esr2', 'Nr1d2', 'Ppara', 'Nr4a1', 'Nr5a2', 'Nr4a2', 'Rorc', 'Nr4a3', 'Nr2f2', 'Rora', 'Rorb', 'Rara', 'Rxrb', 'Nr1h4', 'Nr1h5', 'Nr1h2', 'Nr6a1', 'Nr2f1']
4173;M00176_2.00;-4.1827683;-0.20047328;2.88E-05;3.63E-05;M00176_2.00;Irf6;['Irf6']
4174;M05530_2.00;-4.2005515;-0.2195469;2.66E-05;3.36E-05;M05530_2.00;;['Irf6']
4175;M10947_2.00;-4.2036557;-0.23471463;2.63E-05;3.31E-05;M10947_2.00;;['Srf']
4176;M02753_2.00;-4.2056103;-0.19827785;2.60E-05;3.28E-05;M02753_2.00;;['Tfap2a', 'Tfap2b', 'Tfap2c', 'Tfap2e', 'Tfap2d']
4177;M08578_2.00;-4.2074347;-0.20141655;2.58E-05;3.26E-05;M08578_2.00;;['Hsf2', 'Hsf4']
4178;M09340_2.00;-4.244044;-0.19267276;2.20E-05;2.77E-05;M09340_2.00;Trp53;['Trp53']
4179;M05842_2.00;-4.2503705;-0.24370307;2.13E-05;2.70E-05;M05842_2.00;;['Jun', 'Junb', 'Jund']
4180;M02769_2.00;-4.2585573;-0.18164748;2.06E-05;2.60E-05;M02769_2.00;Tfap2a;['Tfap2a', 'Tfap2b', 'Tfap2c', 'Tfap2e', 'Tfap2d']
4181;M02144_2.00;-4.2602158;-0.21163648;2.04E-05;2.58E-05;M02144_2.00;;['Otx1', 'Gsc', 'Pitx1', 'Otx2', 'Gsc2', 'Pitx3', 'Pitx2', 'Dmbx1', 'Crx', 'Obox6', 'Obox1', 'Obox3', 'Rhox9', 'Obox5', 'ENSMUSG00000097436']
4182;M03369_2.00;-4.263059;-0.19847657;2.02E-05;2.55E-05;M03369_2.00;;['Pparg', 'Rarg', 'Nr1h3', 'Ppard', 'Nr2f6', 'Nr2c2', 'Nr2c1', 'Rxrg', 'Rxra', 'Rarb', 'Esr1', 'Nr1d1', 'Esr2', 'Nr1d2', 'Ppara', 'Nr4a1', 'Nr5a2', 'Rorc', 'Nr2f2', 'Rora', 'Rorb', 'Rara', 'Rxrb', 'Nr1h4', 'Nr1h5', 'Nr1h2', 'Nr6a1', 'Nr2f1']
4183;M08307_2.00;-4.2759614;-0.18882598;1.90E-05;2.41E-05;M08307_2.00;;['Fezf2', 'Fezf1']
4184;M02758_2.00;-4.2826552;-0.19995522;1.85E-05;2.34E-05;M02758_2.00;;['Tfap2a', 'Tfap2b', 'Tfap2c', 'Tfap2e', 'Tfap2d']
4185;M04244_2.00;-4.2839465;-0.27652246;1.84E-05;2.33E-05;M04244_2.00;;['Creb3l1', 'Creb3']
4186;M09546_2.00;-4.307263;-0.21712855;1.65E-05;2.10E-05;M09546_2.00;;['Foxh1']
4187;M09982_2.00;-4.3188496;-0.24448581;1.57E-05;1.99E-05;M09982_2.00;;['Nfil3']
4188;M03691_2.00;-4.33174;-0.22077318;1.48E-05;1.88E-05;M03691_2.00;;['Scrt1', 'Scrt2']
4189;M09621_2.00;-4.357046;-0.22844233;1.32E-05;1.68E-05;M09621_2.00;;['Trp53']
4190;M04948_2.00;-4.3613114;-0.22480032;1.29E-05;1.64E-05;M04948_2.00;;['Rhox9', 'ENSMUSG00000097436', 'Obox8']
4191;M04947_2.00;-4.3613114;-0.22480032;1.29E-05;1.64E-05;M04947_2.00;;['Rhox9', 'ENSMUSG00000097436', 'Obox8']
4192;M11124_2.00;-4.3617024;-0.23469046;1.29E-05;1.64E-05;M11124_2.00;;['Nr3c1', 'Nr3c2', 'Pgr', 'Ar']
4193;M01984_2.00;-4.366453;-0.25420976;1.26E-05;1.61E-05;M01984_2.00;Gm5294;['Foxg1', 'Foxf2', 'Foxf1', 'Foxe3', 'Foxc2', 'Foxi1', 'Foxi2', 'Foxc1', 'Foxl2', 'Foxd4', 'Foxd2', 'Foxi3', 'Foxd3', 'Foxe1', 'Foxs1', 'Foxd1', 'Gm5294', 'Foxl1']
4194;M02882_2.00;-4.3693085;-0.22659138;1.25E-05;1.59E-05;M02882_2.00;;['Zfp410']
4195;M04292_2.00;-4.3844733;-0.28367305;1.16E-05;1.48E-05;M04292_2.00;;['Atf3', 'Jdp2']
4196;M08340_2.00;-4.407588;-0.19234078;1.05E-05;1.33E-05;M08340_2.00;;['Zbtb26']
4197;M09571_2.00;-4.4126825;-0.2878231;1.02E-05;1.30E-05;M09571_2.00;Pdx1;['Hoxb6', 'Hoxa4', 'Sebox', 'Meox1', 'Dlx3', 'Mnx1', 'Hoxc6', 'Evx2', 'Evx1', 'Vax1', 'Phox2a', 'Nanog', 'Phox2b', 'Alx3', 'Hoxa2', 'Hoxb1', 'Dlx4', 'Vsx2', 'Barx1', 'Msx2', 'Otp', 'Hoxc5', 'Dlx2', 'Rax', 'Msx3', 'Lhx4', 'Mixl1', 'Prrx1', 'Barhl1', 'Lhx3', 'Hoxd8', 'Shox2', 'Nkx1-1', 'Uncx', 'Pdx1', 'Nobox', 'Dlx6', 'Dlx5', 'Hoxa1', 'Isx', 'Barx2', 'Vsx1', 'Emx1', 'Barhl2', 'Gbx2', 'Vax2', 'Arx', 'Gsx2', 'Meox2', 'Alx1', 'Hoxa7', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'Hoxb7', 'En2', 'Prrx2', 'Hmx3', 'Alx4', 'Prrxl1', 'Dlx1', 'Hoxd1', 'Hoxa6', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Hmx2', 'Gsx1', 'Bsx', 'Hoxb8', 'En1', 'Hmx1', 'Gbx1', 'Noto', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Hoxd4']
4198;M07962_2.00;-4.4130855;-0.43910545;1.02E-05;1.30E-05;M07962_2.00;;['Foxa1', 'Foxa2', 'Foxa3', 'Foxb1']
4199;M08773_2.00;-4.417078;-0.23542872;1.00E-05;1.28E-05;M08773_2.00;Nhlh1;['Nhlh2', 'Nhlh1']
4200;M10425_2.00;-4.4176583;-0.24752976;9.98E-06;1.27E-05;M10425_2.00;;['Cux1', 'Cux2']
4201;M04646_2.00;-4.418571;-0.21932684;9.94E-06;1.27E-05;M04646_2.00;;['Sp1', 'Sp4', 'Sp6', 'Sp8', 'Sp7', 'Sp9', 'Sp5']
4202;M08100_2.00;-4.4187484;-0.12827648;9.93E-06;1.27E-05;M08100_2.00;Zfx;['Zfx']
4203;M04423_2.00;-4.422895;-0.22076863;9.74E-06;1.24E-05;M04423_2.00;;['Prdm4']
4204;M04487_2.00;-4.442017;-0.2091532;8.91E-06;1.14E-05;M04487_2.00;;['Zic1', 'Zic4', 'Zic2', 'Zic3']
4205;M00150_2.00;-4.4515543;-0.19504695;8.53E-06;1.09E-05;M00150_2.00;Zic2;['Zic1', 'Zic4', 'Zic2', 'Zic3']
4206;M05520_2.00;-4.462004;-0.25385362;8.12E-06;1.04E-05;M05520_2.00;;['Hsfy2', 'Hsf5']
4207;M03075_2.00;-4.46403;-0.23735398;8.04E-06;1.03E-05;M03075_2.00;;['Tfcp2', 'Ubp1']
4208;M09604_2.00;-4.4656057;-0.23756029;7.98E-06;1.02E-05;M09604_2.00;;['Rarg', 'Nr1h3', 'Nr2c2', 'Rarb', 'Esr1', 'Esr2', 'Esrrb', 'Esrra', 'Esrrg', 'Rorc', 'Nr2f2', 'Rora', 'Rorb', 'Rara', 'Nr1h2', 'Nr2f1']
4209;M03636_2.00;-4.4898105;-0.26198488;7.13E-06;9.16E-06;M03636_2.00;;['Jun', 'Junb', 'Jund']
4210;M10587_2.00;-4.493483;-0.2334264;7.01E-06;9.00E-06;M10587_2.00;;['Gata6', 'Gata2', 'Gata3', 'Gata5', 'Gata4', 'Gata1']
4211;M04339_2.00;-4.508944;-0.2653877;6.52E-06;8.38E-06;M04339_2.00;;['Jun', 'Junb', 'Jund']
4212;M05571_2.00;-4.5314307;-0.22209936;5.86E-06;7.54E-06;M05571_2.00;;['Rarg', 'Nr1h3', 'Nr2c2', 'Rarb', 'Esr1', 'Esr2', 'Esrrb', 'Esrra', 'Esrrg', 'Rorc', 'Nr2f2', 'Rora', 'Rorb', 'Rara', 'Nr1h2', 'Nr2f1']
4213;M09358_2.00;-4.533291;-0.21325688;5.81E-06;7.48E-06;M09358_2.00;Nfkb1;['Nfkb1']
4214;M09508_2.00;-4.537864;-0.21883997;5.68E-06;7.32E-06;M09508_2.00;;['Zfp711']
4215;M07944_2.00;-4.5541544;-0.23062354;5.26E-06;6.78E-06;M07944_2.00;;['Spi1', 'Spic', 'Spib', 'Elf5']
4216;M06875_2.00;-4.5584197;-0.22805479;5.15E-06;6.65E-06;M06875_2.00;;['E2f7', 'E2f8']
4217;M04052_2.00;-4.5646276;-0.20219222;5.00E-06;6.46E-06;M04052_2.00;;['Tfap2a', 'Tfap2b', 'Tfap2c', 'Tfap2e', 'Tfap2d']
4218;M08902_2.00;-4.5658126;-0.24376522;4.98E-06;6.42E-06;M08902_2.00;;['Zic1', 'Zic4', 'Zic2', 'Zic3']
4219;M09013_2.00;-4.5658126;-0.24376522;4.98E-06;6.42E-06;M09013_2.00;Zic3;['Zic1', 'Zic4', 'Zic2', 'Zic3']
4220;M08997_2.00;-4.5670447;-0.2040192;4.95E-06;6.39E-06;M08997_2.00;Prdm16;['Prdm16']
4221;M09404_2.00;-4.5751247;-0.2309765;4.76E-06;6.15E-06;M09404_2.00;Sox5;['Sox9', 'Sox8', 'Sox17', 'Sox10', 'Sox30', 'Sox15', 'Sox5', 'Sox3', 'Sox18', 'Sox12', 'Sox6', 'Sox14', 'Sox21', 'Sox7', 'Sox11', 'Sry', 'Sox13', 'Sox2', 'Sox4', 'Sox1']
4222;M09390_2.00;-4.5751247;-0.2309765;4.76E-06;6.15E-06;M09390_2.00;;['Sox9', 'Sox8', 'Sox17', 'Sox10', 'Sox30', 'Sox15', 'Sox5', 'Sox3', 'Sox18', 'Sox12', 'Sox6', 'Sox14', 'Sox21', 'Sox7', 'Sox11', 'Sry', 'Sox13', 'Sox2', 'Sox4', 'Sox1']
4223;M04893_2.00;-4.5926948;-0.2625358;4.38E-06;5.66E-06;M04893_2.00;;['Tfcp2', 'Ubp1', 'Tcfcp2l1']
4224;M05654_2.00;-4.602955;-0.2414835;4.17E-06;5.39E-06;M05654_2.00;;['Pparg', 'Rarg', 'Nr1h3', 'Ppard', 'Nr2f6', 'Nr2c2', 'Nr2c1', 'Rxrg', 'Rxra', 'Rarb', 'Esr1', 'Nr1d1', 'Esr2', 'Nr1d2', 'Ppara', 'Nr4a1', 'Nr5a2', 'Nr4a2', 'Rorc', 'Nr4a3', 'Nr2f2', 'Rora', 'Rorb', 'Rara', 'Rxrb', 'Nr1h4', 'Nr1h5', 'Nr1h2', 'Nr6a1', 'Nr2f1']
4225;M05857_2.00;-4.6044593;-0.23167557;4.14E-06;5.36E-06;M05857_2.00;;['Zfp777']
4226;M08389_2.00;-4.605881;-0.2410786;4.11E-06;5.32E-06;M08389_2.00;;['Zbtb12']
4227;M03808_2.00;-4.620489;-0.25423634;3.83E-06;4.97E-06;M03808_2.00;;['Otx1', 'Gsc', 'Pitx1', 'Otx2', 'Gsc2', 'Pitx3', 'Pitx2', 'Dmbx1', 'Crx', 'Obox6', 'Rhox9', 'ENSMUSG00000097436']
4228;M05137_2.00;-4.620489;-0.25423634;3.83E-06;4.97E-06;M05137_2.00;;['Otx1', 'Gsc', 'Pitx1', 'Otx2', 'Gsc2', 'Pitx3', 'Pitx2', 'Dmbx1', 'Crx', 'Obox6', 'Obox1', 'Obox3', 'Rhox9', 'Obox5', 'ENSMUSG00000097436']
4229;M04163_2.00;-4.621686;-0.27866778;3.81E-06;4.94E-06;M04163_2.00;;['Nhlh2', 'Nhlh1']
4230;M01977_2.00;-4.6219463;-0.26360688;3.80E-06;4.93E-06;M01977_2.00;;['Foxj3', 'Foxk2', 'Foxi1', 'Foxk1']
4231;M03965_2.00;-4.623297;-0.23673572;3.78E-06;4.90E-06;M03965_2.00;;['Runx1', 'Runx2', 'Runx3']
4232;M07819_2.00;-4.6245174;-0.2803709;3.75E-06;4.88E-06;M07819_2.00;;['Jun', 'Junb', 'Jund']
4233;M03439_2.00;-4.630453;-0.23022036;3.65E-06;4.74E-06;M03439_2.00;Trp53;['Trp53']
4234;M04393_2.00;-4.6325026;-0.31536543;3.61E-06;4.70E-06;M04393_2.00;;['Snai2']
4235;M05887_2.00;-4.636116;-0.23751704;3.55E-06;4.62E-06;M05887_2.00;;['Nfkb1']
4236;M08985_2.00;-4.6518736;-0.2523829;3.29E-06;4.28E-06;M08985_2.00;Zkscan1;['Zkscan1']
4237;M08874_2.00;-4.6518736;-0.2523829;3.29E-06;4.28E-06;M08874_2.00;;['Zkscan1']
4238;M09986_2.00;-4.6523476;-0.27100292;3.28E-06;4.27E-06;M09986_2.00;;['Hlf', 'Tef']
4239;M06424_2.00;-4.653319;-0.23452729;3.27E-06;4.25E-06;M06424_2.00;;['Hnf4g', 'Hnf4a', 'Nr2e1']
4240;M02893_2.00;-4.6612215;-0.23102838;3.14E-06;4.09E-06;M02893_2.00;;['Zic1', 'Zic4', 'Zic2', 'Zic3']
4241;M10415_2.00;-4.6615767;-0.251865;3.14E-06;4.09E-06;M10415_2.00;;['Rbpj']
4242;M09381_2.00;-4.6674414;-0.28052932;3.05E-06;3.98E-06;M09381_2.00;Nfib;['Nfix', 'Nfib', 'Nfia', 'Nfic']
4243;M00412_2.00;-4.6746683;-0.25613713;2.94E-06;3.84E-06;M00412_2.00;Six6;['Six6', 'Six3']
4244;M09344_2.00;-4.689288;-0.21967266;2.74E-06;3.58E-06;M09344_2.00;;['Nfkb2', 'Nfkb1']
4245;M09356_2.00;-4.689288;-0.21967266;2.74E-06;3.58E-06;M09356_2.00;Nfkb2;['Nfkb2', 'Nfkb1']
4246;M11237_2.00;-4.6932216;-0.2484683;2.69E-06;3.51E-06;M11237_2.00;;['Rela']
4247;M02958_2.00;-4.708055;-0.2347791;2.50E-06;3.27E-06;M02958_2.00;;['E2f4', 'E2f3', 'E2f2', 'E2f1', 'E2f5', 'E2f6']
4248;M05511_2.00;-4.7174025;-0.2548215;2.39E-06;3.13E-06;M05511_2.00;;['Hsfy2', 'Hsf5']
4249;M08257_2.00;-4.7187414;-0.3074594;2.37E-06;3.11E-06;M08257_2.00;;['Zbtb18']
4250;M03501_2.00;-4.7257786;-0.27325156;2.29E-06;3.00E-06;M03501_2.00;;['Sox9', 'Sox8', 'Sox17', 'Sox10', 'Sox30', 'Sox15', 'Sox5', 'Sox3', 'Sox18', 'Sox12', 'Sox6', 'Sox14', 'Sox21', 'Sox7', 'Sox11', 'Sry', 'Sox13', 'Sox2', 'Sox4', 'Sox1']
4251;M02755_2.00;-4.730186;-0.22816335;2.24E-06;2.94E-06;M02755_2.00;;['Tfap2a', 'Tfap2b', 'Tfap2c', 'Tfap2e', 'Tfap2d']
4252;M03364_2.00;-4.73348;-0.2351804;2.21E-06;2.89E-06;M03364_2.00;;['Hnf4g', 'Hnf4a', 'Nr2e1']
4253;M04997_2.00;-4.7356596;-0.2529459;2.18E-06;2.86E-06;M04997_2.00;;['Otx1', 'Gsc', 'Pitx1', 'Otx2', 'Gsc2', 'Pitx3', 'Pitx2', 'Dmbx1', 'Crx']
4254;M05231_2.00;-4.7356596;-0.2529459;2.18E-06;2.86E-06;M05231_2.00;;['Otx1', 'Gsc', 'Pitx1', 'Otx2', 'Gsc2', 'Pitx3', 'Pitx2', 'Dmbx1', 'Crx']
4255;M05232_2.00;-4.7356596;-0.2529459;2.18E-06;2.86E-06;M05232_2.00;;['Otx1', 'Gsc', 'Pitx1', 'Otx2', 'Gsc2', 'Pitx3', 'Pitx2', 'Dmbx1', 'Crx']
4256;M05252_2.00;-4.7356596;-0.2529459;2.18E-06;2.86E-06;M05252_2.00;;['Otx1', 'Gsc', 'Pitx1', 'Otx2', 'Gsc2', 'Pitx3', 'Pitx2', 'Dmbx1', 'Crx', 'Obox6', 'Rhox9', 'ENSMUSG00000097436']
4257;M02765_2.00;-4.7428155;-0.22401273;2.11E-06;2.76E-06;M02765_2.00;;['Tfap2a', 'Tfap2b', 'Tfap2c', 'Tfap2e', 'Tfap2d']
4258;M09619_2.00;-4.750789;-0.22870722;2.03E-06;2.66E-06;M09619_2.00;Thra;['Pparg', 'Ppard', 'Nr2f6', 'Nr2c2', 'Rxrg', 'Rxra', 'Thrb', 'Rorc', 'Nr2f2', 'Rora', 'Rorb', 'Rxrb', 'Thra', 'Nr2f1']
4259;M04403_2.00;-4.7546988;-0.25184938;1.99E-06;2.61E-06;M04403_2.00;;['Gli3', 'Gli1', 'Gli2']
4260;M09218_2.00;-4.7610016;-0.29133412;1.93E-06;2.53E-06;M09218_2.00;;['Pou2f2']
4261;M09224_2.00;-4.7610016;-0.29133412;1.93E-06;2.53E-06;M09224_2.00;Pou2f2;['Pou2f2']
4262;M02767_2.00;-4.764141;-0.21770467;1.90E-06;2.49E-06;M02767_2.00;;['Tfap2a', 'Tfap2b', 'Tfap2c', 'Tfap2e', 'Tfap2d']
4263;M07946_2.00;-4.7749343;-0.24213247;1.80E-06;2.36E-06;M07946_2.00;;['Spi1', 'Spic', 'Spib', 'Elf5']
4264;M04165_2.00;-4.7754793;-0.30160582;1.79E-06;2.36E-06;M04165_2.00;;['Nhlh2', 'Nhlh1']
4265;M04046_2.00;-4.7784767;-0.19242848;1.77E-06;2.32E-06;M04046_2.00;;['Tfap2a', 'Tfap2b', 'Tfap2c', 'Tfap2e', 'Tfap2d']
4266;M04282_2.00;-4.7973976;-0.27561793;1.61E-06;2.12E-06;M04282_2.00;;['Jun', 'Junb', 'Jund']
4267;M04868_2.00;-4.7982507;-0.23945214;1.60E-06;2.11E-06;M04868_2.00;;['Gata6', 'Gata2', 'Gata3', 'Gata5', 'Gata4', 'Gata1']
4268;M00379_2.00;-4.8100033;-0.2759646;1.51E-06;1.99E-06;M00379_2.00;Cux1;['Cux1']
4269;M00753_2.00;-4.8125863;-0.3216045;1.49E-06;1.96E-06;M00753_2.00;Tcf3;['Tcf3', 'Tcf12', 'Tcf4']
4270;M02711_2.00;-4.8144817;-0.25025854;1.48E-06;1.95E-06;M02711_2.00;;['Rela']
4271;M11105_2.00;-4.8207965;-0.26054278;1.43E-06;1.89E-06;M11105_2.00;;['Rxrg', 'Hnf4g', 'Hnf4a', 'Nr2e1', 'Nr2f2', 'Rxrb', 'Nr6a1', 'Nr2f1']
4272;M02745_2.00;-4.834291;-0.25704437;1.34E-06;1.76E-06;M02745_2.00;;['Mef2d', 'Borcs8', 'Mef2c', 'Mef2a', 'Mef2b']
4273;M03601_2.00;-4.84339;-0.3115066;1.28E-06;1.69E-06;M03601_2.00;;['Myod1']
4274;M09337_2.00;-4.8467784;-0.22981045;1.25E-06;1.66E-06;M09337_2.00;;['Trp53']
4275;M02658_2.00;-4.8573346;-0.24032375;1.19E-06;1.57E-06;M02658_2.00;;['Nfil3']
4276;M08068_2.00;-4.8577256;-0.32277855;1.19E-06;1.57E-06;M08068_2.00;;['Jun', 'Junb', 'Jund']
4277;M02754_2.00;-4.9060874;-0.21315928;9.29E-07;1.23E-06;M02754_2.00;;['Tfap2a', 'Tfap2b', 'Tfap2c', 'Tfap2e', 'Tfap2d']
4278;M05670_2.00;-4.91803;-0.26099834;8.74E-07;1.16E-06;M05670_2.00;;['Pparg', 'Rarg', 'Nr1h3', 'Ppard', 'Nr2f6', 'Nr2c2', 'Nr2c1', 'Rxrg', 'Rxra', 'Rarb', 'Esr1', 'Nr1d1', 'Esr2', 'Nr1d2', 'Ppara', 'Nr4a1', 'Nr5a2', 'Rorc', 'Nr2f2', 'Rora', 'Rorb', 'Rara', 'Rxrb', 'Nr1h4', 'Nr1h5', 'Thra', 'Nr1h2', 'Nr6a1', 'Nr2f1']
4279;M04885_2.00;-4.9258847;-0.2478173;8.40E-07;1.11E-06;M04885_2.00;;['Tfcp2', 'Ubp1', 'Tcfcp2l1']
4280;M02249_2.00;-4.9296994;-0.24586335;8.24E-07;1.09E-06;M02249_2.00;;['Hsf2', 'Hsf1', 'Hsf4']
4281;M00411_2.00;-4.9307184;-0.26589337;8.19E-07;1.09E-06;M00411_2.00;Gsc;['Otx1', 'Gsc', 'Pitx1', 'Otx2', 'Gsc2', 'Pitx3', 'Pitx2', 'Dmbx1', 'Crx', 'Obox6', 'Obox1', 'Obox3', 'Rhox9', 'Obox5', 'ENSMUSG00000097436']
4282;M07836_2.00;-4.953975;-0.31709152;7.27E-07;9.67E-07;M07836_2.00;;['Jun', 'Junb', 'Jund']
4283;M07989_2.00;-4.9623632;-0.23745397;6.96E-07;9.27E-07;M07989_2.00;;['Esr1', 'Esr2', 'Esrrb', 'Esrra', 'Esrrg']
4284;M09499_2.00;-4.97119;-0.32942906;6.65E-07;8.86E-07;M09499_2.00;Atf7;['Atf7', 'Gm28047']
4285;M04032_2.00;-4.986355;-0.32947427;6.15E-07;8.20E-07;M04032_2.00;;['Atf3', 'Jdp2']
4286;M06252_2.00;-5.0002165;-0.15167624;5.73E-07;7.64E-07;M06252_2.00;;['Pknox1', 'Meis1', 'Meis2', 'Pknox2', 'Meis3', 'Tgif1', 'Tgif2']
4287;M06343_2.00;-5.0002165;-0.15167624;5.73E-07;7.64E-07;M06343_2.00;;['Pknox1', 'Meis1', 'Meis2', 'Pknox2', 'Meis3', 'Tgif1', 'Tgif2']
4288;M03742_2.00;-5.002811;-0.24493279;5.65E-07;7.54E-07;M03742_2.00;;['Foxg1', 'Foxj3', 'Foxf2', 'Foxf1', 'Foxe3', 'Foxc2', 'Foxi1', 'Foxc1', 'Foxl2', 'Foxd4', 'Foxd2', 'Foxi3', 'Foxd3', 'Foxe1', 'Foxs1', 'Foxd1', 'Gm5294', 'Foxl1']
4289;M04886_2.00;-5.004967;-0.26655704;5.59E-07;7.46E-07;M04886_2.00;;['Tfcp2', 'Ubp1', 'Tcfcp2l1']
